team_code_16_17,element_type_16_17,now_cost_16_17,total_points_16_17,minutes_16_17,value_season_16_17,goals_scored_16_17,assists_16_17,dreamteam_count_16_17,clean_sheets_16_17,goals_conceded_16_17,own_goals_16_17,penalties_saved_16_17,penalties_missed_16_17,yellow_cards_16_17,red_cards_16_17,saves_16_17,bonus_16_17,bps_16_17,influence_16_17,creativity_16_17,threat_16_17,ict_index_16_17,selected_by_percent_16_17,team_code_17_18,element_type_17_18,now_cost_17_18,total_points_17_18,minutes_17_18,value_season_17_18,goals_scored_17_18,assists_17_18,dreamteam_count_17_18,clean_sheets_17_18,goals_conceded_17_18,own_goals_17_18,penalties_saved_17_18,penalties_missed_17_18,yellow_cards_17_18,red_cards_17_18,saves_17_18,bonus_17_18,bps_17_18,influence_17_18,creativity_17_18,threat_17_18,ict_index_17_18,selected_by_percent_17_18,team_code_18_19,element_type_18_19,now_cost_18_19,total_points_18_19,minutes_18_19,value_season_18_19,goals_scored_18_19,assists_18_19,dreamteam_count_18_19,clean_sheets_18_19,goals_conceded_18_19,own_goals_18_19,penalties_saved_18_19,penalties_missed_18_19,yellow_cards_18_19,red_cards_18_19,saves_18_19,bonus_18_19,bps_18_19,influence_18_19,creativity_18_19,threat_18_19,ict_index_18_19,selected_by_percent_18_19,team_code_19_20,element_type_19_20,now_cost_19_20,total_points_19_20,minutes_19_20,value_season_19_20,goals_scored_19_20,assists_19_20,dreamteam_count_19_20,clean_sheets_19_20,goals_conceded_19_20,own_goals_19_20,penalties_saved_19_20,penalties_missed_19_20,yellow_cards_19_20,red_cards_19_20,saves_19_20,bonus_19_20,bps_19_20,influence_19_20,influence_rank_19_20,influence_rank_type_19_20,creativity_19_20,creativity_rank_19_20,creativity_rank_type_19_20,threat_19_20,threat_rank_19_20,threat_rank_type_19_20,ict_index_19_20,ict_index_rank_19_20,ict_index_rank_type_19_20,selected_by_percent_19_20,minutes_20_21,value_season_20_21,goals_scored_20_21,assists_20_21,dreamteam_count_20_21,clean_sheets_20_21,goals_conceded_20_21,own_goals_20_21,penalties_saved_20_21,penalties_missed_20_21,yellow_cards_20_21,red_cards_20_21,saves_20_21,bonus_20_21,bps_20_21,influence_20_21,influence_rank_20_21,influence_rank_type_20_21,creativity_20_21,creativity_rank_20_21,creativity_rank_type_20_21,threat_20_21,threat_rank_20_21,threat_rank_type_20_21,ict_index_20_21,ict_index_rank_20_21,ict_index_rank_type_20_21,selected_by_percent_20_21,assists_1_20_21,bonus_1_20_21,bps_1_20_21,clean_sheets_1_20_21,creativity_1_20_21,goals_conceded_1_20_21,goals_scored_1_20_21,ict_index_1_20_21,influence_1_20_21,minutes_1_20_21,own_goals_1_20_21,penalties_missed_1_20_21,penalties_saved_1_20_21,red_cards_1_20_21,saves_1_20_21,selected_1_20_21,threat_1_20_21,total_points_1_20_21,value_1_20_21,yellow_cards_1_20_21,first_name,second_name,team_code_20_21,element_type_20_21,total_points_20_21,now_cost_20_21
8.0,2.0,41.0,1.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,0.0,0.0,0.2,0.0,8.0,2.0,52.0,14.0,278.0,2.7,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,61.8,28.7,48.0,13.8,0.1,8.0,2.0,52.0,22.0,660.0,4.2,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130.0,104.6,113.8,81.0,30.0,0.2,8.0,2.0,54.0,19.0,1022.0,3.5,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,181.0,207.8,308.0,119.0,298.7,139.0,34.0,225.0,178.0,32.0,73.2,220.0,62.0,0.7,88,1.5,0,0,0,1,0,0,0,0,0,0,0,0,24,17.4,457,171,7.7,433,164,2.0,446,168,2.7,463,171,0.1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,11017,0.0,0,50,0,Emerson,Palmieri dos Santos,8,2,7,50
3.0,3.0,44.0,6.0,269.0,1.4,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,16.8,24.9,0.0,4.0,0.2,3.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,43.0,4.0,96.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.8,467.0,195.0,6.3,435.0,197.0,0.0,546.0,217.0,1.6,482.0,202.0,0.0,1438,17.6,2,5,1,9,10,0,0,0,0,0,0,3,308,273.2,251,107,385.1,92,65,222.0,175,95,88.1,175,97,3.5,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,17820,0.0,0,45,0,Emile,Smith Rowe,3,3,74,45
4.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,43.0,37.0,1015.0,8.6,0.0,1.0,0.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,187.0,184.4,323.0,125.0,28.8,382.0,138.0,39.0,362.0,132.0,25.2,376.0,135.0,0.1,1286,10.7,1,1,0,5,27,0,0,0,4,0,0,0,222,240.4,270,105,87.7,293,84,88.0,297,97,41.6,317,109,0.2,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5746,0.0,0,45,0,Emil,Krafth,4,2,45,45
49.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2.0,44.0,32.0,838.0,5.6,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,186.0,210.2,22.3,46.0,29.6,0.7,49.0,2.0,43.0,24.0,562.0,4.2,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,116.0,151.6,37.5,44.0,29.6,0.4,49.0,2.0,52.0,142.0,3345.0,27.3,2.0,4.0,1.0,13.0,39.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,639.0,641.0,67.0,25.0,554.5,42.0,6.0,338.0,119.0,16.0,153.5,63.0,7.0,4.6,2700,11.2,0,1,1,4,54,0,0,0,6,0,0,2,361,443.4,166,65,294.5,139,29,198.0,190,44,93.6,162,41,0.8,0,0,13,0,6.9,2,0,2.6,13.2,90,0,0,0,0,0,340758,6.0,1,55,0,Enda,Stevens,49,2,56,55
6.0,3.0,50.0,93.0,3043.0,18.6,2.0,0.0,1.0,16.0,24.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,505.0,663.6,223.8,315.0,120.7,5.1,6.0,3.0,47.0,85.0,2822.0,18.1,0.0,2.0,0.0,15.0,30.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,477.0,604.2,293.4,289.0,118.6,2.4,6.0,3.0,47.0,56.0,1504.0,11.9,3.0,0.0,0.0,5.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,269.0,363.4,150.1,121.0,63.6,0.9,6.0,3.0,48.0,36.0,1340.0,7.5,0.0,2.0,0.0,3.0,23.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,172.0,297.2,243.0,99.0,100.2,280.0,155.0,56.0,341.0,163.0,45.6,317.0,142.0,0.2,2520,16.7,0,0,0,8,34,0,0,0,3,0,0,2,463,577.0,85,31,82.2,304,91,114.0,269,84,77.4,212,65,2.4,0,0,13,0,0.7,1,0,1.8,17.4,90,0,0,0,0,0,95090,0.0,2,50,0,Eric,Dier,6,2,77,50
6.0,3.0,66.0,28.0,595.0,4.2,1.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,93.0,121.8,275.2,225.0,62.2,3.3,6.0,3.0,63.0,55.0,826.0,8.7,2.0,4.0,1.0,4.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,186.0,204.8,283.1,364.0,84.7,0.1,6.0,3.0,59.0,67.0,965.0,11.4,4.0,4.0,0.0,4.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,231.0,263.8,339.9,441.0,104.1,0.3,6.0,3.0,57.0,65.0,1203.0,11.4,2.0,5.0,1.0,5.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,220.0,226.2,296.0,123.0,284.2,149.0,94.0,337.0,120.0,63.0,84.5,189.0,97.0,1.1,700,4.9,1,1,0,1,17,0,0,0,4,1,0,0,96,115.2,360,154,137.1,228,138,236.0,165,91,48.4,293,136,0.1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,10931,0.0,0,60,0,Erik,Lamela,6,3,28,60
49.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,45.0,1.0,10.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.4,0.0,0.0,0.7,0.0,8.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,223.0,0.0,567.0,224.0,0.0,545.0,216.0,0.0,582.0,226.0,0.0,2087,10.2,0,0,1,2,41,1,0,0,3,0,0,4,341,458.0,159,62,189.6,200,48,51.0,350,124,70.1,233,74,0.4,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,51564,0.0,0,45,0,Ethan,Ampadu,49,2,44,45
2.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,16.0,0.0,125.0,28.0,0.0,116.0,15.0,0.0,134.0,32.0,0.0,2456,25.0,2,3,3,10,35,0,0,0,7,0,0,7,449,477.8,147,58,423.0,76,15,281.0,144,19,118.5,103,19,3.2,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,44238,0.0,0,45,0,Ezgjan,Alioski,2,2,110,45
43.0,3.0,47.0,13.0,224.0,2.8,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,68.2,42.3,43.0,15.3,0.1,43.0,3.0,45.0,55.0,1740.0,12.2,1.0,2.0,0.0,6.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,398.0,369.2,263.7,62.0,69.4,0.5,43.0,2.0,53.0,29.0,722.0,5.5,0.0,1.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,186.0,153.8,97.8,24.0,27.5,0.3,11.0,2.0,53.0,24.0,1187.0,4.5,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,202.0,183.0,324.0,126.0,146.7,243.0,67.0,24.0,385.0,139.0,35.4,343.0,123.0,0.2,260,1.7,0,0,0,0,6,0,0,0,1,0,0,0,48,37.0,430,183,29.8,373,186,1.0,454,207,6.8,436,192,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3638,0.0,0,50,0,Fabian,Delph,11,3,8,50
14.0,3.0,44.0,30.0,494.0,6.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,128.0,100.4,65.0,32.8,0.0,14.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,55.0,65.0,2011.0,11.8,1.0,2.0,0.0,11.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,305.0,406.2,283.4,173.0,86.4,0.6,14.0,3.0,54.0,77.0,2073.0,14.3,2.0,3.0,1.0,6.0,26.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,403.0,431.6,170.0,64.0,322.4,130.0,82.0,85.0,298.0,149.0,84.0,191.0,98.0,1.2,2566,13.1,0,2,0,11,29,0,0,0,6,0,0,2,421,460.4,158,59,106.8,258,150,75.0,321,159,64.6,252,117,0.9,1,0,13,0,1.0,1,0,0.7,4.2,32,0,0,0,0,0,76886,2.0,4,55,0,Fabio Henrique,Tavares,14,3,71,55
39.0,4.0,59.0,57.0,934.0,9.3,3.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,159.0,201.6,134.3,551.0,97.9,1.8,39.0,4.0,56.0,1.0,9.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,39.0,4.0,47.0,12.0,364.0,2.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,41.8,45.0,169.0,25.8,0.1,39.0,4.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,28.0,0.0,156.0,22.0,0.0,55.0,26.0,0.0,118.0,27.0,0.0,1352,13.8,4,3,0,0,29,0,0,0,2,0,0,5,198,238.2,271,30,166.1,211,32,758.0,42,20,114.9,111,26,1.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,75604,0.0,0,55,0,Fabio,Silva,39,4,72,55
21.0,3.0,58.0,80.0,1564.0,13.3,2.0,1.0,1.0,4.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,275.0,293.6,519.9,416.0,137.5,1.4,21.0,3.0,55.0,13.0,234.0,1.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,32.6,113.4,128.0,27.3,0.3,21.0,3.0,68.0,155.0,3045.0,22.8,9.0,6.0,4.0,7.0,49.0,0.0,0.0,0.0,3.0,0.0,0.0,18.0,619.0,882.2,1042.4,799.0,272.2,8.2,21.0,3.0,66.0,66.0,1493.0,10.0,1.0,4.0,0.0,7.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,299.0,377.2,198.0,80.0,414.7,95.0,67.0,355.0,108.0,56.0,114.8,120.0,67.0,2.4,2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,8,2.4,493,207,0.4,471,213,2.0,451,206,0.5,498,210,0.1,0,0,5,0,0.3,0,0,0.3,2.4,1,0,0,0,0,0,32372,0.0,1,65,0,Felipe Anderson,Pereira Gomes,21,3,2,65
8.0,2.0,41.0,1.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,0.0,0.0,0.2,0.0,8.0,2.0,40.0,14.0,278.0,2.7,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,61.8,28.7,48.0,13.8,0.1,8.0,2.0,41.0,5.0,407.0,1.2,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,92.2,5.0,0.0,9.9,0.1,8.0,2.0,42.0,48.0,1291.0,11.4,1.0,0.0,2.0,4.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,271.0,335.4,221.0,86.0,68.6,316.0,102.0,79.0,307.0,99.0,48.5,310.0,105.0,1.4,45,0.0,0,0,0,0,2,0,0,0,0,0,0,0,8,26.6,443,167,0.1,479,183,0.0,660,237,2.7,464,172,0.2,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,21251,0.0,0,50,0,Fikayo,Tomori,8,2,0,50
13.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,187.0,0.0,497.0,187.0,0.0,465.0,177.0,0.0,519.0,187.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,590,229,0.0,574,230,0.0,555,224,0.0,598,229,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,6080,0.0,0,45,0,Filip,Benkovic,13,2,0,45
4.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,43.0,66.0,2103.0,15.3,0.0,2.0,1.0,5.0,32.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,406.0,557.0,92.3,139.0,78.9,0.9,4.0,2.0,44.0,35.0,1054.0,8.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,211.6,82.5,59.0,35.3,0.1,4.0,2.0,43.0,24.0,440.0,5.6,2.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,132.0,356.0,139.0,12.6,419.0,158.0,81.0,303.0,96.0,22.5,383.0,138.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,578,224,0.0,561,225,0.0,542,219,0.0,586,224,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3104,0.0,0,45,0,Florian,Lejeune,4,2,0,45
36.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,36.0,4.0,45.0,1.0,8.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.3,4.0,0.3,0.7,36.0,4.0,50.0,38.0,866.0,7.6,3.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,74.0,147.2,48.6,361.0,54.9,0.2,36.0,4.0,47.0,5.0,71.0,1.1,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,45.0,429.0,57.0,11.3,422.0,64.0,21.0,389.0,67.0,7.6,435.0,59.0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,687,84,0.0,681,86,0.0,674,87,0.0,690,87,0.1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,22063,0.0,0,50,0,Florin,Andone,36,4,0,50
20.0,1.0,50.0,134.0,3420.0,26.8,0.0,0.0,1.0,14.0,48.0,0.0,1.0,0.0,3.0,0.0,76.0,4.0,625.0,553.6,10.0,0.0,56.4,5.0,20.0,1.0,46.0,73.0,1800.0,15.9,0.0,0.0,1.0,4.0,30.0,0.0,1.0,0.0,0.0,0.0,69.0,6.0,351.0,488.2,0.0,0.0,48.9,3.9,20.0,1.0,42.0,2.0,90.0,0.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,22.2,0.0,0.0,2.2,0.6,20.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,59.0,0.0,544.0,40.0,0.0,516.0,34.0,0.0,562.0,59.0,0.3,720,7.5,0,0,0,2,11,0,1,0,0,0,20,0,147,191.0,295,24,0.0,505,22,0.0,481,17,19.1,387,24,7.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,40,0,Fraser,Forster,20,1,30,40
3.0,3.0,45.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,0.3,0.0,0.1,0.0,3.0,3.0,43.0,3.0,81.0,0.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.2,5.8,4.0,1.8,0.0,3.0,3.0,43.0,4.0,63.0,0.9,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.5,17.0,2.7,0.0,3.0,4.0,42.0,39.0,656.0,9.3,3.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,129.0,162.8,337.0,41.0,36.6,366.0,54.0,226.0,177.0,49.0,42.5,327.0,48.0,1.8,582,7.3,2,1,0,4,3,0,0,0,0,0,0,0,107,142.6,342,145,133.8,233,141,300.0,132,77,57.5,265,123,0.3,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2608,0.0,0,50,0,Gabriel Teodoro,Martinelli Silva,3,3,36,50
8.0,2.0,67.0,178.0,3296.0,26.6,6.0,0.0,3.0,17.0,29.0,1.0,0.0,0.0,5.0,0.0,0.0,15.0,778.0,831.6,100.8,400.0,133.3,15.3,8.0,2.0,62.0,74.0,2082.0,11.9,0.0,0.0,0.0,9.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,447.0,496.6,55.6,99.0,65.4,3.0,8.0,2.0,50.0,2.0,22.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.8,0.0,0.0,0.5,0.5,31.0,2.0,43.0,70.0,2167.0,16.3,0.0,1.0,0.0,7.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,395.0,448.4,158.0,57.0,40.0,360.0,128.0,342.0,116.0,15.0,83.4,193.0,51.0,1.2,1800,11.8,1,1,1,4,39,0,0,0,3,0,0,6,308,406.2,183,72,90.1,287,81,157.0,225,61,65.7,248,81,0.2,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5946,0.0,0,45,0,Gary,Cahill,31,2,53,45
6.0,3.0,45.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,0.3,0.0,0.1,0.0,6.0,3.0,43.0,3.0,81.0,0.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.2,5.8,4.0,1.8,0.0,6.0,3.0,43.0,4.0,63.0,0.9,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.5,17.0,2.7,0.0,6.0,3.0,46.0,7.0,62.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.2,457.0,191.0,34.3,370.0,183.0,20.0,393.0,183.0,7.2,438.0,187.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,676,278,0.0,668,278,0.0,661,276,0.0,679,278,0.1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,6161,0.0,0,50,0,Gedson,Carvalho Fernandes,6,3,0,50
49.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2.0,44.0,32.0,838.0,5.6,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,186.0,210.2,22.3,46.0,29.6,0.7,49.0,2.0,43.0,24.0,562.0,4.2,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,116.0,151.6,37.5,44.0,29.6,0.4,49.0,2.0,50.0,142.0,3420.0,28.4,2.0,4.0,1.0,13.0,39.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,602.0,559.8,93.0,36.0,485.7,58.0,11.0,241.0,167.0,27.0,128.6,98.0,17.0,11.6,2787,12.9,0,2,0,4,51,0,0,0,7,0,0,2,347,351.4,212,83,310.7,127,26,234.0,167,30,89.7,171,45,0.8,0,0,13,0,15.7,2,0,4.3,1.6,90,0,0,0,0,0,304826,26.0,1,55,0,George,Baldock,49,2,63,55
14.0,3.0,75.0,149.0,2974.0,19.9,6.0,9.0,2.0,11.0,37.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,650.0,648.4,694.5,639.0,198.5,1.7,14.0,3.0,66.0,85.0,2381.0,12.9,1.0,2.0,0.0,15.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,406.0,341.8,356.2,399.0,109.9,2.2,14.0,3.0,55.0,108.0,2723.0,19.6,3.0,1.0,1.0,18.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,470.0,437.6,405.2,338.0,118.4,1.4,14.0,3.0,54.0,107.0,2933.0,19.8,4.0,0.0,1.0,12.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,503.0,452.8,153.0,59.0,344.1,119.0,77.0,423.0,89.0,45.0,122.0,108.0,62.0,2.1,2938,18.3,2,1,0,10,39,0,0,0,1,0,0,3,482,358.2,208,84,387.0,91,64,307.0,128,73,105.1,130,74,1.2,0,0,9,0,23.0,3,0,7.4,15.8,90,0,0,0,0,0,120632,35.0,2,55,0,Georginio,Wijnaldum,14,3,97,55
