team_code_16_17,element_type_16_17,now_cost_16_17,total_points_16_17,minutes_16_17,value_season_16_17,goals_scored_16_17,assists_16_17,dreamteam_count_16_17,clean_sheets_16_17,goals_conceded_16_17,own_goals_16_17,penalties_saved_16_17,penalties_missed_16_17,yellow_cards_16_17,red_cards_16_17,saves_16_17,bonus_16_17,bps_16_17,influence_16_17,creativity_16_17,threat_16_17,ict_index_16_17,selected_by_percent_16_17,team_code_17_18,element_type_17_18,now_cost_17_18,total_points_17_18,minutes_17_18,value_season_17_18,goals_scored_17_18,assists_17_18,dreamteam_count_17_18,clean_sheets_17_18,goals_conceded_17_18,own_goals_17_18,penalties_saved_17_18,penalties_missed_17_18,yellow_cards_17_18,red_cards_17_18,saves_17_18,bonus_17_18,bps_17_18,influence_17_18,creativity_17_18,threat_17_18,ict_index_17_18,selected_by_percent_17_18,team_code_18_19,element_type_18_19,now_cost_18_19,total_points_18_19,minutes_18_19,value_season_18_19,goals_scored_18_19,assists_18_19,dreamteam_count_18_19,clean_sheets_18_19,goals_conceded_18_19,own_goals_18_19,penalties_saved_18_19,penalties_missed_18_19,yellow_cards_18_19,red_cards_18_19,saves_18_19,bonus_18_19,bps_18_19,influence_18_19,creativity_18_19,threat_18_19,ict_index_18_19,selected_by_percent_18_19,team_code_19_20,element_type_19_20,now_cost_19_20,total_points_19_20,minutes_19_20,value_season_19_20,goals_scored_19_20,assists_19_20,dreamteam_count_19_20,clean_sheets_19_20,goals_conceded_19_20,own_goals_19_20,penalties_saved_19_20,penalties_missed_19_20,yellow_cards_19_20,red_cards_19_20,saves_19_20,bonus_19_20,bps_19_20,influence_19_20,influence_rank_19_20,influence_rank_type_19_20,creativity_19_20,creativity_rank_19_20,creativity_rank_type_19_20,threat_19_20,threat_rank_19_20,threat_rank_type_19_20,ict_index_19_20,ict_index_rank_19_20,ict_index_rank_type_19_20,selected_by_percent_19_20,team_code_20_21,element_type_20_21,now_cost_20_21,total_points_20_21,minutes_20_21,value_season_20_21,goals_scored_20_21,assists_20_21,dreamteam_count_20_21,clean_sheets_20_21,goals_conceded_20_21,own_goals_20_21,penalties_saved_20_21,penalties_missed_20_21,yellow_cards_20_21,red_cards_20_21,saves_20_21,bonus_20_21,bps_20_21,influence_20_21,influence_rank_20_21,influence_rank_type_20_21,creativity_20_21,creativity_rank_20_21,creativity_rank_type_20_21,threat_20_21,threat_rank_20_21,threat_rank_type_20_21,ict_index_20_21,ict_index_rank_20_21,ict_index_rank_type_20_21,selected_by_percent_20_21,minutes_21_22,value_season_21_22,goals_scored_21_22,assists_21_22,dreamteam_count_21_22,clean_sheets_21_22,goals_conceded_21_22,own_goals_21_22,penalties_saved_21_22,penalties_missed_21_22,yellow_cards_21_22,red_cards_21_22,saves_21_22,bonus_21_22,bps_21_22,influence_21_22,influence_rank_21_22,influence_rank_type_21_22,creativity_21_22,creativity_rank_21_22,creativity_rank_type_21_22,threat_21_22,threat_rank_21_22,threat_rank_type_21_22,ict_index_21_22,ict_index_rank_21_22,ict_index_rank_type_21_22,selected_by_percent_21_22,assists_1_21_22,bonus_1_21_22,bps_1_21_22,clean_sheets_1_21_22,creativity_1_21_22,goals_conceded_1_21_22,goals_scored_1_21_22,ict_index_1_21_22,influence_1_21_22,minutes_1_21_22,own_goals_1_21_22,penalties_missed_1_21_22,penalties_saved_1_21_22,red_cards_1_21_22,saves_1_21_22,selected_1_21_22,threat_1_21_22,total_points_1_21_22,value_1_21_22,yellow_cards_1_21_22,first_name,second_name,team_code_21_22,element_type_21_22,total_points_21_22,now_cost_21_22
3.0,2.0,41.0,32.0,810.0,7.2,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,171.0,172.0,35.7,18.0,32.2,0.1,3.0,2.0,40.0,1.0,10.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.4,0.0,0.0,0.7,0.0,3.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,16.0,0.0,108.0,23.0,0.0,133.0,20.0,0.0,107.0,21.0,0.0,3.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,78.0,16.0,0.0,108.0,9.0,0.0,59.0,8.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,646,242,0.0,642,242,0,630,241,0.0,648,242,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,99,0.0,0,45,0,Konstantinos,Mavropanos,3,2,0,45
3.0,3.0,53.0,89.0,1456.0,16.8,3.0,5.0,1.0,9.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,352.0,326.4,467.8,592.0,138.7,1.1,3.0,3.0,51.0,89.0,1827.0,17.5,3.0,5.0,0.0,9.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,426.0,430.0,592.9,635.0,165.6,1.0,3.0,3.0,54.0,99.0,1961.0,18.3,3.0,8.0,0.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,382.0,469.0,596.7,646.0,171.1,1.5,11.0,3.0,56.0,52.0,1591.0,9.3,1.0,0.0,0.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,227.0,246.4,278.0,113.0,383.7,105.0,70.0,329.0,122.0,65.0,95.9,164.0,84.0,0.9,11.0,3.0,59.0,65.0,1530.0,11.0,1.0,3.0,1.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,256.0,262.6,256.0,110.0,263.1,157.0,102.0,233.0,169.0,93.0,76.0,216.0,107.0,0.2,2029,13.4,2,2,0,6,38,0,0,0,1,0,0,6,312,361.8,199,74,489.7,64,48,351,125,71,120.1,104,63,0.3,1,0,7,0,11.0,0,0,5.5,20.6,20,0,0,0,0,0,12093,23.0,4,60,0,Alex,Iwobi,11,3,78,60
8.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,8.0,1.0,57.0,158.0,3195.0,27.7,0.0,0.0,2.0,16.0,26.0,0.0,2.0,0.0,1.0,0.0,58.0,10.0,666.0,546.2,10.0,0.0,55.6,9.0,8.0,1.0,57.0,169.0,3420.0,29.6,0.0,0.0,1.0,20.0,22.0,0.0,0.0,0.0,1.0,0.0,58.0,6.0,700.0,535.2,0.1,0.0,56.8,22.9,8.0,1.0,61.0,122.0,2543.0,19.7,0.0,0.0,0.0,13.0,24.0,0.0,0.0,0.0,0.0,1.0,58.0,2.0,558.0,503.0,73.0,15.0,10.0,410.0,4.0,0.0,662.0,72.0,51.5,261.0,15.0,9.2,8.0,1.0,53.0,140.0,2745.0,26.4,0.0,0.0,0.0,16.0,25.0,0.0,1.0,0.0,2.0,0.0,57.0,8.0,613.0,470.2,153.0,19.0,0.0,704.0,78.0,0.0,704.0,77.0,47.2,298.0,19.0,10.9,3060,21.3,0,0,0,14,31,0,0,0,3,0,73,3,573,564.8,92,17,0.0,731,82,0,731,82,56.1,283,19,11.4,0,0,20,1,0.0,0,0,1.1,11.2,90,0,0,0,0,1,613542,0.0,6,60,0,Edouard,Mendy,8,1,130,60
6.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,59.0,77.0,1427.0,13.1,2.0,2.0,3.0,6.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,335.0,367.2,236.5,209.0,81.4,0.7,6.0,2.0,57.0,24.0,562.0,4.2,0.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,116.0,151.6,108.4,45.0,30.5,0.5,6.0,2.0,51.0,124.0,2699.0,24.3,1.0,7.0,1.0,9.0,33.0,1.0,0.0,0.0,2.0,1.0,0.0,15.0,623.0,655.2,60.0,23.0,508.1,53.0,10.0,252.0,160.0,24.0,141.6,79.0,11.0,7.7,6.0,2.0,52.0,80.0,1605.0,15.4,2.0,3.0,1.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,370.0,412.2,180.0,71.0,267.6,155.0,34.0,194.0,195.0,48.0,87.4,181.0,48.0,1.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,702,246,0.0,702,246,0,691,245,0.0,702,246,0.2,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,40214,0.0,0,50,0,Serge,Aurier,6,2,0,50
90.0,4.0,46.0,48.0,254.0,5.7,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,159.0,193.2,40.9,277.0,50.7,1.2,90.0,4.0,50.0,3.0,17.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,1.9,17.0,2.3,0.0,90.0,4.0,56.0,21.0,310.0,3.8,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,70.4,33.7,114.0,21.4,0.0,90.0,4.0,51.0,39.0,807.0,7.6,2.0,1.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,112.0,144.2,351.0,44.0,113.3,263.0,43.0,273.0,149.0,43.0,53.3,291.0,43.0,0.1,90.0,4.0,48.0,62.0,1359.0,12.9,3.0,2.0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,194.0,197.4,292.0,32.0,194.0,197.0,31.0,491.0,70.0,29.0,87.3,182.0,30.0,1.5,665,8.8,2,3,0,2,7,0,0,0,1,0,0,4,138,172.4,334,43,77.5,311,47,239,181,48,48.4,307,45,0.5,0,0,2,0,0.3,0,0,1.0,0.0,5,0,0,0,0,0,69784,12.0,1,55,0,Matej,Vydra,90,4,46,55
8.0,2.0,41.0,32.0,810.0,7.2,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,171.0,172.0,35.7,18.0,32.2,0.1,8.0,3.0,45.0,1.0,10.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.4,0.0,0.0,0.7,0.0,8.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,223.0,0.0,567.0,224.0,0.0,545.0,216.0,0.0,582.0,226.0,0.0,49.0,2.0,43.0,44.0,2087.0,10.2,0.0,0.0,1.0,2.0,41.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,341.0,458.0,159.0,62.0,189.6,200.0,48.0,51.0,350.0,124.0,70.1,233.0,74.0,0.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,628,240,0.0,624,239,0,609,238,0.0,630,239,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7410,0.0,0,45,0,Ethan,Ampadu,8,2,0,45
94.0,4.0,46.0,48.0,254.0,5.7,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,159.0,193.2,40.9,277.0,50.7,1.2,94.0,4.0,50.0,3.0,17.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,1.9,17.0,2.3,0.0,94.0,4.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,4.0,42.0,25.0,224.0,4.2,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,61.8,167.0,22.0,42.9,98.0,12.0,185.0,39.0,22.0,28.3,83.0,24.0,0.1,94.0,4.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,32.0,0.0,169.0,25.0,0.0,59.0,26.0,0.0,160.0,29.0,0.0,203,2.1,0,1,0,0,4,0,0,0,0,0,0,0,35,20.8,460,55,12.5,424,56,55,349,54,8.7,440,55,0.1,0,0,1,0,1.3,0,0,0.1,0.0,4,0,0,0,0,0,11516,0.0,1,55,0,Marcus,Forss,94,4,11,55
45.0,3.0,45.0,1.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,0.0,0.0,0.2,0.0,45.0,3.0,42.0,2.0,27.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.8,1.7,11.0,3.8,0.0,45.0,3.0,40.0,2.0,18.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.8,1.7,17.0,2.2,0.3,45.0,3.0,42.0,2.0,7.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.8,78.0,24.0,1.7,16.0,13.0,0.0,45.0,22.0,0.4,62.0,35.0,0.0,45.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,7.0,0.0,16.0,12.0,0.0,64.0,2.0,0.0,48.0,4.0,0.0,438,1.9,0,0,0,0,15,0,0,0,2,0,0,0,48,34.4,443,191,48.5,352,180,20,404,198,10.3,427,190,0.2,0,0,14,0,31.4,3,0,4.5,12.4,85,0,0,0,0,0,47808,1.0,1,55,1,Todd,Cantwell,45,3,10,55
21.0,3.0,50.0,92.0,1534.0,16.3,4.0,3.0,1.0,6.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,377.0,427.4,729.1,448.0,160.7,1.4,21.0,3.0,49.0,11.0,206.0,1.4,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,49.0,83.2,41.0,17.5,0.0,21.0,3.0,45.0,1.0,7.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,64.0,44.0,916.0,6.9,1.0,4.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,173.0,221.4,302.0,127.0,235.0,178.0,112.0,342.0,118.0,62.0,79.8,201.0,104.0,0.2,21.0,3.0,58.0,141.0,2556.0,24.3,8.0,6.0,4.0,9.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,434.0,529.8,109.0,39.0,493.5,60.0,45.0,812.0,36.0,19.0,183.7,44.0,28.0,2.5,2987,29.9,12,17,6,8,46,0,0,0,6,0,0,24,586,819.4,16,6,624.6,33,24,1201,11,6,264.7,11,8,15.0,0,0,8,0,20.2,2,0,7.2,20.0,89,0,0,0,0,0,114253,32.0,2,65,0,Jarrod,Bowen,21,3,206,65
3.0,4.0,60.0,96.0,1469.0,16.0,7.0,4.0,1.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,297.0,360.0,264.4,551.0,116.1,5.5,3.0,4.0,74.0,1.0,9.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,3.0,4.0,50.0,32.0,364.0,6.4,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0,143.4,45.0,195.0,38.2,0.2,3.0,4.0,47.0,5.0,71.0,1.1,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,45.0,311.0,37.0,11.3,253.0,42.0,21.0,181.0,50.0,7.6,284.0,41.0,0.3,3.0,4.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,56.0,0.0,361.0,53.0,0.0,342.0,56.0,0.0,416.0,56.0,0.0,69,0.4,0,0,0,0,1,0,0,0,0,0,0,0,2,4.2,493,58,3.7,451,60,17,411,59,1.9,489,60,0.2,0,0,-2,0,0.4,1,0,0.9,0.0,58,0,0,0,0,0,16628,15.0,1,50,0,Folarin,Balogun,3,4,2,50
43.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,63.0,20.0,360.0,3.2,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,96.0,84.2,139.3,48.0,27.2,0.4,43.0,2.0,61.0,59.0,900.0,9.7,0.0,6.0,2.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,262.0,250.8,222.7,70.0,54.2,5.9,43.0,2.0,55.0,74.0,1491.0,13.5,0.0,2.0,0.0,9.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,378.0,243.0,280.0,112.0,403.2,99.0,19.0,106.0,271.0,79.0,75.5,214.0,59.0,1.6,43.0,2.0,59.0,63.0,951.0,10.7,2.0,1.0,3.0,5.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,222.0,179.8,305.0,117.0,117.1,248.0,64.0,89.0,295.0,96.0,38.4,328.0,117.0,1.7,78,0.6,0,0,0,0,1,0,0,0,0,0,0,1,22,15.2,472,177,29.1,392,140,2,455,173,4.6,460,168,0.3,0,1,22,0,29.1,1,0,4.6,15.2,78,0,0,0,0,0,57602,2.0,3,55,0,Benjamin,Mendy,43,2,3,55
8.0,3.0,70.0,114.0,1534.0,16.3,8.0,3.0,4.0,6.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,441.0,491.4,809.4,522.0,182.1,3.5,8.0,3.0,70.0,130.0,1874.0,18.6,6.0,8.0,3.0,9.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,522.0,640.0,891.5,715.0,224.5,12.6,8.0,3.0,71.0,108.0,2091.0,15.2,3.0,7.0,0.0,11.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,475.0,557.6,1165.5,742.0,246.7,3.8,8.0,3.0,73.0,168.0,2595.0,23.0,9.0,9.0,7.0,10.0,35.0,0.0,0.0,0.0,4.0,0.0,0.0,26.0,698.0,834.8,26.0,7.0,1177.7,7.0,6.0,930.0,30.0,14.0,294.6,8.0,5.0,10.7,3.0,3.0,75.0,78.0,1398.0,10.4,1.0,7.0,1.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,306.0,256.2,260.0,111.0,534.8,52.0,39.0,228.0,171.0,94.0,102.3,139.0,79.0,2.7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,733,307,0.0,733,307,0,733,307,0.0,733,307,0.1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,22000,0.0,0,65,0,Willian,Borges Da Silva,3,3,0,65
21.0,3.0,59.0,133.0,2708.0,22.5,8.0,3.0,3.0,9.0,53.0,0.0,0.0,0.0,9.0,0.0,0.0,20.0,635.0,639.0,863.3,629.0,213.5,2.0,21.0,3.0,66.0,106.0,2039.0,16.1,5.0,7.0,3.0,6.0,44.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,470.0,559.4,624.9,502.0,168.8,0.8,21.0,3.0,64.0,31.0,685.0,4.8,1.0,2.0,0.0,2.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,148.0,141.0,118.2,165.0,42.4,0.1,21.0,3.0,61.0,50.0,1370.0,8.2,0.0,3.0,0.0,2.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,234.0,219.0,304.0,128.0,464.8,66.0,49.0,281.0,143.0,78.0,96.5,162.0,82.0,0.7,21.0,3.0,64.0,28.0,556.0,4.4,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,117.0,121.4,353.0,150.0,153.0,220.0,132.0,102.0,282.0,140.0,37.5,335.0,149.0,0.1,1777,16.4,5,3,1,4,29,0,0,0,2,0,0,8,440,420.2,158,58,367.2,106,74,201,208,112,99.1,155,89,0.4,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,9936,0.0,0,60,0,Manuel,Lanzini,21,3,92,60
6.0,3.0,66.0,43.0,909.0,6.5,0.0,3.0,0.0,4.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,162.0,133.0,274.2,212.0,61.0,0.1,6.0,3.0,53.0,58.0,1385.0,10.9,1.0,1.0,0.0,7.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,246.0,245.8,384.7,281.0,91.1,0.4,6.0,3.0,49.0,76.0,2329.0,15.5,0.0,3.0,0.0,11.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,395.0,329.0,380.7,193.0,90.2,0.3,6.0,3.0,48.0,69.0,2451.0,14.4,2.0,1.0,0.0,7.0,31.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,386.0,346.0,216.0,89.0,275.7,152.0,96.0,189.0,207.0,112.0,81.0,200.0,103.0,1.3,6.0,3.0,47.0,44.0,1576.0,9.4,0.0,0.0,0.0,5.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,214.0,182.2,303.0,130.0,94.5,280.0,160.0,69.0,326.0,163.0,34.6,341.0,153.0,0.4,3220,19.8,2,1,0,4,73,0,0,0,5,0,0,1,408,558.4,101,36,513.2,54,39,308,144,79,138.1,75,49,2.3,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,95256,0.0,0,45,0,Moussa,Sissoko,57,3,85,45
31.0,3.0,50.0,42.0,1224.0,8.4,2.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,169.0,192.4,96.5,130.0,41.8,0.1,31.0,3.0,52.0,144.0,3079.0,27.7,10.0,2.0,2.0,8.0,52.0,0.0,0.0,1.0,8.0,0.0,0.0,21.0,630.0,873.8,379.0,432.0,168.6,13.5,31.0,3.0,65.0,166.0,3420.0,25.5,12.0,2.0,4.0,12.0,53.0,0.0,0.0,1.0,10.0,0.0,0.0,24.0,741.0,1078.2,910.1,473.0,246.3,10.6,31.0,3.0,67.0,81.0,2510.0,12.1,3.0,1.0,1.0,7.0,38.0,0.0,0.0,0.0,12.0,0.0,0.0,9.0,382.0,460.0,147.0,56.0,499.1,55.0,41.0,190.0,204.0,109.0,114.9,119.0,66.0,1.9,31.0,3.0,56.0,63.0,2357.0,11.2,1.0,1.0,1.0,7.0,47.0,0.0,0.0,1.0,8.0,1.0,0.0,3.0,332.0,410.8,181.0,70.0,329.6,115.0,78.0,143.0,246.0,124.0,88.4,173.0,95.0,0.2,767,3.7,0,0,0,1,16,1,0,0,1,0,0,0,118,88.6,396,166,196.6,198,121,38,376,183,32.3,350,155,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,9126,0.0,0,55,0,Luka,Milivojevic,31,3,19,55
8.0,3.0,50.0,6.0,35.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.8,3.9,25.0,3.4,0.1,31.0,3.0,44.0,77.0,1871.0,17.5,2.0,5.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,337.0,379.2,377.0,487.0,124.5,3.5,8.0,3.0,52.0,79.0,980.0,15.2,6.0,2.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,292.0,391.6,254.9,346.0,99.4,0.8,8.0,3.0,59.0,12.0,203.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,30.8,440.0,182.0,30.2,377.0,185.0,33.0,369.0,176.0,9.2,427.0,183.0,0.1,54.0,3.0,59.0,66.0,1962.0,11.2,1.0,0.0,0.0,11.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,178.0,201.6,286.0,122.0,274.2,148.0,98.0,439.0,84.0,48.0,91.4,167.0,91.0,0.2,1384,9.6,0,3,0,5,21,0,0,0,1,0,0,1,251,282.8,251,103,291.1,139,91,218,197,107,79.2,214,108,0.2,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7043,0.0,0,55,0,Ruben,Loftus-Cheek,8,3,52,55
94.0,2.0,41.0,32.0,810.0,7.2,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,171.0,172.0,35.7,18.0,32.2,0.1,94.0,2.0,40.0,1.0,10.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.4,0.0,0.0,0.7,0.0,94.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,16.0,0.0,108.0,23.0,0.0,133.0,20.0,0.0,107.0,21.0,0.0,94.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,78.0,16.0,0.0,108.0,9.0,0.0,59.0,8.0,0.0,146,0.7,0,0,0,0,3,0,0,0,0,0,0,0,12,15.8,470,176,1.2,464,172,6,434,163,2.3,483,176,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2758,0.0,0,45,0,Dominic,Thompson,94,2,3,45
