team_code_16_17,element_type_16_17,now_cost_16_17,total_points_16_17,minutes_16_17,value_season_16_17,goals_scored_16_17,assists_16_17,dreamteam_count_16_17,clean_sheets_16_17,goals_conceded_16_17,own_goals_16_17,penalties_saved_16_17,penalties_missed_16_17,yellow_cards_16_17,red_cards_16_17,saves_16_17,bonus_16_17,bps_16_17,influence_16_17,creativity_16_17,threat_16_17,ict_index_16_17,selected_by_percent_16_17,team_code_17_18,element_type_17_18,now_cost_17_18,total_points_17_18,minutes_17_18,value_season_17_18,goals_scored_17_18,assists_17_18,dreamteam_count_17_18,clean_sheets_17_18,goals_conceded_17_18,own_goals_17_18,penalties_saved_17_18,penalties_missed_17_18,yellow_cards_17_18,red_cards_17_18,saves_17_18,bonus_17_18,bps_17_18,influence_17_18,creativity_17_18,threat_17_18,ict_index_17_18,selected_by_percent_17_18,team_code_18_19,element_type_18_19,now_cost_18_19,total_points_18_19,minutes_18_19,value_season_18_19,goals_scored_18_19,assists_18_19,dreamteam_count_18_19,clean_sheets_18_19,goals_conceded_18_19,own_goals_18_19,penalties_saved_18_19,penalties_missed_18_19,yellow_cards_18_19,red_cards_18_19,saves_18_19,bonus_18_19,bps_18_19,influence_18_19,creativity_18_19,threat_18_19,ict_index_18_19,selected_by_percent_18_19,first_name,second_name
,,,,,,,,,,,,,,,,,,,,,,,,36,3,45,87,3240,19.3,0,3,0,10,50,0,0,0,6,0,0,2,550,625.8,272.5,176,107.7,1.2,36,3,43,65,2484,15.1,1,1,0,5,46,0,0,0,6,1,0,4,404,498.2,249.3,88,83.6,3,Dale,Stephens
,,,,,,,,,,,,,,,,,,,,,,,,36,3,44,25,735,5.7,0,0,0,1,14,0,0,0,2,0,0,0,115,111.2,137,48,29.6,0.1,36,3,44,36,935,8.2,1,1,0,4,17,0,0,0,4,0,0,0,136,224,59.3,53,33.6,0.3,Beram,Kayal
,,,,,,,,,,,,,,,,,,,,,,,,36,3,48,74,1838,15.4,1,3,0,6,29,0,0,0,3,0,0,3,303,357.4,320.9,316,99.8,0.2,36,3,47,94,2459,20,1,6,1,6,40,0,0,0,1,0,0,5,342,474.6,684.5,405,156.6,0.7,Solomon,March
,,,,,,,,,,,,,,,,,,,,,,,,36,3,59,164,2928,27.8,7,8,3,10,46,0,0,0,2,0,0,24,635,735.4,1311,527,257.6,15.4,36,3,67,80,1864,11.9,3,3,1,3,31,0,0,1,1,0,0,12,347,456,815.3,344,161.7,1.5,Pascal,Groß
,,,,,,,,,,,,,,,,,,,,,,,,36,3,53,87,3118,16.4,0,4,0,9,50,0,0,0,2,1,0,1,446,535.8,297.1,255,108.9,0.1,36,3,48,72,2546,15,1,1,0,4,45,0,0,0,2,0,0,3,351,389.2,279.1,121,79.2,0.2,Davy,Pröpper
,,,,,,,,,,,,,,,,,,,,,,,,36,3,59,101,1976,17.1,5,5,1,5,32,0,0,0,2,0,0,4,324,385.4,311.3,618,131.3,0.3,36,3,59,31,789,5.3,0,2,0,3,10,0,0,0,1,0,0,0,95,75.4,77.3,147,30,0.1,José Heriberto,Izquierdo Mena
,,,,,,,,,,,,,,,,,,,,,,,,36,4,59,111,2184,18.8,12,0,2,8,36,0,0,2,9,0,0,16,319,492.4,271.8,779,153.1,5.7,36,4,61,129,2501,21.1,13,1,1,4,45,0,0,0,5,0,0,16,337,478,190,835,148.1,2.8,Glenn,Murray
,,,,,,,,,,,,,,,,,,,,,,,,36,4,46,43,842,9.3,2,2,0,3,8,0,0,0,0,0,0,5,110,152,66.1,227,44.2,1,36,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Tomer,Hemed
,,,,,,,,,,,,,,,,,,,,,,,,36,4,49,2,30,0.4,0,0,0,0,1,0,0,0,0,0,0,0,4,0.4,0.8,6,0.7,0,36,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,Sam,Baldock
,,,,,,,,,,,,,,,,,,,,,,,,36,4,60,16,221,2.7,1,1,0,1,8,0,0,0,0,0,0,2,47,50.4,24.6,89,15.8,0,36,4,53,52,1225,9.8,2,0,1,3,21,0,0,0,1,0,0,6,155,154.4,190.8,356,69.7,0.3,Jürgen,Locadia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,50,38,866,7.6,3,0,0,2,14,0,0,0,5,0,0,2,74,147.2,48.6,361,54.9,0.2,Florin,Andone
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,40,15,360,3.8,0,0,0,1,5,0,0,0,0,0,14,2,76,89.2,0,0,8.9,2.3,David,Button
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,Jason,Steele
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,42,39,1749,9.3,0,1,0,2,29,0,0,0,4,0,0,0,290,444.2,172.6,83,70,0.1,Bernardo,Fernandes da Silva Junior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,46,43,1764,9.3,0,0,0,3,32,0,0,0,5,0,0,0,170,253.4,213,201,66.8,0,Yves,Bissouma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,67,33,1014,4.9,0,0,0,5,16,0,0,0,2,0,0,0,61,94.4,104,162,35.5,0.6,Alireza,Jahanbakhsh
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,43,45,2166,10.5,0,1,0,3,41,0,0,0,4,0,0,1,351,437.6,289.2,58,78.6,0.2,Martín,Montoya
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Viktor,Gyokeres
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ben,White
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Max,Sanders
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dan,Burn
,,,,,,,,,,,,,,,,,,,,,,,,36,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jayson,Molumby
90,1,51,149,3150,29.2,0,0,4,10,48,0,1,0,1,0,142,21,741,1001.6,30.3,0,103.2,18.6,90,1,47,8,305,1.7,0,0,0,0,4,0,0,0,0,0,8,0,48,53.4,0,0,5.3,1.7,90,1,48,58,1710,12.1,0,0,0,4,27,0,0,0,3,0,63,4,323,442.8,20.1,4,46.6,0.5,Tom,Heaton
90,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,90,1,50,152,3114,30.4,0,0,3,11,35,0,1,0,3,0,113,19,701,862.4,40,0,90.1,10.1,90,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Nick,Pope
90,2,45,90,3240,20,0,2,0,9,53,0,0,0,9,0,0,5,631,770.6,491.5,80,134.2,0.8,90,2,44,89,2295,20.2,0,3,0,8,26,0,0,0,1,0,0,4,450,574.6,264.9,46,89,4.9,90,2,46,34,1748,7.4,0,0,0,4,41,0,0,0,7,0,0,1,269,338,158.6,48,54.6,0.2,Matthew,Lowton
90,2,44,94,3015,21.4,1,2,0,9,49,2,0,0,5,0,0,6,592,890,93.7,281,126.7,2.2,90,2,49,90,2610,18.4,0,0,1,9,27,0,0,0,5,0,0,6,491,748.6,74.5,349,117.3,7.3,90,2,46,81,3420,17.6,0,2,0,8,68,2,0,0,9,0,0,5,572,885.4,113.8,238,123.9,1.6,Ben,Mee
90,2,45,91,3230,20.2,1,1,0,8,53,0,0,0,5,0,0,3,596,644.6,409.9,128,118.3,1.6,90,2,48,102,2460,21.3,1,1,1,9,27,0,0,0,1,0,0,9,484,498.4,270.9,82,85.4,8.5,90,2,47,7,228,1.5,0,0,0,1,6,0,0,0,1,0,0,0,44,48.4,17.2,19,8.5,0.5,Stephen,Ward
90,2,40,23,568,5.8,0,0,0,1,11,0,0,0,1,0,0,0,111,146.2,53.4,81,27.5,1.8,90,2,46,101,2790,22,0,1,0,11,30,0,0,0,5,0,0,4,539,822,98.4,253,117.8,5.1,90,2,47,97,3086,20.6,3,2,1,7,63,0,0,0,8,0,0,7,524,1023.2,69.8,450,154.5,4.2,James,Tarkowski
90,2,40,3,270,0.8,0,0,0,0,6,0,0,0,0,0,0,0,39,56.4,0.2,4,6.1,0.1,90,2,41,57,1440,13.9,1,2,0,4,21,1,0,0,1,0,0,6,282,460,64.8,220,74.5,7.5,90,2,41,16,513,3.9,0,1,0,1,9,0,0,0,0,0,0,0,101,147.8,11.6,8,16.8,0.3,Kevin,Long
,,,,,,,,,,,,,,,,,,,,,,,,90,2,42,23,949,5.5,0,0,0,2,12,0,0,0,3,0,0,0,132,184.2,86.8,4,27.5,0.4,90,2,44,82,3240,18.6,0,1,0,7,64,0,0,0,2,0,0,2,505,649.4,268.5,30,94.9,0.5,Charlie,Taylor
110,2,42,27,1168,6.4,0,0,0,3,17,0,0,0,4,1,0,0,174,155,146.7,51,35.4,0.1,90,2,40,33,1125,8.3,0,0,0,4,13,0,0,0,5,0,0,0,193,229.4,117.5,35,38.3,0.3,90,2,42,33,1670,7.9,0,0,0,4,27,1,0,0,9,0,0,0,224,267.8,139.6,66,47.4,0.1,Phil,Bardsley
90,3,48,47,999,9.8,1,3,1,3,19,0,0,0,1,0,0,3,187,220,267.3,161,64.8,0.1,90,3,50,117,2831,23.4,2,9,1,10,33,0,0,0,2,0,0,7,467,599,1052,539,219.2,1.9,90,3,55,92,1743,16.7,3,7,1,5,39,0,0,0,2,0,0,6,339,456.2,574.1,380,141.1,1,Johann Berg,Gudmundsson
90,3,56,54,1068,9.6,1,3,0,5,13,0,0,0,1,0,0,6,245,249.2,386.4,96,73.3,0.2,90,3,54,62,1998,11.5,1,1,0,12,17,0,0,0,6,0,0,0,353,353.8,310.8,117,78.4,0.3,90,3,53,10,449,1.9,0,0,0,0,14,0,0,0,0,0,0,0,70,61.4,36.6,0,9.9,0,Steven,Defour
90,3,53,76,2691,14.3,2,1,0,9,47,0,0,0,6,1,0,1,286,284.6,234.4,259,77.4,0.1,90,3,54,85,2326,15.7,2,2,0,9,28,0,0,0,1,0,0,1,307,265.6,408.2,335,100.9,0.2,90,3,52,73,2058,14,2,2,1,4,44,0,0,0,4,0,0,3,243,233.8,205.3,269,70.6,0.2,Jeff,Hendrick
90,3,55,39,719,7.1,1,3,0,1,11,0,0,0,1,0,0,4,143,151.2,253,116,51.6,0.2,90,3,53,56,1277,10.6,1,4,1,6,12,0,0,0,3,0,0,7,216,273.8,477.9,221,97.3,0.4,90,3,54,20,714,3.7,0,1,0,1,17,0,0,0,3,1,0,0,77,102,194.1,85,38.2,0,Robbie,Brady
90,3,45,13,551,2.9,0,0,0,1,9,0,0,0,3,0,0,0,68,50.8,64.3,2,11.8,0,90,3,43,35,1105,8.1,0,1,0,2,17,0,0,0,2,0,0,1,189,182.4,134.8,90,40.7,0.1,90,3,46,111,2821,24.1,2,8,1,7,55,0,0,0,5,0,0,10,518,623,643.1,253,152.3,3.1,Ashley,Westwood
110,3,53,72,1304,13.6,4,3,0,6,22,0,0,0,1,0,0,3,195,294,198.7,487,98,0.1,90,3,51,3,36,0.6,0,0,0,0,2,0,0,0,0,0,0,0,3,1.2,0.7,12,1.1,0.1,90,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jonathan,Walters
80,3,46,50,2232,10.9,0,1,0,3,51,2,0,0,7,0,0,0,348,331.2,222,168,71.6,0.1,90,3,45,100,3420,22.2,2,1,1,12,39,0,0,0,7,0,0,6,533,589.6,332.8,265,119,3.6,90,3,46,87,3312,18.9,1,2,0,8,63,0,0,0,6,0,0,0,446,491.4,309.7,240,104.3,0.5,Jack,Cork
11,3,55,22,509,4,0,1,0,2,5,0,0,0,0,0,0,0,104,78,93.4,54,22.3,0.2,90,3,54,65,1906,12,0,4,0,6,30,0,0,0,2,0,0,0,204,232.2,203.2,297,73.3,0.2,90,3,49,41,1214,8.4,1,1,1,3,22,0,0,0,1,0,0,2,133,151.6,121.2,108,38,0.3,Aaron,Lennon
90,4,57,121,2064,21.2,10,4,1,5,34,0,0,0,0,0,0,12,394,500,248.1,907,164.6,3.2,90,4,57,63,977,11.1,4,2,1,2,16,0,0,0,3,0,0,7,170,208.4,128,384,71.1,2.1,90,4,53,48,907,9.1,3,0,0,2,20,0,0,0,0,0,0,7,130,152,108.6,292,54.3,0.6,Sam,Vokes
90,4,46,81,1774,17.6,6,3,2,6,27,0,0,0,6,1,0,10,241,328.8,277.1,663,125.5,4.3,90,4,53,92,2150,17.4,9,0,0,5,23,0,0,0,10,0,0,9,290,407.2,274.8,797,145.8,3.2,90,4,56,122,2378,21.8,12,3,1,7,41,1,0,0,8,0,0,13,394,581.2,309.9,1042,192.9,2.1,Ashley,Barnes
,,,,,,,,,,,,,,,,,,,,,,,,90,4,49,9,46,1.8,0,0,0,0,3,0,0,0,0,0,0,0,20,7.2,3.5,37,4.7,0.1,90,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,Nahki,Wells
,,,,,,,,,,,,,,,,,,,,,,,,90,4,62,104,1621,16.8,10,1,1,10,11,0,0,0,1,0,0,20,314,442,203.5,692,133.8,1.7,90,4,63,131,2580,20.8,10,3,3,7,49,0,0,0,2,0,0,17,379,475.8,310.3,911,167.9,1.4,Chris,Wood
,,,,,,,,,,,,,,,,,,,,,,,,90,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,90,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Anders,Lindegaard
43,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,42,59,1710,14,0,1,1,4,39,0,1,0,0,0,54,3,341,382.8,20,0,40.2,5.7,90,1,42,69,1710,16.4,0,0,2,4,41,0,1,0,0,0,77,7,378,594.6,10.1,0,60.3,4.4,Joe,Hart
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2,48,6,62,1.3,1,0,0,0,3,0,0,0,1,0,0,0,17,42.4,0.4,33,7.6,0.1,Ben,Gibson
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,4,56,21,310,3.8,1,1,0,0,7,0,0,0,1,0,0,0,61,70.4,33.7,114,21.4,0,Matej,Vydra
,,,,,,,,,,,,,,,,,,,,,,,,90,4,45,1,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,90,3,44,75,1590,17,3,4,0,5,25,0,0,0,2,0,0,6,305,405.2,442.8,279,112.5,0.8,Dwight,McNeil
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Abd-Al-Ali Morakinyo Olaposi,Koiki
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Josh,Benson
110,4,44,79,1343,18,7,3,2,4,23,0,0,0,3,0,0,7,262,346.6,260.9,664,126.8,3.4,110,4,48,73,1551,15.2,5,2,0,2,27,0,0,0,4,0,0,6,225,289.2,321.2,390,99.9,2.4,90,4,44,8,86,1.8,0,1,0,0,3,0,0,0,1,0,0,0,24,7.6,1.6,115,12.3,0.9,Peter,Crouch
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anthony,Driscoll-Glennon
91,3,50,84,2956,16.8,1,4,0,9,62,0,0,1,11,1,0,6,513,482,533,343,135.4,0.3,91,3,47,27,959,5.7,1,0,0,3,13,0,0,0,4,0,0,0,156,146,76.1,69,29.2,0.3,97,3,49,48,1999,9.8,0,1,0,7,39,0,0,0,10,0,0,0,225,230.6,188.8,170,58.9,0.2,Harry,Arter
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,1,46,154,3420,33.5,0,0,5,10,69,0,3,0,2,0,141,18,775,1116.8,21,0,113.6,10.2,Neil,Etheridge
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Alex,Smithies
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2,47,97,3039,20.6,1,4,1,9,63,0,0,0,6,0,0,5,477,673.4,239,580,149.4,0.4,Sean,Morrison
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2,44,95,2475,21.6,4,1,1,7,52,0,0,0,7,0,0,11,459,787,51.4,304,114.2,1.5,Sol,Bamba
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2,44,97,3375,22,0,1,0,10,67,0,0,0,0,0,0,4,581,722,105.5,172,100.4,0.4,Bruno,Ecuele Manga
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,Matthew,Connolly
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2,44,77,2639,17.5,0,1,0,9,50,0,0,0,5,0,0,4,433,442.8,237.1,98,77.8,0.4,Joe,Bennett
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2,39,43,1542,11,0,0,1,5,26,0,0,0,4,0,0,1,232,267.2,49.5,15,33.1,4,Lee,Peltier
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2,39,2,129,0.5,0,0,0,0,4,0,0,0,0,0,0,0,15,14.8,1.6,0,1.8,0.5,Ashley Darel Jazz,Richards
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greg,Halford
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,46,45,1954,9.8,0,0,0,5,40,0,0,1,4,1,0,0,232,284.6,481.1,204,96.7,0.1,Joe,Ralls
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,50,82,2134,16.4,3,2,1,6,46,0,0,0,4,0,0,4,230,313.2,383.4,463,115.3,0.1,David Junior,Hoilett
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,48,63,978,13.1,4,1,1,4,18,0,0,0,0,0,0,6,253,351.4,255,370,97.8,0,Nathaniel,Mendez-Laing
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,48,80,1993,16.7,4,2,1,5,41,0,0,0,4,0,0,4,227,266.8,311.9,541,111.7,0.3,Callum,Paterson
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,44,65,2266,14.8,1,1,1,6,40,0,0,0,5,0,0,3,290,370.6,217.5,201,78.9,0.6,Aron,Gunnarsson
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Anthony,Pilkington
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,43,2,21,0.5,0,0,0,0,2,0,0,0,0,0,0,0,6,0.6,1,8,0.9,0.1,Loïc,Damour
,,,,,,,,,,,,,,,,,,,,,,,,14,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,3,43,22,435,5.1,1,0,0,0,14,0,0,0,0,0,0,0,67,81.8,83.3,168,32.9,0.2,Danny,Ward
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,48,76,1810,15.8,3,2,0,7,32,0,0,0,2,0,0,3,191,285.6,267,550,109.5,0.2,Josh,Murphy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,4,46,33,741,7.2,1,1,0,2,19,0,0,0,1,0,0,2,93,103.6,159.5,270,53.3,0.5,Kenneth,Zohore
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Omar,Bogle
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,4,44,5,32,1.1,0,0,0,0,3,0,0,0,0,0,0,0,13,2,1.5,8,1,0.9,Gary,Madine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,4,52,80,1413,15.4,5,3,2,4,30,0,0,0,0,0,0,9,276,296.6,224.4,392,91,0.9,Bobby,Reid
88,4,55,44,1096,8,4,1,1,2,30,0,0,0,3,1,0,3,125,205.8,163,417,76.8,0.4,11,4,46,83,1076,18,8,3,3,0,23,0,0,0,2,0,0,14,248,370.6,159.2,634,115.2,5,97,4,50,30,988,6,0,0,0,5,13,0,0,0,0,0,0,0,29,70.8,85.7,317,47.1,0.4,Oumar,Niasse
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2,41,9,630,2.2,0,0,0,1,17,0,0,0,3,0,0,0,72,106.4,69.7,19,19.6,0,Greg,Cunninghamm
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,44,106,2569,24.1,5,4,1,9,53,0,0,0,6,0,0,5,398,515.8,798.4,387,170.2,2.2,Víctor,Camarasa
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,45,24,365,5.3,1,1,0,1,6,0,0,0,1,0,0,0,80,90.4,87.7,89,26.7,0,Kadeem,Harris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Brian,Murphy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,4,45,3,49,0.7,0,0,0,0,1,0,0,0,0,0,0,0,7,4.2,10.9,12,2.7,0.1,Rhys,Healey
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2,43,17,554,4,0,1,0,1,14,0,0,0,2,0,0,0,81,69,30.2,22,12,0,Leandro,Bacuna
8,1,59,141,3240,23.9,0,0,1,16,28,0,0,0,1,0,69,0,623,517.6,0,0,52,14.1,8,1,53,136,3150,25.7,0,0,0,15,34,0,0,0,2,0,77,4,635,549,0,0,55.2,10.3,8,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,Thibaut,Courtois
43,1,48,64,1452,13.3,0,0,0,6,13,0,1,0,0,0,31,1,295,266.6,0,0,26.8,3.8,8,1,48,11,270,2.3,0,0,0,1,4,0,0,0,0,0,7,0,54,55.2,0,0,5.5,0.1,8,1,47,13,180,2.8,0,0,0,2,0,0,0,0,0,0,3,0,45,24.6,1,0,2.6,0.1,Willy,Caballero
8,2,64,170,3420,26.6,1,5,2,16,33,0,0,0,4,0,0,22,872,792.8,422.8,150,136.8,18.1,8,2,69,175,3330,25.4,2,6,4,15,38,1,0,0,1,0,0,25,913,967.4,535.7,168,167.5,21,8,2,64,158,3402,24.7,1,6,2,16,39,0,0,0,4,0,0,11,822,815,525.1,286,163.2,9.6,César,Azpilicueta
8,2,67,178,3296,26.6,6,0,3,17,29,1,0,0,5,0,0,15,778,831.6,100.8,400,133.3,15.3,8,2,62,74,2082,11.9,0,0,0,9,27,0,0,0,1,1,0,2,447,496.6,55.6,99,65.4,3,8,2,50,2,22,0.4,0,0,0,0,0,0,0,0,0,0,0,0,6,4.8,0,0,0.5,0.5,Gary,Cahill
8,2,69,177,2693,25.7,6,5,3,15,19,0,0,0,2,0,0,11,675,618.2,420.4,536,157.6,16,8,2,71,165,2855,23.2,7,2,5,13,30,0,0,0,6,0,0,15,650,697.8,549.6,822,207.1,16.2,8,2,62,161,2759,26,2,8,4,14,28,0,0,0,6,0,0,21,702,619,520.1,475,161.7,22.1,Marcos,Alonso
8,2,62,132,2954,21.3,1,1,1,15,26,0,0,0,6,0,0,10,675,651,158.1,280,109.1,5,8,2,57,32,838,5.6,1,2,0,3,13,0,0,0,3,1,0,0,186,210.2,22.3,65,29.6,8.1,8,2,58,164,3238,28.3,3,2,4,16,36,0,0,0,3,0,0,19,794,859,358.7,363,158,11.7,David,Luiz Moreira Marinho
8,3,55,105,2485,19.1,3,3,1,17,15,0,0,0,4,0,0,6,476,528.6,456.2,683,166.7,2.2,8,2,65,131,2109,20.2,3,6,4,11,20,0,0,0,3,0,0,9,486,417,358.1,482,125.9,2.9,8,2,55,2,26,0.4,0,0,0,0,1,0,0,0,0,0,0,0,3,1.2,12.7,6,2,1.2,Victor,Moses
,,,,,,,,,,,,,,,,,,,,,,,,8,2,58,115,2336,19.8,2,1,2,12,22,0,0,0,4,0,0,8,557,546.6,83,217,84.8,3.3,8,2,59,116,2871,19.7,1,2,2,12,35,0,0,0,7,0,0,9,609,566.8,143.6,273,98.5,2.9,Antonio,Rüdiger
,,,,,,,,,,,,,,,,,,,,,,,,8,2,53,79,2067,14.9,0,0,0,8,23,0,0,0,0,0,0,4,475,466.6,66.5,109,64.3,1.9,8,2,50,22,615,4.4,0,0,0,3,7,0,0,0,1,0,0,0,133,120.6,8.4,6,13.6,0.4,Andreas,Christensen
,,,,,,,,,,,,,,,,,,,,,,,,8,2,59,58,1087,9.8,1,1,0,5,15,0,0,0,0,0,0,1,226,255.2,245.3,329,82.6,0.2,8,2,50,9,125,1.8,0,0,0,1,0,0,0,0,0,0,0,0,30,17.4,14.7,29,6.1,0.1,Davide,Zappacosta
,,,,,,,,,,,,,,,,,,,,,,,,8,2,52,14,278,2.7,0,1,0,1,4,0,0,0,0,0,0,0,68,61.8,28.7,48,13.8,0.1,8,2,52,22,660,4.2,0,0,0,2,11,0,0,0,0,0,0,1,130,104.6,113.8,81,30,0.2,Emerson,Palmieri dos Santos
