team_code_16_17,element_type_16_17,now_cost_16_17,total_points_16_17,minutes_16_17,value_season_16_17,goals_scored_16_17,assists_16_17,dreamteam_count_16_17,clean_sheets_16_17,goals_conceded_16_17,own_goals_16_17,penalties_saved_16_17,penalties_missed_16_17,yellow_cards_16_17,red_cards_16_17,saves_16_17,bonus_16_17,bps_16_17,influence_16_17,creativity_16_17,threat_16_17,ict_index_16_17,selected_by_percent_16_17,first_name,second_name,team_code_17_18,element_type_17_18,now_cost_17_18,total_points_17_18,minutes_17_18,value_season_17_18,goals_scored_17_18,assists_17_18,dreamteam_count_17_18,clean_sheets_17_18,goals_conceded_17_18,own_goals_17_18,penalties_saved_17_18,penalties_missed_17_18,yellow_cards_17_18,red_cards_17_18,saves_17_18,bonus_17_18,bps_17_18,influence_17_18,creativity_17_18,threat_17_18,ict_index_17_18,selected_by_percent_17_18,team_code_18_19,element_type_18_19,now_cost_18_19,total_points_18_19,minutes_18_19,value_season_18_19,goals_scored_18_19,assists_18_19,dreamteam_count_18_19,clean_sheets_18_19,goals_conceded_18_19,own_goals_18_19,penalties_saved_18_19,penalties_missed_18_19,yellow_cards_18_19,red_cards_18_19,saves_18_19,bonus_18_19,bps_18_19,influence_18_19,creativity_18_19,threat_18_19,ict_index_18_19,selected_by_percent_18_19,team_code_19_20,element_type_19_20,now_cost_19_20,total_points_19_20,minutes_19_20,value_season_19_20,goals_scored_19_20,assists_19_20,dreamteam_count_19_20,clean_sheets_19_20,goals_conceded_19_20,own_goals_19_20,penalties_saved_19_20,penalties_missed_19_20,yellow_cards_19_20,red_cards_19_20,saves_19_20,bonus_19_20,bps_19_20,influence_19_20,influence_rank_19_20,influence_rank_type_19_20,creativity_19_20,creativity_rank_19_20,creativity_rank_type_19_20,threat_19_20,threat_rank_19_20,threat_rank_type_19_20,ict_index_19_20,ict_index_rank_19_20,ict_index_rank_type_19_20,selected_by_percent_19_20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,54,19,1022,3.5,0,0,0,1,21,0,0,0,3,0,0,0,181,207.8,308,119,298.7,139,34,225.0,178,32,73.2,220,62,0.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,48,34,1751,7.1,0,0,0,3,33,0,0,0,5,0,0,0,325,353.6,208,77,70.9,311,100,96.0,289,89,52.1,295,97,0.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,42,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,566,212,0.0,549,212,0.0,523,206,0.0,568,212,0.2
3.0,4.0,81.0,116.0,1206.0,14.3,12.0,5.0,3.0,4.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,432.0,522.6,275.1,797.0,158.9,4.7,Olivier,Giroud,8.0,4.0,84.0,77.0,981.0,9.2,7.0,1.0,2.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,273.0,307.0,311.1,673.0,129.0,3.7,8.0,4.0,77.0,55.0,828.0,7.1,2.0,4.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,169.0,183.2,253.6,519.0,94.5,1.9,8,4,67,68,988,10.1,8,1,0,6,16,0,0,0,1,0,0,5,253,316.2,231,27,144.8,245,36,598.0,60,28,105.4,139,31,3.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,54,90,2970,16.7,0,0,0,8,47,0,0,0,0,0,55,0,507,503.6,132,19,0.0,659,73,0.0,657,71,50.2,304,20,4.3
43.0,1.0,48.0,64.0,1452.0,13.3,0.0,0.0,0.0,6.0,13.0,0.0,1.0,0.0,0.0,0.0,31.0,1.0,295.0,266.6,0.0,0.0,26.8,3.8,Willy,Caballero,8.0,1.0,48.0,11.0,270.0,2.3,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,54.0,55.2,0.0,0.0,5.5,0.1,8.0,1.0,47.0,13.0,180.0,2.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,45.0,24.6,1.0,0.0,2.6,0.1,8,1,48,13,450,2.7,0,0,0,1,7,0,0,0,0,0,10,0,74,90.2,390,30,0.0,634,65,0.0,628,62,9.0,429,30,0.2
8.0,3.0,70.0,114.0,1534.0,16.3,8.0,3.0,4.0,6.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,441.0,491.4,809.4,522.0,182.1,3.5,Willian,Borges Da Silva,8.0,3.0,70.0,130.0,1874.0,18.6,6.0,8.0,3.0,9.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,522.0,640.0,891.5,715.0,224.5,12.6,8.0,3.0,71.0,108.0,2091.0,15.2,3.0,7.0,0.0,11.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,475.0,557.6,1165.5,742.0,246.7,3.8,8,3,73,168,2595,23.0,9,9,7,10,35,0,0,0,4,0,0,26,698,834.8,26,7,1177.7,7,6,930.0,30,14,294.6,8,5,10.7
8.0,3.0,68.0,162.0,2140.0,23.8,9.0,10.0,5.0,15.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,18.0,580.0,639.0,697.9,669.0,198.8,8.5,Pedro,Rodríguez Ledesma,8.0,3.0,77.0,81.0,1511.0,10.5,4.0,2.0,1.0,8.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,272.0,338.4,410.0,498.0,124.6,1.0,8.0,3.0,62.0,112.0,1768.0,18.1,8.0,2.0,2.0,7.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,440.0,530.2,503.5,733.0,176.5,3.3,8,3,68,32,659,4.7,1,2,1,2,12,0,0,0,1,0,0,1,127,161.4,340,143,227.1,183,116,349.0,111,58,73.8,219,109,1.1
8.0,3.0,50.0,6.0,35.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.8,3.9,25.0,3.4,0.1,Ruben,Loftus-Cheek,31.0,3.0,44.0,77.0,1871.0,17.5,2.0,5.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,337.0,379.2,377.0,487.0,124.5,3.5,8.0,3.0,52.0,79.0,980.0,15.2,6.0,2.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,292.0,391.6,254.9,346.0,99.4,0.8,8,3,59,12,203,2.0,0,1,0,1,3,0,0,0,0,0,0,0,37,30.8,440,182,30.2,377,185,33.0,369,176,9.2,427,183,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,51,53,849,10.4,1,5,0,2,14,0,0,0,1,0,0,3,197,235.2,289,120,341.4,121,78,325.0,124,66,89.9,178,91,0.4
11.0,3.0,70.0,144.0,2900.0,20.6,5.0,11.0,2.0,12.0,36.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,534.0,692.4,1237.6,973.0,290.3,6.6,Ross,Barkley,8.0,3.0,73.0,3.0,129.0,0.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,34.7,45.0,10.1,0.2,8.0,3.0,50.0,79.0,1231.0,15.8,3.0,5.0,2.0,7.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,300.0,324.0,349.0,429.0,110.0,1.3,8,3,56,61,1095,10.9,1,5,2,5,14,0,0,0,0,0,0,5,208,266.0,267,109,344.3,118,76,373.0,103,53,98.2,158,80,1.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,49,92,2376,18.8,4,3,1,6,40,0,0,0,10,0,0,9,535,600.0,77,23,422.4,92,65,158.0,231,121,118.4,113,64,2.8
8.0,3.0,47.0,83.0,3138.0,17.7,1.0,1.0,0.0,13.0,33.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,554.0,515.4,432.8,244.0,119.0,11.7,N'Golo,Kanté,8.0,3.0,49.0,101.0,2994.0,20.6,1.0,2.0,0.0,16.0,32.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,655.0,676.0,638.2,199.0,151.7,11.7,8.0,3.0,49.0,116.0,3092.0,23.7,4.0,4.0,1.0,14.0,38.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,563.0,683.6,766.3,412.0,186.4,15.8,8,3,50,57,1730,11.4,3,0,0,3,25,0,0,0,4,0,0,2,294,422.8,175,66,424.5,89,62,214.0,186,100,106.3,138,74,3.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,43,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,580,223,0.0,567,224,0.0,545,216,0.0,582,226,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,74,127,1717,17.2,9,8,1,6,28,0,0,0,0,0,0,8,379,556.2,98,32,426.0,87,60,1059.0,25,10,204.2,37,19,13.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,53,68,2065,12.8,1,3,0,4,37,0,0,0,8,0,0,6,461,497.0,136,50,458.5,68,51,186.0,209,113,114.0,121,68,0.9
8.0,2.0,53.0,15.0,250.0,2.8,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,69.0,60.6,13.5,4.0,7.8,0.3,Kurt,Zouma,110.0,2.0,54.0,87.0,2887.0,16.1,1.0,0.0,0.0,7.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,554.0,814.2,91.8,235.0,114.4,2.0,11.0,2.0,50.0,112.0,2613.0,22.4,2.0,2.0,2.0,10.0,39.0,0.0,0.0,0.0,3.0,1.0,0.0,12.0,543.0,565.2,83.7,235.0,88.8,1.0,8,2,47,62,2343,13.2,0,0,0,7,37,1,0,0,6,0,0,2,432,518.0,125,47,40.1,359,127,162.0,229,56,71.7,224,64,1.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,73,153,2206,21.0,15,6,4,7,34,1,0,0,2,0,0,20,461,659.6,58,9,283.2,150,21,1301.0,10,8,223.3,28,10,14.0
8.0,4.0,84.0,48.0,254.0,5.7,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,169.0,193.2,40.9,277.0,50.7,1.2,Michy,Batshuayi,8.0,4.0,81.0,25.0,351.0,3.1,2.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,77.0,99.4,39.0,123.0,25.7,0.5,31.0,4.0,62.0,48.0,748.0,7.7,5.0,1.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,159.0,198.6,41.4,406.0,64.2,0.8,8,4,66,28,224,4.2,1,2,0,0,8,0,0,0,0,0,0,1,59,61.8,412,54,42.9,355,53,185.0,211,53,28.3,363,53,0.5
8.0,3.0,51.0,3.0,90.0,0.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.8,11.8,46.0,6.0,0.0,Robert Kenedy,Nunes do Nascimento,4.0,3.0,48.0,51.0,1023.0,10.6,2.0,2.0,1.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,171.0,236.4,224.1,253.0,71.4,2.0,4.0,3.0,47.0,50.0,1337.0,10.6,1.0,1.0,0.0,6.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,161.0,212.8,187.9,297.0,69.8,0.5,8,3,52,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,657,272,0.0,654,273,0.0,652,273,0.0,658,273,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,60,137,2865,22.8,7,6,2,9,44,0,0,0,3,0,0,11,510,641.2,65,18,814.0,17,14,974.0,28,12,242.8,20,12,12.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,49,61,1510,12.4,0,2,1,5,23,0,0,0,1,0,0,5,373,343.6,219,84,428.8,85,17,143.0,241,61,91.8,171,45,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,42,48,1291,11.4,1,0,2,4,18,0,0,0,3,0,0,7,271,335.4,221,86,68.6,316,102,79.0,307,99,48.5,310,105,1.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,41,9,191,2.2,0,0,0,1,3,0,0,0,0,0,0,0,41,31.4,439,181,55.3,338,173,5.0,436,201,9.1,428,184,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,39,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,516,186,0.0,496,186,0.0,464,176,0.0,518,186,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,45,1,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,614,241,1.2,466,208,9.0,420,194,1.0,493,209,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,45,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,627,86,0.3,479,74,0.0,604,86,0.0,629,86,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,631,255,0.0,620,256,0.0,609,252,0.0,633,257,0.0
31.0,2.0,49.0,98.0,2498.0,20.0,5.0,1.0,4.0,5.0,53.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,534.0,616.0,534.2,383.0,153.5,3.6,Patrick,van Aanholt,31.0,2.0,52.0,95.0,2182.0,18.3,5.0,1.0,3.0,6.0,38.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,448.0,537.0,303.8,319.0,116.3,3.1,31.0,2.0,55.0,140.0,3196.0,25.5,3.0,2.0,3.0,12.0,46.0,0.0,0.0,0.0,3.0,0.0,0.0,17.0,626.0,616.0,520.4,448.0,158.7,5.7,31,2,56,109,2507,19.5,3,2,3,8,38,1,0,0,0,0,0,12,523,531.2,117,46,516.0,52,9,285.0,140,23,133.4,89,14,4.7
31.0,2.0,48.0,75.0,1974.0,15.6,3.0,0.0,2.0,6.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,359.0,471.0,35.7,213.0,72.1,0.2,James,Tomkins,31.0,2.0,44.0,99.0,2386.0,22.5,3.0,0.0,2.0,9.0,32.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,512.0,712.6,22.4,309.0,104.7,4.4,31.0,2.0,43.0,86.0,2561.0,20.0,1.0,1.0,0.0,10.0,37.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,504.0,560.8,83.0,276.0,92.3,2.3,31,2,49,48,1582,9.8,1,1,1,3,23,0,0,0,5,0,0,4,260,384.0,194,71,27.7,389,144,121.0,260,70,53.3,290,95,0.2
31.0,2.0,47.0,35.0,686.0,7.4,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,155.0,143.4,48.7,40.0,23.2,0.6,Mamadou,Sakho,31.0,2.0,46.0,81.0,1597.0,17.6,1.0,2.0,4.0,6.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,405.0,426.2,30.7,77.0,53.6,1.0,31.0,2.0,49.0,88.0,2416.0,18.0,0.0,0.0,0.0,9.0,35.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,533.0,540.6,78.2,47.0,66.6,1.2,31,2,50,11,929,2.2,0,0,0,0,21,0,0,0,1,1,0,0,148,179.2,325,127,15.9,411,154,6.0,435,162,20.2,395,144,0.1
31.0,2.0,48.0,86.0,3417.0,17.9,0.0,1.0,0.0,7.0,63.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,568.0,608.2,263.7,129.0,100.4,0.9,Joel,Ward,31.0,2.0,47.0,41.0,1613.0,8.7,0.0,1.0,0.0,4.0,25.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,276.0,340.6,163.5,58.0,56.3,0.2,31.0,2.0,43.0,13.0,551.0,3.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0,131.8,28.9,43.0,20.5,0.2,31,2,43,77,2380,17.9,0,1,0,7,36,0,0,0,4,0,0,8,392,427.0,173,64,117.0,260,73,49.0,348,125,59.5,271,85,1.5
31.0,2.0,51.0,61.0,1752.0,12.0,3.0,1.0,2.0,2.0,36.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,310.0,459.0,73.1,426.0,96.0,2.1,Scott,Dann,31.0,2.0,46.0,32.0,1434.0,7.0,1.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,211.0,342.2,62.3,268.0,67.0,0.3,31.0,2.0,44.0,23.0,661.0,5.2,0.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,129.0,186.2,22.5,71.0,28.1,0.1,31,2,43,51,1264,11.9,0,1,1,5,14,0,0,0,0,0,0,3,253,250.2,275,110,58.3,331,111,177.0,216,49,48.6,309,104,0.2
31.0,2.0,42.0,46.0,2124.0,11.0,0.0,2.0,0.0,2.0,44.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,323.0,421.8,125.1,61.0,61.0,0.6,Martin,Kelly,31.0,2.0,41.0,34.0,1193.0,8.3,0.0,0.0,0.0,4.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,185.0,222.6,25.7,84.0,33.3,0.6,31.0,2.0,39.0,26.0,1110.0,6.7,0.0,0.0,0.0,3.0,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,166.0,269.8,17.1,34.0,32.2,5.0,31,2,41,64,1547,15.6,0,1,0,6,16,0,0,0,0,0,0,4,288,305.4,237,93,96.5,282,83,15.0,406,149,41.7,330,115,14.7
31.0,4.0,72.0,136.0,3131.0,18.9,15.0,2.0,3.0,7.0,58.0,0.0,0.0,2.0,10.0,0.0,0.0,13.0,382.0,640.2,484.4,1762.0,286.1,9.5,Christian,Benteke,31.0,4.0,75.0,84.0,2234.0,11.2,3.0,7.0,0.0,6.0,36.0,0.0,0.0,1.0,6.0,0.0,0.0,5.0,174.0,325.2,406.7,845.0,157.5,2.5,31.0,4.0,63.0,33.0,807.0,5.2,1.0,1.0,0.0,3.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,65.0,106.0,118.4,348.0,56.1,0.5,31,4,57,42,1252,7.4,2,1,0,5,18,0,0,0,4,1,0,1,133,231.8,292,32,248.3,166,25,632.0,55,26,110.9,126,28,0.5
31.0,4.0,55.0,18.0,412.0,3.3,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,87.6,36.2,132.0,25.0,0.3,Connor,Wickham,31.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,49.0,9.0,61.0,1.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.2,41.9,55.0,12.0,0.1,31,4,43,15,90,3.5,1,1,0,0,2,0,0,0,0,0,0,2,48,59.8,414,55,34.5,369,56,64.0,330,56,15.8,406,57,1.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,49,137,3150,28.0,0,0,3,10,42,1,0,0,1,0,111,16,643,827.2,27,9,0.0,641,68,0.0,637,65,82.6,197,9,1.6
31.0,1.0,43.0,92.0,2610.0,21.4,0.0,0.0,2.0,7.0,46.0,0.0,0.0,0.0,1.0,0.0,83.0,4.0,497.0,600.4,31.1,0.0,63.2,3.1,Wayne,Hennessey,31.0,1.0,44.0,99.0,2430.0,22.5,0.0,0.0,2.0,7.0,41.0,0.0,0.0,0.0,1.0,0.0,91.0,11.0,506.0,603.8,10.0,0.0,61.4,3.1,31.0,1.0,44.0,67.0,1575.0,15.2,0.0,0.0,1.0,5.0,26.0,0.0,1.0,0.0,0.0,0.0,44.0,6.0,311.0,358.8,0.0,0.0,35.9,2.4,31,1,42,7,270,1.7,0,0,0,0,8,0,0,0,0,0,16,0,58,110.4,372,28,0.0,540,37,0.0,512,31,11.0,421,28,0.6
31.0,3.0,58.0,149.0,3019.0,25.7,7.0,11.0,4.0,7.0,56.0,0.0,0.0,0.0,8.0,0.0,0.0,13.0,481.0,740.4,606.4,865.0,221.2,11.9,Wilfried,Zaha,31.0,3.0,71.0,136.0,2549.0,19.2,9.0,7.0,2.0,10.0,31.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,404.0,668.0,716.9,1125.0,251.0,10.6,31.0,4.0,70.0,143.0,3037.0,20.4,10.0,11.0,1.0,11.0,49.0,0.0,0.0,0.0,8.0,1.0,0.0,13.0,459.0,752.8,753.3,1200.0,270.6,15.6,31,3,66,120,3279,18.2,4,6,1,9,46,0,0,0,5,0,0,4,337,572.0,87,28,588.0,37,30,1103.0,20,7,226.4,27,17,8.4
31.0,3.0,50.0,42.0,1224.0,8.4,2.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,169.0,192.4,96.5,130.0,41.8,0.1,Luka,Milivojevic,31.0,3.0,52.0,144.0,3079.0,27.7,10.0,2.0,2.0,8.0,52.0,0.0,0.0,1.0,8.0,0.0,0.0,21.0,630.0,873.8,379.0,432.0,168.6,13.5,31.0,3.0,65.0,166.0,3420.0,25.5,12.0,2.0,4.0,12.0,53.0,0.0,0.0,1.0,10.0,0.0,0.0,24.0,741.0,1078.2,910.1,473.0,246.3,10.6,31,3,67,81,2510,12.1,3,1,1,7,38,0,0,0,12,0,0,9,382,460.0,147,56,499.1,55,41,190.0,204,109,114.9,119,66,1.9
31.0,3.0,57.0,116.0,2520.0,20.4,3.0,7.0,2.0,7.0,38.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,492.0,552.4,852.4,511.0,191.3,2.2,Andros,Townsend,31.0,3.0,56.0,121.0,3120.0,21.6,2.0,9.0,0.0,9.0,48.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,552.0,626.0,1012.1,587.0,222.8,1.4,31.0,3.0,56.0,135.0,3007.0,24.1,6.0,5.0,2.0,11.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,520.0,743.0,928.5,622.0,229.6,3.5,31,3,56,48,1284,8.6,1,1,0,3,23,0,0,0,0,0,0,0,221,246.4,277,112,247.1,167,104,122.0,258,134,61.6,266,128,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3,52,23,645,4.4,0,0,0,1,11,0,0,0,1,0,0,0,67,68.0,407,170,68.9,313,166,103.0,276,140,23.8,380,166,0.1
31.0,2.0,47.0,47.0,1139.0,10.0,0.0,2.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,237.0,214.2,100.4,65.0,38.1,0.3,Jeffrey,Schlupp,31.0,2.0,47.0,50.0,1742.0,10.6,0.0,2.0,0.0,3.0,30.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,281.0,339.6,189.7,155.0,68.6,0.2,31.0,2.0,43.0,91.0,1660.0,21.2,4.0,3.0,2.0,4.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,301.0,385.2,240.5,430.0,105.7,2.5,31,3,54,51,1030,9.4,3,1,1,4,16,0,0,0,2,0,0,4,148,240.0,283,115,101.9,275,152,266.0,153,87,60.8,268,130,0.1
31.0,3.0,47.0,93.0,1999.0,19.8,5.0,3.0,1.0,3.0,39.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,363.0,400.4,284.5,300.0,97.7,1.0,James,McArthur,31.0,3.0,44.0,101.0,2425.0,23.0,5.0,2.0,2.0,7.0,35.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,416.0,490.6,333.0,566.0,138.9,4.7,31.0,3.0,49.0,121.0,3057.0,24.7,3.0,7.0,1.0,11.0,49.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,500.0,666.8,457.2,487.0,161.3,3.4,31,3,52,92,3091,17.7,0,4,0,11,38,0,0,0,6,0,0,2,420,586.6,82,26,486.6,57,43,421.0,91,46,149.6,69,40,0.6
21.0,3.0,50.0,79.0,2723.0,15.8,1.0,1.0,0.0,9.0,46.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,438.0,458.8,147.4,200.0,80.5,0.7,Cheikhou,Kouyaté,21.0,3.0,50.0,86.0,2798.0,17.2,2.0,3.0,0.0,7.0,56.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,367.0,480.0,262.4,320.0,106.1,0.3,31.0,3.0,47.0,67.0,1889.0,14.3,0.0,3.0,0.0,9.0,30.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,251.0,337.4,198.5,222.0,75.6,0.2,31,3,48,85,2524,17.7,1,2,0,10,36,0,0,0,4,0,0,4,288,394.6,188,74,162.3,229,136,279.0,144,79,83.5,192,99,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3,43,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,584,224,0.0,571,225,0.0,550,218,0.0,586,227,0.1
11.0,3.0,47.0,23.0,613.0,4.9,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,100.0,119.8,80.4,84.0,28.6,0.2,James,McCarthy,11.0,3.0,49.0,6.0,204.0,1.2,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,33.8,19.3,4.0,5.8,0.0,11.0,3.0,44.0,1.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.2,0.1,0.0,0.5,0.0,31,3,42,41,1668,9.8,0,0,2,2,29,0,0,0,9,0,0,0,205,268.8,265,108,268.3,157,99,80.0,306,153,61.8,264,126,0.9
