team_code_16_17,element_type_16_17,now_cost_16_17,total_points_16_17,minutes_16_17,value_season_16_17,goals_scored_16_17,assists_16_17,dreamteam_count_16_17,clean_sheets_16_17,goals_conceded_16_17,own_goals_16_17,penalties_saved_16_17,penalties_missed_16_17,yellow_cards_16_17,red_cards_16_17,saves_16_17,bonus_16_17,bps_16_17,influence_16_17,creativity_16_17,threat_16_17,ict_index_16_17,selected_by_percent_16_17,first_name,second_name,team_code_17_18,element_type_17_18,now_cost_17_18,total_points_17_18,minutes_17_18,value_season_17_18,goals_scored_17_18,assists_17_18,dreamteam_count_17_18,clean_sheets_17_18,goals_conceded_17_18,own_goals_17_18,penalties_saved_17_18,penalties_missed_17_18,yellow_cards_17_18,red_cards_17_18,saves_17_18,bonus_17_18,bps_17_18,influence_17_18,creativity_17_18,threat_17_18,ict_index_17_18,selected_by_percent_17_18,team_code_18_19,element_type_18_19,now_cost_18_19,total_points_18_19,minutes_18_19,value_season_18_19,goals_scored_18_19,assists_18_19,dreamteam_count_18_19,clean_sheets_18_19,goals_conceded_18_19,own_goals_18_19,penalties_saved_18_19,penalties_missed_18_19,yellow_cards_18_19,red_cards_18_19,saves_18_19,bonus_18_19,bps_18_19,influence_18_19,creativity_18_19,threat_18_19,ict_index_18_19,selected_by_percent_18_19
14.0,2.0,59.0,129.0,3323.0,21.9,0.0,2.0,1.0,12.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,735.0,512.0,716.5,294.0,152.4,10.3,Nathaniel,Clyne,14.0,2.0,53.0,7.0,173.0,1.3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,21.8,23.8,41.0,8.7,0.3,91,2,44,34,1250,7.7,0,1,0,3,26,0,0,0,2,0,0,0,201,199.4,100.2,72.0,36.9,0.6
8.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominic,Solanke,14.0,4.0,46.0,38.0,581.0,8.3,1.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,107.0,123.8,199.4,350.0,66.4,1.6,91,4,47,15,340,3.2,0,1,0,0,5,0,0,0,0,0,0,0,45,79.0,96.0,154.0,33.0,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,41,8,606,2.0,0,0,0,0,19,0,0,0,1,0,0,0,89,107.4,171.6,36.0,31.4,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3,45,75,2505,16.7,2,2,0,9,49,1,0,0,12,0,0,6,410,539.6,245.8,174.0,96.2,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,45,27,848,6.0,0,1,0,2,17,0,0,0,1,0,0,0,158,177.2,24.1,22.0,22.5,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,4,45,2,11,0.4,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,11.8,23.0,4.0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,1,40,9,180,2.3,0,0,0,1,5,0,0,0,0,0,9,1,46,68.2,0.0,0.0,6.8,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,44,104,3060,23.6,0,0,0,6,55,0,0,0,2,0,97,11,547,707.0,0.0,0.0,70.9,4.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,44,91,3151,20.7,2,1,1,7,56,0,0,0,5,1,0,6,573,805.8,132.9,245.0,118.7,3.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,47,115,3087,24.5,5,2,4,7,55,0,0,0,4,1,0,9,582,1024.4,84.1,499.0,160.9,8.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,44,46,1131,10.5,0,1,1,4,17,0,0,0,2,0,0,7,229,181.6,102.0,14.0,29.8,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,44,48,1805,10.9,0,0,0,5,34,0,0,0,0,0,0,0,254,220.0,153.3,8.0,38.0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,38,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,38,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,42,15,591,3.6,1,0,1,0,10,0,0,0,2,0,0,0,86,134.0,1.1,27.0,16.2,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,52,74,1828,14.2,2,6,0,3,41,0,0,0,4,1,0,2,293,389.6,580.8,345.0,131.4,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,43,65,2484,15.1,1,1,0,5,46,0,0,0,6,1,0,4,404,498.2,249.3,88.0,83.6,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,44,36,935,8.2,1,1,0,4,17,0,0,0,4,0,0,0,136,224.0,59.3,53.0,33.6,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,47,94,2459,20.0,1,6,1,6,40,0,0,0,1,0,0,5,342,474.6,684.5,405.0,156.6,0.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,67,80,1864,11.9,3,3,1,3,31,0,0,1,1,0,0,12,347,456.0,815.3,344.0,161.7,1.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,48,72,2546,15.0,1,1,0,4,45,0,0,0,2,0,0,3,351,389.2,279.1,121.0,79.2,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,59,31,789,5.3,0,2,0,3,10,0,0,0,1,0,0,0,95,75.4,77.3,147.0,30.0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,61,129,2501,21.1,13,1,1,4,45,0,0,0,5,0,0,16,337,478.0,190.0,835.0,148.1,2.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,49,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,53,52,1225,9.8,2,0,1,3,21,0,0,0,1,0,0,6,155,154.4,190.8,356.0,69.7,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,50,38,866,7.6,3,0,0,2,14,0,0,0,5,0,0,2,74,147.2,48.6,361.0,54.9,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,40,15,360,3.8,0,0,0,1,5,0,0,0,0,0,14,2,76,89.2,0.0,0.0,8.9,2.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,39,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,42,39,1749,9.3,0,1,0,2,29,0,0,0,4,0,0,0,290,444.2,172.6,83.0,70.0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,46,43,1764,9.3,0,0,0,3,32,0,0,0,5,0,0,0,170,253.4,213.0,201.0,66.8,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,67,33,1014,4.9,0,0,0,5,16,0,0,0,2,0,0,0,61,94.4,104.0,162.0,35.5,0.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,43,45,2166,10.5,0,1,0,3,41,0,0,0,4,0,0,1,351,437.6,289.2,58.0,78.6,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
90.0,1.0,51.0,149.0,3150.0,29.2,0.0,0.0,4.0,10.0,48.0,0.0,1.0,0.0,1.0,0.0,142.0,21.0,741.0,1001.6,30.3,0.0,103.2,18.6,Tom,Heaton,90.0,1.0,47.0,8.0,305.0,1.7,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,48.0,53.4,0.0,0.0,5.3,1.7,90,1,48,58,1710,12.1,0,0,0,4,27,0,0,0,3,0,63,4,323,442.8,20.1,4.0,46.6,0.5
90.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,Nick,Pope,90.0,1.0,50.0,152.0,3114.0,30.4,0.0,0.0,3.0,11.0,35.0,0.0,1.0,0.0,3.0,0.0,113.0,19.0,701.0,862.4,40.0,0.0,90.1,10.1,90,1,48,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2
90.0,2.0,45.0,90.0,3240.0,20.0,0.0,2.0,0.0,9.0,53.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,631.0,770.6,491.5,80.0,134.2,0.8,Matthew,Lowton,90.0,2.0,44.0,89.0,2295.0,20.2,0.0,3.0,0.0,8.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,450.0,574.6,264.9,46.0,89.0,4.9,90,2,46,34,1748,7.4,0,0,0,4,41,0,0,0,7,0,0,1,269,338.0,158.6,48.0,54.6,0.2
90.0,2.0,44.0,94.0,3015.0,21.4,1.0,2.0,0.0,9.0,49.0,2.0,0.0,0.0,5.0,0.0,0.0,6.0,592.0,890.0,93.7,281.0,126.7,2.2,Ben,Mee,90.0,2.0,49.0,90.0,2610.0,18.4,0.0,0.0,1.0,9.0,27.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,491.0,748.6,74.5,349.0,117.3,7.3,90,2,46,81,3420,17.6,0,2,0,8,68,2,0,0,9,0,0,5,572,885.4,113.8,238.0,123.9,1.6
90.0,2.0,45.0,91.0,3230.0,20.2,1.0,1.0,0.0,8.0,53.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,596.0,644.6,409.9,128.0,118.3,1.6,Stephen,Ward,90.0,2.0,48.0,102.0,2460.0,21.3,1.0,1.0,1.0,9.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,484.0,498.4,270.9,82.0,85.4,8.5,90,2,47,7,228,1.5,0,0,0,1,6,0,0,0,1,0,0,0,44,48.4,17.2,19.0,8.5,0.5
90.0,2.0,40.0,23.0,568.0,5.8,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,111.0,146.2,53.4,81.0,27.5,1.8,James,Tarkowski,90.0,2.0,46.0,101.0,2790.0,22.0,0.0,1.0,0.0,11.0,30.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,539.0,822.0,98.4,253.0,117.8,5.1,90,2,47,97,3086,20.6,3,2,1,7,63,0,0,0,8,0,0,7,524,1023.2,69.8,450.0,154.5,4.2
90.0,2.0,40.0,3.0,270.0,0.8,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,56.4,0.2,4.0,6.1,0.1,Kevin,Long,90.0,2.0,41.0,57.0,1440.0,13.9,1.0,2.0,0.0,4.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,282.0,460.0,64.8,220.0,74.5,7.5,90,2,41,16,513,3.9,0,1,0,1,9,0,0,0,0,0,0,0,101,147.8,11.6,8.0,16.8,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2,44,82,3240,18.6,0,1,0,7,64,0,0,0,2,0,0,2,505,649.4,268.5,30.0,94.9,0.5
110.0,2.0,42.0,27.0,1168.0,6.4,0.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,174.0,155.0,146.7,51.0,35.4,0.1,Phil,Bardsley,90.0,2.0,40.0,33.0,1125.0,8.3,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,193.0,229.4,117.5,35.0,38.3,0.3,90,2,42,33,1670,7.9,0,0,0,4,27,1,0,0,9,0,0,0,224,267.8,139.6,66.0,47.4,0.1
90.0,3.0,48.0,47.0,999.0,9.8,1.0,3.0,1.0,3.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,187.0,220.0,267.3,161.0,64.8,0.1,Johann Berg,Gudmundsson,90.0,3.0,50.0,117.0,2831.0,23.4,2.0,9.0,1.0,10.0,33.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,467.0,599.0,1052.0,539.0,219.2,1.9,90,3,55,92,1743,16.7,3,7,1,5,39,0,0,0,2,0,0,6,339,456.2,574.1,380.0,141.1,1.0
90.0,3.0,56.0,54.0,1068.0,9.6,1.0,3.0,0.0,5.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,245.0,249.2,386.4,96.0,73.3,0.2,Steven,Defour,90.0,3.0,54.0,62.0,1998.0,11.5,1.0,1.0,0.0,12.0,17.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,353.0,353.8,310.8,117.0,78.4,0.3,90,3,53,10,449,1.9,0,0,0,0,14,0,0,0,0,0,0,0,70,61.4,36.6,0.0,9.9,0.0
90.0,3.0,53.0,76.0,2691.0,14.3,2.0,1.0,0.0,9.0,47.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,286.0,284.6,234.4,259.0,77.4,0.1,Jeff,Hendrick,90.0,3.0,54.0,85.0,2326.0,15.7,2.0,2.0,0.0,9.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,307.0,265.6,408.2,335.0,100.9,0.2,90,3,52,73,2058,14.0,2,2,1,4,44,0,0,0,4,0,0,3,243,233.8,205.3,269.0,70.6,0.2
90.0,3.0,55.0,39.0,719.0,7.1,1.0,3.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,143.0,151.2,253.0,116.0,51.6,0.2,Robbie,Brady,90.0,3.0,53.0,56.0,1277.0,10.6,1.0,4.0,1.0,6.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,216.0,273.8,477.9,221.0,97.3,0.4,90,3,54,20,714,3.7,0,1,0,1,17,0,0,0,3,1,0,0,77,102.0,194.1,85.0,38.2,0.0
90.0,3.0,45.0,13.0,551.0,2.9,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,68.0,50.8,64.3,2.0,11.8,0.0,Ashley,Westwood,90.0,3.0,43.0,35.0,1105.0,8.1,0.0,1.0,0.0,2.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,189.0,182.4,134.8,90.0,40.7,0.1,90,3,46,111,2821,24.1,2,8,1,7,55,0,0,0,5,0,0,10,518,623.0,643.1,253.0,152.3,3.1
110.0,3.0,53.0,72.0,1304.0,13.6,4.0,3.0,0.0,6.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,195.0,294.0,198.7,487.0,98.0,0.1,Jonathan,Walters,90.0,3.0,51.0,3.0,36.0,0.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.2,0.7,12.0,1.1,0.1,90,3,47,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
80.0,3.0,46.0,50.0,2232.0,10.9,0.0,1.0,0.0,3.0,51.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,348.0,331.2,222.0,168.0,71.6,0.1,Jack,Cork,90.0,3.0,45.0,100.0,3420.0,22.2,2.0,1.0,1.0,12.0,39.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,533.0,589.6,332.8,265.0,119.0,3.6,90,3,46,87,3312,18.9,1,2,0,8,63,0,0,0,6,0,0,0,446,491.4,309.7,240.0,104.3,0.5
11.0,3.0,55.0,22.0,509.0,4.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,78.0,93.4,54.0,22.3,0.2,Aaron,Lennon,90.0,3.0,54.0,65.0,1906.0,12.0,0.0,4.0,0.0,6.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,204.0,232.2,203.2,297.0,73.3,0.2,90,3,49,41,1214,8.4,1,1,1,3,22,0,0,0,1,0,0,2,133,151.6,121.2,108.0,38.0,0.3
90.0,4.0,57.0,121.0,2064.0,21.2,10.0,4.0,1.0,5.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,394.0,500.0,248.1,907.0,164.6,3.2,Sam,Vokes,90.0,4.0,57.0,63.0,977.0,11.1,4.0,2.0,1.0,2.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,170.0,208.4,128.0,384.0,71.1,2.1,90,4,53,48,907,9.1,3,0,0,2,20,0,0,0,0,0,0,7,130,152.0,108.6,292.0,54.3,0.6
90.0,4.0,46.0,81.0,1774.0,17.6,6.0,3.0,2.0,6.0,27.0,0.0,0.0,0.0,6.0,1.0,0.0,10.0,241.0,328.8,277.1,663.0,125.5,4.3,Ashley,Barnes,90.0,4.0,53.0,92.0,2150.0,17.4,9.0,0.0,0.0,5.0,23.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,290.0,407.2,274.8,797.0,145.8,3.2,90,4,56,122,2378,21.8,12,3,1,7,41,1,0,0,8,0,0,13,394,581.2,309.9,1042.0,192.9,2.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,4,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,4,63,131,2580,20.8,10,3,3,7,49,0,0,0,2,0,0,17,379,475.8,310.3,911.0,167.9,1.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,1,43,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
43.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Joe,Hart,21.0,1.0,42.0,59.0,1710.0,14.0,0.0,1.0,1.0,4.0,39.0,0.0,1.0,0.0,0.0,0.0,54.0,3.0,341.0,382.8,20.0,0.0,40.2,5.7,90,1,42,69,1710,16.4,0,0,2,4,41,0,1,0,0,0,77,7,378,594.6,10.1,0.0,60.3,4.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2,48,6,62,1.3,1,0,0,0,3,0,0,0,1,0,0,0,17,42.4,0.4,33.0,7.6,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,4,56,21,310,3.8,1,1,0,0,7,0,0,0,1,0,0,0,61,70.4,33.7,114.0,21.4,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,3,44,75,1590,17.0,3,4,0,5,25,0,0,0,2,0,0,6,305,405.2,442.8,279.0,112.5,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2,40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
110.0,4.0,44.0,79.0,1343.0,18.0,7.0,3.0,2.0,4.0,23.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,262.0,346.6,260.9,664.0,126.8,3.4,Peter,Crouch,110.0,4.0,48.0,73.0,1551.0,15.2,5.0,2.0,0.0,2.0,27.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,225.0,289.2,321.2,390.0,99.9,2.4,90,4,44,8,86,1.8,0,1,0,0,3,0,0,0,1,0,0,0,24,7.6,1.6,115.0,12.3,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2,40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
91.0,3.0,50.0,84.0,2956.0,16.8,1.0,4.0,0.0,9.0,62.0,0.0,0.0,1.0,11.0,1.0,0.0,6.0,513.0,482.0,533.0,343.0,135.4,0.3,Harry,Arter,91.0,3.0,47.0,27.0,959.0,5.7,1.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,156.0,146.0,76.1,69.0,29.2,0.3,97,3,49,48,1999,9.8,0,1,0,7,39,0,0,0,10,0,0,0,225,230.6,188.8,170.0,58.9,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,1,46,154,3420,33.5,0,0,5,10,69,0,3,0,2,0,141,18,775,1116.8,21.0,0.0,113.6,10.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,1,42,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2,47,97,3039,20.6,1,4,1,9,63,0,0,0,6,0,0,5,477,673.4,239.0,580.0,149.4,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2,44,95,2475,21.6,4,1,1,7,52,0,0,0,7,0,0,11,459,787.0,51.4,304.0,114.2,1.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2,44,97,3375,22.0,0,1,0,10,67,0,0,0,0,0,0,4,581,722.0,105.5,172.0,100.4,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2,38,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2,44,77,2639,17.5,0,1,0,9,50,0,0,0,5,0,0,4,433,442.8,237.1,98.0,77.8,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2,39,43,1542,11.0,0,0,1,5,26,0,0,0,4,0,0,1,232,267.2,49.5,15.0,33.1,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2,39,2,129,0.5,0,0,0,0,4,0,0,0,0,0,0,0,15,14.8,1.6,0.0,1.8,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2,40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,46,45,1954,9.8,0,0,0,5,40,0,0,1,4,1,0,0,232,284.6,481.1,204.0,96.7,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,50,82,2134,16.4,3,2,1,6,46,0,0,0,4,0,0,4,230,313.2,383.4,463.0,115.3,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,48,63,978,13.1,4,1,1,4,18,0,0,0,0,0,0,6,253,351.4,255.0,370.0,97.8,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,48,80,1993,16.7,4,2,1,5,41,0,0,0,4,0,0,4,227,266.8,311.9,541.0,111.7,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,44,65,2266,14.8,1,1,1,6,40,0,0,0,5,0,0,3,290,370.6,217.5,201.0,78.9,0.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,44,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
