team_code_16_17,element_type_16_17,now_cost_16_17,total_points_16_17,minutes_16_17,value_season_16_17,goals_scored_16_17,assists_16_17,dreamteam_count_16_17,clean_sheets_16_17,goals_conceded_16_17,own_goals_16_17,penalties_saved_16_17,penalties_missed_16_17,yellow_cards_16_17,red_cards_16_17,saves_16_17,bonus_16_17,bps_16_17,influence_16_17,creativity_16_17,threat_16_17,ict_index_16_17,selected_by_percent_16_17,team_code_17_18,element_type_17_18,now_cost_17_18,total_points_17_18,minutes_17_18,value_season_17_18,goals_scored_17_18,assists_17_18,dreamteam_count_17_18,clean_sheets_17_18,goals_conceded_17_18,own_goals_17_18,penalties_saved_17_18,penalties_missed_17_18,yellow_cards_17_18,red_cards_17_18,saves_17_18,bonus_17_18,bps_17_18,influence_17_18,creativity_17_18,threat_17_18,ict_index_17_18,selected_by_percent_17_18,team_code_18_19,element_type_18_19,now_cost_18_19,total_points_18_19,minutes_18_19,value_season_18_19,goals_scored_18_19,assists_18_19,dreamteam_count_18_19,clean_sheets_18_19,goals_conceded_18_19,own_goals_18_19,penalties_saved_18_19,penalties_missed_18_19,yellow_cards_18_19,red_cards_18_19,saves_18_19,bonus_18_19,bps_18_19,influence_18_19,creativity_18_19,threat_18_19,ict_index_18_19,selected_by_percent_18_19,team_code_19_20,element_type_19_20,now_cost_19_20,total_points_19_20,minutes_19_20,value_season_19_20,goals_scored_19_20,assists_19_20,dreamteam_count_19_20,clean_sheets_19_20,goals_conceded_19_20,own_goals_19_20,penalties_saved_19_20,penalties_missed_19_20,yellow_cards_19_20,red_cards_19_20,saves_19_20,bonus_19_20,bps_19_20,influence_19_20,influence_rank_19_20,influence_rank_type_19_20,creativity_19_20,creativity_rank_19_20,creativity_rank_type_19_20,threat_19_20,threat_rank_19_20,threat_rank_type_19_20,ict_index_19_20,ict_index_rank_19_20,ict_index_rank_type_19_20,selected_by_percent_19_20,team_code_20_21,element_type_20_21,now_cost_20_21,total_points_20_21,minutes_20_21,value_season_20_21,goals_scored_20_21,assists_20_21,dreamteam_count_20_21,clean_sheets_20_21,goals_conceded_20_21,own_goals_20_21,penalties_saved_20_21,penalties_missed_20_21,yellow_cards_20_21,red_cards_20_21,saves_20_21,bonus_20_21,bps_20_21,influence_20_21,influence_rank_20_21,influence_rank_type_20_21,creativity_20_21,creativity_rank_20_21,creativity_rank_type_20_21,threat_20_21,threat_rank_20_21,threat_rank_type_20_21,ict_index_20_21,ict_index_rank_20_21,ict_index_rank_type_20_21,selected_by_percent_20_21,first_name,second_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,53,140,2745,26.4,0,0,0,16,25,0,1,0,2,0,57,8,613,470.2,153,19,0,704,78,0,704,77,47.2,298,19,10.9,Edouard,Mendy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,59,0,526,33,0,503,29,0,556,59,0.6,Karlo,Ziger
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,45,1,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,614,241,1.2,466,208,9,420,194,1,493,209,0,8,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,248,0,623,247,0,609,242,0,638,249,0,Faustino,Anjorin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,210,0,532,210,0,509,200,0,562,210,0,Valentino,Livramento
8,4,84,48,254,5.7,5,1,0,0,3,0,0,0,0,0,0,4,169,193.2,40.9,277,50.7,1.2,8,4,81,25,351,3.1,2,1,1,1,7,1,0,0,0,0,0,3,77,99.4,39,123,25.7,0.5,31,4,62,48,748,7.7,5,1,1,3,11,0,0,0,0,0,0,5,159,198.6,41.4,406,64.2,0.8,8,4,66,28,224,4.2,1,2,0,0,8,0,0,0,0,0,0,1,59,61.8,412,54,42.9,355,53,185,211,53,28.3,363,53,0.5,31,4,57,41,717,7.2,2,2,0,2,15,0,0,0,0,0,0,2,113,132.8,348,41,113.5,251,38,210,182,47,45.5,304,44,0.6,Michy,Batshuayi
8,2,67,178,3296,26.6,6,0,3,17,29,1,0,0,5,0,0,15,778,831.6,100.8,400,133.3,15.3,8,2,62,74,2082,11.9,0,0,0,9,27,0,0,0,1,1,0,2,447,496.6,55.6,99,65.4,3,8,2,50,2,22,0.4,0,0,0,0,0,0,0,0,0,0,0,0,6,4.8,0,0,0.5,0.5,31,2,43,70,2167,16.3,0,1,0,7,35,0,0,0,1,0,0,4,395,448.4,158,57,40,360,128,342,116,15,83.4,193,51,1.2,31,2,45,53,1800,11.8,1,1,1,4,39,0,0,0,3,0,0,6,308,406.2,183,72,90.1,287,81,157,225,61,65.7,248,81,0.2,Gary,Cahill
31,1,43,92,2610,21.4,0,0,2,7,46,0,0,0,1,0,83,4,497,600.4,31.1,0,63.2,3.1,31,1,44,99,2430,22.5,0,0,2,7,41,0,0,0,1,0,91,11,506,603.8,10,0,61.4,3.1,31,1,44,67,1575,15.2,0,0,1,5,26,0,1,0,0,0,44,6,311,358.8,0,0,35.9,2.4,31,1,42,7,270,1.7,0,0,0,0,8,0,0,0,0,0,16,0,58,110.4,372,28,0,540,37,0,512,31,11,421,28,0.6,31,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,67,0,554,44,0,535,40,0,580,67,0.3,Wayne,Hennessey
31,2,47,35,686,7.4,0,0,1,4,6,0,0,0,0,0,0,6,155,143.4,48.7,40,23.2,0.6,31,2,46,81,1597,17.6,1,2,4,6,23,0,0,0,1,0,0,18,405,426.2,30.7,77,53.6,1,31,2,49,88,2416,18,0,0,0,9,35,0,0,0,2,0,0,13,533,540.6,78.2,47,66.6,1.2,31,2,50,11,929,2.2,0,0,0,0,21,0,0,0,1,1,0,0,148,179.2,325,127,15.9,411,154,6,435,162,20.2,395,144,0.1,31,2,44,4,275,0.9,0,0,0,0,8,0,0,0,0,0,0,0,33,36.6,431,162,1.6,452,175,6,424,161,4.5,452,167,0.1,Mamadou,Sakho
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,43,81,1754,18.8,0,0,2,7,23,0,0,0,2,0,64,8,378,448,0,0,44.8,2.4,31,1,49,137,3150,28,0,0,3,10,42,1,0,0,1,0,111,16,643,827.2,27,9,0,641,68,0,637,65,82.6,197,9,1.6,31,1,48,124,3330,25.8,0,0,4,8,64,0,1,0,2,0,107,15,639,819.4,17,8,0,675,69,0,668,66,82.2,198,8,3.6,Vicente,Guaita
31,2,48,75,1974,15.6,3,0,2,6,36,0,0,0,4,0,0,5,359,471,35.7,213,72.1,0.2,31,2,44,99,2386,22.5,3,0,2,9,32,0,0,0,8,0,0,9,512,712.6,22.4,309,104.7,4.4,31,2,43,86,2561,20,1,1,0,10,37,0,0,0,6,0,0,0,504,560.8,83,276,92.3,2.3,31,2,49,48,1582,9.8,1,1,1,3,23,0,0,0,5,0,0,4,260,384,194,71,27.7,389,144,121,260,70,53.3,290,95,0.2,31,2,44,18,551,4.1,0,0,0,2,12,0,0,0,1,0,0,2,97,101.2,376,145,11.4,414,156,29,376,139,14.1,404,148,0,James,Tomkins
31,3,47,93,1999,19.8,5,3,1,3,39,0,0,0,5,0,0,8,363,400.4,284.5,300,97.7,1,31,3,44,101,2425,23,5,2,2,7,35,0,0,0,5,0,0,9,416,490.6,333,566,138.9,4.7,31,3,49,121,3057,24.7,3,7,1,11,49,0,0,0,7,0,0,7,500,666.8,457.2,487,161.3,3.4,31,3,52,92,3091,17.7,0,4,0,11,38,0,0,0,6,0,0,2,420,586.6,82,26,486.6,57,43,421,91,46,149.6,69,40,0.6,31,3,52,45,1465,8.7,0,2,0,4,26,0,0,0,3,0,0,3,228,285.2,241,102,202.2,190,118,65,334,166,55.2,272,126,0.1,James,McArthur
11,3,47,23,613,4.9,1,1,0,0,10,0,0,0,2,0,0,0,100,119.8,80.4,84,28.6,0.2,11,3,49,6,204,1.2,0,0,0,0,6,0,0,0,0,0,0,0,41,33.8,19.3,4,5.8,0,11,3,44,1,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,5.2,0.1,0,0.5,0,31,3,42,41,1668,9.8,0,0,2,2,29,0,0,0,9,0,0,0,205,268.8,265,108,268.3,157,99,80,306,153,61.8,264,126,0.9,31,3,43,26,816,6,0,0,0,2,15,0,0,0,1,0,0,0,129,112.2,363,156,87.2,295,166,10,410,188,20.9,379,173,0.7,James,McCarthy
31,4,72,136,3131,18.9,15,2,3,7,58,0,0,2,10,0,0,13,382,640.2,484.4,1762,286.1,9.5,31,4,75,84,2234,11.2,3,7,0,6,36,0,0,1,6,0,0,5,174,325.2,406.7,845,157.5,2.5,31,4,63,33,807,5.2,1,1,0,3,13,0,0,0,1,0,0,3,65,106,118.4,348,56.1,0.5,31,4,57,42,1252,7.4,2,1,0,5,18,0,0,0,4,1,0,1,133,231.8,292,32,248.3,166,25,632,55,26,110.9,126,28,0.5,31,4,55,106,1808,19.3,10,2,3,5,34,0,0,0,1,1,0,14,338,512.6,123,16,236.5,174,27,1030,18,12,177.7,46,15,1.3,Christian,Benteke
21,3,50,79,2723,15.8,1,1,0,9,46,0,0,0,3,0,0,3,438,458.8,147.4,200,80.5,0.7,21,3,50,86,2798,17.2,2,3,0,7,56,0,0,0,5,0,0,2,367,480,262.4,320,106.1,0.3,31,3,47,67,1889,14.3,0,3,0,9,30,0,0,0,3,0,0,0,251,337.4,198.5,222,75.6,0.2,31,3,48,85,2524,17.7,1,2,0,10,36,0,0,0,4,0,0,4,288,394.6,188,74,162.3,229,136,279,144,79,83.5,192,99,0.2,31,3,48,82,3121,17.1,1,0,0,8,56,0,0,0,4,0,0,2,438,574.8,87,28,103,262,152,134,254,128,81.3,200,104,0.3,Cheikhou,Kouyaté
31,2,48,86,3417,17.9,0,1,0,7,63,0,0,0,7,0,0,7,568,608.2,263.7,129,100.4,0.9,31,2,47,41,1613,8.7,0,1,0,4,25,1,0,0,4,0,0,0,276,340.6,163.5,58,56.3,0.2,31,2,43,13,551,3,1,0,0,0,14,0,0,0,1,0,0,0,68,131.8,28.9,43,20.5,0.2,31,2,43,77,2380,17.9,0,1,0,7,36,0,0,0,4,0,0,8,392,427,173,64,117,260,73,49,348,125,59.5,271,85,1.5,31,2,43,66,2255,15.3,0,1,1,7,43,0,0,0,5,0,0,6,353,366.8,201,80,118.2,246,63,28,380,141,51.3,287,96,1.2,Joel,Ward
31,2,42,46,2124,11,0,2,0,2,44,0,0,0,4,0,0,0,323,421.8,125.1,61,61,0.6,31,2,41,34,1193,8.3,0,0,0,4,21,1,0,0,1,0,0,1,185,222.6,25.7,84,33.3,0.6,31,2,39,26,1110,6.7,0,0,0,3,21,1,0,0,2,0,0,1,166,269.8,17.1,34,32.2,5,31,2,41,64,1547,15.6,0,1,0,6,16,0,0,0,0,0,0,4,288,305.4,237,93,96.5,282,83,15,406,149,41.7,330,115,14.7,31,2,41,1,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,2.2,494,182,0,549,222,0,526,212,0.2,504,183,0.2,Martin,Kelly
31,4,55,18,412,3.3,2,0,0,0,6,0,0,0,1,0,0,0,59,87.6,36.2,132,25,0.3,31,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,49,9,61,1.8,0,1,0,0,1,0,0,0,0,0,0,0,23,23.2,41.9,55,12,0.1,31,4,43,15,90,3.5,1,1,0,0,2,0,0,0,0,0,0,2,48,59.8,414,55,34.5,369,56,64,330,56,15.8,406,57,1.8,31,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,69,0,586,73,0,568,73,0,608,74,0.5,Connor,Wickham
31,3,57,116,2520,20.4,3,7,2,7,38,0,0,0,4,0,0,16,492,552.4,852.4,511,191.3,2.2,31,3,56,121,3120,21.6,2,9,0,9,48,0,0,0,3,0,0,7,552,626,1012.1,587,222.8,1.4,31,3,56,135,3007,24.1,6,5,2,11,46,0,0,0,1,0,0,8,520,743,928.5,622,229.6,3.5,31,3,56,48,1284,8.6,1,1,0,3,23,0,0,0,0,0,0,0,221,246.4,277,112,247.1,167,104,122,258,134,61.6,266,128,0.9,31,3,55,94,2250,17.1,1,5,0,7,37,0,0,0,0,0,0,8,378,511.4,124,45,694.6,28,22,311,126,72,152.1,70,42,1.1,Andros,Townsend
31,3,50,42,1224,8.4,2,0,0,5,16,0,0,0,4,0,0,3,169,192.4,96.5,130,41.8,0.1,31,3,52,144,3079,27.7,10,2,2,8,52,0,0,1,8,0,0,21,630,873.8,379,432,168.6,13.5,31,3,65,166,3420,25.5,12,2,4,12,53,0,0,1,10,0,0,24,741,1078.2,910.1,473,246.3,10.6,31,3,67,81,2510,12.1,3,1,1,7,38,0,0,0,12,0,0,9,382,460,147,56,499.1,55,41,190,204,109,114.9,119,66,1.9,31,3,56,63,2357,11.2,1,1,1,7,47,0,0,1,8,1,0,3,332,410.8,181,70,329.6,115,78,143,246,124,88.4,173,95,0.2,Luka,Milivojevic
31,2,49,98,2498,20,5,1,4,5,53,0,0,0,3,0,0,9,534,616,534.2,383,153.5,3.6,31,2,52,95,2182,18.3,5,1,3,6,38,0,0,0,7,0,0,7,448,537,303.8,319,116.3,3.1,31,2,55,140,3196,25.5,3,2,3,12,46,0,0,0,3,0,0,17,626,616,520.4,448,158.7,5.7,31,2,56,109,2507,19.5,3,2,3,8,38,1,0,0,0,0,0,12,523,531.2,117,46,516,52,9,285,140,23,133.4,89,14,4.7,31,2,54,54,1775,10,0,2,0,4,36,0,0,0,2,0,0,5,313,298.6,231,91,195.3,196,47,198,191,45,69.1,235,75,0.4,Patrick,van Aanholt
80,4,50,39,867,7.8,1,4,0,5,7,0,0,0,1,0,0,2,122,141,122.5,219,47.9,0.6,80,4,54,108,2850,20,7,2,0,7,49,0,0,0,2,1,0,12,382,562.2,350.4,944,185.8,9.5,31,4,57,46,1176,8.1,1,3,0,5,13,0,0,0,3,0,0,2,114,140.2,207.3,421,76.7,0.2,31,4,51,132,3148,25.9,9,3,1,12,45,0,0,0,6,0,0,19,443,597.4,79,11,445.6,74,9,885,34,18,192.4,43,16,7.3,31,4,56,70,2086,12.5,1,4,0,6,42,0,0,0,4,0,0,2,216,278.6,243,26,238.6,173,26,451,79,31,96.6,154,28,1.4,Jordan,Ayew
31,3,58,149,3019,25.7,7,11,4,7,56,0,0,0,8,0,0,13,481,740.4,606.4,865,221.2,11.9,31,3,71,136,2549,19.2,9,7,2,10,31,0,0,0,5,0,0,8,404,668,716.9,1125,251,10.6,31,4,70,143,3037,20.4,10,11,1,11,49,0,0,0,8,1,0,13,459,752.8,753.3,1200,270.6,15.6,31,3,66,120,3279,18.2,4,6,1,9,46,0,0,0,5,0,0,4,337,572,87,28,588,37,30,1103,20,7,226.4,27,17,8.4,31,3,71,136,2612,19.2,11,4,3,6,52,0,0,0,6,0,0,11,362,572.6,89,29,428.5,74,53,1003,19,7,200.4,36,24,9.9,Wilfried,Zaha
31,2,47,47,1139,10,0,2,0,3,17,0,0,0,0,0,0,4,237,214.2,100.4,65,38.1,0.3,31,2,47,50,1742,10.6,0,2,0,3,30,0,0,0,3,0,0,0,281,339.6,189.7,155,68.6,0.2,31,2,43,91,1660,21.2,4,3,2,4,26,0,0,0,1,0,0,3,301,385.2,240.5,430,105.7,2.5,31,3,54,51,1030,9.4,3,1,1,4,16,0,0,0,2,0,0,4,148,240,283,115,101.9,275,152,266,153,87,60.8,268,130,0.1,31,3,53,65,1415,12.3,2,3,1,5,26,0,0,0,3,0,0,3,194,336.6,220,91,242.1,170,108,304,129,74,88.2,174,96,0.1,Jeffrey,Schlupp
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3,55,60,1405,10.9,1,3,0,6,24,0,0,0,3,0,0,0,223,236,309.9,433,98,0.2,31,3,52,23,645,4.4,0,0,0,1,11,0,0,0,1,0,0,0,67,68,407,170,68.9,313,166,103,276,140,23.8,380,166,0.1,31,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,277,0,665,277,0,656,275,0,676,277,0,Max,Meyer
,,,,,,,,,,,,,,,,,,,,,,,,31,2,46,23,435,5,0,0,0,2,6,0,0,0,0,0,0,0,100,74.4,21.5,12,10.6,0.1,31,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,45,22,761,4.9,0,0,0,0,9,0,0,0,0,0,0,0,116,117,366,153,47.1,350,178,27,377,180,19.1,397,172,0,31,3,44,64,1810,14.5,2,0,1,4,39,0,0,0,4,0,0,4,249,274,250,106,160.4,217,130,88,298,148,52.4,284,132,0.7,Jairo,Riedewald
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,187,0,484,186,0,456,172,0,519,187,0.6,Nathan,Ferguson
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,40,4,193,1,0,0,0,0,4,0,0,0,1,0,0,0,23,36.4,432,162,58.7,329,110,2,442,166,9.7,425,158,0.1,31,2,38,58,1710,15.3,1,2,2,4,32,0,0,0,1,0,0,5,287,387.6,190,76,76.8,311,96,60,341,120,52.5,283,94,12.8,Tyrick,Mitchell
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3,45,2,13,0.4,0,0,0,0,0,0,0,0,0,0,0,0,7,6.4,477,201,21,403,192,2,444,204,2.9,468,195,0,31,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,223,0,581,223,0,562,214,0,604,226,0.1,Brandon,Pierrick
31,2,51,61,1752,12,3,1,2,2,36,0,0,0,2,0,0,4,310,459,73.1,426,96,2.1,31,2,46,32,1434,7,1,0,0,1,26,0,0,0,4,0,0,0,211,342.2,62.3,268,67,0.3,31,2,44,23,661,5.2,0,1,0,2,10,0,0,0,1,0,0,0,129,186.2,22.5,71,28.1,0.1,31,2,43,51,1264,11.9,0,1,1,5,14,0,0,0,0,0,0,3,253,250.2,275,110,58.3,331,111,177,216,49,48.6,309,104,0.2,31,2,42,39,1350,9.3,1,1,0,2,24,0,0,0,1,0,0,1,233,284.6,242,94,17,399,151,99,285,91,40.3,321,112,0.5,Scott,Dann
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3,58,125,2555,21.6,4,8,4,6,51,0,0,0,3,0,0,17,470,516.2,118,43,653.1,36,27,383,98,57,155.4,64,37,1.2,Eberechi,Eze
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,189,0,499,189,0,468,180,0,521,189,0.3,31,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,200,0,516,199,0,493,189,0,547,200,0.4,Sam,Woods
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,198,0,510,197,0,486,187,0,542,198,0,Ryan,Inniss
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,45,28,1145,6.2,0,1,0,2,22,0,0,0,2,0,0,0,172,150.8,335,129,84.3,299,87,34,369,136,27.2,362,126,0.1,Nathaniel,Clyne
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,43,0,507,21,0,476,13,0,528,43,0.4,31,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,50,0,506,23,0,482,18,0,538,50,0.4,Stephen,Henderson
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,45,2,90,0.4,0,0,0,0,2,0,0,0,0,0,3,0,14,16.6,462,38,0,609,64,0,595,60,1.7,483,39,0.1,Jack,Butland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,4,53,15,215,2.8,1,0,0,0,4,0,0,0,0,0,0,2,45,46.6,420,54,16.2,400,56,80,313,54,14,406,54,0,Jean-Philippe,Mateta
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,201,0,517,200,0,494,190,0,548,201,0,Reece,Hannam
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,262,0,639,261,0,629,259,0,654,263,0,Jesurun,Rak-Sakyi
43,3,47,13,224,2.8,1,0,0,0,4,0,0,0,1,0,0,0,62,68.2,42.3,43,15.3,0.1,43,3,45,55,1740,12.2,1,2,0,6,17,0,0,0,2,0,0,0,398,369.2,263.7,62,69.4,0.5,43,2,53,29,722,5.5,0,1,0,3,9,0,0,0,1,1,0,2,186,153.8,97.8,24,27.5,0.3,11,2,53,24,1187,4.5,0,0,0,2,24,0,0,0,3,1,0,2,202,183,324,126,146.7,243,67,24,385,139,35.4,343,123,0.2,11,3,48,8,260,1.7,0,0,0,0,6,0,0,0,1,0,0,0,48,37,430,183,29.8,373,186,1,454,207,6.8,436,192,0,Fabian,Delph
80,3,74,181,3327,24.5,9,13,4,7,70,0,0,0,2,0,0,18,684,905.4,1302.7,1074,328.3,10.8,11,3,80,96,2257,12,4,4,1,6,40,0,0,0,2,0,0,8,396,485.6,614.9,437,154,1.9,11,3,74,182,3122,24.6,13,6,3,15,41,0,0,3,3,0,0,20,662,959.8,1098.5,1084,314.2,8.3,11,3,73,95,2555,13,2,4,0,6,45,0,0,0,3,0,0,7,397,454.6,152,58,765.1,22,19,484,77,39,170.5,54,30,2.4,11,3,68,122,2244,17.9,6,5,3,10,29,0,0,1,2,0,0,13,443,530.6,108,38,644.2,39,30,510,67,38,168.8,51,30,2.9,Gylfi,Sigurdsson
,,,,,,,,,,,,,,,,,,,,,,,,38,1,46,135,3420,29.3,0,1,2,10,58,1,2,0,1,0,103,11,701,846.8,30,0,87.8,6.8,38,1,44,99,2777,22.5,0,1,2,5,54,0,1,0,1,0,88,9,541,764.2,40.3,4,80.7,1.5,11,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,60,0,546,41,0,519,35,0,564,60,0.2,11,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,68,0,557,46,0,538,42,0,582,68,0.1,Jonas,Lössl
11,2,56,133,2316,23.8,4,4,4,10,28,0,0,0,3,0,0,15,548,596,308.9,297,120.3,4,11,2,64,39,1035,6.1,0,1,0,4,12,0,0,0,0,0,0,0,198,227.6,113.7,69,41.2,0.5,11,2,52,125,2558,24,2,2,3,13,30,1,0,0,1,0,0,12,548,515.2,387.3,274,117.6,1.6,11,2,53,55,1833,10.4,0,1,0,5,29,0,0,0,3,1,0,2,325,321.2,228,89,149,240,65,175,220,51,64.6,254,79,1.2,11,2,49,81,1607,16.5,0,3,1,8,19,0,0,0,0,0,0,4,371,322.6,225,88,268.2,154,33,189,198,50,78,209,62,2.4,Seamus,Coleman
,,,,,,,,,,,,,,,,,,,,,,,,11,4,67,55,984,8.2,5,0,2,4,13,0,0,0,0,0,0,9,192,232.4,226.4,304,75.6,2.1,11,4,64,56,1044,8.8,3,3,0,1,17,0,0,0,3,0,0,3,166,212.6,172.2,546,92.8,1.5,11,4,57,24,462,4.2,2,0,0,2,6,0,0,0,0,0,0,1,86,89,391,49,63.4,325,50,229,176,48,37.7,337,50,0.1,11,4,60,4,44,0.7,0,0,0,0,3,0,0,0,1,0,0,0,12,2.2,496,65,11.6,413,60,4,437,69,1.8,480,66,0,Cenk,Tosun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,59,88,2108,14.9,1,4,0,13,19,0,0,0,5,0,0,5,319,366,589.6,377,133.3,0.3,11,3,64,72,1269,11.2,3,2,2,9,12,0,0,0,2,0,0,6,237,315,232,94,349.1,116,74,236,171,97,89.8,180,93,0.6,11,3,57,21,447,3.7,1,0,0,2,7,0,0,0,2,0,0,1,75,104.8,370,159,142.7,226,136,80,314,156,32.7,349,157,0.1,Bernard,Anício Caldeira Duarte
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,54,158,2964,29.3,4,5,4,13,38,1,0,0,5,1,0,22,736,883,1142,300,232.7,10.2,11,2,59,120,3031,20.3,0,8,4,9,49,1,0,0,6,0,0,16,646,743,41,13,1112,8,2,293,137,22,215,30,3,13.4,11,2,62,120,2681,19.4,0,9,2,9,42,0,0,0,2,1,0,18,590,592.6,74,27,704.2,26,5,136,251,73,143.5,78,12,11.4,Lucas,Digne
90,2,50,113,3150,22.6,2,1,3,10,49,0,0,0,4,0,0,10,619,930.8,96.7,557,158.6,3.3,11,2,53,81,2559,15.3,0,1,0,7,46,0,0,0,3,0,0,11,513,703.4,58.4,124,88.7,5.1,11,2,48,129,2970,26.9,1,2,3,13,39,0,0,0,2,0,0,15,642,740.2,101.2,326,117.2,4.3,11,2,52,90,2556,17.3,2,0,1,7,42,1,0,0,3,0,0,9,490,666.4,57,21,80,296,92,204,198,40,95.2,165,43,2.4,11,2,50,127,2989,25.4,3,1,3,11,43,0,0,0,4,0,0,13,649,814,20,2,87.8,292,83,243,163,28,114.5,112,20,6.3,Michael,Keane
