team_code_16_17,element_type_16_17,now_cost_16_17,total_points_16_17,minutes_16_17,value_season_16_17,goals_scored_16_17,assists_16_17,dreamteam_count_16_17,clean_sheets_16_17,goals_conceded_16_17,own_goals_16_17,penalties_saved_16_17,penalties_missed_16_17,yellow_cards_16_17,red_cards_16_17,saves_16_17,bonus_16_17,bps_16_17,influence_16_17,creativity_16_17,threat_16_17,ict_index_16_17,selected_by_percent_16_17,team_code_17_18,element_type_17_18,now_cost_17_18,total_points_17_18,minutes_17_18,value_season_17_18,goals_scored_17_18,assists_17_18,dreamteam_count_17_18,clean_sheets_17_18,goals_conceded_17_18,own_goals_17_18,penalties_saved_17_18,penalties_missed_17_18,yellow_cards_17_18,red_cards_17_18,saves_17_18,bonus_17_18,bps_17_18,influence_17_18,creativity_17_18,threat_17_18,ict_index_17_18,selected_by_percent_17_18,team_code_18_19,element_type_18_19,now_cost_18_19,total_points_18_19,minutes_18_19,value_season_18_19,goals_scored_18_19,assists_18_19,dreamteam_count_18_19,clean_sheets_18_19,goals_conceded_18_19,own_goals_18_19,penalties_saved_18_19,penalties_missed_18_19,yellow_cards_18_19,red_cards_18_19,saves_18_19,bonus_18_19,bps_18_19,influence_18_19,creativity_18_19,threat_18_19,ict_index_18_19,selected_by_percent_18_19,team_code_19_20,element_type_19_20,now_cost_19_20,total_points_19_20,minutes_19_20,value_season_19_20,goals_scored_19_20,assists_19_20,dreamteam_count_19_20,clean_sheets_19_20,goals_conceded_19_20,own_goals_19_20,penalties_saved_19_20,penalties_missed_19_20,yellow_cards_19_20,red_cards_19_20,saves_19_20,bonus_19_20,bps_19_20,influence_19_20,influence_rank_19_20,influence_rank_type_19_20,creativity_19_20,creativity_rank_19_20,creativity_rank_type_19_20,threat_19_20,threat_rank_19_20,threat_rank_type_19_20,ict_index_19_20,ict_index_rank_19_20,ict_index_rank_type_19_20,selected_by_percent_19_20,team_code_20_21,element_type_20_21,now_cost_20_21,total_points_20_21,minutes_20_21,value_season_20_21,goals_scored_20_21,assists_20_21,dreamteam_count_20_21,clean_sheets_20_21,goals_conceded_20_21,own_goals_20_21,penalties_saved_20_21,penalties_missed_20_21,yellow_cards_20_21,red_cards_20_21,saves_20_21,bonus_20_21,bps_20_21,influence_20_21,influence_rank_20_21,influence_rank_type_20_21,creativity_20_21,creativity_rank_20_21,creativity_rank_type_20_21,threat_20_21,threat_rank_20_21,threat_rank_type_20_21,ict_index_20_21,ict_index_rank_20_21,ict_index_rank_type_20_21,selected_by_percent_20_21,first_name,second_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,188,0,485,187,0,458,174,0,520,188,1,Oliver,Casey
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,43,38,1130,8.8,0,0,1,4,21,0,0,0,1,0,0,2,220,230.2,274,108,52.2,339,113,131,257,77,41.4,318,110,0.3,Robin,Koch
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,57,89,1279,15.6,7,4,3,3,21,0,0,0,3,0,0,16,341,398.4,188,21,409.7,84,9,617,56,23,142.4,79,20,2.7,Rodrigo,Moreno
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,64,0,539,38,0,516,34,0,569,64,0.2,Elia,Caprile
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,224,0,582,224,0,563,215,0,605,227,0,Mateusz,Bogusz
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,44,50,1203,11.4,1,0,1,4,12,0,0,0,1,0,0,3,255,293,236,93,51,340,114,115,267,82,46,301,100,0.6,Diego,Llorente
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,56,133,2358,23.8,6,10,4,9,34,0,0,0,3,0,0,11,489,719.6,43,15,889.3,13,9,902,29,15,251.3,15,10,9.4,Raphael,Dias Belloli
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,272,0,655,272,0,645,270,0,668,272,0,Jack,Jenkins
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,45,1,37,0.2,0,0,0,0,0,0,0,0,0,0,0,0,4,2.6,492,64,0.9,464,68,2,445,70,0.6,494,68,0.1,Niall,Huggins
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,221,0,547,221,0,524,211,0,577,221,0.1,Charlie,Cresswell
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,77,0,646,79,0,637,80,0,661,80,0,Joe,Gelhardt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,40,8,113,2,0,0,0,1,0,0,0,0,0,0,0,1,30,17.2,458,172,0.9,463,177,18,392,149,3.6,456,169,0,Gaetano,Berardi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,72,0,629,75,0,615,75,0,644,76,0,Sam,Greenwood
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,234,0,600,234,0,584,227,0,620,237,0,Crysencio,Summerville
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,207,0,529,207,0,506,197,0,559,207,0,Cody,Drameh
14,3,63,139,3154,22.1,7,4,3,12,35,0,0,1,5,0,0,16,682,919,937,493,235.2,4.8,14,2,60,77,1759,12.8,0,3,1,6,25,0,0,0,3,0,0,4,459,437.2,615.5,272,132.5,2.5,14,3,56,101,1778,18,5,5,1,9,13,0,0,0,5,1,0,12,448,587.2,725.2,374,169.2,2.5,14,3,53,49,924,9.2,2,2,1,4,9,0,0,0,4,0,0,3,198,237.2,287,118,177.1,219,133,100,284,145,51.4,298,138,0.5,14,3,53,44,1056,8.3,0,2,1,4,10,0,0,0,3,0,0,2,204,200,290,125,242,171,109,108,274,136,55.2,273,127,0.1,James,Milner
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,49,2,6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,697,246,0.1,480,184,0,688,244,0,700,246,0,Konstantinos,Tsimikas
14,3,75,149,2974,19.9,6,9,2,11,37,0,0,0,2,0,0,14,650,648.4,694.5,639,198.5,1.7,14,3,66,85,2381,12.9,1,2,0,15,23,0,0,0,1,0,0,1,406,341.8,356.2,399,109.9,2.2,14,3,55,108,2723,19.6,3,1,1,18,16,0,0,0,3,0,0,9,470,437.6,405.2,338,118.4,1.4,14,3,54,107,2933,19.8,4,0,1,12,28,0,0,0,0,0,0,5,503,452.8,153,59,344.1,119,77,423,89,45,122,108,62,2.1,14,3,53,97,2938,18.3,2,1,0,10,39,0,0,0,1,0,0,3,482,358.2,208,84,387,91,64,307,128,73,105.1,130,74,1.2,Georginio,Wijnaldum
14,3,62,73,2116,11.8,1,4,0,7,28,0,0,0,8,0,0,9,467,507.4,554.3,93,115.5,1,14,3,53,75,2169,14.2,1,1,0,14,21,0,0,0,1,0,0,3,382,417,448.8,110,97.8,1.2,14,3,53,76,1976,14.3,1,3,1,12,14,0,0,0,1,1,0,2,397,358.8,311.7,182,85.4,0.7,14,3,52,116,2234,22.3,4,5,2,16,14,0,0,0,2,0,0,11,530,582.6,83,27,425.9,88,61,275,146,81,128.5,99,57,1.2,14,3,54,56,1704,10.4,1,2,0,4,23,0,0,0,0,0,0,2,345,358,209,85,262.3,158,103,108,275,137,72.9,226,110,0.9,Jordan,Henderson
21,1,46,64,1440,13.9,0,0,0,6,25,0,0,0,1,0,53,6,311,367.8,10,0,37.7,1.7,21,1,40,72,1710,18,0,0,1,6,29,0,0,0,2,0,69,5,374,470.4,0,0,47,2.4,21,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,14,1,40,27,873,6.8,0,0,0,2,10,0,0,0,1,0,18,0,136,131.4,357,26,0,509,22,0,478,14,13.2,412,26,2,14,1,42,11,270,2.6,0,0,0,1,9,0,0,0,0,0,10,2,60,59.6,411,29,0,551,42,0,532,38,5.9,444,29,0.3,Adrián,San Miguel del Castillo
14,2,54,97,2457,18,1,0,0,9,25,0,0,0,3,0,0,7,557,588.6,143.3,348,108,3.2,14,2,54,81,1995,15,1,0,1,9,27,0,0,0,3,0,0,3,470,544.8,96.1,140,78.1,1.7,14,2,49,83,1535,16.9,1,0,1,9,12,0,0,0,3,0,0,7,402,414.6,57.9,85,55.9,1.1,14,2,52,39,703,7.5,1,0,0,3,5,0,0,0,0,0,0,4,167,198.2,315,122,23,399,149,39,363,133,26.2,370,134,1.1,14,2,54,42,690,7.8,1,2,1,3,5,0,0,0,2,0,0,5,194,179,307,118,42.4,349,121,84,306,102,30.6,354,124,0.4,Joel,Matip
110,3,60,80,1699,13.3,4,2,2,8,21,0,0,0,2,0,0,8,275,293.6,672.9,453,141.6,3,110,3,61,155,3039,25.4,8,9,1,6,58,0,0,1,5,0,0,19,554,718,1151.6,676,255.2,8.6,14,3,68,88,1052,12.9,6,5,1,7,6,0,0,0,2,0,0,4,302,363.6,344.7,282,99.1,2.1,14,3,63,15,181,2.4,1,0,0,1,2,0,0,0,0,0,0,0,54,47.8,423,175,51.6,346,177,37,366,173,13.7,411,177,0.2,14,3,64,26,548,4.1,0,2,0,2,7,0,0,0,2,0,0,1,127,95.2,380,161,294.2,140,92,86,302,151,47.6,295,137,0.1,Xherdan,Shaqiri
3,3,58,83,1564,14.3,2,7,1,4,22,0,0,0,1,0,0,3,393,435.4,519.9,416,137.5,1.4,14,3,55,94,1718,17.1,3,7,0,5,28,0,0,0,3,0,0,5,423,548,625.1,494,166.5,2.2,14,3,64,2,19,0.3,0,0,0,0,0,0,0,0,0,0,0,0,7,10.2,10.8,19,4,0.1,14,3,61,76,1475,12.5,4,1,0,8,12,1,0,0,1,0,0,2,268,300,242,98,298.2,141,87,406,96,48,99.9,152,78,0.6,14,3,63,21,243,3.3,1,1,0,0,6,0,0,0,0,0,0,0,58,70.8,400,173,32.9,362,182,68,327,164,17.1,397,177,0.1,Alex,Oxlade-Chamberlain
14,3,85,180,3062,21.2,11,11,6,11,39,0,0,0,5,0,0,17,639,869.6,1127.3,1569,356.9,8.8,14,4,95,181,2760,19.1,15,8,3,16,32,0,0,0,1,0,0,29,758,951,834.5,1341,312.7,36.1,14,4,93,160,2606,17.2,12,8,3,19,15,0,0,0,0,0,0,24,647,774.8,670.1,1240,267.8,14.2,14,4,93,155,2985,16.7,9,9,2,16,26,0,0,0,0,0,0,20,592,733.6,45,8,703,26,1,1638,4,2,307.5,6,2,10.1,14,4,91,141,2837,15.5,9,8,2,10,39,0,0,0,2,0,0,15,615,729.4,40,6,643.2,40,2,1415,7,5,278.8,9,3,5.7,Roberto,Firmino
20,2,56,75,1852,13.4,1,0,3,7,23,0,0,0,3,1,0,14,435,546.2,81.1,232,86,5.3,14,2,57,78,2253,13.7,0,0,1,8,28,0,0,0,1,0,0,5,481,601,122.6,277,100.2,7.3,14,2,67,208,3384,31,4,4,4,20,22,0,0,0,1,0,0,22,932,993.6,111.1,455,156.1,32.3,14,2,65,178,3420,27.4,5,2,2,15,33,0,0,0,1,0,0,14,804,930.2,12,2,152.4,236,62,467,80,4,154.8,61,6,42.4,14,2,62,15,370,2.4,1,0,0,1,11,0,0,0,1,0,0,1,73,82.4,388,150,4.8,441,168,66,331,111,15.3,401,146,6.2,Virgil,van Dijk
14,3,93,156,2242,16.8,13,7,4,8,26,0,0,0,4,0,0,14,502,727,660.7,1074,246,7.8,14,3,94,147,2189,15.6,10,8,3,15,24,0,0,0,3,1,0,8,499,677.4,739.1,964,238,8.5,14,3,103,231,3076,22.4,22,3,8,19,21,0,0,0,2,0,0,24,703,1015.8,692.8,1332,304,38.6,14,3,121,221,2745,18.3,18,10,8,12,28,0,0,0,3,0,0,27,689,1010.2,7,3,826.6,15,12,1239,14,4,307.7,5,4,19.7,14,3,118,176,2808,14.9,11,11,3,12,28,0,0,0,3,0,0,14,513,808.8,21,7,809.7,19,15,1535,4,2,315.5,4,3,8.2,Sadio,Mané
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,59,176,3420,29.8,0,0,1,21,22,0,0,0,1,0,76,9,771,677,0.1,0,67.6,23.4,14,1,62,122,2543,19.7,0,1,1,13,24,0,0,0,0,1,58,11,558,503,133,20,10,431,11,0,663,73,51.5,297,18,9.2,14,1,60,140,2970,23.3,1,0,2,10,32,0,1,0,1,0,84,13,660,776.4,26,9,0.1,481,11,17,397,1,79.4,204,9,8.3,Alisson,Ramses Becker
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,55,65,2011,11.8,1,2,0,11,14,0,0,0,6,0,0,0,305,406.2,283.4,173,86.4,0.6,14,3,54,77,2073,14.3,2,3,1,6,26,0,0,0,6,0,0,8,403,431.6,170,64,322.4,130,82,85,298,149,84,191,98,1.2,14,3,54,71,2566,13.1,0,2,0,11,29,0,0,0,6,0,0,2,421,460.4,158,59,106.8,258,150,75,321,159,64.6,252,117,0.9,Fabio Henrique,Tavares
,,,,,,,,,,,,,,,,,,,,,,,,14,3,106,303,2905,28.6,32,12,11,15,29,0,0,1,1,0,0,26,881,1496.2,942.5,2109,454.4,56.7,14,3,132,259,3254,19.6,22,12,6,21,20,0,0,0,1,0,0,18,687,1186.8,973.9,2168,432.7,33.9,14,3,125,233,2879,18.6,19,10,8,16,26,0,0,0,1,0,0,26,661,1061.2,3,2,834.8,14,11,2156,1,1,405.1,2,2,32.4,14,3,129,231,3077,17.9,22,6,4,11,41,0,0,0,0,0,0,21,657,1056,5,2,825.7,17,13,1980,1,1,385.8,2,2,43.6,Mohamed,Salah
88,2,44,73,2736,16.6,1,2,0,5,59,0,0,0,5,0,0,4,488,502.6,352.8,100,95.6,1.9,14,2,50,111,1940,22.2,1,5,3,10,18,0,0,0,2,0,0,12,514,424,414.5,174,101.3,7.4,14,2,67,213,3216,31.8,0,12,5,21,20,0,0,0,4,0,0,29,906,748.8,767.2,318,183.6,33,14,2,70,181,3111,25.9,2,12,1,13,31,0,0,0,2,0,0,20,847,845.8,23,5,980.2,10,3,389,99,12,221.7,29,2,18.1,14,2,73,161,3384,22.1,1,8,3,12,42,0,0,0,2,0,0,19,834,754.4,35,8,1129.3,5,2,359,106,8,224.5,24,2,16.5,Andrew,Robertson
14,4,60,96,1469,16,7,4,1,7,18,0,0,0,0,0,0,8,297,360,264.4,551,116.1,5.5,14,4,74,1,9,0.1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0.2,14,4,50,32,364,6.4,3,1,0,3,2,0,0,0,0,0,0,1,122,143.4,45,195,38.2,0.3,14,4,51,65,699,12.7,4,3,1,2,12,0,0,0,1,0,0,8,230,201.8,311,37,128.8,253,42,222,181,50,55,284,41,2.4,14,4,51,10,180,2,0,0,0,1,0,0,0,0,0,0,0,0,23,17.8,456,56,33.2,361,53,60,342,56,11.1,416,56,0.6,Divock,Origi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3,57,91,1637,16,7,1,2,2,32,0,0,0,2,0,0,7,295,377.4,197,79,242.1,170,106,667,49,25,128.5,100,58,1.5,14,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,290,0,698,290,0,696,290,0,705,290,0,Harry,Wilson
14,3,43,8,167,1.9,0,0,0,0,2,0,0,0,0,0,0,0,32,32.4,20.2,48,10.1,0,14,2,44,83,1573,18.9,1,2,3,8,17,0,0,0,3,0,0,10,385,358.2,399.2,142,90.1,5.5,14,2,58,185,2460,31.9,1,13,8,16,14,0,0,0,3,0,0,25,753,734.4,837.4,276,184.7,26.9,14,2,77,210,3173,27.3,4,15,8,14,32,0,0,0,5,0,0,24,904,1026.8,4,1,1380.3,2,1,420,93,9,282.8,12,1,39.1,14,2,78,160,3029,20.5,2,8,4,10,40,0,0,0,2,0,0,26,761,789.6,24,4,1238.8,3,1,529,63,1,255.7,14,1,27.1,Trent,Alexander-Arnold
14,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,45,86,1901,19.1,0,2,2,9,22,0,0,0,3,0,0,9,480,437.4,285.6,46,76.9,2.2,14,2,48,55,1059,11.5,0,0,0,7,4,0,0,0,2,0,0,2,268,209.8,92.1,44,34.7,1,14,2,53,93,1999,17.5,0,0,0,12,16,0,0,0,7,0,0,7,461,390.6,190,69,105.7,273,80,12,414,153,50.9,301,99,3.9,14,2,52,10,589,1.9,0,0,0,0,14,0,0,0,0,0,0,0,94,106.8,369,142,18.1,395,147,0,698,246,12.5,411,152,1,Joseph,Gomez
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,71,67,1385,9.4,2,1,1,10,8,0,0,0,0,0,0,3,246,293.6,213.1,356,86.3,1.5,14,3,58,52,806,9,2,3,1,5,8,0,0,0,1,0,0,3,224,281.8,255,104,234.7,179,113,169,225,119,68.7,238,116,0.3,14,3,52,15,517,2.9,0,0,0,2,8,0,0,0,1,0,0,0,78,70.6,402,174,100.5,269,155,119,265,133,29,357,161,0.2,Naby,Keita
,,,,,,,,,,,,,,,,,,,,,,,,14,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,45,13,121,2.9,1,0,0,1,1,0,0,0,0,0,0,0,46,49.4,421,174,15.6,412,194,65,328,161,12.9,414,178,0,14,3,44,50,1169,11.4,1,2,0,5,14,0,0,0,2,0,0,0,226,224.6,276,116,233.4,178,113,289,139,81,74.8,219,108,0.6,Curtis,Jones
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,40,14,228,3.5,0,0,0,1,2,0,0,0,1,0,0,3,53,49.4,420,158,53.3,341,117,98,285,85,20,396,145,0.4,14,2,38,11,247,2.9,0,0,0,1,1,0,0,0,1,0,0,0,51,42,423,158,47.8,344,117,34,367,134,12.2,412,153,4.1,Neco,Williams
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3,40,2,18,0.5,0,0,0,0,1,0,0,0,0,0,0,0,7,3.8,1.7,17,2.2,0.6,14,3,45,2,7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,6,1.8,497,210,1.7,458,205,0,606,249,0.4,501,215,0,14,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,222,0,580,222,0,561,213,0,603,225,0.1,Harvey,Elliott
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3,63,139,2352,22.1,9,8,3,10,29,0,0,0,11,0,0,13,386,559.6,402.5,888,185,8.5,39,4,60,105,2278,17.5,7,3,3,10,28,0,0,0,4,0,0,12,348,457.8,151,19,453.3,70,7,1139,19,13,204.9,36,14,4.8,14,3,69,86,1106,12.5,9,0,0,4,15,0,0,0,2,0,0,9,228,387.4,191,74,188.3,201,122,680,50,28,125.7,93,55,5.7,Diogo,Jota
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,55,55,1851,10,1,0,0,8,18,0,0,0,4,0,0,1,331,378.8,194,76,460.3,68,49,178,205,103,101.9,142,81,1.2,Thiago,Alcántara do Nascimento
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,70,0,582,58,0,565,53,0,595,70,0,14,1,45,10,180,2.2,0,0,1,1,1,0,0,0,0,0,6,0,41,57.8,413,30,0,616,66,0,602,62,5.8,447,30,0.1,Caoimhin,Kelleher
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,185,0,495,185,0,463,175,0,517,185,0,14,2,42,68,1455,16.2,1,1,1,7,11,0,0,0,2,0,0,1,325,376.4,195,77,90.6,286,80,132,256,76,60.1,261,86,4.7,Nathaniel,Phillips
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,40,28,659,7,0,0,0,3,6,0,0,0,0,0,0,1,135,111.6,364,139,29.8,371,133,62,337,116,20.4,385,136,0.3,Rhys,Williams
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,250,0,625,249,0,611,244,0,640,251,0,Leighton,Clarkson
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,251,0,626,250,0,612,245,0,641,252,0,Jake,Cain
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,50,26,801,5.2,0,0,0,3,9,0,0,0,3,0,0,1,150,131,351,137,17.2,398,150,19,390,148,16.7,399,145,0.4,Ozan,Kabak
6,2,50,90,1739,18,1,3,0,8,13,0,0,0,1,0,0,5,443,452,449.6,156,105.8,5.2,6,2,58,143,2323,24.7,2,7,4,12,20,0,0,0,3,0,0,14,615,610,698.8,201,151,21.9,6,2,56,66,1837,11.8,0,0,0,6,26,0,0,0,2,0,0,5,361,388.2,256.6,176,82.3,1.7,6,2,53,41,1430,7.7,0,0,0,4,19,0,0,0,6,0,0,2,223,279.8,256,99,172.4,220,55,94,291,91,54.4,285,92,0.3,14,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,238,0,666,239,0,658,235,0,677,238,0,Ben,Davies
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,61,0,528,35,0,505,31,0,558,61,0,Liam,Hughes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,65,0,545,39,0,522,35,0,575,65,0,Jakub,Ojrzynski
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,240,0,613,240,0,599,235,0,629,242,0,Ben,Woodburn
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,218,0,543,218,0,520,208,0,573,218,0,Billy,Koumetio
43,3,53,78,2755,14.7,2,1,0,10,27,0,0,0,4,2,0,3,483,546.6,575.7,364,148.5,1.5,43,3,50,120,2880,24,5,4,2,15,24,0,0,0,7,0,0,9,596,800.2,511.9,411,172.4,4.6,43,3,53,79,2375,14.9,1,3,1,12,15,0,0,0,5,0,0,4,444,534.6,396.8,208,114.2,2.9,43,3,51,55,2394,10.8,0,1,0,10,27,1,0,0,7,2,0,1,401,557.6,95,31,146.2,244,142,175,219,116,87.9,184,95,0.6,43,2,54,65,1182,12,0,2,2,7,10,0,0,0,6,0,0,8,303,248.6,266,103,220.8,184,40,106,277,87,57.6,264,87,0.7,Fernando,Luiz Rosa
