team_code_21_22,element_type_21_22,now_cost_21_22,total_points_21_22,minutes_21_22,value_season_21_22,goals_scored_21_22,assists_21_22,dreamteam_count_21_22,clean_sheets_21_22,goals_conceded_21_22,own_goals_21_22,penalties_saved_21_22,penalties_missed_21_22,yellow_cards_21_22,red_cards_21_22,saves_21_22,bonus_21_22,bps_21_22,influence_21_22,influence_rank_21_22,influence_rank_type_21_22,creativity_21_22,creativity_rank_21_22,creativity_rank_type_21_22,threat_21_22,threat_rank_21_22,threat_rank_type_21_22,ict_index_21_22,ict_index_rank_21_22,ict_index_rank_type_21_22,selected_by_percent_21_22
90,3,52,63,2286,12.1,0,4,0,4,40,0,0,0,7,0,0,2,303,298.2,242,99,517.1,53,38,153.0,239,125,96.5,166,93,0.2
90,3,54,33,1097,6.1,0,1,0,3,19,0,0,0,2,0,0,0,100,134.0,361,149,137.5,245,141,193.0,216,117,46.5,312,139,0.1
90,2,44,65,1771,14.8,1,3,1,4,30,0,0,0,3,1,0,5,337,404.2,169,72,264.9,156,35,95.0,302,96,76.5,222,64,1.0
90,4,52,46,665,8.8,2,3,0,2,7,0,0,0,1,0,0,4,138,172.4,334,43,77.5,311,47,239.0,181,48,48.4,307,45,0.5
90,1,53,130,3240,24.5,0,0,2,9,47,0,0,0,1,0,120,12,683,875.6,13,6,20.0,405,6,0.0,714,78,89.7,190,6,3.5
90,2,44,78,2730,17.7,0,3,2,5,48,0,0,0,3,0,0,8,454,552.8,106,38,310.5,130,27,50.0,355,125,91.3,182,49,0.7
90,1,43,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,598,76,0.0,589,59,0.0,561,46,0.0,602,76,0.1
90,3,43,92,2952,21.4,2,3,3,7,45,0,0,0,10,0,0,8,428,565.8,91,33,560.8,46,33,277.0,160,88,140.6,73,48,3.6
90,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,635,244,0.0,631,246,0.0,617,245,0.0,637,245,0.0
90,1,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,636,80,0.0,632,72,0.0,619,64,0.0,638,80,0.0
90,3,55,84,3104,15.3,0,1,0,9,49,0,0,0,1,0,0,1,440,556.8,102,37,729.5,18,14,489.0,77,43,178.0,42,28,0.2
90,2,43,55,1670,12.8,2,0,1,5,26,0,0,0,2,1,0,1,272,426.6,152,63,62.4,334,112,246.0,178,32,73.7,233,71,0.5
90,1,45,4,180,0.9,0,0,0,0,6,0,0,0,0,0,8,0,37,62.8,415,30,30.0,386,2,0.0,591,55,9.3,434,28,0.3
90,4,44,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,609,67,0.0,602,70,0.0,582,66,0.0,612,69,4.4
90,2,39,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,532,192,0.0,515,191,0.0,482,184,0.0,536,192,0.3
90,2,39,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,533,193,0.0,516,192,0.0,483,185,0.0,537,193,0.1
90,3,46,60,1541,13.0,2,1,0,4,25,0,0,0,2,0,0,1,172,190.2,316,130,136.2,247,143,218.0,196,106,54.1,290,129,0.1
90,3,58,104,1764,17.9,9,2,2,5,24,0,0,1,2,0,0,9,242,390.2,179,66,246.9,165,103,547.0,65,35,118.4,107,64,0.8
90,2,44,69,1689,15.7,1,1,3,6,23,0,0,0,2,0,0,6,313,299.4,241,92,195.6,199,50,98.0,299,93,59.3,267,90,0.6
90,4,62,55,1448,8.9,2,3,1,6,20,0,0,0,3,0,0,6,134,203.0,306,39,188.0,205,30,360.0,122,41,74.9,228,40,4.0
90,1,40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,586,70,0.0,574,50,0.0,542,35,0.0,590,70,0.0
90,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,694,287,0.0,691,288,0.0,679,288,0.0,694,287,0.0
90,4,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,665,79,0.0,661,81,0.0,650,79,0.0,666,80,0.0
90,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,673,268,0.0,670,270,0.0,657,269,0.0,673,268,0.0
8,2,56,87,2067,15.5,1,3,1,7,23,0,0,0,3,0,0,2,453,450.8,141,57,305.0,132,29,212.0,200,44,96.9,164,40,3.3
8,4,65,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,734,97,0.0,734,97,0.0,734,97,0.0,734,97,0.0
8,2,56,130,2649,23.2,3,1,2,11,28,0,0,0,2,0,0,14,667,801.4,19,3,132.0,252,69,229.0,189,39,116.4,114,22,7.9
8,2,57,128,2164,22.5,4,5,5,9,22,0,0,0,8,0,0,14,528,560.2,98,37,677.3,22,6,566.0,63,2,180.6,39,4,15.3
8,3,57,106,2271,18.6,6,2,3,12,16,0,0,1,5,0,0,11,519,605.8,74,29,429.3,84,60,214.0,199,108,125.1,96,58,3.9
8,3,52,14,174,2.7,1,0,0,1,2,0,0,0,0,0,0,1,43,19.2,465,198,104.8,283,155,38.0,377,184,16.3,407,180,0.1
8,3,49,76,1552,15.5,2,5,1,8,11,0,0,0,4,0,0,7,348,409.6,163,60,407.4,94,68,198.0,213,116,101.5,146,85,1.7
8,4,55,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,725,94,0.0,722,94,0.0,721,94,0.0,725,94,0.0
8,2,61,150,3035,24.6,3,3,3,15,27,0,0,0,9,0,0,10,661,581.6,82,31,257.4,158,36,484.0,78,4,132.3,82,12,18.8
8,1,45,19,360,4.2,0,0,0,2,2,0,0,0,0,0,11,1,89,95.6,390,27,0.0,616,70,0.0,601,61,9.6,431,27,0.3
8,3,49,79,1769,16.1,2,5,0,9,19,0,0,0,2,0,0,2,377,434.0,149,55,380.6,103,72,221.0,192,103,103.6,140,82,2.4
8,3,73,79,1311,10.8,4,3,1,7,12,0,0,0,3,0,0,9,281,350.6,206,79,429.5,83,59,482.0,79,44,126.0,95,57,0.8
8,3,54,52,1384,9.6,0,3,0,5,21,0,0,0,1,0,0,1,251,282.8,251,103,291.1,139,91,218.0,197,107,79.2,214,108,0.2
8,2,46,69,1494,15.0,0,0,0,9,11,0,0,0,2,0,0,3,343,296.4,243,93,103.4,285,85,20.0,400,149,42.0,323,112,1.4
8,4,85,62,1278,7.3,4,2,1,5,17,0,0,0,1,0,0,5,175,207.6,303,38,153.1,235,37,773.0,35,13,112.7,118,26,2.3
8,2,56,55,541,9.8,3,1,2,4,2,0,0,0,0,0,0,5,161,175.6,332,131,161.0,229,59,202.0,206,48,54.0,291,99,3.0
8,4,65,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,735,98,0.0,735,98,0.0,735,98,0.0,735,98,0.1
8,3,79,77,1282,9.7,6,2,0,6,10,0,0,0,2,0,0,2,206,317.6,228,95,223.9,185,113,434.0,100,54,97.5,161,91,0.7
8,3,77,169,2358,21.9,11,11,5,11,25,0,0,0,4,0,0,16,597,812.8,17,7,914.8,8,7,931.0,21,12,265.8,10,7,21.9
8,2,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,628,240,0.0,624,239,0.0,609,238,0.0,630,239,0.0
8,3,53,49,958,9.2,1,4,0,6,8,0,0,0,1,0,0,1,163,175.4,333,136,326.9,125,84,326.0,136,75,82.7,202,102,0.2
8,3,79,112,1802,14.2,8,4,1,10,18,0,0,0,3,0,0,5,271,420.4,157,57,301.6,136,88,855.0,26,17,156.6,55,38,5.8
8,2,65,141,1863,21.7,5,9,5,7,22,1,0,0,4,1,0,26,573,582.0,81,30,696.1,21,5,436.0,96,10,171.5,46,5,19.1
8,1,61,130,3060,21.3,0,0,0,14,31,0,0,0,3,0,73,3,573,564.8,92,17,0.0,731,82,0.0,731,82,56.1,283,19,11.4
8,2,49,30,544,6.1,0,0,0,4,7,0,0,0,2,0,0,4,141,113.4,378,146,45.1,361,131,1.0,458,174,15.9,409,153,0.2
8,2,47,99,1447,21.1,3,1,3,9,9,0,0,0,2,0,0,11,396,405.8,168,71,105.8,281,84,151.0,240,63,66.1,257,84,2.4
8,4,114,87,1583,7.6,8,1,2,7,14,0,0,0,1,0,0,12,310,367.0,195,21,303.3,133,19,704.0,46,19,137.2,78,20,7.7
8,2,45,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,620,238,0.1,492,182,2.0,449,172,0.2,512,183,0.0
8,3,49,16,478,3.3,0,1,0,1,6,0,0,0,1,0,0,0,68,63.2,414,178,51.8,348,178,41.0,369,179,15.5,412,181,0.1
8,1,40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,539,56,0.0,525,35,0.0,492,20,0.0,543,56,0.0
8,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,678,273,0.0,674,274,0.0,662,274,0.0,678,273,0.0
8,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,682,276,0.0,679,277,0.0,667,277,0.0,682,276,0.0
8,2,45,4,58,0.9,0,1,0,0,0,0,0,0,0,0,0,0,19,0.0,623,239,0.0,619,238,0.0,604,237,0.0,625,238,0.0
31,3,60,140,2843,23.3,8,6,4,11,38,0,0,0,10,0,0,16,469,665.2,57,22,611.1,37,26,671.0,51,29,194.5,32,21,11.2
31,1,46,119,2655,25.9,0,0,1,11,33,0,0,0,2,0,83,11,567,588.4,78,14,0.0,696,75,0.0,684,67,58.8,269,14,5.6
31,2,43,17,545,4.0,1,0,1,0,11,0,0,0,2,0,0,2,97,140.4,358,142,22.0,401,145,88.0,312,101,25.1,385,137,0.1
31,3,43,54,1434,12.6,0,4,0,5,15,0,0,0,4,0,0,5,288,324.0,220,90,256.5,160,100,120.0,275,143,70.0,243,116,1.1
31,4,59,58,1132,9.8,4,1,1,4,20,0,0,0,3,0,0,6,173,250.2,269,33,176.7,212,31,523.0,72,30,94.3,170,31,1.2
31,2,45,77,1970,17.1,0,1,0,8,28,0,0,0,3,0,0,5,395,312.4,230,88,85.5,301,93,41.0,368,136,44.0,317,108,0.6
31,2,38,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,513,184,0.0,494,183,0.0,460,175,0.0,517,184,2.5
31,3,52,19,767,3.7,0,0,0,1,16,1,0,0,1,0,0,0,118,88.6,396,166,196.6,198,121,38.0,376,183,32.3,350,155,0.0
31,4,58,77,2012,13.3,3,4,0,9,31,0,0,0,2,0,0,3,281,349.2,207,22,361.3,109,15,491.0,76,31,120.1,103,23,1.0
31,3,69,150,2759,21.7,14,2,2,11,34,0,0,2,4,1,0,11,422,732.2,33,13,630.6,32,23,963.0,18,10,232.5,22,15,8.5
31,3,54,86,1840,15.9,4,2,1,8,19,0,0,0,1,0,0,2,297,403.6,172,62,238.5,172,108,461.0,85,46,110.4,123,71,0.1
31,1,44,30,765,6.8,0,0,1,1,13,0,1,0,0,0,17,3,132,155.0,351,26,0.0,594,63,0.0,569,51,15.7,411,26,0.4
31,3,47,4,116,0.9,0,0,0,0,5,0,0,0,0,0,0,0,16,11.2,478,206,27.5,394,198,2.0,454,217,4.0,463,205,0.0
31,2,42,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,594,233,0.0,583,233,0.0,553,228,0.0,598,233,0.0
31,4,53,61,1138,11.5,5,1,0,5,14,0,0,0,2,0,0,6,182,253.6,265,32,112.8,275,43,568.0,61,27,93.4,173,32,2.7
31,3,59,31,599,5.3,1,1,0,3,8,0,0,0,1,0,0,2,125,120.0,371,155,175.1,215,129,135.0,259,134,43.2,321,144,0.1
31,2,45,1,8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.2,512,183,0.0,640,241,0.0,628,240,0.0,646,241,0.0
31,2,45,109,3101,24.2,0,2,1,10,43,0,0,0,1,0,0,6,561,610.4,71,25,379.2,104,18,111.0,287,86,110.1,124,27,1.4
31,3,47,34,1050,7.2,0,2,0,4,16,0,0,0,6,0,0,2,164,155.8,350,143,141.1,242,140,60.0,342,172,35.8,338,150,0.1
31,3,53,73,1127,13.8,2,6,0,4,14,0,0,0,4,0,0,8,287,308.2,233,96,389.0,99,71,269.0,167,94,96.5,167,94,0.2
31,2,45,73,2486,16.2,0,0,0,9,37,0,0,0,8,0,0,2,422,440.4,146,59,132.2,251,68,58.0,346,120,63.2,260,85,0.2
31,2,45,123,3222,27.3,2,1,0,11,43,0,0,0,4,0,0,8,676,720.6,37,9,98.5,291,88,290.0,153,25,111.1,122,26,2.0
31,2,47,124,2914,26.4,0,4,2,12,37,1,0,0,4,0,0,14,619,610.8,70,24,233.2,175,41,142.0,251,69,98.6,158,38,2.7
31,2,43,59,1351,13.7,0,1,0,6,12,0,0,0,1,0,0,4,264,170.8,336,133,97.7,292,89,17.0,409,152,28.7,364,127,0.8
31,2,39,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,526,188,0.0,509,187,0.0,476,180,0.0,530,188,0.1
31,3,44,4,79,0.9,0,0,0,1,0,0,0,0,0,0,0,0,7,1.0,509,223,5.0,447,210,0.0,581,231,0.6,505,221,0.0
31,4,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,661,77,0.0,657,79,0.0,646,77,0.0,662,78,0.8
31,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,671,267,0.0,668,269,0.0,656,268,0.0,672,267,0.0
31,1,39,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,522,48,0.0,505,24,0.0,471,9,0.0,526,48,0.4
31,4,60,87,1554,14.5,6,4,2,9,19,0,0,0,4,0,0,9,280,385.2,182,18,252.4,161,24,610.0,54,22,125.0,97,22,2.9
31,2,40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,582,226,0.0,570,226,0.0,538,220,0.0,586,226,0.0
11,3,56,22,392,3.9,1,1,0,1,8,0,0,0,2,0,0,1,61,74.6,408,175,85.2,303,165,85.0,315,160,24.4,387,173,0.3
11,3,42,18,660,4.3,0,0,0,3,6,0,0,0,2,0,0,0,118,115.6,377,160,58.4,339,175,16.0,412,200,19.0,400,177,1.3
11,3,67,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,736,308,0.0,736,308,0.0,736,308,0.0,736,308,0.6
11,2,49,79,2656,16.1,1,1,2,7,50,1,0,0,4,0,0,6,439,469.4,132,50,232.1,176,42,170.0,232,59,86.9,196,53,1.0
11,3,69,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,737,309,0.0,737,309,0.0,737,309,0.0,737,309,0.5
11,3,55,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,726,302,0.0,724,302,0.0,723,302,0.0,726,302,0.0
11,2,46,102,2791,22.2,3,2,3,8,54,2,0,0,2,1,0,11,518,676.4,55,18,96.9,294,90,229.0,188,38,100.4,152,34,2.7
11,1,48,116,3150,24.2,0,0,1,7,58,0,0,0,2,0,117,12,624,863.2,14,7,43.0,365,1,0.0,689,70,90.5,186,5,6.3
11,3,43,58,2181,13.5,0,3,0,6,38,0,0,0,7,1,0,2,313,391.4,178,65,228.4,178,111,82.0,317,162,70.4,242,115,2.9
11,3,49,18,614,3.7,0,1,0,0,19,0,0,0,3,0,0,0,47,84.0,402,171,85.2,302,164,136.0,257,133,30.6,357,160,0.1
11,3,53,90,2536,17.0,2,5,1,5,47,0,0,0,6,0,0,8,387,476.8,131,50,285.7,145,93,441.0,93,50,120.6,102,62,1.2
11,3,58,78,2029,13.4,2,2,0,6,38,0,0,0,1,0,0,6,312,361.8,199,74,489.7,64,48,351.0,125,71,120.1,104,63,0.3
11,2,49,24,844,4.9,0,0,0,2,10,0,0,0,3,0,0,0,133,164.8,341,136,18.2,408,149,66.0,333,111,24.6,386,138,0.3
11,3,48,12,230,2.5,1,0,0,0,9,0,0,0,1,0,0,0,44,51.4,426,181,8.0,441,209,90.0,309,157,15.0,415,183,0.1
11,4,77,64,1281,8.3,5,2,1,3,31,0,0,1,2,0,0,10,207,236.4,283,35,123.2,265,40,441.0,94,35,79.9,209,37,3.0
11,2,42,62,2133,14.8,2,2,0,5,42,1,0,0,7,1,0,2,312,414.6,161,67,41.8,368,134,120.0,274,80,57.6,275,92,1.6
11,2,47,45,2029,9.6,0,0,0,4,39,0,0,0,6,0,0,1,318,416.0,159,65,164.6,226,58,222.0,190,40,80.5,207,59,0.4
11,4,76,125,2522,16.4,10,6,2,7,46,0,0,0,9,0,0,19,413,651.4,61,5,383.7,102,14,1010.0,16,8,203.9,30,9,12.3
11,1,40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,547,59,0.0,534,39,0.0,501,24,0.0,551,59,0.8
11,3,57,31,550,5.4,2,0,0,2,14,0,0,0,1,0,0,1,119,116.4,375,158,76.5,313,170,85.0,316,161,27.8,375,170,0.3
11,3,62,35,985,5.6,1,0,0,3,23,0,0,0,4,0,0,1,103,178.6,326,134,132.0,253,145,125.0,267,140,43.6,320,143,1.0
11,1,40,13,270,3.2,0,0,0,1,8,0,0,0,0,0,11,3,61,53.0,422,32,0.0,519,30,0.0,486,15,5.3,455,32,2.3
11,3,52,66,1452,12.7,3,2,3,3,30,0,0,0,3,0,0,8,252,351.6,205,78,468.9,69,52,221.0,193,104,103.9,139,81,2.1
11,3,54,106,2336,19.6,5,5,0,6,39,0,0,0,3,0,0,3,397,479.2,129,48,641.6,30,22,731.0,40,24,185.3,37,24,5.2
11,2,43,21,1015,4.9,0,1,0,1,24,0,0,0,1,1,0,0,147,147.4,354,140,157.1,233,61,42.0,367,135,34.7,340,121,0.1
11,3,47,100,2277,21.3,4,3,2,7,40,0,0,0,4,0,0,9,325,456.8,139,52,512.2,55,40,632.0,53,31,160.2,53,36,5.7
11,3,44,3,65,0.7,0,0,0,0,2,0,0,0,0,0,0,0,10,7.0,486,210,0.6,477,222,0.0,571,223,0.8,499,217,0.0
11,2,40,7,387,1.8,1,0,0,0,17,0,0,0,0,1,0,1,49,69.8,412,157,2.3,457,169,44.0,361,129,11.7,424,155,0.3
11,4,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,624,69,0.0,620,72,0.0,605,68,0.0,626,71,0.0
11,4,60,1,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,732,96,0.0,730,96,0.0,729,96,0.0,732,96,0.0
11,2,40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,581,225,0.0,569,225,0.0,537,219,0.0,585,225,0.0
11,1,39,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,514,42,0.0,495,16,0.0,461,1,0.0,518,42,0.1
11,4,60,30,779,5.0,1,1,0,2,16,0,0,0,2,1,0,2,73,94.2,392,49,108.9,278,44,339.0,129,43,53.8,293,44,0.2
11,4,45,2,61,0.4,0,0,0,1,0,0,0,0,0,0,0,0,6,6.4,488,57,0.4,484,67,0.0,618,71,0.7,504,64,0.2
11,4,45,2,30,0.4,0,0,0,0,1,0,0,0,1,0,0,0,6,2.4,499,60,0.9,471,63,4.0,438,62,0.8,503,63,0.9
11,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,680,274,0.0,677,275,0.0,665,275,0.0,680,274,0.0
11,1,40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,563,66,0.0,551,46,0.0,519,31,0.0,567,66,0.0
11,4,50,1,5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,708,85,0.1,493,69,0.0,701,85,0.0,708,85,0.1
11,2,40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,574,218,0.0,562,218,0.0,530,212,0.0,578,218,0.0
11,3,45,3,27,0.7,0,0,0,0,0,0,0,0,0,0,0,0,8,1.2,508,222,0.0,663,265,18.0,407,199,1.9,488,213,0.0
11,2,41,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,592,232,0.0,580,232,0.0,548,226,0.0,596,232,0.0
11,2,49,42,1054,8.6,1,1,1,3,17,0,0,0,0,0,0,3,177,187.4,321,126,138.8,243,66,66.0,334,112,39.4,327,115,1.2
11,3,45,1,13,0.2,0,0,0,0,1,0,0,0,0,0,0,0,-2,0.0,681,275,0.0,678,276,0.0,666,276,0.0,681,275,0.0
13,1,50,131,3330,26.2,0,0,1,7,58,0,2,0,1,0,131,12,706,1064.0,3,1,11.2,430,8,0.0,696,72,107.8,130,1,18.2
13,2,54,39,1346,7.2,1,1,0,2,23,0,0,0,3,0,0,0,257,339.2,212,87,46.7,357,127,73.0,325,107,45.9,314,107,0.3
13,3,52,40,1127,7.7,1,2,0,2,24,0,0,0,3,0,0,2,169,236.2,284,118,208.6,189,116,51.0,353,175,49.7,305,136,0.1
13,3,43,24,1032,5.6,0,0,0,2,15,0,0,0,3,0,0,0,147,85.4,398,168,42.7,366,181,7.0,429,208,13.6,419,186,1.1
13,1,40,3,90,0.8,0,0,0,0,1,0,0,0,0,0,4,0,17,32.4,445,34,0.0,520,31,0.0,487,16,3.2,469,34,3.4
13,4,103,133,1801,12.9,15,3,5,4,27,1,0,0,2,0,0,24,480,560.4,97,9,227.9,180,26,722.0,43,17,150.2,63,15,12.0
13,3,49,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,705,293,0.0,705,294,0.0,694,294,0.0,705,293,0.0
13,2,52,35,990,6.7,1,3,1,1,20,0,0,0,3,0,0,3,202,252.0,267,101,128.1,259,74,120.0,276,81,50.1,304,105,1.5
13,2,40,55,2118,13.8,0,0,1,5,40,0,0,0,4,0,0,4,422,458.6,138,55,69.1,321,102,20.0,398,148,54.7,286,97,10.9
13,2,53,75,2124,14.2,1,0,1,6,30,0,0,0,1,0,0,6,365,426.0,153,64,224.7,183,44,92.0,307,99,74.4,230,68,1.5
13,3,64,120,2629,18.8,6,4,2,6,42,0,0,0,3,0,0,14,532,714.6,41,17,577.1,44,32,442.0,92,49,172.9,45,31,3.5
13,3,57,35,438,6.1,2,3,1,1,15,0,0,0,0,1,0,2,101,100.8,387,161,128.1,260,147,146.0,246,128,37.0,336,148,0.1
13,3,69,181,2454,26.2,12,11,6,5,41,0,0,0,3,0,0,24,637,767.4,23,9,664.1,25,18,753.0,36,22,218.3,24,17,16.3
13,4,70,80,1253,11.4,4,6,1,1,25,0,0,0,1,0,0,10,246,292.0,248,28,242.7,170,25,390.0,115,40,92.2,179,34,3.2
13,3,44,8,284,1.8,0,0,0,1,4,0,0,0,1,0,0,0,41,43.0,434,186,2.8,453,212,6.0,433,210,5.3,456,203,0.1
13,3,65,137,2095,21.1,6,12,2,8,30,0,0,0,2,0,0,10,377,525.2,114,41,413.0,90,64,975.0,17,9,191.0,34,22,4.2
13,3,48,41,1617,8.5,0,1,0,5,26,0,0,0,4,0,0,0,240,322.0,221,91,66.0,326,172,179.0,225,119,57.0,278,125,0.8
13,2,49,66,2497,13.5,1,0,0,5,44,0,0,0,5,0,0,6,454,606.4,73,26,64.7,329,108,90.0,310,100,76.2,224,65,2.1
13,2,49,29,996,5.9,0,0,0,2,13,0,0,0,0,0,0,1,167,178.4,327,128,129.4,257,72,97.0,300,94,40.7,325,114,0.6
13,2,43,50,1911,11.6,0,1,0,5,35,0,0,0,2,0,0,1,349,406.2,167,70,198.5,195,48,59.0,343,118,66.6,253,81,0.8
13,2,43,17,630,4.0,0,0,0,1,7,0,0,0,2,0,0,2,112,109.6,380,148,29.8,390,139,23.0,393,146,16.3,406,151,0.9
13,2,47,11,563,2.3,0,0,0,1,16,0,0,0,2,0,0,0,115,159.2,346,138,15.2,414,152,15.0,414,155,19.0,401,148,0.4
13,4,70,70,1152,10.0,5,3,1,3,20,0,0,0,2,0,0,8,216,287.8,249,29,166.2,224,34,460.0,86,33,90.9,184,36,1.4
13,3,48,36,1095,7.5,0,1,0,2,27,0,0,0,0,0,0,1,153,142.6,357,146,98.6,290,159,40.0,371,181,28.1,371,166,0.1
13,2,46,4,337,0.9,0,0,0,0,7,0,0,0,1,0,0,0,32,48.0,427,162,14.8,415,153,8.0,428,160,7.2,446,161,0.3
13,3,44,70,2101,15.9,1,2,1,8,27,0,0,0,4,0,0,4,337,373.8,189,70,494.2,62,46,219.0,195,105,108.9,126,73,1.6
13,1,39,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,515,43,0.0,496,17,0.0,462,2,0.0,519,43,0.2
13,3,59,76,1446,12.9,6,0,0,2,31,0,0,0,2,0,0,6,225,363.0,198,73,301.9,134,86,516.0,74,41,117.9,110,66,0.3
13,2,40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,550,202,0.0,537,201,0.0,504,194,0.0,554,202,0.0
13,2,40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,583,227,0.0,571,227,0.0,539,221,0.0,587,227,0.0
13,3,45,1,23,0.2,0,0,0,0,1,0,0,0,0,0,0,0,2,2.0,505,220,1.5,463,219,2.0,450,215,0.6,507,223,0.0
13,3,45,1,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,669,266,0.0,666,268,0.0,654,267,0.0,670,266,0.0
2,3,55,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,724,301,0.0,721,301,0.0,719,301,0.0,724,301,0.0
2,1,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,617,78,0.0,610,66,0.0,593,57,0.0,620,78,0.0
2,2,44,60,1814,13.6,0,2,1,5,26,0,0,0,5,0,0,5,352,406.4,166,69,53.3,344,120,65.0,336,114,52.7,297,100,0.3
2,2,43,55,2272,12.8,2,3,1,2,66,0,0,0,4,1,0,8,405,603.2,75,27,186.5,207,52,238.0,182,34,102.5,143,31,2.8
2,3,51,61,2071,12.0,1,2,1,1,52,0,0,0,5,0,0,4,277,337.2,214,84,432.9,81,58,476.0,83,45,124.3,100,60,0.3
2,4,63,85,2263,13.5,6,2,0,5,37,0,0,0,9,0,0,11,351,422.8,156,16,533.1,50,5,581.0,58,26,153.6,59,13,2.1
2,3,49,80,2920,16.3,1,1,0,5,66,0,0,0,5,0,0,6,473,615.8,68,27,509.6,57,42,288.0,156,86,141.8,71,46,2.7
2,4,77,28,557,3.6,2,2,0,0,14,0,0,0,2,0,0,2,90,125.8,369,45,69.0,322,49,289.0,155,45,47.9,308,46,2.8
2,2,45,77,2341,17.1,3,0,1,5,44,0,0,0,7,0,0,6,432,515.4,115,42,39.8,372,135,142.0,250,68,70.0,244,77,0.4
2,3,47,39,1594,8.3,0,1,0,3,25,0,0,0,4,0,0,1,209,249.0,271,113,137.0,246,142,99.0,298,154,48.8,306,137,0.9
2,3,54,1,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,720,300,0.4,485,225,1.0,459,220,0.0,720,300,0.0
2,3,48,34,976,7.1,1,1,0,1,26,0,0,0,5,0,0,1,105,160.4,344,141,189.8,203,124,296.0,151,84,64.9,258,118,0.1
2,2,43,23,1572,5.3,0,0,0,1,40,0,0,0,3,0,0,0,186,196.2,311,120,67.4,324,104,113.0,283,83,37.9,332,118,0.1
2,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,633,242,0.0,629,244,0.0,615,243,0.0,635,243,0.0
2,3,63,145,2916,23.0,11,4,0,5,68,0,0,0,7,0,0,14,457,728.2,35,15,898.8,10,9,872.0,25,16,250.1,15,11,11.6
