xgboost_17_18_gw_9,xgboost_17_18_gw_18,xgboost_17_18_gw_27,xgboost_17_18_gw_36,xgboost_18_19_gw_9,xgboost_18_19_gw_18,xgboost_18_19_gw_27,xgboost_18_19_gw_36,xgboost_19_20_gw_9,xgboost_19_20_gw_18,xgboost_19_20_gw_27,xgboost_19_20_gw_36,xgboost_20_21_gw_9,xgboost_20_21_gw_18,xgboost_20_21_gw_27,xgboost_20_21_gw_36
2.8619299049643736,3.0060776411278565,3.8550996532090185,5.4595129901611275,3.641276141367411,5.906405843572981,5.519994905100439,5.605467980662122,3.6535370926632105,4.691137386685426,4.140343898775545,6.946388075525574,3.82838729217037,10.42355049426859,11.853560537944354,10.619576173181887
2050.0,2005.0,2156.0,2140.0,2065.0,2096.0,2060.0,1976.0,1967.0,2044.0,2185.0,1913.0,2112.0,2014.0,1805.0,2088.0
