team_code_16_17,element_type_16_17,now_cost_16_17,total_points_16_17,minutes_16_17,value_season_16_17,goals_scored_16_17,assists_16_17,dreamteam_count_16_17,clean_sheets_16_17,goals_conceded_16_17,own_goals_16_17,penalties_saved_16_17,penalties_missed_16_17,yellow_cards_16_17,red_cards_16_17,saves_16_17,bonus_16_17,bps_16_17,influence_16_17,creativity_16_17,threat_16_17,ict_index_16_17,selected_by_percent_16_17,team_code_17_18,element_type_17_18,now_cost_17_18,total_points_17_18,minutes_17_18,value_season_17_18,goals_scored_17_18,assists_17_18,dreamteam_count_17_18,clean_sheets_17_18,goals_conceded_17_18,own_goals_17_18,penalties_saved_17_18,penalties_missed_17_18,yellow_cards_17_18,red_cards_17_18,saves_17_18,bonus_17_18,bps_17_18,influence_17_18,creativity_17_18,threat_17_18,ict_index_17_18,selected_by_percent_17_18,first_name,second_name
80,3,46,50,2232,10.9,0,1,0,3,51,2,0,0,7,0,0,0,348,331.2,222,168,71.6,0.1,90,3,45,100,3420,22.2,2,1,1,12,39,0,0,0,7,0,0,6,533,589.6,332.8,265,119,3.6,Jack,Cork
90,4,57,121,2064,21.2,10,4,1,5,34,0,0,0,0,0,0,12,394,500,248.1,907,164.6,3.2,90,4,57,63,977,11.1,4,2,1,2,16,0,0,0,3,0,0,7,170,208.4,128,384,71.1,2.1,Sam,Vokes
90,4,46,81,1774,17.6,6,3,2,6,27,0,0,0,6,1,0,10,241,328.8,277.1,663,125.5,4.3,90,4,53,92,2150,17.4,9,0,0,5,23,0,0,0,10,0,0,9,290,407.2,274.8,797,145.8,3.2,Ashley,Barnes
11,3,55,22,509,4,0,1,0,2,5,0,0,0,0,0,0,0,104,78,93.4,54,22.3,0.2,90,3,54,65,1906,12,0,4,0,6,30,0,0,0,2,0,0,0,204,232.2,203.2,297,73.3,0.2,Aaron,Lennon
,,,,,,,,,,,,,,,,,,,,,,,,90,4,49,9,46,1.8,0,0,0,0,3,0,0,0,0,0,0,0,20,7.2,3.5,37,4.7,0.1,Nahki,Wells
110,2,42,27,1168,6.4,0,0,0,3,17,0,0,0,4,1,0,0,174,155,146.7,51,35.4,0.1,90,2,40,33,1125,8.3,0,0,0,4,13,0,0,0,5,0,0,0,193,229.4,117.5,35,38.3,0.3,Phil,Bardsley
6,3,68,8,54,1.2,0,0,0,0,0,0,0,0,0,0,0,0,25,17,7.7,26,5.2,0,90,3,53,11,223,2.1,0,0,0,1,2,0,0,0,1,0,0,0,21,26,49.3,41,11.2,0,Georges-Kévin,Nkoudou
90,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,90,1,50,152,3114,30.4,0,0,3,11,35,0,1,0,3,0,113,19,701,862.4,40,0,90.1,10.1,Nick,Pope
,,,,,,,,,,,,,,,,,,,,,,,,90,4,62,104,1621,16.8,10,1,1,10,11,0,0,0,1,0,0,20,314,442,203.5,692,133.8,1.7,Chris,Wood
,,,,,,,,,,,,,,,,,,,,,,,,90,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Adam,Legzdins
,,,,,,,,,,,,,,,,,,,,,,,,90,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Anders,Lindegaard
90,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,90,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fredrik,Ulvestad
90,3,43,3,85,0.7,0,0,0,0,4,0,0,0,0,0,0,0,16,7.6,5.1,8,2.1,0,90,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aiden,O'Neill
,,,,,,,,,,,,,,,,,,,,,,,,90,4,45,1,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Dwight,McNeil
3,4,81,116,1206,14.3,12,5,3,4,16,0,0,0,2,0,0,17,432,522.6,275.1,797,158.9,4.7,8,4,84,77,981,9.2,7,1,2,5,11,0,0,0,0,0,0,10,273,307,311.1,673,129,3.7,Olivier,Giroud
8,1,59,141,3240,23.9,0,0,1,16,28,0,0,0,1,0,69,0,623,517.6,0,0,52,14.1,8,1,53,136,3150,25.7,0,0,0,15,34,0,0,0,2,0,77,4,635,549,0,0,55.2,10.3,Thibaut,Courtois
,,,,,,,,,,,,,,,,,,,,,,,,8,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Eduardo,dos Reis Carvalho
43,1,48,64,1452,13.3,0,0,0,6,13,0,1,0,0,0,31,1,295,266.6,0,0,26.8,3.8,8,1,48,11,270,2.3,0,0,0,1,4,0,0,0,0,0,7,0,54,55.2,0,0,5.5,0.1,Willy,Caballero
8,2,64,170,3420,26.6,1,5,2,16,33,0,0,0,4,0,0,22,872,792.8,422.8,150,136.8,18.1,8,2,69,175,3330,25.4,2,6,4,15,38,1,0,0,1,0,0,25,913,967.4,535.7,168,167.5,21,César,Azpilicueta
8,2,67,178,3296,26.6,6,0,3,17,29,1,0,0,5,0,0,15,778,831.6,100.8,400,133.3,15.3,8,2,62,74,2082,11.9,0,0,0,9,27,0,0,0,1,1,0,2,447,496.6,55.6,99,65.4,3,Gary,Cahill
8,2,69,177,2693,25.7,6,5,3,15,19,0,0,0,2,0,0,11,675,618.2,420.4,536,157.6,16,8,2,71,165,2855,23.2,7,2,5,13,30,0,0,0,6,0,0,15,650,697.8,549.6,822,207.1,16.2,Marcos,Alonso
8,2,62,132,2954,21.3,1,1,1,15,26,0,0,0,6,0,0,10,675,651,158.1,280,109.1,5,8,2,57,32,838,5.6,1,2,0,3,13,0,0,0,3,1,0,0,186,210.2,22.3,65,29.6,8.1,David,Luiz Moreira Marinho
8,3,55,105,2485,19.1,3,3,1,17,15,0,0,0,4,0,0,6,476,528.6,456.2,683,166.7,2.2,8,2,65,131,2109,20.2,3,6,4,11,20,0,0,0,3,0,0,9,486,417,358.1,482,125.9,2.9,Victor,Moses
,,,,,,,,,,,,,,,,,,,,,,,,8,2,58,115,2336,19.8,2,1,2,12,22,0,0,0,4,0,0,8,557,546.6,83,217,84.8,3.3,Antonio,Rüdiger
8,3,105,224,2985,21.3,16,9,5,17,29,0,0,1,3,0,0,33,869,1044.6,1306.8,1162,351.6,30.6,8,3,105,173,2417,16.5,12,6,5,12,27,0,0,0,2,0,0,24,699,928,1127.3,1115,317.3,6.4,Eden,Hazard
8,3,70,121,1340,17.3,5,15,3,4,14,0,0,0,8,0,0,14,529,635,881.8,325,184.1,3.3,8,3,68,89,2300,13.1,2,4,1,11,26,0,0,0,4,1,0,7,539,713.8,1349.3,485,254.9,3.1,Cesc,Fàbregas
8,3,70,114,1534,16.3,8,3,4,6,19,0,0,0,3,0,0,13,441,491.4,809.4,522,182.1,3.5,8,3,70,130,1874,18.6,6,8,3,9,19,0,0,0,1,0,0,13,522,640,891.5,715,224.5,12.6,Willian,Borges Da Silva
8,3,68,162,2140,23.8,9,10,5,15,15,0,0,0,6,0,0,18,580,639,697.9,669,198.8,8.5,8,3,77,81,1511,10.5,4,2,1,8,14,0,0,0,1,0,0,2,272,338.4,410,498,124.6,1,Pedro,Rodríguez Ledesma
8,3,47,83,3138,17.7,1,1,0,13,33,0,0,0,9,0,0,1,554,515.4,432.8,244,119,11.7,8,3,49,101,2994,20.6,1,2,0,16,32,0,0,0,3,0,0,9,655,676,638.2,199,151.7,11.7,N'Golo,Kanté
8,4,84,48,254,5.7,5,1,0,0,3,0,0,0,0,0,0,4,169,193.2,40.9,277,50.7,1.2,8,4,81,25,351,3.1,2,1,1,1,7,1,0,0,0,0,0,3,77,99.4,39,123,25.7,0.5,Michy,Batshuayi
8,4,104,196,3083,18.8,20,11,4,14,30,0,0,1,10,0,0,25,657,982.6,687.9,1891,355,32.2,8,4,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,Diego,Da Silva Costa
11,3,70,144,2900,20.6,5,11,2,12,36,0,0,0,5,0,0,11,534,692.4,1237.6,973,290.3,6.6,8,3,73,3,129,0.4,0,0,0,0,4,0,0,0,0,0,0,0,11,21,34.7,45,10.1,0.2,Ross,Barkley
,,,,,,,,,,,,,,,,,,,,,,,,8,3,53,4,168,0.8,0,0,0,1,2,0,0,0,2,0,0,0,9,20,25.6,27,7.2,0,Kasey,Palmer
13,3,53,69,2466,13,1,1,0,8,44,0,0,0,6,0,0,3,384,401.8,307.1,213,92,3.6,8,3,47,24,520,5.1,1,0,1,1,7,0,0,0,0,0,0,1,117,116.4,88.1,54,25.7,0.2,Daniel,Drinkwater
,,,,,,,,,,,,,,,,,,,,,,,,8,3,49,77,2121,15.7,2,2,1,11,24,0,0,0,3,1,0,5,346,415.4,279.5,434,113.2,1.2,Tiemoué,Bakayoko
,,,,,,,,,,,,,,,,,,,,,,,,8,2,53,79,2067,14.9,0,0,0,8,23,0,0,0,0,0,0,4,475,466.6,66.5,109,64.3,1.9,Andreas,Christensen
,,,,,,,,,,,,,,,,,,,,,,,,8,3,48,6,35,1.3,0,1,0,0,0,0,0,0,0,0,0,0,15,20.6,18.5,14,5,0,Charly,Musonda
,,,,,,,,,,,,,,,,,,,,,,,,8,4,104,122,2055,11.7,11,6,2,11,19,0,0,0,7,0,0,13,356,620.6,478.9,1192,228.8,7.6,Álvaro,Morata
,,,,,,,,,,,,,,,,,,,,,,,,8,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fikayo,Tomori
,,,,,,,,,,,,,,,,,,,,,,,,8,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Kyle,Scott
,,,,,,,,,,,,,,,,,,,,,,,,8,3,60,1,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Jeremie,Boga
,,,,,,,,,,,,,,,,,,,,,,,,8,2,59,58,1087,9.8,1,1,0,5,15,0,0,0,0,0,0,1,226,255.2,245.3,329,82.6,0.2,Davide,Zappacosta
,,,,,,,,,,,,,,,,,,,,,,,,8,3,45,1,10,0.2,0,0,0,0,1,0,0,0,0,0,0,0,6,7.4,0,0,0.7,0,Ethan,Ampadu
,,,,,,,,,,,,,,,,,,,,,,,,8,3,45,2,27,0.4,0,0,0,0,1,0,0,0,0,0,0,0,11,8.8,1.7,27,3.8,0,Callum,Hudson-Odoi
,,,,,,,,,,,,,,,,,,,,,,,,8,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dujon,Sterling
,,,,,,,,,,,,,,,,,,,,,,,,8,2,52,14,278,2.7,0,1,0,1,4,0,0,0,0,0,0,0,68,61.8,28.7,48,13.8,0.1,Emerson,Palmieri dos Santos
,,,,,,,,,,,,,,,,,,,,,,,,8,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trevoh,Chalobah
8,3,50,6,35,1.2,0,0,0,0,0,0,0,0,0,0,0,0,16,3.8,3.9,25,3.4,0.1,31,3,44,77,1871,17.5,2,5,0,6,30,0,0,0,1,0,0,2,337,379.2,377,487,124.5,3.5,Ruben,Loftus-Cheek
31,1,43,92,2610,21.4,0,0,2,7,46,0,0,0,1,0,83,4,497,600.4,31.1,0,63.2,3.1,31,1,44,99,2430,22.5,0,0,2,7,41,0,0,0,1,0,91,11,506,603.8,10,0,61.4,3.1,Wayne,Hennessey
31,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,31,1,40,36,990,9,0,0,1,2,14,0,0,0,0,0,30,3,175,213.6,0,0,21.3,2.9,Julian,Speroni
31,2,48,75,1974,15.6,3,0,2,6,36,0,0,0,4,0,0,5,359,471,35.7,213,72.1,0.2,31,2,44,99,2386,22.5,3,0,2,9,32,0,0,0,8,0,0,9,512,712.6,22.4,309,104.7,4.4,James,Tomkins
31,2,51,61,1752,12,3,1,2,2,36,0,0,0,2,0,0,4,310,459,73.1,426,96,2.1,31,2,46,32,1434,7,1,0,0,1,26,0,0,0,4,0,0,0,211,342.2,62.3,268,67,0.3,Scott,Dann
31,2,48,86,3417,17.9,0,1,0,7,63,0,0,0,7,0,0,7,568,608.2,263.7,129,100.4,0.9,31,2,47,41,1613,8.7,0,1,0,4,25,1,0,0,4,0,0,0,276,340.6,163.5,58,56.3,0.2,Joel,Ward
31,2,42,46,2124,11,0,2,0,2,44,0,0,0,4,0,0,0,323,421.8,125.1,61,61,0.6,31,2,41,34,1193,8.3,0,0,0,4,21,1,0,0,1,0,0,1,185,222.6,25.7,84,33.3,0.6,Martin,Kelly
31,2,48,51,2014,10.6,0,2,1,3,39,0,0,0,8,0,0,3,344,496.6,79.6,67,64.1,0.5,31,2,42,1,95,0.2,0,0,0,0,5,0,0,0,0,0,0,0,19,40,0.3,0,4,0.2,Damien,Delaney
31,2,41,6,270,1.5,0,0,0,0,3,0,0,0,0,0,0,0,37,53.6,33.5,9,9.7,0.2,31,2,45,1,8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.2,1.1,0,0.1,0,Pape,Souaré
31,2,47,47,1139,10,0,2,0,3,17,0,0,0,0,0,0,4,237,214.2,100.4,65,38.1,0.3,31,2,47,50,1742,10.6,0,2,0,3,30,0,0,0,3,0,0,0,281,339.6,189.7,155,68.6,0.2,Jeffrey,Schlupp
31,2,49,98,2498,20,5,1,4,5,53,0,0,0,3,0,0,9,534,616,534.2,383,153.5,3.6,31,2,52,95,2182,18.3,5,1,3,6,38,0,0,0,7,0,0,7,448,537,303.8,319,116.3,3.1,Patrick,van Aanholt
31,3,51,92,3093,18,0,6,0,7,53,0,0,0,9,0,0,6,500,500.2,941.8,448,188.7,0.7,31,3,44,11,574,2.5,0,0,0,0,14,0,0,0,5,0,0,0,38,46.4,93.9,112,25.1,0.3,Jason,Puncheon
31,3,58,149,3019,25.7,7,11,4,7,56,0,0,0,8,0,0,13,481,740.4,606.4,865,221.2,11.9,31,3,71,136,2549,19.2,9,7,2,10,31,0,0,0,5,0,0,8,404,668,716.9,1125,251,10.6,Wilfried,Zaha
31,3,47,93,1999,19.8,5,3,1,3,39,0,0,0,5,0,0,8,363,400.4,284.5,300,97.7,1,31,3,44,101,2425,23,5,2,2,7,35,0,0,0,5,0,0,9,416,490.6,333,566,138.9,4.7,James,McArthur
31,3,42,24,471,5.7,0,1,0,2,13,0,0,0,0,0,0,0,103,71.2,125,44,23.9,0.3,31,3,42,8,131,1.9,0,0,0,0,3,0,0,0,0,0,0,0,23,4.4,32,10,4.6,0.3,Chung-yong,Lee
31,3,56,91,2125,16.3,4,4,1,7,41,0,0,1,7,0,0,6,411,427.4,568,478,146.8,1.1,31,3,53,73,2374,13.8,0,4,0,8,36,0,0,0,7,0,0,3,415,431.2,754,348,153.5,0.2,Yohan,Cabaye
31,3,53,7,142,1.3,0,0,0,0,5,0,0,0,0,0,0,0,29,21.8,31.6,32,8.7,0,31,3,48,36,466,7.5,3,0,0,1,10,0,0,0,0,0,0,1,115,143.2,103.1,227,46.9,0.1,Bakary,Sako
31,3,57,116,2520,20.4,3,7,2,7,38,0,0,0,4,0,0,16,492,552.4,852.4,511,191.3,2.2,31,3,56,121,3120,21.6,2,9,0,9,48,0,0,0,3,0,0,7,552,626,1012.1,587,222.8,1.4,Andros,Townsend
31,3,50,42,1224,8.4,2,0,0,5,16,0,0,0,4,0,0,3,169,192.4,96.5,130,41.8,0.1,31,3,52,144,3079,27.7,10,2,2,8,52,0,0,1,8,0,0,21,630,873.8,379,432,168.6,13.5,Luka,Milivojevic
31,4,55,18,412,3.3,2,0,0,0,6,0,0,0,1,0,0,0,59,87.6,36.2,132,25,0.3,31,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Connor,Wickham
31,4,72,136,3131,18.9,15,2,3,7,58,0,0,2,10,0,0,13,382,640.2,484.4,1762,286.1,9.5,31,4,75,84,2234,11.2,3,7,0,6,36,0,0,1,6,0,0,5,174,325.2,406.7,845,157.5,2.5,Christian,Benteke
31,2,47,35,686,7.4,0,0,1,4,6,0,0,0,0,0,0,6,155,143.4,48.7,40,23.2,0.6,31,2,46,81,1597,17.6,1,2,4,6,23,0,0,0,1,0,0,18,405,426.2,30.7,77,53.6,1,Mamadou,Sakho
1,2,41,9,97,2.2,0,0,0,1,0,0,0,0,0,0,0,0,36,12.8,2.9,8,2.4,0.2,31,2,44,39,1592,8.9,0,0,0,2,29,0,0,0,2,0,0,3,279,326.6,103.7,43,47.4,1,Timothy,Fosu-Mensah
,,,,,,,,,,,,,,,,,,,,,,,,31,2,46,23,435,5,0,0,0,2,6,0,0,0,0,0,0,0,100,74.4,21.5,12,10.6,0.1,Jairo,Riedewald
,,,,,,,,,,,,,,,,,,,,,,,,31,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Jason,Lokilo
31,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,45,1,16,0.2,0,0,0,0,1,0,0,0,0,0,0,0,3,0.4,1.1,0,0.2,1,Olayinka Fredrick Oladotun,Ladapo
31,3,45,1,24,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.8,4,0.5,0,31,3,43,1,13,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,5.2,0.3,0,0.6,0.1,Sullay,Kaikai
31,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,Keshi,Anderson
,,,,,,,,,,,,,,,,,,,,,,,,31,3,44,1,25,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,4.2,0.5,18,2.3,0,Levi,Lumeka
31,3,42,4,53,1,0,0,0,0,1,0,0,0,0,0,0,0,17,15.6,14.1,0,3.1,0.3,31,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jordon,Mutch
,,,,,,,,,,,,,,,,,,,,,,,,31,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Dion,Henry
31,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,45,15,627,3.3,0,0,0,2,10,0,0,0,1,0,0,0,116,207.2,60,2,26.8,0,Aaron,Wan-Bissaka
,,,,,,,,,,,,,,,,,,,,,,,,31,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaroslaw,Jach
,,,,,,,,,,,,,,,,,,,,,,,,31,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Erdal,Rakip
,,,,,,,,,,,,,,,,,,,,,,,,31,4,54,8,360,1.5,0,0,0,0,9,0,0,0,0,0,0,0,25,48.6,74,102,22.5,0.1,Alexander,Sørloth
,,,,,,,,,,,,,,,,,,,,,,,,31,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nya,Kirby
,,,,,,,,,,,,,,,,,,,,,,,,31,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diego,Cavalieri
,,,,,,,,,,,,,,,,,,,,,,,,31,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,James,Daly
3,3,72,122,1916,16.9,10,3,2,8,26,0,0,1,1,0,0,7,380,541.8,280.5,1023,184.1,4.2,11,3,66,62,1214,9.4,3,3,1,4,17,0,0,0,2,0,0,3,226,316.6,234.9,406,95.9,2.1,Theo,Walcott
56,1,42,102,2610,24.3,0,0,3,4,50,0,0,0,0,0,135,9,608,933,40,0,97.4,11,11,1,49,145,3420,29.6,0,0,3,10,58,0,1,0,0,0,121,16,724,873.6,30.1,4,90.7,8.3,Jordan,Pickford
11,1,47,89,1737,18.9,0,1,1,10,20,0,0,0,2,0,54,5,407,439.2,10,0,44.9,0.9,11,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Joel,Robles
11,1,47,68,1683,14.5,0,0,1,4,24,1,2,0,2,0,43,3,309,350.4,0.1,0,35.1,1.7,11,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,Maarten,Stekelenburg
11,2,58,135,2819,23.3,2,5,1,11,34,0,0,1,4,0,0,15,647,570.8,695,151,141.9,11,11,2,57,82,1909,14.4,2,3,3,5,34,0,0,0,1,0,0,10,381,407.4,373.5,102,88.2,4,Leighton,Baines
11,2,56,133,2316,23.8,4,4,4,10,28,0,0,0,3,0,0,15,548,596,308.9,297,120.3,4,11,2,64,39,1035,6.1,0,1,0,4,12,0,0,0,0,0,0,0,198,227.6,113.7,69,41.2,0.5,Seamus,Coleman
11,2,49,104,2251,21.2,3,3,4,6,32,0,0,0,4,1,0,16,533,751.4,71.7,278,110.1,7.5,11,2,47,60,2063,12.8,0,0,1,6,39,0,0,0,2,0,0,5,415,529.2,24.1,108,66.2,2.7,Phil,Jagielka
11,2,39,9,180,2.3,1,0,0,0,6,0,0,0,0,0,0,0,37,63.8,10.7,33,10.8,0.9,11,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Matthew,Pennington
11,2,45,69,1543,15.3,0,1,0,7,19,0,0,0,0,0,0,4,365,346.2,64,129,54,1.4,11,2,49,3,119,0.6,0,0,0,0,2,0,0,0,1,0,0,0,14,29.2,0.9,6,3.6,0,Ramiro,Funes Mori
11,2,52,127,3160,24.4,1,3,2,13,40,0,0,0,7,1,0,9,739,927.6,119.1,289,133.9,8.7,11,2,52,56,1830,10.8,1,0,1,5,31,0,0,0,3,1,0,3,332,518,39,132,68.9,2.1,Ashley,Williams
11,2,41,54,1372,13.2,0,1,0,5,18,0,0,0,2,0,0,5,303,286.8,152.2,83,52.3,7.1,11,2,40,37,1183,9.3,0,0,0,4,14,0,0,0,3,0,0,0,214,285.8,93.9,105,48.5,1,Mason,Holgate
11,2,40,1,13,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.6,0,0,0,11,2,39,50,1589,12.8,0,2,1,5,31,0,0,0,2,0,0,2,309,362.4,184.5,47,59.5,2.1,Jonjoe,Kenny
90,2,50,113,3150,22.6,2,1,3,10,49,0,0,0,4,0,0,10,619,930.8,96.7,557,158.6,3.3,11,2,53,81,2559,15.3,0,1,0,7,46,0,0,0,3,0,0,11,513,703.4,58.4,124,88.7,5.1,Michael,Keane
11,3,56,45,1048,8,1,4,0,3,14,0,0,0,3,0,0,3,172,238,326.7,252,81.8,1.7,11,3,64,35,848,5.5,1,1,0,3,14,0,0,0,0,0,0,0,80,98.6,109,204,40.8,0.2,Yannick,Bolasie
11,3,59,119,2074,20.2,4,8,2,11,26,0,0,0,2,0,0,8,420,439.6,682.1,739,185.4,2.2,11,3,60,5,135,0.8,0,0,0,0,8,0,0,0,1,0,0,0,19,16.4,20.2,42,7.9,0.8,Kevin,Mirallas
11,3,47,23,613,4.9,1,1,0,0,10,0,0,0,2,0,0,0,100,119.8,80.4,84,28.6,0.2,11,3,49,6,204,1.2,0,0,0,0,6,0,0,0,0,0,0,0,41,33.8,19.3,4,5.8,0,James,McCarthy
11,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,42,2,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,10,18.2,11.5,0,3,0.1,Muhamed,Besic
11,3,45,37,1073,8.2,1,0,1,5,14,0,0,0,2,0,0,1,214,216.2,112.3,90,42,0.4,11,3,47,52,2124,11.1,0,0,0,6,38,0,0,0,4,1,0,1,344,361.2,159.2,52,57.2,0.5,Morgan,Schneiderlin
11,3,50,80,2681,16,1,2,1,9,31,0,0,0,11,0,0,9,540,555.8,434.1,237,122.9,0.4,11,3,48,87,2749,18.1,2,2,1,9,45,0,0,0,6,1,0,7,552,577,303.6,166,104.6,0.9,Idrissa,Gueye
11,3,44,63,1544,14.3,2,3,0,8,17,0,0,0,4,0,0,0,248,259,246.1,208,70.9,2.3,11,3,51,66,1892,12.9,2,2,0,6,24,0,0,0,7,0,0,3,223,242.8,207.2,218,65.8,0.4,Tom,Davies
11,3,50,16,289,3.2,1,0,0,1,2,0,0,0,0,0,0,0,33,55.8,15.5,193,26.1,0,11,3,51,10,153,2,0,1,0,0,6,0,0,0,0,0,0,0,30,12,20.5,43,7.5,0.1,Ademola,Lookman
,,,,,,,,,,,,,,,,,,,,,,,,11,3,69,7,248,1,0,0,0,0,6,0,0,0,0,0,0,0,18,23,33.7,28,8.3,0.4,Davy,Klaassen
11,4,45,17,347,3.8,1,0,0,0,7,0,0,0,1,0,0,1,46,53.2,10,82,14.1,0.1,11,4,49,88,1871,18,4,8,1,6,28,0,0,0,4,0,0,3,255,354,322.6,630,130.2,3.5,Dominic,Calvert-Lewin
,,,,,,,,,,,,,,,,,,,,,,,,11,4,70,10,275,1.4,0,0,0,1,7,0,0,0,0,0,0,0,21,8.8,28.3,67,9.8,0.4,Sandro,Ramírez
1,4,86,76,1540,8.8,5,5,0,6,16,0,0,0,8,0,0,9,322,394.2,593.8,616,160.2,2.4,11,4,71,113,2265,15.9,10,3,2,7,33,0,0,3,5,0,0,20,480,585,573.7,467,162.4,9.3,Wayne,Rooney
80,3,74,181,3327,24.5,9,13,4,7,70,0,0,0,2,0,0,18,684,905.4,1302.7,1074,328.3,10.8,11,3,80,96,2257,12,4,4,1,6,40,0,0,0,2,0,0,8,396,485.6,614.9,437,154,1.9,Gylfi,Sigurdsson
20,2,43,31,592,7.2,0,0,0,3,6,0,0,0,0,0,0,5,140,94.2,114.7,20,22.7,0.4,11,2,41,55,1830,13.4,0,2,0,5,30,0,0,0,2,0,0,0,367,468.8,238.8,39,74.9,1.1,Cuco,Martina
43,2,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,11,2,50,22,617,4.4,0,0,0,2,7,0,0,0,0,0,0,0,118,113.8,19.9,32,16.8,0.1,Eliaquim,Mangala
,,,,,,,,,,,,,,,,,,,,,,,,11,3,53,18,572,3.4,0,0,0,1,12,0,0,0,0,0,0,0,80,91.8,159.1,85,33.6,0,Nikola,Vlasic
88,4,55,44,1096,8,4,1,1,2,30,0,0,0,3,1,0,3,125,205.8,163,417,76.8,0.4,11,4,46,83,1076,18,8,3,3,0,23,0,0,0,2,0,0,14,248,370.6,159.2,634,115.2,5,Oumar,Niasse
,,,,,,,,,,,,,,,,,,,,,,,,11,3,45,7,192,1.6,0,0,0,0,2,0,0,0,1,0,0,0,20,9.4,3.8,0,1.3,0,Beni,Baningime
,,,,,,,,,,,,,,,,,,,,,,,,11,4,67,55,984,8.2,5,0,2,4,13,0,0,0,0,0,0,9,192,232.4,226.4,304,75.6,2.1,Cenk,Tosun
,,,,,,,,,,,,,,,,,,,,,,,,11,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Luke,Garbutt
,,,,,,,,,,,,,,,,,,,,,,,,38,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,Joel,Coleman
,,,,,,,,,,,,,,,,,,,,,,,,38,1,46,135,3420,29.3,0,1,2,10,58,1,2,0,1,0,103,11,701,846.8,30,0,87.8,6.8,Jonas,Lössl
,,,,,,,,,,,,,,,,,,,,,,,,38,2,46,102,3264,22.2,0,2,4,9,53,0,0,0,6,1,0,15,692,928,107.1,149,119.1,3.2,Christopher,Schindler
