team_code_16_17,element_type_16_17,now_cost_16_17,total_points_16_17,minutes_16_17,value_season_16_17,goals_scored_16_17,assists_16_17,dreamteam_count_16_17,clean_sheets_16_17,goals_conceded_16_17,own_goals_16_17,penalties_saved_16_17,penalties_missed_16_17,yellow_cards_16_17,red_cards_16_17,saves_16_17,bonus_16_17,bps_16_17,influence_16_17,creativity_16_17,threat_16_17,ict_index_16_17,selected_by_percent_16_17,first_name,second_name,assists_gw1_17_18,attempted_passes_gw1_17_18,big_chances_created_gw1_17_18,big_chances_missed_gw1_17_18,bonus_gw1_17_18,bps_gw1_17_18,clean_sheets_gw1_17_18,clearances_blocks_interceptions_gw1_17_18,completed_passes_gw1_17_18,creativity_gw1_17_18,dribbles_gw1_17_18,ea_index_gw1_17_18,errors_leading_to_goal_gw1_17_18,errors_leading_to_goal_attempt_gw1_17_18,fouls_gw1_17_18,goals_conceded_gw1_17_18,goals_scored_gw1_17_18,ict_index_gw1_17_18,influence_gw1_17_18,key_passes_gw1_17_18,loaned_in_gw1_17_18,loaned_out_gw1_17_18,minutes_gw1_17_18,offside_gw1_17_18,open_play_crosses_gw1_17_18,opponent_team_gw1_17_18,own_goals_gw1_17_18,penalties_conceded_gw1_17_18,penalties_missed_gw1_17_18,penalties_saved_gw1_17_18,recoveries_gw1_17_18,red_cards_gw1_17_18,saves_gw1_17_18,selected_gw1_17_18,tackled_gw1_17_18,tackles_gw1_17_18,target_missed_gw1_17_18,team_a_score_gw1_17_18,team_h_score_gw1_17_18,threat_gw1_17_18,total_points_gw1_17_18,transfers_balance_gw1_17_18,transfers_in_gw1_17_18,transfers_out_gw1_17_18,value_gw1_17_18,winning_goals_gw1_17_18,yellow_cards_gw1_17_18,team_code_17_18_gw1_17_18
1.0,3.0,50.0,26.0,760.0,5.2,0.0,1.0,0.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,154.0,147.4,167.0,61.0,37.6,0.1,Ashley,Young,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,513,0,0,0,0,4,0.0,0,0,0,0,50,0,0,1
8.0,1.0,46.0,2.0,180.0,0.4,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,13.2,0.0,0.0,1.3,0.2,Asmir,Begovic,0,23,0,0,0,19,0,1,15,0.0,0,0,0,0,0,1,0,3.5,34.6,0,0,0,90,0,0,19,0,0,0,0,9,0,5,227589,0,0,0,0,1,0.0,3,0,0,0,45,0,0,91
1.0,2.0,40.0,14.0,303.0,3.5,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,32.6,27.7,18.0,7.8,0.3,Axel,Tuanzebe,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,66867,0,0,0,0,4,0.0,0,0,0,0,40,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,Ayoze,Pérez,0,17,0,0,0,4,0,0,8,15.9,1,0,0,0,1,2,0,2.9,8.6,0,0,0,90,0,0,17,0,0,0,0,5,0,0,56097,3,0,0,2,0,4.0,2,0,0,0,55,0,0,4
31.0,3.0,53.0,7.0,142.0,1.3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,21.8,31.6,32.0,8.7,0.0,Bakary,Sako,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3408,0,0,0,3,0,0.0,0,0,0,0,50,0,0,31
6.0,3.0,91.0,225.0,3036.0,24.7,18.0,11.0,4.0,17.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,679.0,969.6,778.7,1270.0,301.7,32.3,Bamidele,Alli,0,31,0,0,0,25,1,1,24,8.3,0,0,0,0,4,0,1,9.0,36.6,0,0,0,81,0,0,13,0,0,0,0,5,0,0,1512564,5,2,0,2,0,45.0,8,0,0,0,95,1,0,6
91.0,4.0,53.0,88.0,1458.0,16.6,6.0,5.0,1.0,5.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,259.0,350.0,320.7,639.0,130.8,1.2,Benik,Afobe,0,6,0,0,0,7,0,1,6,16.2,0,0,0,0,0,1,0,2.7,5.2,1,0,0,63,0,1,19,0,0,0,0,0,0,0,30511,1,0,0,0,1,6.0,2,0,0,0,60,0,0,91
13.0,2.0,43.0,19.0,699.0,4.4,1.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,136.0,137.0,48.4,88.0,27.2,0.2,Benjamin,Chilwell,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21829,0,0,0,3,4,0.0,0,0,0,0,45,0,0,13
,,,,,,,,,,,,,,,,,,,,,,,,Benjamin,Mendy,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20568,0,0,0,2,0,0.0,0,0,0,0,65,0,0,43
6.0,2.0,50.0,90.0,1739.0,18.0,1.0,3.0,0.0,8.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,443.0,452.0,449.6,156.0,105.8,5.2,Ben,Davies,0,75,0,0,3,36,1,4,68,30.1,0,0,0,0,2,0,1,9.5,47.6,2,0,0,90,0,0,13,0,0,0,0,5,0,0,134281,2,1,0,2,0,17.0,14,0,0,0,55,0,1,6
35.0,1.0,47.0,113.0,3420.0,24.0,0.0,0.0,2.0,6.0,51.0,0.0,0.0,0.0,2.0,0.0,115.0,4.0,629.0,767.0,20.3,5.0,79.5,12.6,Ben,Foster,0,20,0,0,1,25,1,0,6,0.0,0,0,0,0,0,0,0,1.5,14.6,0,0,0,90,0,0,2,0,0,0,0,10,0,2,604214,0,0,0,0,1,0.0,7,0,0,0,45,0,0,35
13.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ben,Hamer,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2368,0,0,0,3,4,0.0,0,0,0,0,45,0,0,13
90.0,2.0,44.0,94.0,3015.0,21.4,1.0,2.0,0.0,9.0,49.0,2.0,0.0,0.0,5.0,0.0,0.0,6.0,592.0,890.0,93.7,281.0,126.7,2.2,Ben,Mee,0,34,0,0,0,10,0,9,27,0.2,0,0,0,0,1,2,0,6.7,31.2,0,0,0,90,0,0,5,0,0,0,0,2,0,0,470160,0,1,0,3,2,36.0,0,0,0,0,45,0,1,90
57.0,3.0,42.0,1.0,54.0,0.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,5.6,1.3,0.0,0.6,0.6,Ben,Watson,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5647,0,0,0,3,3,0.0,0,0,0,0,45,0,0,57
14.0,3.0,43.0,5.0,86.0,1.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.4,12.6,34.0,5.4,0.0,Ben,Woodburn,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,9101,0,0,0,3,3,0.0,0,0,0,0,45,0,0,14
,,,,,,,,,,,,,,,,,,,,,,,,Beram,Kayal,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3747,0,0,0,2,0,0.0,0,0,0,0,45,0,0,36
,,,,,,,,,,,,,,,,,,,,,,,,Bernardo Mota,Veiga de Carvalho e Silva,0,14,0,0,0,3,0,0,12,3.3,0,0,0,0,0,0,0,0.4,0.4,0,0,0,7,0,0,3,0,0,0,0,0,0,0,91243,0,0,0,2,0,0.0,1,0,0,0,80,0,0,43
35.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,Boaz,Myhill,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,186295,0,0,0,0,1,0.0,0,0,0,0,40,0,0,35
,,,,,,,,,,,,,,,,,,,,,,,,Bojan,Krkic Perez,0,23,0,0,0,5,0,0,20,13.3,1,0,0,0,1,1,0,1.9,0.0,1,0,0,71,0,0,7,0,0,0,0,5,0,0,4169,2,0,1,0,1,6.0,2,0,0,0,55,0,0,110
91.0,2.0,39.0,4.0,269.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,28.6,30.3,27.0,8.6,2.5,Bradley,Smith,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,168690,0,0,0,0,1,0.0,0,0,0,0,40,0,0,91
,,,,,,,,,,,,,,,,,,,,,,,,Brahim,Diaz,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2913,0,0,0,2,0,0.0,0,0,0,0,50,0,0,43
57.0,2.0,39.0,1.0,113.0,0.3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.4,0.8,0.0,1.2,0.1,Brandon,Mason,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,64421,0,0,0,3,3,0.0,0,0,0,0,40,0,0,57
,,,,,,,,,,,,,,,,,,,,,,,,Bruno,Saltor Grau,0,24,0,0,0,14,0,7,18,0.3,1,0,0,0,0,2,0,2.1,20.2,0,0,0,90,0,0,11,0,0,0,0,8,0,0,11889,0,1,0,2,0,0.0,1,0,0,0,45,0,0,36
91.0,4.0,60.0,63.0,1361.0,10.5,6.0,1.0,0.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,170.0,229.0,125.7,487.0,82.2,1.1,Callum,Wilson,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1729,0,0,0,0,1,0.0,0,0,0,0,60,0,0,91
25.0,2.0,43.0,83.0,2250.0,19.3,2.0,1.0,0.0,7.0,37.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,499.0,692.2,107.0,80.0,88.0,3.4,Calum,Chambers,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,20295,0,0,0,3,4,0.0,0,0,0,0,50,0,0,3
6.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameron,Carter-Vickers,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0,0,45,0,0,6
3.0,2.0,48.0,2.0,82.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.4,2.0,0.0,2.1,0.1,Carl,Jenkinson,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,14005,0,0,0,3,4,0.0,0,0,0,0,45,0,0,3
8.0,3.0,70.0,121.0,1340.0,17.3,5.0,15.0,3.0,4.0,14.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,529.0,635.0,881.8,325.0,184.1,3.3,Cesc,Fàbregas,0,87,0,0,0,7,0,0,75,67.8,1,0,0,0,3,3,0,8.3,12.8,5,0,0,80,0,1,4,0,0,0,0,6,1,0,375528,0,0,0,3,2,2.0,-1,0,0,0,70,0,0,8
,,,,,,,,,,,,,,,,,,,,,,,,Chancel,Mbemba,0,14,0,0,0,9,0,6,13,0.4,0,0,0,0,0,2,0,2.2,21.6,0,0,0,56,0,0,17,0,0,0,0,4,0,0,98023,0,1,0,2,0,0.0,0,0,0,0,40,0,0,4
110.0,3.0,46.0,59.0,1491.0,12.8,1.0,4.0,1.0,6.0,23.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,218.0,263.4,477.6,328.0,106.7,0.3,Charlie,Adam,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5541,0,0,0,0,1,0.0,0,0,0,0,50,0,0,110
20.0,4.0,63.0,62.0,934.0,9.8,6.0,1.0,1.0,6.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,218.0,274.2,134.3,573.0,97.9,1.8,Charlie,Austin,0,7,0,0,0,2,0,0,5,0.3,0,0,0,0,0,0,0,0.7,0.0,0,0,0,21,0,0,16,0,0,0,0,1,0,0,56567,0,0,1,0,0,8.0,1,0,0,0,65,0,0,20
91.0,2.0,52.0,134.0,3060.0,25.8,4.0,3.0,5.0,10.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,692.0,698.2,528.3,302.0,152.9,9.9,Charlie,Daniels,0,70,0,0,0,13,0,1,57,10.0,0,0,0,0,0,1,0,4.0,12.2,0,0,0,90,0,1,19,0,0,0,0,6,0,0,852727,0,0,0,0,1,18.0,2,0,0,0,50,0,0,91
,,,,,,,,,,,,,,,,,,,,,,,,Charlie,Taylor,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12113,0,0,0,3,2,0.0,0,0,0,0,45,0,0,90
,,,,,,,,,,,,,,,,,,,,,,,,Charly,Musonda,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,3084,0,0,0,3,2,0.0,1,0,0,0,50,0,0,8
21.0,3.0,50.0,79.0,2723.0,15.8,1.0,1.0,0.0,9.0,46.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,438.0,458.8,147.4,200.0,80.5,0.7,Cheikhou,Kouyaté,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1272,0,0,0,0,4,0.0,0,0,0,0,50,0,0,21
,,,,,,,,,,,,,,,,,,,,,,,,Christian,Atsu,0,13,0,1,0,-4,0,1,9,2.0,2,0,0,0,0,2,0,4.1,4.6,0,0,0,90,1,0,17,0,0,0,0,3,0,0,108635,8,0,1,2,0,34.0,2,0,0,0,50,0,0,4
31.0,4.0,72.0,136.0,3131.0,18.9,15.0,2.0,3.0,7.0,58.0,0.0,0.0,2.0,10.0,0.0,0.0,13.0,382.0,640.2,484.4,1762.0,286.1,9.5,Christian,Benteke,0,19,0,1,0,-2,0,1,10,3.2,0,0,0,0,1,3,0,3.8,0.0,0,0,0,90,0,0,8,0,0,0,0,0,0,0,420235,2,0,2,3,0,35.0,2,0,0,0,80,0,0,31
6.0,3.0,89.0,218.0,3159.0,24.5,8.0,20.0,5.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,798.0,974.6,1679.2,1244.0,389.7,17.9,Christian,Eriksen,2,67,1,0,3,36,1,1,61,50.4,1,0,0,0,0,0,0,14.9,48.4,3,0,0,90,0,1,13,0,0,0,0,1,0,0,570759,0,0,2,2,0,50.0,12,0,0,0,95,0,0,6
13.0,2.0,53.0,104.0,3103.0,19.6,2.0,4.0,1.0,8.0,57.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,679.0,802.0,536.4,152.0,149.4,5.7,Christian,Fuchs,0,29,0,0,0,9,0,5,17,16.0,0,0,0,0,0,4,0,3.6,19.6,1,0,0,90,0,1,1,0,0,0,0,4,0,0,167677,2,0,0,3,4,0.0,0,0,0,0,50,0,0,13
57.0,2.0,48.0,35.0,771.0,7.3,2.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,143.0,200.4,49.1,166.0,41.7,0.0,Christian,Kabasele,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1698,0,0,0,3,3,0.0,0,0,0,0,45,0,0,57
,,,,,,,,,,,,,,,,,,,,,,,,Christopher,Schindler,0,13,0,0,0,23,1,4,11,10.3,0,0,0,0,3,0,0,2.5,12.8,0,0,0,90,0,0,6,0,0,0,0,2,0,0,20491,0,3,0,3,0,2.0,6,0,0,0,45,0,0,38
35.0,2.0,48.0,99.0,2477.0,20.6,3.0,4.0,2.0,4.0,37.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,462.0,509.4,674.5,340.0,153.1,2.3,Chris,Brunt,1,27,1,0,2,29,1,2,8,42.3,0,0,0,0,1,0,0,7.2,29.8,3,0,0,90,0,1,2,0,0,0,0,6,0,0,5228,1,3,0,0,1,0.0,8,0,0,0,55,0,0,35
,,,,,,,,,,,,,,,,,,,,,,,,Chris,Löwe,0,25,0,0,0,16,1,2,16,1.3,0,0,0,0,1,0,0,2.6,17.6,0,0,0,90,0,0,6,0,0,0,0,1,0,0,25608,2,0,0,3,0,7.0,6,0,0,0,45,0,0,38
1.0,2.0,58.0,52.0,1217.0,9.0,1.0,1.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,282.0,342.6,36.1,95.0,47.4,1.1,Chris,Smalling,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,65797,0,0,0,0,4,0.0,0,0,0,0,55,0,0,1
31.0,3.0,42.0,24.0,471.0,5.7,0.0,1.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,71.2,125.0,44.0,23.9,0.3,Chung-yong,Lee,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4623,0,0,0,3,0,0.0,0,0,0,0,45,0,0,31
,,,,,,,,,,,,,,,,,,,,,,,,Ciaran,Clark,0,30,0,0,0,12,0,4,19,0.5,0,0,0,0,1,2,0,3.0,12.4,0,0,0,90,0,0,17,0,0,0,0,4,0,0,29375,0,2,0,2,0,17.0,1,0,0,0,45,0,0,4
43.0,1.0,50.0,73.0,1968.0,14.6,0.0,0.0,1.0,6.0,26.0,0.0,1.0,0.0,0.0,0.0,33.0,3.0,366.0,292.2,0.0,0.0,28.9,1.2,Claudio,Bravo,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,34470,0,0,0,2,0,0.0,0,0,0,0,50,0,0,43
35.0,3.0,43.0,54.0,2418.0,12.6,0.0,0.0,0.0,4.0,36.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,366.0,346.0,108.5,33.0,49.0,0.2,Claudio,Yacob,0,17,0,0,0,4,1,8,16,0.9,0,0,0,0,2,0,0,2.4,8.8,0,0,0,90,0,0,2,0,0,0,0,5,0,0,17803,0,0,2,0,1,14.0,2,0,0,0,45,0,1,35
,,,,,,,,,,,,,,,,,,,,,,,,Collin,Quaner,1,5,0,0,0,14,0,1,4,10.6,1,0,0,0,0,0,0,3.3,20.2,1,0,0,18,0,0,6,0,0,0,0,1,0,0,142160,0,0,0,3,0,2.0,4,0,0,0,45,0,0,38
,,,,,,,,,,,,,,,,,,,,,,,,Connor,Goldson,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,35648,0,0,0,2,0,0.0,0,0,0,0,40,0,0,36
31.0,4.0,55.0,18.0,412.0,3.3,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,87.6,36.2,132.0,25.0,0.3,Connor,Wickham,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1117,0,0,0,3,0,0.0,0,0,0,0,55,0,0,31
57.0,1.0,42.0,2.0,83.0,0.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,41.6,0.0,0.0,4.1,0.4,Costel,Pantilimon,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7221,0,0,0,3,3,0.0,0,0,0,0,45,0,0,57
57.0,2.0,43.0,31.0,1162.0,7.2,0.0,1.0,1.0,2.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,183.0,225.2,61.7,45.0,33.2,0.2,Craig,Cathcart,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1170,0,0,0,3,3,0.0,0,0,0,0,45,0,0,57
35.0,2.0,49.0,102.0,3276.0,20.8,4.0,0.0,1.0,6.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,500.0,742.4,317.1,418.0,147.9,2.5,Craig,Dawson,0,20,0,0,0,23,1,11,14,0.0,0,0,0,0,1,0,0,2.1,21.0,0,0,0,90,0,0,2,0,0,0,0,4,0,0,247072,0,0,0,0,1,0.0,6,0,0,0,50,0,0,35
20.0,2.0,43.0,31.0,592.0,7.2,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,140.0,94.2,114.7,20.0,22.7,0.4,Cuco,Martina,0,21,0,0,0,4,0,4,14,19.8,0,0,0,0,1,0,0,3.9,14.8,1,0,0,45,0,2,15,0,0,0,0,2,0,0,27700,2,1,0,0,1,4.0,0,0,0,0,45,0,1,11
20.0,2.0,49.0,102.0,2515.0,20.8,0.0,3.0,1.0,11.0,36.0,0.0,0.0,0.0,7.0,0.0,0.0,11.0,584.0,591.0,648.9,155.0,139.6,2.7,Cédric,Soares,0,49,0,0,0,24,1,3,41,5.3,1,0,0,0,1,0,0,3.9,14.2,0,0,0,90,0,0,16,0,0,0,0,5,0,0,523597,1,1,1,0,0,19.0,6,0,0,0,50,0,0,20
8.0,2.0,64.0,170.0,3420.0,26.6,1.0,5.0,2.0,16.0,33.0,0.0,0.0,0.0,4.0,0.0,0.0,22.0,872.0,792.8,422.8,150.0,136.8,18.1,César,Azpilicueta,0,57,0,0,0,16,0,3,51,20.3,0,0,0,0,2,3,0,3.7,10.6,1,0,0,90,0,0,4,0,0,0,0,4,0,0,445163,1,3,0,3,2,6.0,1,0,0,0,65,0,0,8
1.0,2.0,52.0,98.0,1830.0,18.8,1.0,2.0,2.0,9.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,525.0,534.0,426.6,122.0,108.2,4.7,Daley,Blind,0,36,0,0,0,23,1,6,26,25.1,1,0,0,0,2,0,0,5.3,15.0,1,0,0,90,0,1,20,0,0,0,0,3,0,0,53799,0,0,2,0,4,13.0,6,0,0,0,55,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,Dale,Stephens,0,19,0,0,0,7,0,6,14,0.4,0,0,0,0,3,2,0,0.6,5.4,0,0,0,90,0,0,11,0,0,0,0,6,0,0,21575,1,0,0,2,0,0.0,2,0,0,0,45,0,0,36
3.0,1.0,39.0,8.0,180.0,2.1,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,35.0,30.6,0.0,0.0,3.1,0.6,Damian Emiliano,Martinez,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,43837,0,0,0,3,4,0.0,0,0,0,0,40,0,0,3
31.0,2.0,48.0,51.0,2014.0,10.6,0.0,2.0,1.0,3.0,39.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,344.0,496.6,79.6,67.0,64.1,0.5,Damien,Delaney,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,26732,0,0,0,3,0,0.0,0,0,0,0,45,0,0,31
13.0,3.0,43.0,53.0,1673.0,12.3,1.0,1.0,1.0,4.0,35.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,262.0,254.4,204.0,109.0,57.0,0.2,Daniel,Amartey,0,7,0,0,0,2,0,1,5,0.3,0,0,0,0,1,2,0,0.6,5.4,0,0,0,18,0,0,1,0,0,0,0,1,0,0,10847,0,0,0,3,4,0.0,1,0,0,0,45,0,0,13
13.0,3.0,53.0,69.0,2466.0,13.0,1.0,1.0,0.0,8.0,44.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,384.0,401.8,307.1,213.0,92.0,3.6,Daniel,Drinkwater,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13593,0,0,0,3,4,0.0,0,0,0,0,50,0,0,8
14.0,4.0,97.0,54.0,775.0,5.6,3.0,5.0,0.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,180.0,202.8,207.4,492.0,89.7,1.9,Daniel,Sturridge,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,30609,0,0,0,3,3,0.0,0,0,0,0,80,0,0,35
,,,,,,,,,,,,,,,,,,,,,,,,Danilo Luiz,da Silva,0,38,0,0,0,22,1,1,34,6.3,0,0,0,0,0,0,0,1.3,1.8,0,0,0,67,0,0,3,0,0,0,0,4,0,0,168249,2,1,1,2,0,5.0,6,0,0,0,55,0,0,43
14.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Danny,Ings,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2970,0,0,0,3,3,0.0,0,0,0,0,55,0,0,14
6.0,2.0,58.0,84.0,1530.0,14.5,2.0,3.0,2.0,8.0,11.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,357.0,387.4,371.5,237.0,99.6,4.3,Danny,Rose,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,19698,0,0,0,2,0,0.0,0,0,0,0,65,0,0,6
13.0,2.0,49.0,85.0,2988.0,17.3,0.0,3.0,1.0,9.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,529.0,531.2,199.0,50.0,77.9,2.1,Danny,Simpson,0,28,0,0,0,10,0,5,16,0.9,1,0,0,0,0,4,0,1.5,14.0,0,0,0,90,0,0,1,0,0,0,0,7,0,0,230727,1,0,0,3,4,0.0,0,0,0,0,45,0,0,13
