team_code_16_17,element_type_16_17,now_cost_16_17,total_points_16_17,minutes_16_17,value_season_16_17,goals_scored_16_17,assists_16_17,dreamteam_count_16_17,clean_sheets_16_17,goals_conceded_16_17,own_goals_16_17,penalties_saved_16_17,penalties_missed_16_17,yellow_cards_16_17,red_cards_16_17,saves_16_17,bonus_16_17,bps_16_17,influence_16_17,creativity_16_17,threat_16_17,ict_index_16_17,selected_by_percent_16_17,team_code_17_18,element_type_17_18,now_cost_17_18,total_points_17_18,minutes_17_18,value_season_17_18,goals_scored_17_18,assists_17_18,dreamteam_count_17_18,clean_sheets_17_18,goals_conceded_17_18,own_goals_17_18,penalties_saved_17_18,penalties_missed_17_18,yellow_cards_17_18,red_cards_17_18,saves_17_18,bonus_17_18,bps_17_18,influence_17_18,creativity_17_18,threat_17_18,ict_index_17_18,selected_by_percent_17_18,team_code_18_19,element_type_18_19,now_cost_18_19,total_points_18_19,minutes_18_19,value_season_18_19,goals_scored_18_19,assists_18_19,dreamteam_count_18_19,clean_sheets_18_19,goals_conceded_18_19,own_goals_18_19,penalties_saved_18_19,penalties_missed_18_19,yellow_cards_18_19,red_cards_18_19,saves_18_19,bonus_18_19,bps_18_19,influence_18_19,creativity_18_19,threat_18_19,ict_index_18_19,selected_by_percent_18_19,team_code_19_20,element_type_19_20,now_cost_19_20,total_points_19_20,minutes_19_20,value_season_19_20,goals_scored_19_20,assists_19_20,dreamteam_count_19_20,clean_sheets_19_20,goals_conceded_19_20,own_goals_19_20,penalties_saved_19_20,penalties_missed_19_20,yellow_cards_19_20,red_cards_19_20,saves_19_20,bonus_19_20,bps_19_20,influence_19_20,influence_rank_19_20,influence_rank_type_19_20,creativity_19_20,creativity_rank_19_20,creativity_rank_type_19_20,threat_19_20,threat_rank_19_20,threat_rank_type_19_20,ict_index_19_20,ict_index_rank_19_20,ict_index_rank_type_19_20,selected_by_percent_19_20,first_name,second_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,57,83,1526,14.6,3,5,2,6,29,0,0,0,4,0,0,9,328,384.8,193,77,551.8,44,34,317,129,69,125.3,103,59,0.2,Conor,Hourihane
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,59,149,3233,25.3,8,7,4,7,63,0,0,1,8,0,0,19,601,826.6,28,8,1209.2,4,3,837,37,17,287,10,6,14.4,Jack,Grealish
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,52,93,2046,17.9,4,5,0,5,48,0,0,0,3,0,0,0,281,383.2,195,78,482.2,60,44,655,51,27,152,65,37,0.7,Anwar,El Ghazi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,52,84,2312,16.2,3,3,0,6,41,0,0,0,3,0,0,4,321,458.6,148,57,503.3,54,40,499,76,38,145.9,73,43,2.6,John,McGinn
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,264,0,638,265,0,633,265,0,646,266,0,Andre,Green
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,231,0,586,232,0,570,226,0,599,234,0,Birkir,Bjarnason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,42,25,534,6,0,1,0,1,7,0,0,0,0,0,0,0,43,27.8,444,185,71.7,310,164,212,187,101,29.9,359,156,0.3,Keinan,Davis
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,44,12,190,2.7,0,0,0,0,6,0,0,0,0,0,0,0,37,13.4,462,193,27.2,390,187,13,408,188,5.5,449,191,0.3,Henri,Lansbury
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,57,17,329,3,0,1,0,2,5,0,0,0,0,0,0,0,48,47,425,176,56.9,335,171,73,318,156,17.3,401,173,0.2,José Ignacio,Peleteiro Romallo
90,1,51,149,3150,29.2,0,0,4,10,48,0,1,0,1,0,142,21,741,1001.6,30.3,0,103.2,18.6,90,1,47,8,305,1.7,0,0,0,0,4,0,0,0,0,0,8,0,48,53.4,0,0,5.3,1.7,90,1,48,58,1710,12.1,0,0,0,4,27,0,0,0,3,0,63,4,323,442.8,20.1,4,46.6,0.5,7,1,43,59,1794,13.7,0,0,1,4,35,1,0,0,0,0,67,3,346,507.4,129,18,0.3,478,12,0,534,42,50.7,303,19,2.1,Tom,Heaton
13,3,53,69,2466,13,1,1,0,8,44,0,0,0,6,0,0,3,384,401.8,307.1,213,92,3.6,8,3,47,24,520,5.1,1,0,1,1,7,0,0,0,0,0,0,1,117,116.4,88.1,54,25.7,0.2,8,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7,3,44,6,317,1.4,0,0,0,0,11,0,0,0,1,0,0,0,32,18.6,452,188,21.2,402,191,8,422,195,4.7,453,192,0.5,Daniel,Drinkwater
20,2,41,12,373,2.9,0,0,0,1,4,0,0,0,0,0,0,0,80,64.6,87.9,12,16.5,0.2,20,2,43,2,166,0.5,0,0,0,0,6,0,0,0,0,0,0,0,35,42.2,38.6,0,8.1,0.1,20,2,42,36,1185,8.6,1,3,0,0,25,0,0,0,2,0,0,3,229,314.2,366.8,181,86.2,0.1,7,2,43,80,2291,18.6,1,3,1,5,40,0,0,0,4,0,0,10,433,503.8,131,48,432.9,83,16,130,248,65,106.9,136,33,1.1,Matt,Targett
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,54,67,1782,12.4,5,1,1,6,31,0,0,1,3,0,0,7,180,296.2,244,30,169.8,222,33,632,54,25,108.3,130,30,0.8,Wesley,Moraes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,43,1,7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,577,66,0,563,50,0,541,45,0,579,66,0.1,Jed,Steer
91,2,45,4,506,0.9,0,0,0,0,16,2,0,0,0,0,0,2,89,125.4,18.3,45,18.9,0,91,2,42,3,201,0.7,0,0,0,0,5,0,0,0,1,0,0,0,40,46.6,14.8,10,7.2,0.2,91,2,42,5,141,1.2,0,0,0,0,4,0,0,0,0,0,0,0,41,49,16.3,2,6.8,0.1,7,2,44,90,2902,20.5,2,2,1,6,53,0,0,0,7,0,0,9,537,758,35,9,87.3,288,87,119,262,72,96.6,161,42,3.3,Tyrone,Mings
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,43,65,2038,15.1,1,2,1,5,39,0,0,0,3,0,0,4,335,400.6,185,67,151.8,238,63,173,221,52,72.8,221,63,0.2,Ezri,Konsa Ngoyo
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,43,42,1446,9.8,1,0,1,3,32,0,0,0,1,0,0,4,252,329.6,226,88,31.9,373,133,81,304,97,44.5,319,109,0.4,Bjorn,Engels
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,43,62,2038,14.4,0,2,1,6,36,0,0,0,7,0,0,4,342,451.2,154,56,241.5,171,40,77,311,103,77.2,206,56,0.4,Frédéric,Guilbert
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,52,98,1936,18.8,6,2,2,6,29,0,0,0,2,1,0,7,270,422.4,176,67,303.7,136,84,741,45,22,145.7,74,44,1.8,Mahmoud Ahmed,Ibrahim Hassan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,43,90,2604,20.9,3,2,0,8,51,0,0,0,8,0,0,5,411,508.6,128,47,293.2,144,90,377,101,51,118,114,65,3.7,Douglas Luiz,Soares de Paulo
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,61,0,547,42,0,521,36,0,566,61,0.1,Lovre,Kalinic
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,44,43,1826,9.8,0,0,0,1,37,0,0,0,5,0,0,0,273,292.2,247,101,162.9,228,135,24,384,182,47.9,312,141,0.6,Marvelous,Nakamba
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,45,4,47,0.9,0,0,0,0,1,0,0,0,0,0,0,0,8,1.2,500,213,1.6,462,207,7,427,199,0.9,496,211,0,Indiana,Vassilev
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,42,41,1080,9.8,0,0,2,2,20,0,1,0,1,0,33,4,203,289.4,248,22,10,428,8,0,505,25,30,358,22,1.1,José,Reina
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,51,29,940,5.7,1,0,0,4,18,0,0,0,1,0,0,2,74,67.6,408,53,131.5,249,39,245,166,45,44.2,321,47,0.2,Mbwana,Samatta
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,53,2,16,0.4,0,0,0,0,2,0,0,0,0,0,0,0,5,0.2,505,74,1.7,459,70,2,448,72,0.4,502,73,0,Borja,González Tomás
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,258,0,625,259,0,614,255,0,638,260,0,Kaine,Hayden
91,2,48,112,3420,23.3,2,0,1,10,67,1,0,0,5,0,0,17,777,1123,66.2,391,158.2,3.2,91,2,46,83,2764,18,2,1,2,5,53,1,0,0,5,0,0,9,495,870,65.6,271,120.6,1.1,91,2,43,85,2786,19.8,1,1,1,9,56,1,0,0,3,0,0,6,549,731,143.3,292,116.5,4.2,91,2,50,52,2427,10.4,1,0,2,3,48,0,0,0,6,1,0,5,362,557.2,96,37,51.5,347,119,159,230,57,77.2,207,57,0.2,Steve,Cook
8,2,39,55,834,14.1,3,1,2,3,20,0,0,0,1,0,0,8,267,373.2,55.5,147,57.5,6.1,91,2,50,102,3352,20.4,2,3,1,6,59,0,0,0,5,0,0,8,642,932.4,115.1,287,133.5,6.1,91,2,51,120,3411,23.5,4,1,1,10,70,0,0,0,3,0,0,8,716,1002,125.9,440,156.8,6.1,91,2,48,79,2503,16.5,2,2,1,4,46,0,0,0,2,0,0,6,499,691.2,56,20,92.7,285,86,326,123,17,111,125,28,6,Nathan,Aké
91,2,52,134,3060,25.8,4,3,5,10,53,0,0,0,1,0,0,14,692,698.2,528.3,302,152.9,9.9,91,2,47,94,3001,20,1,3,0,6,50,0,0,0,0,0,0,4,587,582.2,479.7,196,125.9,6.6,91,2,41,44,1583,10.7,1,0,1,4,34,0,0,0,4,0,0,1,278,289.8,215.4,156,66.2,3.2,91,2,42,3,126,0.7,0,0,0,0,2,0,0,0,0,0,0,0,18,22.4,448,168,29.6,381,137,0,517,203,5.2,450,164,0.1,Charlie,Daniels
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,45,27,848,6,0,1,0,2,17,0,0,0,1,0,0,0,158,177.2,24.1,22,22.5,0.1,91,2,43,27,911,6.3,1,0,1,1,19,0,0,0,1,0,0,2,165,276.8,258,101,20.8,404,150,138,244,63,43.7,325,111,0.6,Chris,Mepham
91,2,45,89,2938,19.8,0,1,1,10,54,0,0,0,4,1,0,7,639,748.2,291.2,130,117.3,1.4,91,2,43,56,2708,13,0,1,0,4,47,0,0,0,8,1,0,3,491,726.8,418.4,163,131,1.3,91,2,43,40,1227,9.3,0,2,0,4,24,0,0,0,1,0,0,0,244,332.4,173.3,39,54.4,0.2,91,2,43,16,964,3.7,0,0,0,1,21,0,0,0,3,1,0,1,161,263.8,270,108,64.4,322,105,72,319,108,40.2,331,116,0,Simon,Francis
91,2,46,104,3101,22.6,1,5,1,8,61,1,0,0,6,0,0,12,645,566.6,509.8,242,132.1,7,91,2,48,56,2067,11.7,1,3,0,2,38,0,0,0,6,0,0,3,376,455,345.5,144,94.5,0.4,91,2,43,70,2067,16.3,1,1,0,8,33,0,0,0,5,1,0,1,383,374,199.8,110,68.5,0.4,91,2,43,49,2055,11.4,0,1,1,4,40,0,0,0,7,0,0,3,309,309.6,235,91,183,214,51,97,286,86,58.8,273,86,0.4,Adam,Smith
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,44,11,638,2.5,0,0,0,1,15,0,0,0,2,0,0,0,85,73.4,404,155,28.4,385,140,20,392,143,12.2,416,154,0.1,Lloyd,Kelly
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,41,8,606,2,0,0,0,0,19,0,0,0,1,0,0,0,89,107.4,171.6,36,31.4,0,91,2,42,84,2333,20,0,5,2,6,38,0,0,0,6,0,0,10,463,596.6,81,30,558.9,41,5,96,288,88,125.5,101,18,7.3,Diego,Rico
,,,,,,,,,,,,,,,,,,,,,,,,91,2,40,1,71,0.3,0,0,0,0,2,0,0,0,0,0,0,0,10,6.2,0,0,0.6,0.2,91,2,39,10,401,2.6,0,0,0,1,9,1,0,0,0,0,0,0,73,85.4,2,21,11,6.1,91,2,39,4,238,1,0,0,0,0,6,0,0,0,0,0,0,0,33,33.6,437,165,12.7,418,157,18,397,146,6.4,443,163,7.8,Jack,Simpson
91,4,60,63,1361,10.5,6,1,0,6,25,0,0,0,0,0,0,2,170,229,125.7,487,82.2,1.1,91,4,56,102,1981,18.2,8,2,3,6,33,0,0,0,0,0,0,13,282,392.2,288.4,799,147.5,4.5,91,4,69,168,2528,24.3,14,12,7,9,47,0,0,1,3,0,0,22,525,737.8,388.4,1137,225,20.3,91,4,74,116,2906,15.7,8,6,1,4,53,0,0,0,9,0,0,8,321,397.4,187,25,391.1,102,13,848,36,20,162.6,57,21,4.2,Callum,Wilson
91,3,62,178,2714,28.7,16,3,3,9,54,0,0,1,1,0,0,17,553,835.2,474.6,1007,231.6,19.3,91,4,70,110,2450,15.7,8,4,0,7,38,0,0,0,3,0,0,10,381,577,556.7,902,203.7,1.9,91,4,64,141,2963,22,12,3,4,10,57,0,0,1,3,0,0,20,457,655.4,535.7,1058,223.8,5.1,91,4,61,99,2010,16.2,6,5,2,4,37,0,0,0,0,0,0,11,313,435.8,167,22,412.7,98,12,506,73,35,135.1,86,25,3.3,Joshua,King
8,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,46,38,581,8.3,1,2,0,3,4,0,0,0,0,0,0,2,107,123.8,199.4,350,66.4,1.6,91,4,47,15,340,3.2,0,1,0,0,5,0,0,0,0,0,0,0,45,79,96,154,33,0.4,91,4,51,69,1637,13.5,3,2,1,1,39,0,0,0,1,0,0,3,177,223.2,301,35,202.5,197,29,569,64,30,99.4,156,33,0.4,Dominic,Solanke
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,4,45,2,11,0.4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11.8,23,4,0.1,91,4,43,4,25,0.9,0,0,0,0,2,0,0,0,0,0,0,0,3,3.4,488,69,10.6,424,65,24,383,64,3.4,462,67,0.6,Sam,Surridge
8,1,46,2,180,0.4,0,0,0,0,5,0,0,0,0,0,1,0,17,13.2,0,0,1.3,0.2,91,1,45,112,3420,24.9,0,0,3,6,61,0,1,0,2,0,111,6,631,790.8,20,0,80.8,4.1,91,1,43,63,2160,14.7,0,0,0,5,47,0,0,0,0,0,59,4,363,440.6,0,0,44.2,2.7,91,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,58,0,543,39,0,515,33,0,561,58,0.7,Asmir,Begovic
91,1,45,120,3150,26.7,0,0,2,9,63,0,2,0,2,0,115,7,657,815.4,10,0,82.4,6.2,91,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,91,1,41,46,1080,11.2,0,0,1,4,18,0,0,0,2,0,39,4,218,302,0,0,30.3,8.6,91,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,55,0,538,35,0,510,29,0,557,55,0.2,Artur,Boruc
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,1,40,9,180,2.3,0,0,0,1,5,0,0,0,0,0,9,1,46,68.2,0,0,6.8,0.3,91,1,42,1,90,0.2,0,0,0,0,3,0,0,0,0,0,2,0,9,15.2,460,35,0,556,46,0,531,40,1.5,483,35,0.1,Mark,Travers
91,3,46,100,1764,21.7,3,9,2,7,32,0,0,0,3,0,0,8,345,338.4,536.5,332,120.7,1.2,91,3,51,97,2003,19,5,3,2,2,38,0,0,0,0,0,0,13,390,492.8,646.6,413,155,0.7,91,3,64,181,3165,28.3,7,14,6,9,64,0,0,0,2,0,0,23,751,930.6,1382.4,696,301.2,23.7,91,3,68,73,2061,10.7,1,5,0,4,34,0,0,0,2,0,0,2,305,355.6,206,85,627.1,30,24,440,84,42,141.9,78,46,2.4,Ryan,Fraser
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3,50,123,2263,24.6,7,6,2,9,41,0,0,0,3,0,0,7,414,598,466.7,609,167.5,3.6,91,3,61,21,505,3.4,1,0,0,1,12,0,0,0,1,0,0,1,73,82.2,395,165,100.8,279,154,71,321,157,25.4,374,163,0.1,David,Brooks
91,3,46,107,1467,23.3,7,6,1,4,29,0,0,0,1,0,0,13,372,454.6,406.9,418,128,1.3,91,3,57,75,1285,13.2,5,3,3,2,22,0,0,0,1,0,0,7,285,394.8,377.2,483,125.1,0.3,91,3,60,56,1021,9.3,2,3,0,2,24,0,0,0,1,0,0,3,205,225.2,254.5,340,82,0.1,91,3,58,42,706,7.2,3,1,0,1,17,0,0,0,1,0,0,2,155,179,326,136,185.4,211,130,241,168,96,60.7,269,131,0.1,Junior,Stanislas
91,3,49,36,1055,7.3,0,0,0,3,22,0,0,0,0,0,0,0,133,113,268.3,235,61.5,1.1,91,3,46,85,1988,18.5,2,6,1,4,33,0,0,0,1,0,0,5,289,362,602.7,610,157.3,1,91,3,49,33,789,6.7,1,1,0,1,23,0,0,0,1,0,0,0,105,131.2,174.8,155,46,0.2,91,3,46,2,48,0.4,0,0,0,0,1,0,0,0,0,0,0,0,10,6.8,474,198,5.4,438,199,0,617,256,1.2,488,207,0.1,Jordon,Ibe
91,3,42,17,432,4,0,2,0,1,7,0,0,0,1,0,0,1,81,100.8,89.8,28,21.8,0.8,91,3,43,58,2234,13.5,0,2,0,3,42,0,0,0,5,0,0,0,337,456.4,423.3,126,100.7,1.2,91,3,46,22,719,4.8,0,0,0,3,10,0,0,0,2,0,0,0,91,76,50.4,36,16.5,0.1,91,3,50,40,1340,8,0,1,0,2,30,0,0,0,5,0,0,0,183,187.8,321,135,183.1,213,131,68,323,159,43.8,324,146,0,Lewis,Cook
91,3,46,44,1800,9.6,0,1,0,4,38,0,0,0,1,1,0,0,288,256.8,223.8,90,57,0.1,91,3,43,82,1851,19.1,2,5,1,5,29,0,0,0,2,0,0,9,363,458,261.1,121,84,3.1,91,3,46,36,1438,7.8,0,0,0,4,37,0,0,0,2,0,0,0,206,190.8,163,38,39.2,0.1,91,3,47,6,234,1.3,0,0,0,0,6,0,0,0,1,0,0,0,28,23.6,446,186,25.5,393,188,8,423,196,5.6,448,190,0,Andrew,Surman
91,3,47,49,1366,10.4,2,0,0,4,24,0,0,0,6,0,0,2,254,254,181.7,168,60.5,0.1,91,3,48,59,1941,12.3,2,1,0,1,41,0,0,0,8,0,0,4,254,396.4,262.2,274,93.3,0.1,91,3,47,54,1734,11.5,2,2,0,4,33,0,0,0,8,0,0,0,237,400.6,164.7,217,78.1,0.1,91,3,48,54,1254,11.2,3,1,0,2,23,0,0,0,3,0,0,1,186,316.4,230,93,151.9,237,140,259,159,93,72.6,222,110,0.1,Dan,Gosling
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3,45,75,2505,16.7,2,2,0,9,49,1,0,0,12,0,0,6,410,539.6,245.8,174,96.2,0.3,91,3,48,65,2702,13.5,1,2,0,4,49,0,0,0,11,1,0,2,376,439,162,60,189.4,205,126,169,223,118,79.4,202,105,0.1,Jefferson,Lerma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,43,39,1547,9.1,0,2,0,1,27,0,0,0,2,0,0,4,241,308.8,236,92,147.2,242,66,86,297,94,54.3,286,93,0.1,Jack,Stacey
,,,,,,,,,,,,,,,,,,,,,,,,38,3,44,22,755,5,0,0,0,3,11,0,0,0,3,0,0,0,98,111.4,58.6,26,19.3,0.2,38,3,45,63,2187,14,2,0,0,5,43,0,0,0,7,0,0,4,317,494.6,341,375,121.3,1,91,3,49,68,2526,13.9,1,1,1,5,41,0,0,0,8,0,0,5,347,545.4,107,36,239.8,173,107,342,117,61,112.9,123,69,0.2,Philip,Billing
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3,58,24,625,4.1,0,1,0,2,12,0,0,0,0,0,0,0,60,60.6,413,172,82.6,293,157,139,243,127,27.9,365,159,0,Arnaut,Danjuma Groeneveld
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,1,44,126,3330,28.6,0,1,4,5,62,0,1,0,0,0,128,13,680,973.8,11,4,24,397,3,0,568,54,99.7,154,4,3.2,Aaron,Ramsdale
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3,57,91,1637,16,7,1,2,2,32,0,0,0,2,0,0,7,295,377.4,197,79,242.1,170,106,667,49,25,128.5,100,58,1.5,Harry,Wilson
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,256,0,621,257,0,610,253,0,634,258,0,Christian,Saydee
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,252,0,617,253,0,605,248,0,630,254,0,Gavin,Kilkenny
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,230,0,584,231,0,567,225,0,597,233,0,Mihai-Alexandru,Dobre
,,,,,,,,,,,,,,,,,,,,,,,,36,2,46,100,3292,21.7,0,2,1,10,52,0,0,0,8,0,0,7,614,1027.6,98.9,361,148.9,2.9,36,2,47,115,3087,24.5,5,2,4,7,55,0,0,0,4,1,0,9,582,1024.4,84.1,499,160.9,8.1,36,2,48,44,1232,9.2,1,0,0,3,18,0,0,0,2,0,0,1,227,288,251,97,29.8,380,136,100,283,84,41.8,329,114,0.8,Shane,Duffy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,43,45,2166,10.5,0,1,0,3,41,0,0,0,4,0,0,1,351,437.6,289.2,58,78.6,0.2,36,2,43,62,1892,14.4,0,1,1,6,32,0,0,0,5,0,0,3,313,337.4,220,85,338,123,27,177,217,50,85.5,187,49,0.5,Martín,Montoya
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,42,39,1749,9.3,0,1,0,2,29,0,0,0,4,0,0,0,290,444.2,172.6,83,70,0.1,36,2,43,21,675,4.9,0,0,0,1,17,0,0,0,1,0,0,3,121,154,344,134,72.6,309,99,92,293,92,31.9,353,127,0.1,Bernardo,Fernandes da Silva Junior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,42,15,591,3.6,1,0,1,0,10,0,0,0,2,0,0,0,86,134,1.1,27,16.2,0.1,36,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,215,0,559,215,0,536,209,0,576,215,0,Leon,Balogun
,,,,,,,,,,,,,,,,,,,,,,,,36,2,44,63,2237,14.3,0,0,1,6,36,1,0,0,2,0,0,5,369,346.2,154.6,18,52.1,0.2,36,2,44,48,1805,10.9,0,0,0,5,34,0,0,0,0,0,0,0,254,220,153.3,8,38,0.1,36,2,42,3,57,0.7,0,0,0,0,3,0,0,0,0,0,0,0,15,16,458,173,27.9,388,143,6,428,157,5,451,165,0.1,Gaëtan,Bong
,,,,,,,,,,,,,,,,,,,,,,,,36,2,45,97,3420,21.6,1,1,1,10,54,4,0,0,7,0,0,7,637,1002.8,147.8,425,157.9,2.9,36,2,44,91,3151,20.7,2,1,1,7,56,0,0,0,5,1,0,6,573,805.8,132.9,245,118.7,3.4,36,2,48,128,3230,26.7,3,3,3,9,50,0,0,0,9,0,0,17,674,825.6,29,6,171.8,221,56,469,79,3,146.8,71,9,12.5,Lewis,Dunk
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,216,0,565,216,0,543,210,0,580,216,0,Matthew,Clarke
,,,,,,,,,,,,,,,,,,,,,,,,36,4,59,111,2184,18.8,12,0,2,8,36,0,0,2,9,0,0,16,319,492.4,271.8,779,153.1,5.7,36,4,61,129,2501,21.1,13,1,1,4,45,0,0,0,5,0,0,16,337,478,190,835,148.1,2.8,36,4,54,36,785,6.7,1,1,0,2,10,0,0,0,0,0,0,0,74,74,403,52,57.1,333,51,249,162,44,37.7,336,49,0.7,Glenn,Murray
