team_code_16_17,element_type_16_17,now_cost_16_17,total_points_16_17,minutes_16_17,value_season_16_17,goals_scored_16_17,assists_16_17,dreamteam_count_16_17,clean_sheets_16_17,goals_conceded_16_17,own_goals_16_17,penalties_saved_16_17,penalties_missed_16_17,yellow_cards_16_17,red_cards_16_17,saves_16_17,bonus_16_17,bps_16_17,influence_16_17,creativity_16_17,threat_16_17,ict_index_16_17,selected_by_percent_16_17,team_code_17_18,element_type_17_18,now_cost_17_18,total_points_17_18,minutes_17_18,value_season_17_18,goals_scored_17_18,assists_17_18,dreamteam_count_17_18,clean_sheets_17_18,goals_conceded_17_18,own_goals_17_18,penalties_saved_17_18,penalties_missed_17_18,yellow_cards_17_18,red_cards_17_18,saves_17_18,bonus_17_18,bps_17_18,influence_17_18,creativity_17_18,threat_17_18,ict_index_17_18,selected_by_percent_17_18,team_code_18_19,element_type_18_19,now_cost_18_19,total_points_18_19,minutes_18_19,value_season_18_19,goals_scored_18_19,assists_18_19,dreamteam_count_18_19,clean_sheets_18_19,goals_conceded_18_19,own_goals_18_19,penalties_saved_18_19,penalties_missed_18_19,yellow_cards_18_19,red_cards_18_19,saves_18_19,bonus_18_19,bps_18_19,influence_18_19,creativity_18_19,threat_18_19,ict_index_18_19,selected_by_percent_18_19,team_code_19_20,element_type_19_20,now_cost_19_20,total_points_19_20,minutes_19_20,value_season_19_20,goals_scored_19_20,assists_19_20,dreamteam_count_19_20,clean_sheets_19_20,goals_conceded_19_20,own_goals_19_20,penalties_saved_19_20,penalties_missed_19_20,yellow_cards_19_20,red_cards_19_20,saves_19_20,bonus_19_20,bps_19_20,influence_19_20,influence_rank_19_20,influence_rank_type_19_20,creativity_19_20,creativity_rank_19_20,creativity_rank_type_19_20,threat_19_20,threat_rank_19_20,threat_rank_type_19_20,ict_index_19_20,ict_index_rank_19_20,ict_index_rank_type_19_20,selected_by_percent_19_20,first_name,second_name
,,,,,,,,,,,,,,,,,,,,,,,,36,4,60,16,221,2.7,1,1,0,1,8,0,0,0,0,0,0,2,47,50.4,24.6,89,15.8,0,36,4,53,52,1225,9.8,2,0,1,3,21,0,0,0,1,0,0,6,155,154.4,190.8,356,69.7,0.3,36,4,52,3,85,0.6,0,0,0,1,1,0,0,0,0,0,0,0,5,3.2,491,72,1.3,464,72,30,373,61,3.3,464,68,0.1,Jürgen,Locadia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,50,38,866,7.6,3,0,0,2,14,0,0,0,5,0,0,2,74,147.2,48.6,361,54.9,0.2,36,4,47,5,71,1.1,1,0,0,0,2,0,0,0,0,1,0,1,20,45,429,57,11.3,422,64,21,389,67,7.6,435,59,0.3,Florin,Andone
,,,,,,,,,,,,,,,,,,,,,,,,36,1,46,146,3420,31.7,0,0,3,10,54,0,2,0,0,0,124,13,726,911.6,0,0,91.1,3.4,36,1,44,104,3060,23.6,0,0,0,6,55,0,0,0,2,0,97,11,547,707,0,0,70.9,4.9,36,1,47,135,3420,28.7,0,0,0,9,54,0,0,0,0,0,117,14,754,1000,10,3,0,632,64,0,625,61,100.1,150,3,11.5,Mathew,Ryan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,40,15,360,3.8,0,0,0,1,5,0,0,0,0,0,14,2,76,89.2,0,0,8.9,2.3,36,1,39,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,509,38,0,489,16,0,456,8,0,511,38,18.2,David,Button
,,,,,,,,,,,,,,,,,,,,,,,,36,3,59,164,2928,27.8,7,8,3,10,46,0,0,0,2,0,0,24,635,735.4,1311,527,257.6,15.4,36,3,67,80,1864,11.9,3,3,1,3,31,0,0,1,1,0,0,12,347,456,815.3,344,161.7,1.5,36,3,62,76,1791,12.3,2,5,0,3,32,1,0,0,4,0,0,7,326,388.2,192,76,908.5,12,9,323,126,67,161.6,58,33,0.4,Pascal,Groß
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,67,33,1014,4.9,0,0,0,5,16,0,0,0,2,0,0,0,61,94.4,104,162,35.5,0.6,36,3,58,28,305,4.8,2,1,0,1,4,0,0,0,0,0,0,2,90,90.6,388,163,62.5,327,169,106,272,138,25.9,371,161,0.1,Alireza,Jahanbakhsh
,,,,,,,,,,,,,,,,,,,,,,,,36,3,59,101,1976,17.1,5,5,1,5,32,0,0,0,2,0,0,4,324,385.4,311.3,618,131.3,0.3,36,3,59,31,789,5.3,0,2,0,3,10,0,0,0,1,0,0,0,95,75.4,77.3,147,30,0.1,36,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,274,0,660,275,0,658,275,0,660,275,0,José Heriberto,Izquierdo Mena
,,,,,,,,,,,,,,,,,,,,,,,,36,3,55,88,2415,16,3,1,0,11,29,0,0,0,4,1,0,6,383,404,557.2,530,149.1,0.6,36,3,52,74,1828,14.2,2,6,0,3,41,0,0,0,4,1,0,2,293,389.6,580.8,345,131.4,0.5,36,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,273,0,658,274,0,656,274,0,659,274,0,Anthony,Knockaert
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,46,43,1764,9.3,0,0,0,3,32,0,0,0,5,0,0,0,170,253.4,213,201,66.8,0,36,3,50,39,1253,7.8,1,0,0,4,18,0,0,0,4,0,0,0,207,238.8,285,116,110.6,264,147,101,280,143,45.1,318,143,0,Yves,Bissouma
,,,,,,,,,,,,,,,,,,,,,,,,36,3,53,87,3118,16.4,0,4,0,9,50,0,0,0,2,1,0,1,446,535.8,297.1,255,108.9,0.1,36,3,48,72,2546,15,1,1,0,4,45,0,0,0,2,0,0,3,351,389.2,279.1,121,79.2,0.2,36,3,48,78,2826,16.2,1,2,0,6,46,1,0,0,4,0,0,2,441,522.2,123,44,434.1,81,57,271,150,84,122.5,106,61,0.3,Davy,Pröpper
,,,,,,,,,,,,,,,,,,,,,,,,36,3,48,74,1838,15.4,1,3,0,6,29,0,0,0,3,0,0,3,303,357.4,320.9,316,99.8,0.2,36,3,47,94,2459,20,1,6,1,6,40,0,0,0,1,0,0,5,342,474.6,684.5,405,156.6,0.7,36,3,46,38,1139,8.3,0,1,0,4,15,0,0,0,2,0,0,3,129,189.4,320,134,239.6,174,108,274,147,82,70.4,231,114,0.2,Solomon,March
,,,,,,,,,,,,,,,,,,,,,,,,36,3,44,25,735,5.7,0,0,0,1,14,0,0,0,2,0,0,0,115,111.2,137,48,29.6,0.1,36,3,44,36,935,8.2,1,1,0,4,17,0,0,0,4,0,0,0,136,224,59.3,53,33.6,0.3,36,3,42,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,557,218,0,541,219,0,513,208,0,559,221,0.1,Beram,Kayal
,,,,,,,,,,,,,,,,,,,,,,,,36,3,45,87,3240,19.3,0,3,0,10,50,0,0,0,6,0,0,2,550,625.8,272.5,176,107.7,1.2,36,3,43,65,2484,15.1,1,1,0,5,46,0,0,0,6,1,0,4,404,498.2,249.3,88,83.6,3,36,3,44,63,2525,14.3,0,1,0,6,42,0,0,0,8,0,0,1,406,438.6,163,61,292.8,145,91,90,295,147,82.2,199,102,1.5,Dale,Stephens
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,58,104,2004,17.9,5,5,3,4,34,0,0,0,0,0,0,9,352,411.4,182,72,585.4,38,31,540,67,35,153.2,64,36,0.5,Leandro,Trossard
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,45,86,2879,19.1,0,0,0,9,42,0,0,0,5,0,0,3,480,602.8,76,29,311.9,135,33,128,253,68,104.2,141,35,0.3,Dan,Burn
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,44,88,2668,20,3,1,1,5,44,1,0,0,4,0,0,7,514,696.6,54,19,153.2,235,61,221,182,34,107.3,134,32,0.5,Adam,Webster
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,57,131,2763,23,10,3,1,8,36,0,0,1,3,0,0,21,361,518.6,124,17,369.2,112,17,1519,7,5,240.5,22,8,1.8,Neal,Maupay
,,,,,,,,,,,,,,,,,,,,,,,,38,3,52,113,3066,21.7,4,3,2,10,52,0,0,0,4,0,0,8,576,753.2,848.8,350,195.2,4.7,38,3,50,76,2326,15.2,3,1,1,3,48,0,0,0,4,0,0,5,411,510.8,725.2,359,159.7,1,36,3,47,80,2079,17,2,2,1,6,33,0,0,0,1,1,0,9,337,436.6,165,62,614.9,31,25,291,138,75,134,87,50,0.4,Aaron,Mooy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,42,61,1250,14.5,3,3,7,5,22,0,0,0,0,0,0,5,146,150.6,348,43,91.4,286,45,530,69,32,76,212,36,2.7,Aaron,Connolly
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,199,0,517,200,0,486,191,0,537,199,0.2,Tudor,Baluta
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,44,33,1181,7.5,0,0,0,3,18,0,0,0,1,0,0,0,183,202,310,130,214.1,190,120,205,196,105,62.3,260,123,0.1,Steven,Alzate
,,,,,,,,,,,,,,,,,,,,,,,,36,2,44,20,1313,4.5,0,0,0,0,30,0,0,0,3,0,0,0,183,210,99.2,73,38.2,0.1,36,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,36,2,39,9,357,2.3,0,0,0,0,7,0,0,0,2,0,0,0,40,38.4,431,161,12.7,417,156,65,327,112,11.4,419,155,0.6,Ezequiel,Schelotto
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,41,26,619,6.3,0,1,0,3,8,0,0,0,2,0,0,0,136,91.8,387,149,82.1,294,90,27,376,136,20.2,394,143,1.5,Tariq,Lamptey
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,54,12,348,2.2,0,0,0,0,6,0,0,0,0,0,0,0,35,28.4,442,184,73.8,304,160,66,326,160,16.9,403,174,0,Alexis,Mac Allister
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,200,0,519,201,0,488,192,0,539,200,0,Alex,Cochrane
90,2,44,94,3015,21.4,1,2,0,9,49,2,0,0,5,0,0,6,592,890,93.7,281,126.7,2.2,90,2,49,90,2610,18.4,0,0,1,9,27,0,0,0,5,0,0,6,491,748.6,74.5,349,117.3,7.3,90,2,46,81,3420,17.6,0,2,0,8,68,2,0,0,9,0,0,5,572,885.4,113.8,238,123.9,1.6,90,2,49,110,2880,22.4,1,2,1,13,45,0,0,0,7,0,0,6,549,658.8,59,22,105.8,272,79,362,106,14,112.9,122,27,0.9,Ben,Mee
90,2,40,23,568,5.8,0,0,0,1,11,0,0,0,1,0,0,0,111,146.2,53.4,81,27.5,1.8,90,2,46,101,2790,22,0,1,0,11,30,0,0,0,5,0,0,4,539,822,98.4,253,117.8,5.1,90,2,47,97,3086,20.6,3,2,1,7,63,0,0,0,8,0,0,7,524,1023.2,69.8,450,154.5,4.2,90,2,55,143,3420,26,2,3,3,15,50,0,0,0,10,0,0,14,690,919.8,14,3,167.1,223,57,410,95,10,149.9,68,8,9.3,James,Tarkowski
90,2,45,90,3240,20,0,2,0,9,53,0,0,0,9,0,0,5,631,770.6,491.5,80,134.2,0.8,90,2,44,89,2295,20.2,0,3,0,8,26,0,0,0,1,0,0,4,450,574.6,264.9,46,89,4.9,90,2,46,34,1748,7.4,0,0,0,4,41,0,0,0,7,0,0,1,269,338,158.6,48,54.6,0.2,90,2,42,48,1530,11.4,0,1,0,6,31,0,0,0,2,0,0,1,270,294.2,246,95,181.7,217,54,15,407,150,49.2,307,102,0.3,Matthew,Lowton
110,2,42,27,1168,6.4,0,0,0,3,17,0,0,0,4,1,0,0,174,155,146.7,51,35.4,0.1,90,2,40,33,1125,8.3,0,0,0,4,13,0,0,0,5,0,0,0,193,229.4,117.5,35,38.3,0.3,90,2,42,33,1670,7.9,0,0,0,4,27,1,0,0,9,0,0,0,224,267.8,139.6,66,47.4,0.1,90,2,44,78,1890,17.7,0,2,1,9,19,0,0,0,6,0,0,6,358,350.6,212,80,164,225,58,109,269,78,62.5,258,82,2.1,Phil,Bardsley
,,,,,,,,,,,,,,,,,,,,,,,,90,2,42,23,949,5.5,0,0,0,2,12,0,0,0,3,0,0,0,132,184.2,86.8,4,27.5,0.4,90,2,44,82,3240,18.6,0,1,0,7,64,0,0,0,2,0,0,2,505,649.4,268.5,30,94.9,0.5,90,2,43,84,1944,19.5,0,1,1,10,18,0,0,0,3,0,0,5,375,382.6,196,72,243,168,39,19,395,144,64.7,251,77,2.1,Charlie,Taylor
90,2,40,3,270,0.8,0,0,0,0,6,0,0,0,0,0,0,0,39,56.4,0.2,4,6.1,0.1,90,2,41,57,1440,13.9,1,2,0,4,21,1,0,0,1,0,0,6,282,460,64.8,220,74.5,7.5,90,2,41,16,513,3.9,0,1,0,1,9,0,0,0,0,0,0,0,101,147.8,11.6,8,16.8,0.3,90,2,43,21,562,4.9,0,0,0,2,5,0,0,0,0,0,0,0,93,104.8,380,146,1.3,463,174,24,382,138,13,413,153,0.3,Kevin,Long
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2,48,6,62,1.3,1,0,0,0,3,0,0,0,1,0,0,0,17,42.4,0.4,33,7.6,0.1,90,2,39,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,510,182,0,490,182,0,457,171,0,512,182,2.1,Ben,Gibson
90,4,46,81,1774,17.6,6,3,2,6,27,0,0,0,6,1,0,10,241,328.8,277.1,663,125.5,4.3,90,4,53,92,2150,17.4,9,0,0,5,23,0,0,0,10,0,0,9,290,407.2,274.8,797,145.8,3.2,90,4,56,122,2378,21.8,12,3,1,7,41,1,0,0,8,0,0,13,394,581.2,309.9,1042,192.9,2.1,90,4,61,61,1350,10,6,0,1,8,21,0,0,0,4,0,0,6,161,226.2,297,34,85.1,292,47,474,78,37,75.9,213,37,2.1,Ashley,Barnes
,,,,,,,,,,,,,,,,,,,,,,,,90,4,62,104,1621,16.8,10,1,1,10,11,0,0,0,1,0,0,20,314,442,203.5,692,133.8,1.7,90,4,63,131,2580,20.8,10,3,3,7,49,0,0,0,2,0,0,17,379,475.8,310.3,911,167.9,1.4,90,4,62,136,2436,21.9,14,1,3,11,33,1,0,0,1,0,0,21,384,552.2,101,13,299.6,138,20,1070,24,15,190.8,44,17,2.4,Chris,Wood
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,4,56,21,310,3.8,1,1,0,0,7,0,0,0,1,0,0,0,61,70.4,33.7,114,21.4,0,90,4,51,39,807,7.6,2,1,1,5,7,0,0,0,0,0,0,3,112,144.2,351,44,113.3,263,43,273,149,43,53.3,291,43,0.1,Matej,Vydra
90,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,90,1,50,152,3114,30.4,0,0,3,11,35,0,1,0,3,0,113,19,701,862.4,40,0,90.1,10.1,90,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,90,1,52,170,3420,32.7,0,0,3,15,50,0,1,0,1,0,120,23,789,900,18,6,30.3,376,1,2,447,3,93.1,168,6,23.1,Nick,Pope
43,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,42,59,1710,14,0,1,1,4,39,0,1,0,0,0,54,3,341,382.8,20,0,40.2,5.7,90,1,42,69,1710,16.4,0,0,2,4,41,0,1,0,0,0,77,7,378,594.6,10.1,0,60.3,4.4,90,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,54,0,537,34,0,509,28,0,556,54,1,Joe,Hart
90,3,48,47,999,9.8,1,3,1,3,19,0,0,0,1,0,0,3,187,220,267.3,161,64.8,0.1,90,3,50,117,2831,23.4,2,9,1,10,33,0,0,0,2,0,0,7,467,599,1052,539,219.2,1.9,90,3,55,92,1743,16.7,3,7,1,5,39,0,0,0,2,0,0,6,339,456.2,574.1,380,141.1,1,90,3,59,30,617,5.1,1,1,0,3,7,0,0,0,0,0,0,1,98,118.6,365,152,215.4,188,119,108,270,137,44.1,323,145,0.4,Johann Berg,Gudmundsson
,,,,,,,,,,,,,,,,,,,,,,,,90,4,45,1,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,90,3,44,75,1590,17,3,4,0,5,25,0,0,0,2,0,0,6,305,405.2,442.8,279,112.5,0.8,90,3,60,123,3339,20.5,2,7,1,16,48,0,0,0,5,0,0,6,529,644.2,62,16,931.4,11,8,430,87,44,200.6,40,22,1,Dwight,McNeil
90,3,55,39,719,7.1,1,3,0,1,11,0,0,0,1,0,0,4,143,151.2,253,116,51.6,0.2,90,3,53,56,1277,10.6,1,4,1,6,12,0,0,0,3,0,0,7,216,273.8,477.9,221,97.3,0.4,90,3,54,20,714,3.7,0,1,0,1,17,0,0,0,3,1,0,0,77,102,194.1,85,38.2,0,90,3,55,32,445,5.8,1,2,0,1,10,0,0,0,1,0,0,0,112,118.6,364,151,102.1,274,151,128,254,131,34.9,346,150,0,Robbie,Brady
90,3,56,54,1068,9.6,1,3,0,5,13,0,0,0,1,0,0,6,245,249.2,386.4,96,73.3,0.2,90,3,54,62,1998,11.5,1,1,0,12,17,0,0,0,6,0,0,0,353,353.8,310.8,117,78.4,0.3,90,3,53,10,449,1.9,0,0,0,0,14,0,0,0,0,0,0,0,70,61.4,36.6,0,9.9,0,90,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,275,0,661,276,0,659,276,0,661,276,0,Steven,Defour
90,3,53,76,2691,14.3,2,1,0,9,47,0,0,0,6,1,0,1,286,284.6,234.4,259,77.4,0.1,90,3,54,85,2326,15.7,2,2,0,9,28,0,0,0,1,0,0,1,307,265.6,408.2,335,100.9,0.2,90,3,52,73,2058,14,2,2,1,4,44,0,0,0,4,0,0,3,243,233.8,205.3,269,70.6,0.2,90,3,54,67,1930,12.4,2,2,0,10,30,0,0,0,8,0,0,4,197,269.8,263,107,213.7,191,121,282,142,77,76.5,210,107,0.1,Jeff,Hendrick
90,3,45,13,551,2.9,0,0,0,1,9,0,0,0,3,0,0,0,68,50.8,64.3,2,11.8,0,90,3,43,35,1105,8.1,0,1,0,2,17,0,0,0,2,0,0,1,189,182.4,134.8,90,40.7,0.1,90,3,46,111,2821,24.1,2,8,1,7,55,0,0,0,5,0,0,10,518,623,643.1,253,152.3,3.1,90,3,55,118,3150,21.5,2,7,1,15,39,0,0,0,9,0,0,11,567,596.8,80,25,814.2,16,13,135,245,128,154.7,62,35,0.8,Ashley,Westwood
80,3,46,50,2232,10.9,0,1,0,3,51,2,0,0,7,0,0,0,348,331.2,222,168,71.6,0.1,90,3,45,100,3420,22.2,2,1,1,12,39,0,0,0,7,0,0,6,533,589.6,332.8,265,119,3.6,90,3,46,87,3312,18.9,1,2,0,8,63,0,0,0,6,0,0,0,446,491.4,309.7,240,104.3,0.5,90,3,49,70,2614,14.3,0,0,0,12,41,0,0,0,1,0,0,0,301,313.2,233,95,198.2,199,124,311,130,70,82.4,198,101,0.2,Jack,Cork
11,3,55,22,509,4,0,1,0,2,5,0,0,0,0,0,0,0,104,78,93.4,54,22.3,0.2,90,3,54,65,1906,12,0,4,0,6,30,0,0,0,2,0,0,0,204,232.2,203.2,297,73.3,0.2,90,3,49,41,1214,8.4,1,1,1,3,22,0,0,0,1,0,0,2,133,151.6,121.2,108,38,0.3,90,3,46,15,485,3.3,0,0,0,0,15,0,0,0,4,0,0,0,51,45,428,179,37.8,364,182,12,410,189,9.6,426,182,0.1,Aaron,Lennon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2,43,77,1876,17.9,0,5,2,6,35,0,0,0,2,0,0,10,359,355.4,207,76,273.8,154,36,90,294,93,71.6,226,65,6.7,Erik,Pieters
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,4,57,100,2002,17.5,8,2,1,7,34,0,0,0,1,0,0,9,282,431.4,171,23,135,247,38,827,39,22,137.8,83,24,1,Jay,Rodriguez
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,68,0,570,53,0,549,48,0,585,68,0.1,Bailey,Peacock-Farrell
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,235,0,596,236,0,583,231,0,609,238,0,Mace,Goodridge
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2,39,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,514,184,0,494,184,0,462,174,0,516,184,0.1,Anthony,Driscoll-Glennon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,205,0,526,206,0,495,197,0,546,205,0,Abd-Al-Ali Morakinyo Olaposi,Koiki
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,3,48,21,805,4.4,0,0,0,4,10,0,0,0,2,0,0,0,111,101.2,384,162,58.5,330,170,49,350,169,20.8,392,170,0,Josh,Brownhill
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,201,0,520,202,0,489,193,0,540,201,0,Jimmy,Dunne
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,208,0,531,209,0,500,200,0,551,208,0,Bobby,Thomas
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,4,45,1,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,634,87,0,623,87,0,612,87,0,636,87,0,Max,Thompson
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,51,0,529,30,0,498,22,0,549,51,0,Lukas,Jensen
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,238,0,600,240,0,586,234,0,612,241,0,Josh,Benson
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,84,0,614,85,0,601,84,0,626,84,0,Joel,Mumbongo
8,2,69,177,2693,25.7,6,5,3,15,19,0,0,0,2,0,0,11,675,618.2,420.4,536,157.6,16,8,2,71,165,2855,23.2,7,2,5,13,30,0,0,0,6,0,0,15,650,697.8,549.6,822,207.1,16.2,8,2,62,161,2759,26,2,8,4,14,28,0,0,0,6,0,0,21,702,619,520.1,475,161.7,22.1,8,2,61,100,1429,16.4,4,4,4,7,18,0,0,0,4,0,0,11,395,411.8,181,65,413.4,96,18,420,92,8,124.3,104,20,3.1,Marcos,Alonso
,,,,,,,,,,,,,,,,,,,,,,,,8,2,58,115,2336,19.8,2,1,2,12,22,0,0,0,4,0,0,8,557,546.6,83,217,84.8,3.3,8,2,59,116,2871,19.7,1,2,2,12,35,0,0,0,7,0,0,9,609,566.8,143.6,273,98.5,2.9,8,2,59,63,1710,10.7,2,0,1,5,24,1,0,0,3,0,0,5,351,389.4,191,70,93.3,284,85,194,201,43,67.7,243,74,0.7,Antonio,Rüdiger
8,2,64,170,3420,26.6,1,5,2,16,33,0,0,0,4,0,0,22,872,792.8,422.8,150,136.8,18.1,8,2,69,175,3330,25.4,2,6,4,15,38,1,0,0,1,0,0,25,913,967.4,535.7,168,167.5,21,8,2,64,158,3402,24.7,1,6,2,16,39,0,0,0,4,0,0,11,822,815,525.1,286,163.2,9.6,8,2,61,130,3229,21.3,2,6,4,8,53,0,0,0,1,0,0,16,700,905.2,16,4,708.7,25,4,438,85,6,205.4,35,4,8.8,César,Azpilicueta
,,,,,,,,,,,,,,,,,,,,,,,,8,2,52,14,278,2.7,0,1,0,1,4,0,0,0,0,0,0,0,68,61.8,28.7,48,13.8,0.1,8,2,52,22,660,4.2,0,0,0,2,11,0,0,0,0,0,0,1,130,104.6,113.8,81,30,0.2,8,2,54,19,1022,3.5,0,0,0,1,21,0,0,0,3,0,0,0,181,207.8,308,119,298.7,139,34,225,178,32,73.2,220,62,0.7,Emerson,Palmieri dos Santos
,,,,,,,,,,,,,,,,,,,,,,,,8,2,53,79,2067,14.9,0,0,0,8,23,0,0,0,0,0,0,4,475,466.6,66.5,109,64.3,1.9,8,2,50,22,615,4.4,0,0,0,3,7,0,0,0,1,0,0,0,133,120.6,8.4,6,13.6,0.4,8,2,48,34,1751,7.1,0,0,0,3,33,0,0,0,5,0,0,0,325,353.6,208,77,70.9,311,100,96,289,89,52.1,295,97,0.7,Andreas,Christensen
,,,,,,,,,,,,,,,,,,,,,,,,8,2,59,58,1087,9.8,1,1,0,5,15,0,0,0,0,0,0,1,226,255.2,245.3,329,82.6,0.2,8,2,50,9,125,1.8,0,0,0,1,0,0,0,0,0,0,0,0,30,17.4,14.7,29,6.1,0.1,8,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,212,0,549,212,0,523,206,0,568,212,0.2,Davide,Zappacosta
