team_code_16_17,element_type_16_17,now_cost_16_17,total_points_16_17,minutes_16_17,value_season_16_17,goals_scored_16_17,assists_16_17,dreamteam_count_16_17,clean_sheets_16_17,goals_conceded_16_17,own_goals_16_17,penalties_saved_16_17,penalties_missed_16_17,yellow_cards_16_17,red_cards_16_17,saves_16_17,bonus_16_17,bps_16_17,influence_16_17,creativity_16_17,threat_16_17,ict_index_16_17,selected_by_percent_16_17,minutes_17_18,value_season_17_18,goals_scored_17_18,assists_17_18,dreamteam_count_17_18,clean_sheets_17_18,goals_conceded_17_18,own_goals_17_18,penalties_saved_17_18,penalties_missed_17_18,yellow_cards_17_18,red_cards_17_18,saves_17_18,bonus_17_18,bps_17_18,influence_17_18,creativity_17_18,threat_17_18,ict_index_17_18,selected_by_percent_17_18,first_name,second_name,assists_1_17_18,attempted_passes_1_17_18,big_chances_created_1_17_18,big_chances_missed_1_17_18,bonus_1_17_18,bps_1_17_18,clean_sheets_1_17_18,clearances_blocks_interceptions_1_17_18,completed_passes_1_17_18,creativity_1_17_18,dribbles_1_17_18,errors_leading_to_goal_1_17_18,errors_leading_to_goal_attempt_1_17_18,fouls_1_17_18,goals_conceded_1_17_18,goals_scored_1_17_18,ict_index_1_17_18,influence_1_17_18,key_passes_1_17_18,minutes_1_17_18,offside_1_17_18,open_play_crosses_1_17_18,own_goals_1_17_18,penalties_conceded_1_17_18,penalties_missed_1_17_18,penalties_saved_1_17_18,recoveries_1_17_18,red_cards_1_17_18,saves_1_17_18,selected_1_17_18,tackled_1_17_18,tackles_1_17_18,target_missed_1_17_18,threat_1_17_18,total_points_1_17_18,value_1_17_18,winning_goals_1_17_18,yellow_cards_1_17_18,team_code_17_18,element_type_17_18,total_points_17_18,now_cost_17_18
8.0,1.0,46.0,2.0,180.0,0.4,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,13.2,0.0,0.0,1.3,0.2,3420,24.9,0,0,3,6,61,0,1,0,2,0,111,6,631,790.8,20.0,0,80.8,4.1,Asmir,Begovic,0,23,0,0,0,19,0,1,15,0.0,0,0,0,0,1,0,3.5,34.6,0,90,0,0,0,0,0,0,9,0,5,227589,0,0,0,0.0,3,45,0,0,91,1,112,45
1.0,2.0,40.0,14.0,303.0,3.5,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,32.6,27.7,18.0,7.8,0.3,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0,0.0,1.1,Axel,Tuanzebe,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,66867,0,0,0,0.0,0,40,0,0,1,2,1,40
31.0,3.0,53.0,7.0,142.0,1.3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,21.8,31.6,32.0,8.7,0.0,466,7.5,3,0,0,1,10,0,0,0,0,0,0,1,115,143.2,103.1,227,46.9,0.1,Bakary,Sako,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3408,0,0,0,0.0,0,50,0,0,31,3,36,50
6.0,3.0,91.0,225.0,3036.0,24.7,18.0,11.0,4.0,17.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,679.0,969.6,778.7,1270.0,301.7,32.3,2957,19.4,9,13,3,16,28,0,0,0,7,0,0,12,565,775.2,878.5,934,258.8,13.8,Bamidele,Alli,0,31,0,0,0,25,1,1,24,8.3,0,0,0,4,0,1,9.0,36.6,0,81,0,0,0,0,0,0,5,0,0,1512564,5,2,0,45.0,8,95,1,0,6,3,175,95
91.0,4.0,53.0,88.0,1458.0,16.6,6.0,5.0,1.0,5.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,259.0,350.0,320.7,639.0,130.8,1.2,534,4.2,0,1,0,0,12,0,0,0,0,0,0,0,73,33.8,62.6,219,31.3,0.2,Benik,Afobe,0,6,0,0,0,7,0,1,6,16.2,0,0,0,0,1,0,2.7,5.2,1,63,0,1,0,0,0,0,0,0,0,30511,1,0,0,6.0,2,60,0,0,91,4,24,60
13.0,2.0,43.0,19.0,699.0,4.4,1.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,136.0,137.0,48.4,88.0,27.2,0.2,1848,14.8,0,2,1,6,30,0,0,0,1,1,0,4,381,382.8,332.1,63,78.0,3.1,Benjamin,Chilwell,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,21829,0,0,0,0.0,0,45,0,0,13,2,65,45
43.0,2.0,55.0,84.0,1530.0,14.5,0.0,0.0,1.0,8.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,357.0,387.4,100.8,237.0,99.6,2.2,360,3.2,0,1,0,2,1,0,0,0,2,0,0,1,96,84.2,139.3,48,27.2,0.4,Benjamin,Mendy,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,20568,0,0,0,0.0,0,65,0,0,43,2,20,65
6.0,2.0,50.0,90.0,1739.0,18.0,1.0,3.0,0.0,8.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,443.0,452.0,449.6,156.0,105.8,5.2,2323,24.7,2,7,4,12,20,0,0,0,3,0,0,14,615,610.0,698.8,201,151.0,21.9,Ben,Davies,0,75,0,0,3,36,1,4,68,30.1,0,0,0,2,0,1,9.5,47.6,2,90,0,0,0,0,0,0,5,0,0,134281,2,1,0,17.0,14,55,0,1,6,2,143,55
35.0,1.0,47.0,113.0,3420.0,24.0,0.0,0.0,2.0,6.0,51.0,0.0,0.0,0.0,2.0,0.0,115.0,4.0,629.0,767.0,20.3,5.0,79.5,12.6,3330,28.6,0,0,1,10,55,0,0,0,2,0,99,11,635,716.8,20.0,0,73.8,9.4,Ben,Foster,0,20,0,0,1,25,1,0,6,0.0,0,0,0,0,0,0,1.5,14.6,0,90,0,0,0,0,0,0,10,0,2,604214,0,0,0,0.0,7,45,0,0,35,1,123,45
13.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274,2.1,0,0,0,1,7,0,0,0,0,0,6,0,54,51.8,0.0,0,5.1,0.1,Ben,Hamer,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2368,0,0,0,0.0,0,45,0,0,13,1,9,45
90.0,2.0,44.0,94.0,3015.0,21.4,1.0,2.0,0.0,9.0,49.0,2.0,0.0,0.0,5.0,0.0,0.0,6.0,592.0,890.0,93.7,281.0,126.7,2.2,2610,18.4,0,0,1,9,27,0,0,0,5,0,0,6,491,748.6,74.5,349,117.3,7.3,Ben,Mee,0,34,0,0,0,10,0,9,27,0.2,0,0,0,1,2,0,6.7,31.2,0,90,0,0,0,0,0,0,2,0,0,470160,0,1,0,36.0,0,45,0,1,90,2,90,45
57.0,3.0,42.0,1.0,54.0,0.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,5.6,1.3,0.0,0.6,0.6,455,2.8,0,0,0,0,12,0,0,0,1,0,0,0,61,74.2,46.1,10,13.1,0.1,Ben,Watson,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5647,0,0,0,0.0,0,45,0,0,57,3,12,45
14.0,3.0,43.0,5.0,86.0,1.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.4,12.6,34.0,5.4,0.0,6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4,2.3,2,0.5,0.3,Ben,Woodburn,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,9101,0,0,0,0.0,0,45,0,0,14,3,1,45
36.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735,5.7,0,0,0,1,14,0,0,0,2,0,0,0,115,111.2,137.0,48,29.6,0.1,Beram,Kayal,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3747,0,0,0,0.0,0,45,0,0,36,3,25,45
43.0,3.0,72.0,73.0,1348.0,8.4,4.0,1.0,1.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,279.0,325.8,399.1,427.0,126.2,2.1,1514,15.6,6,5,2,9,10,0,0,0,0,0,0,8,440,475.6,508.7,464,144.4,1.4,Bernardo Mota,Veiga de Carvalho e Silva,0,14,0,0,0,3,0,0,12,3.3,0,0,0,0,0,0,0.4,0.4,0,7,0,0,0,0,0,0,0,0,0,91243,0,0,0,0.0,1,80,0,0,43,3,112,80
35.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,90,0.3,0,0,0,0,1,0,0,0,1,0,2,0,7,12.2,0.0,0,1.2,3.1,Boaz,Myhill,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,186295,0,0,0,0.0,0,40,0,0,35,1,1,40
110.0,3.0,43.0,16.0,289.0,3.2,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,55.8,15.5,54.0,22.3,0.0,71,0.4,0,0,0,0,1,0,0,0,0,0,0,0,5,0.0,13.3,6,1.9,0.0,Bojan,Krkic Perez,0,23,0,0,0,5,0,0,20,13.3,1,0,0,1,1,0,1.9,0.0,1,71,0,0,0,0,0,0,5,0,0,4169,2,0,1,6.0,2,55,0,0,110,3,2,55
91.0,2.0,39.0,4.0,269.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,28.6,30.3,27.0,8.6,2.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,3.2,Bradley,Smith,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,168690,0,0,0,0.0,0,40,0,0,91,2,0,40
43.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,1.1,0,0,0,0,1,0,0,0,0,0,0,0,14,6.8,5.6,53,6.6,0.0,Brahim,Diaz,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2913,0,0,0,0.0,0,50,0,0,43,3,5,50
57.0,2.0,39.0,1.0,113.0,0.3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.4,0.8,0.0,1.2,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.1,Brandon,Mason,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,64421,0,0,0,0.0,0,40,0,0,57,2,0,40
36.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,18.7,0,0,0,10,23,0,0,0,3,0,0,8,423,360.4,174.1,35,57.2,0.8,Bruno,Saltor Grau,0,24,0,0,0,14,0,7,18,0.3,1,0,0,0,2,0,2.1,20.2,0,90,0,0,0,0,0,0,8,0,0,11889,0,1,0,0.0,1,45,0,0,36,2,84,45
91.0,4.0,60.0,63.0,1361.0,10.5,6.0,1.0,0.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,170.0,229.0,125.7,487.0,82.2,1.1,1981,18.2,8,2,3,6,33,0,0,0,0,0,0,13,282,392.2,288.4,799,147.5,4.5,Callum,Wilson,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1729,0,0,0,0.0,0,60,0,0,91,4,102,60
25.0,2.0,43.0,83.0,2250.0,19.3,2.0,1.0,0.0,7.0,37.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,499.0,692.2,107.0,80.0,88.0,3.4,864,4.9,0,0,0,2,14,0,0,0,1,0,0,0,171,227.8,40.0,134,40.2,0.4,Calum,Chambers,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,20295,0,0,0,0.0,0,50,0,0,3,2,23,50
6.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Cameron,Carter-Vickers,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,45,0,0,6,2,0,45
3.0,2.0,48.0,2.0,82.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.4,2.0,0.0,2.1,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.2,Carl,Jenkinson,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,14005,0,0,0,0.0,0,45,0,0,3,2,0,45
4.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,670,5.1,0,0,1,1,11,0,0,0,0,0,0,3,133,158.2,67.1,6,23.2,10.1,Chancel,Mbemba,0,14,0,0,0,9,0,6,13,0.4,0,0,0,0,2,0,2.2,21.6,0,56,0,0,0,0,0,0,4,0,0,98023,0,1,0,0.0,0,40,0,0,4,2,20,40
110.0,3.0,46.0,59.0,1491.0,12.8,1.0,4.0,1.0,6.0,23.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,218.0,263.4,477.6,328.0,106.7,0.3,405,2.1,0,0,0,2,9,0,0,1,2,1,0,0,57,73.2,114.4,84,27.1,0.1,Charlie,Adam,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5541,0,0,0,0.0,0,50,0,0,110,3,10,50
20.0,4.0,63.0,62.0,934.0,9.8,6.0,1.0,1.0,6.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,218.0,274.2,134.3,573.0,97.9,1.8,1024,12.4,7,1,1,4,15,0,0,0,2,0,0,9,215,302.8,89.4,689,107.7,1.4,Charlie,Austin,0,7,0,0,0,2,0,0,5,0.3,0,0,0,0,0,0,0.7,0.0,0,21,0,0,0,0,0,0,1,0,0,56567,0,0,1,8.0,1,65,0,0,20,4,72,65
91.0,2.0,52.0,134.0,3060.0,25.8,4.0,3.0,5.0,10.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,692.0,698.2,528.3,302.0,152.9,9.9,3001,20.0,1,3,0,6,50,0,0,0,0,0,0,4,587,582.2,479.7,196,125.9,6.6,Charlie,Daniels,0,70,0,0,0,13,0,1,57,10.0,0,0,0,0,1,0,4.0,12.2,0,90,0,1,0,0,0,0,6,0,0,852727,0,0,0,18.0,2,50,0,0,91,2,94,50
90.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949,5.5,0,0,0,2,12,0,0,0,3,0,0,0,132,184.2,86.8,4,27.5,0.4,Charlie,Taylor,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,12113,0,0,0,0.0,0,45,0,0,90,2,23,45
8.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1.3,0,1,0,0,0,0,0,0,0,0,0,0,15,20.6,18.5,14,5.0,0.0,Charly,Musonda,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,3084,0,0,0,0.0,1,50,0,0,8,3,6,50
4.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1776,16.3,2,4,1,6,22,0,0,0,1,0,0,5,236,308.8,340.6,480,112.9,1.2,Christian,Atsu,0,13,0,1,0,-4,0,1,9,2.0,2,0,0,0,2,0,4.1,4.6,0,90,1,0,0,0,0,0,3,0,0,108635,8,0,1,34.0,2,50,0,0,4,3,78,50
31.0,4.0,72.0,136.0,3131.0,18.9,15.0,2.0,3.0,7.0,58.0,0.0,0.0,2.0,10.0,0.0,0.0,13.0,382.0,640.2,484.4,1762.0,286.1,9.5,2234,11.2,3,7,0,6,36,0,0,1,6,0,0,5,174,325.2,406.7,845,157.5,2.5,Christian,Benteke,0,19,0,1,0,-2,0,1,10,3.2,0,0,0,1,3,0,3.8,0.0,0,90,0,0,0,0,0,0,0,0,0,420235,2,0,2,35.0,2,80,0,0,31,4,84,80
6.0,3.0,89.0,218.0,3159.0,24.5,8.0,20.0,5.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,798.0,974.6,1679.2,1244.0,389.7,17.9,3218,20.5,11,10,3,17,33,0,0,0,0,0,0,23,826,1072.6,1487.0,1021,358.2,19.4,Christian,Eriksen,2,67,1,0,3,36,1,1,61,50.4,1,0,0,0,0,0,14.9,48.4,3,90,0,1,0,0,0,0,1,0,0,570759,0,0,2,50.0,12,95,0,0,6,3,199,95
13.0,2.0,53.0,104.0,3103.0,19.6,2.0,4.0,1.0,8.0,57.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,679.0,802.0,536.4,152.0,149.4,5.7,1917,12.1,0,1,1,4,35,1,0,0,1,0,0,8,370,396.6,282.2,55,73.5,1.9,Christian,Fuchs,0,29,0,0,0,9,0,5,17,16.0,0,0,0,0,4,0,3.6,19.6,1,90,0,1,0,0,0,0,4,0,0,167677,2,0,0,0.0,0,50,0,0,13,2,57,50
57.0,2.0,48.0,35.0,771.0,7.3,2.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,143.0,200.4,49.1,166.0,41.7,0.0,2329,15.5,2,0,1,6,43,1,0,0,5,0,0,2,407,645.0,52.0,137,83.7,0.5,Christian,Kabasele,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1698,0,0,0,0.0,0,45,0,0,57,2,68,45
38.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3264,22.2,0,2,4,9,53,0,0,0,6,1,0,15,692,928.0,107.1,149,119.1,3.2,Christopher,Schindler,0,13,0,0,0,23,1,4,11,10.3,0,0,0,3,0,0,2.5,12.8,0,90,0,0,0,0,0,0,2,0,0,20491,0,3,0,2.0,6,45,0,0,38,2,102,45
35.0,2.0,48.0,99.0,2477.0,20.6,3.0,4.0,2.0,4.0,37.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,462.0,509.4,674.5,340.0,153.1,2.3,1917,16.2,0,8,0,9,23,0,0,0,5,0,0,6,380,421.8,651.1,155,122.9,0.5,Chris,Brunt,1,27,1,0,2,29,1,2,8,42.3,0,0,0,1,0,0,7.2,29.8,3,90,0,1,0,0,0,0,6,0,0,5228,1,3,0,0.0,8,55,0,0,35,3,81,55
1.0,2.0,58.0,52.0,1217.0,9.0,1.0,1.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,282.0,342.6,36.1,95.0,47.4,1.1,2535,21.6,4,0,2,11,24,0,0,0,4,0,0,9,590,743.8,35.3,230,101.2,11.5,Chris,Smalling,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,65797,0,0,0,0.0,0,55,0,0,1,2,123,55
31.0,3.0,42.0,24.0,471.0,5.7,0.0,1.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,71.2,125.0,44.0,23.9,0.3,131,1.9,0,0,0,0,3,0,0,0,0,0,0,0,23,4.4,32.0,10,4.6,0.3,Chung-yong,Lee,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4623,0,0,0,0.0,0,45,0,0,31,3,8,45
4.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1745,14.9,2,1,1,4,30,0,0,0,3,0,0,6,317,433.6,50.8,190,67.5,1.5,Ciaran,Clark,0,30,0,0,0,12,0,4,19,0.5,0,0,0,1,2,0,3.0,12.4,0,90,0,0,0,0,0,0,4,0,0,29375,0,2,0,17.0,1,45,0,0,4,2,64,45
43.0,1.0,50.0,73.0,1968.0,14.6,0.0,0.0,1.0,6.0,26.0,0.0,1.0,0.0,0.0,0.0,33.0,3.0,366.0,292.2,0.0,0.0,28.9,1.2,224,2.2,0,0,0,1,1,0,0,0,0,0,4,1,42,45.2,0.0,0,4.5,0.5,Claudio,Bravo,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,34470,0,0,0,0.0,0,50,0,0,43,1,10,50
35.0,3.0,43.0,54.0,2418.0,12.6,0.0,0.0,0.0,4.0,36.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,366.0,346.0,108.5,33.0,49.0,0.2,898,5.3,0,0,0,3,17,0,0,0,5,0,0,0,124,142.8,29.1,59,23.2,0.2,Claudio,Yacob,0,17,0,0,0,4,1,8,16,0.9,0,0,0,2,0,0,2.4,8.8,0,90,0,0,0,0,0,0,5,0,0,17803,0,0,2,14.0,2,45,0,1,35,3,23,45
38.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1268,9.8,0,4,0,3,23,0,0,0,4,0,0,0,173,209.0,255.7,283,74.8,4.8,Collin,Quaner,1,5,0,0,0,14,0,1,4,10.6,1,0,0,0,0,0,3.3,20.2,1,18,0,0,0,0,0,0,1,0,0,142160,0,0,0,2.0,4,45,0,0,38,4,44,45
36.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,199,1.5,0,0,0,1,5,0,0,0,1,0,0,0,36,40.4,3.5,55,9.9,2.6,Connor,Goldson,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,35648,0,0,0,0.0,0,40,0,0,36,2,6,40
31.0,4.0,55.0,18.0,412.0,3.3,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,87.6,36.2,132.0,25.0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Connor,Wickham,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1117,0,0,0,0.0,0,55,0,0,31,4,0,55
57.0,1.0,42.0,2.0,83.0,0.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,41.6,0.0,0.0,4.1,0.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.1,Costel,Pantilimon,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,7221,0,0,0,0.0,0,45,0,0,57,1,0,45
57.0,2.0,43.0,31.0,1162.0,7.2,0.0,1.0,1.0,2.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,183.0,225.2,61.7,45.0,33.2,0.2,495,3.2,0,0,0,1,6,0,0,0,1,0,0,0,90,120.0,2.0,23,14.6,0.0,Craig,Cathcart,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1170,0,0,0,0.0,0,45,0,0,57,2,14,45
35.0,2.0,49.0,102.0,3276.0,20.8,4.0,0.0,1.0,6.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,500.0,742.4,317.1,418.0,147.9,2.5,2510,18.1,2,1,1,8,39,0,0,0,6,0,0,4,453,629.6,181.3,298,111.2,1.5,Craig,Dawson,0,20,0,0,0,23,1,11,14,0.0,0,0,0,1,0,0,2.1,21.0,0,90,0,0,0,0,0,0,4,0,0,247072,0,0,0,0.0,6,50,0,0,35,2,87,50
20.0,2.0,43.0,31.0,592.0,7.2,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,140.0,94.2,114.7,20.0,22.7,0.4,1830,13.4,0,2,0,5,30,0,0,0,2,0,0,0,367,468.8,238.8,39,74.9,1.1,Cuco,Martina,0,21,0,0,0,4,0,4,14,19.8,0,0,0,1,0,0,3.9,14.8,1,45,0,2,0,0,0,0,2,0,0,27700,2,1,0,4.0,0,45,0,1,11,2,55,45
1.0,2.0,52.0,98.0,1830.0,18.8,1.0,2.0,2.0,9.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,525.0,534.0,426.6,122.0,108.2,4.7,360,5.5,0,0,0,4,0,0,0,0,0,0,0,1,119,65.8,93.0,15,17.3,0.9,Daley,Blind,0,36,0,0,0,23,1,6,26,25.1,1,0,0,2,0,0,5.3,15.0,1,90,0,1,0,0,0,0,3,0,0,53799,0,0,2,13.0,6,55,0,0,1,2,28,55
36.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3240,19.3,0,3,0,10,50,0,0,0,6,0,0,2,550,625.8,272.5,176,107.7,1.2,Dale,Stephens,0,19,0,0,0,7,0,6,14,0.4,0,0,0,3,2,0,0.6,5.4,0,90,0,0,0,0,0,0,6,0,0,21575,1,0,0,0.0,2,45,0,0,36,3,87,45
