team_code_16_17,element_type_16_17,now_cost_16_17,total_points_16_17,minutes_16_17,value_season_16_17,goals_scored_16_17,assists_16_17,dreamteam_count_16_17,clean_sheets_16_17,goals_conceded_16_17,own_goals_16_17,penalties_saved_16_17,penalties_missed_16_17,yellow_cards_16_17,red_cards_16_17,saves_16_17,bonus_16_17,bps_16_17,influence_16_17,creativity_16_17,threat_16_17,ict_index_16_17,selected_by_percent_16_17,minutes_17_18,value_season_17_18,goals_scored_17_18,assists_17_18,dreamteam_count_17_18,clean_sheets_17_18,goals_conceded_17_18,own_goals_17_18,penalties_saved_17_18,penalties_missed_17_18,yellow_cards_17_18,red_cards_17_18,saves_17_18,bonus_17_18,bps_17_18,influence_17_18,creativity_17_18,threat_17_18,ict_index_17_18,selected_by_percent_17_18,first_name,second_name,assists_1_17_18,attempted_passes_1_17_18,big_chances_created_1_17_18,big_chances_missed_1_17_18,bonus_1_17_18,bps_1_17_18,clean_sheets_1_17_18,clearances_blocks_interceptions_1_17_18,completed_passes_1_17_18,creativity_1_17_18,dribbles_1_17_18,errors_leading_to_goal_1_17_18,errors_leading_to_goal_attempt_1_17_18,fouls_1_17_18,goals_conceded_1_17_18,goals_scored_1_17_18,ict_index_1_17_18,influence_1_17_18,key_passes_1_17_18,minutes_1_17_18,offside_1_17_18,open_play_crosses_1_17_18,own_goals_1_17_18,penalties_conceded_1_17_18,penalties_missed_1_17_18,penalties_saved_1_17_18,recoveries_1_17_18,red_cards_1_17_18,saves_1_17_18,selected_1_17_18,tackled_1_17_18,tackles_1_17_18,target_missed_1_17_18,threat_1_17_18,total_points_1_17_18,value_1_17_18,winning_goals_1_17_18,yellow_cards_1_17_18,team_code_17_18,element_type_17_18,total_points_17_18,now_cost_17_18
3.0,1.0,39.0,8.0,180.0,2.1,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,35.0,30.6,0.0,0.0,3.1,0.6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.6,Damian Emiliano,Martinez,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,43837,0,0,0,0.0,0,40,0,0,3,1,0,40
31.0,2.0,48.0,51.0,2014.0,10.6,0.0,2.0,1.0,3.0,39.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,344.0,496.6,79.6,67.0,64.1,0.5,95,0.2,0,0,0,0,5,0,0,0,0,0,0,0,19,40.0,0.3,0,4.0,0.2,Damien,Delaney,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,26732,0,0,0,0.0,0,45,0,0,31,2,1,45
13.0,3.0,43.0,53.0,1673.0,12.3,1.0,1.0,1.0,4.0,35.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,262.0,254.4,204.0,109.0,57.0,0.2,486,3.0,0,0,0,3,7,0,0,0,0,1,0,0,53,81.2,10.3,0,9.2,0.2,Daniel,Amartey,0,7,0,0,0,2,0,1,5,0.3,0,0,0,1,2,0,0.6,5.4,0,18,0,0,0,0,0,0,1,0,0,10847,0,0,0,0.0,1,45,0,0,13,3,13,45
13.0,3.0,53.0,69.0,2466.0,13.0,1.0,1.0,0.0,8.0,44.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,384.0,401.8,307.1,213.0,92.0,3.6,520,5.1,1,0,1,1,7,0,0,0,0,0,0,1,117,116.4,88.1,54,25.7,0.2,Daniel,Drinkwater,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,13593,0,0,0,0.0,0,50,0,0,8,3,24,50
14.0,4.0,97.0,54.0,775.0,5.6,3.0,5.0,0.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,180.0,202.8,207.4,492.0,89.7,1.9,541,4.1,2,1,0,3,8,0,0,0,0,0,0,0,131,136.2,205.3,304,64.5,0.6,Daniel,Sturridge,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,30609,0,0,0,0.0,0,80,0,0,35,4,32,80
43.0,2.0,46.0,15.0,250.0,2.8,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,60.6,13.5,4.0,7.8,0.3,1340,20.0,3,2,2,9,11,0,0,0,2,0,0,8,398,376.0,158.1,176,71.1,2.8,Danilo Luiz,da Silva,0,38,0,0,0,22,1,1,34,6.3,0,0,0,0,0,0,1.3,1.8,0,67,0,0,0,0,0,0,4,0,0,168249,2,1,1,5.0,6,55,0,0,43,2,100,55
14.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,262,3.3,1,1,0,3,0,0,0,0,0,0,0,0,53,57.8,42.0,143,24.0,0.2,Danny,Ings,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2970,0,0,0,0.0,0,55,0,0,14,4,18,55
6.0,2.0,58.0,84.0,1530.0,14.5,2.0,3.0,2.0,8.0,11.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,357.0,387.4,371.5,237.0,99.6,4.3,800,3.8,0,2,0,2,14,0,0,0,4,0,0,0,136,159.4,181.6,117,45.9,0.3,Danny,Rose,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,19698,0,0,0,0.0,0,65,0,0,6,2,24,65
13.0,2.0,49.0,85.0,2988.0,17.3,0.0,3.0,1.0,9.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,529.0,531.2,199.0,50.0,77.9,2.1,2306,12.8,0,0,0,5,41,0,0,0,4,0,0,0,342,444.2,121.2,42,60.7,2.2,Danny,Simpson,0,28,0,0,0,10,0,5,16,0.9,1,0,0,0,4,0,1.5,14.0,0,90,0,0,0,0,0,0,7,0,0,230727,1,0,0,0.0,0,45,0,0,13,2,55,45
3.0,4.0,73.0,37.0,748.0,5.1,2.0,2.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,144.8,89.9,321.0,55.5,0.8,1178,9.6,5,2,2,4,21,0,0,0,1,0,0,6,249,309.8,212.8,435,96.0,1.2,Danny,Welbeck,0,21,1,1,0,31,0,2,16,29.0,2,0,0,1,3,1,12.9,43.0,2,74,1,0,0,0,0,0,2,0,0,38464,4,1,0,57.0,6,75,0,0,3,4,70,75
38.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115,5.8,0,0,0,0,22,0,0,0,2,0,0,0,134,131.4,83.0,56,27.0,0.0,Danny,Williams,0,11,0,0,0,4,0,1,8,0.8,0,0,0,1,0,0,0.7,6.4,0,33,0,0,0,0,0,0,0,0,0,3293,0,1,0,0.0,1,50,0,0,38,3,28,50
91.0,3.0,47.0,49.0,1366.0,10.4,2.0,0.0,0.0,4.0,24.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,254.0,254.0,181.7,168.0,60.5,0.1,1941,12.3,2,1,0,1,41,0,0,0,8,0,0,4,254,396.4,262.2,274,93.3,0.1,Dan,Gosling,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3554,0,0,0,0.0,0,50,0,0,91,3,59,50
35.0,3.0,44.0,103.0,3231.0,23.4,2.0,3.0,1.0,8.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,453.0,393.2,362.3,260.0,101.2,8.1,2217,14.3,1,1,1,4,49,0,0,0,0,0,0,3,337,346.2,359.8,72,77.8,0.4,Darren,Fletcher,0,45,0,0,0,11,0,6,30,3.1,2,0,0,2,1,0,1.5,11.0,0,90,0,0,0,0,0,0,4,0,0,44764,2,2,1,1.0,2,50,0,0,110,3,67,50
21.0,1.0,44.0,69.0,1980.0,15.7,0.0,0.0,1.0,4.0,39.0,0.0,1.0,0.0,1.0,0.0,64.0,5.0,370.0,484.8,0.0,0.0,48.7,1.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Darren,Randolph,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1563,0,0,0,0.0,0,45,0,0,21,1,0,45
57.0,2.0,45.0,50.0,1614.0,11.1,2.0,1.0,0.0,2.0,33.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,261.0,309.4,222.3,254.0,78.8,0.2,1818,12.3,3,1,2,2,37,0,0,0,3,0,0,3,342,445.0,230.6,253,92.9,0.4,Daryl,Janmaat,0,8,0,0,0,4,0,1,6,0.3,0,0,0,1,0,0,0.2,1.4,0,17,0,0,0,0,0,0,2,0,0,13324,0,1,0,0.0,1,50,0,0,57,2,59,50
4.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.7,Daryl,Murphy,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,14918,0,0,0,0.0,0,45,0,0,4,4,0,45
8.0,2.0,62.0,132.0,2954.0,21.3,1.0,1.0,1.0,15.0,26.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,675.0,651.0,158.1,280.0,109.1,5.0,838,5.6,1,2,0,3,13,0,0,0,3,1,0,0,186,210.2,22.3,65,29.6,8.1,David,Luiz Moreira Marinho,0,44,0,0,0,19,0,8,39,1.8,0,0,0,2,3,1,6.4,40.6,0,90,0,0,0,0,0,0,5,0,0,921507,1,0,2,22.0,6,60,0,1,8,2,32,60
3.0,1.0,47.0,2.0,143.0,0.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,28.8,0.0,0.0,2.9,0.2,380,4.0,0,0,0,2,3,0,0,0,0,0,9,1,86,75.8,0.0,0,7.7,0.2,David,Ospina,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,8964,0,0,0,0.0,0,50,0,0,3,1,19,50
43.0,3.0,86.0,130.0,2760.0,15.1,4.0,9.0,1.0,12.0,32.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,621.0,671.2,1388.4,801.0,286.2,2.8,2431,20.6,9,11,6,14,18,0,0,0,5,0,0,26,671,875.8,1118.5,867,286.5,11.5,David,Silva,1,101,1,0,2,30,1,1,94,77.1,1,0,0,1,0,0,11.9,35.8,5,90,1,0,0,0,0,0,2,0,0,167664,0,1,0,6.0,8,80,0,0,43,3,169,80
11.0,3.0,67.0,122.0,1916.0,16.9,5.0,3.0,2.0,7.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,380.0,541.8,280.5,825.0,184.1,4.2,248,1.0,0,0,0,0,6,0,0,0,0,0,0,0,18,23.0,33.7,28,8.3,0.4,Davy,Klaassen,0,21,0,0,0,4,0,0,19,14.1,0,0,0,2,0,0,3.7,6.0,1,59,1,0,0,0,0,0,3,0,0,84202,0,1,0,17.0,1,75,0,0,11,3,7,75
6.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2842,19.6,0,2,2,7,37,1,0,0,5,0,0,5,467,494.4,340.7,63,90.0,1.7,DeAndre,Yedlin,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,17756,0,0,0,0.0,0,45,0,0,4,2,88,45
90.0,3.0,43.0,51.0,1764.0,11.9,1.0,2.0,0.0,5.0,28.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,239.0,244.4,88.7,73.0,40.5,0.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Dean,Marney,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,0.0,0,45,0,0,90,3,0,45
38.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,1.0,0,0,0,0,3,0,0,0,0,0,0,0,16,6.6,1.1,0,0.8,0.1,Dean,Whitehead,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4561,0,0,0,0.0,0,45,0,0,38,3,4,45
21.0,3.0,45.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,0.3,0.0,0.1,0.0,1421,9.3,0,0,0,3,29,0,0,0,1,0,0,0,280,310.4,35.7,29,37.5,0.1,Declan,Rice,0,23,0,0,0,4,0,2,22,1.1,0,0,0,0,2,0,0.5,4.2,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,45,0,0,21,2,41,45
14.0,2.0,49.0,106.0,2553.0,21.6,2.0,1.0,0.0,11.0,31.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,589.0,715.4,119.2,236.0,107.1,5.6,2124,20.8,2,1,3,11,24,0,0,0,4,0,0,10,539,656.4,104.5,242,100.2,1.5,Dejan,Lovren,0,68,0,0,0,17,0,7,56,10.3,0,0,0,0,3,0,5.6,28.8,1,90,0,0,0,0,0,0,3,0,0,80102,0,1,0,17.0,1,55,0,0,14,2,110,55
13.0,3.0,48.0,58.0,1049.0,12.1,1.0,4.0,0.0,4.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,210.0,220.4,268.8,233.0,72.2,0.5,1683,15.1,3,3,0,4,35,0,0,0,2,0,0,2,308,290.6,412.8,461,116.7,0.6,Demarai,Gray,0,3,0,0,0,3,0,0,1,0.3,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,33410,0,0,0,0.0,1,55,0,0,13,3,80,55
21.0,4.0,57.0,12.0,181.0,2.1,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,41.8,19.6,45.0,10.7,0.1,294,4.4,2,1,0,0,11,0,0,0,2,0,0,1,65,77.6,25.1,110,21.2,0.1,Diafra,Sakho,0,6,0,1,0,-2,0,0,4,1.6,0,0,0,0,2,0,0.6,0.0,0,30,0,0,0,0,0,0,0,0,0,2459,1,0,1,6.0,1,55,0,0,21,4,24,55
8.0,4.0,104.0,196.0,3083.0,18.8,20.0,11.0,4.0,14.0,30.0,0.0,0.0,1.0,10.0,0.0,0.0,25.0,657.0,982.6,687.9,1891.0,355.0,32.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.4,Diego,Da Silva Costa,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,70685,0,0,0,0.0,0,100,0,0,8,4,0,100
14.0,4.0,60.0,96.0,1469.0,16.0,7.0,4.0,1.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,297.0,360.0,264.4,551.0,116.1,5.5,9,0.1,0,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0,0.0,0.2,Divock,Origi,0,2,0,0,0,3,0,0,1,0.0,0,0,0,0,1,0,0.0,0.0,0,9,0,0,0,0,0,0,0,0,0,26128,0,0,0,0.0,1,75,0,0,14,4,1,75
11.0,4.0,45.0,17.0,347.0,3.8,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,46.0,53.2,10.0,82.0,14.1,0.1,1871,18.0,4,8,1,6,28,0,0,0,4,0,0,3,255,354.0,322.6,630,130.2,3.5,Dominic,Calvert-Lewin,1,17,1,0,0,18,1,2,14,27.7,0,0,0,1,0,0,9.4,24.8,2,90,1,1,0,0,0,0,4,0,0,17219,2,0,1,41.0,5,50,0,0,11,4,88,50
8.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581,8.3,1,2,0,3,4,0,0,0,0,0,0,2,107,123.8,199.4,350,66.4,1.6,Dominic,Solanke,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,151051,0,0,0,0.0,0,50,0,0,14,4,38,50
20.0,3.0,69.0,108.0,2411.0,15.7,3.0,7.0,1.0,13.0,29.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,376.0,455.4,1144.1,819.0,242.0,2.0,2791,19.7,6,3,2,10,43,0,0,0,4,0,0,10,464,588.6,950.9,656,219.5,3.2,Dusan,Tadic,0,40,0,1,0,12,1,2,28,43.2,3,0,0,1,0,0,10.0,21.8,2,90,0,4,0,0,0,0,7,0,0,138397,2,0,2,35.0,3,65,0,0,20,3,122,65
4.0,4.0,60.0,62.0,934.0,9.8,6.0,1.0,1.0,6.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,218.0,274.2,134.3,573.0,97.9,1.8,1946,15.4,6,3,2,6,31,0,0,0,3,0,0,8,276,352.0,333.6,808,148.7,1.1,Dwight,Gayle,0,11,0,0,0,3,0,0,4,0.3,0,0,0,1,2,0,2.3,1.2,0,75,1,0,0,0,0,0,1,0,0,102404,0,0,1,21.0,2,65,0,0,4,4,94,65
8.0,3.0,105.0,224.0,2985.0,21.3,16.0,9.0,5.0,17.0,29.0,0.0,0.0,1.0,3.0,0.0,0.0,33.0,869.0,1044.6,1306.8,1162.0,351.6,30.6,2417,16.5,12,6,5,12,27,0,0,0,2,0,0,24,699,928.0,1127.3,1115,317.3,6.4,Eden,Hazard,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,59180,0,0,0,0.0,0,105,0,0,8,3,173,105
43.0,1.0,54.0,134.0,3004.0,23.9,0.0,0.0,0.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,623.0,517.6,0.0,0.0,52.0,7.9,3195,27.7,0,0,2,16,26,0,2,0,1,0,58,10,666,546.2,10.0,0,55.6,9.0,Ederson,Santana de Moraes,0,17,0,0,0,24,1,1,13,0.0,0,0,1,0,0,0,1.5,14.8,0,90,0,0,0,0,0,0,9,0,2,163725,0,0,0,0.0,6,55,0,0,43,1,158,55
21.0,3.0,47.0,38.0,1002.0,8.1,0.0,1.0,0.0,3.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,148.0,107.8,109.9,209.0,42.3,0.0,840,6.7,0,2,0,2,20,0,0,0,1,0,0,0,123,110.8,97.3,77,28.6,0.2,Edimilson,Fernandes,0,19,0,0,0,5,0,0,15,11.3,0,0,0,0,2,0,4.3,6.6,1,59,0,0,0,0,0,0,3,0,0,13831,0,0,0,25.0,1,45,0,0,21,3,29,45
8.0,1.0,42.0,2.0,143.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,28.8,0.0,0.0,2.9,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.1,Eduardo,dos Reis Carvalho,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3527,0,0,0,0.0,0,50,0,0,8,1,0,50
88.0,1.0,41.0,86.0,1980.0,21.0,0.0,0.0,3.0,5.0,36.0,0.0,2.0,0.0,0.0,0.0,73.0,7.0,431.0,554.2,0.3,4.0,55.8,21.9,180,1.0,0,0,0,0,6,0,0,0,0,0,8,0,36,67.8,0.0,0,6.8,0.1,Eldin,Jakupovic,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,12408,0,0,0,0.0,0,45,0,0,13,1,4,45
43.0,2.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,617,4.4,0,0,0,2,7,0,0,0,0,0,0,0,118,113.8,19.9,32,16.8,0.1,Eliaquim,Mangala,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,50,0,0,11,2,22,50
38.0,3.0,46.0,40.0,1036.0,6.0,1.0,1.0,0.0,3.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,160.0,168.0,239.3,141.0,54.7,0.1,1327,8.1,1,1,0,6,23,0,0,0,1,0,0,0,151,151.0,152.1,246,54.5,0.1,Elias,Kachunga,0,10,0,0,0,10,1,1,8,1.9,0,0,0,2,0,0,2.2,16.4,0,90,0,0,0,0,0,0,3,0,0,13170,3,4,0,4.0,3,60,0,0,38,3,46,60
14.0,3.0,48.0,104.0,2371.0,21.7,5.0,2.0,2.0,9.0,28.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,436.0,512.2,544.5,500.0,155.3,3.0,2089,18.8,3,6,2,8,29,0,0,0,8,0,0,10,499,546.4,426.4,231,120.6,4.0,Emre,Can,1,41,0,0,0,24,0,2,33,17.4,0,0,0,3,3,0,4.6,27.0,1,90,0,0,0,0,0,0,4,0,0,273154,1,3,0,2.0,5,50,0,0,14,3,92,50
11.0,4.0,52.0,54.0,927.0,10.4,3.0,3.0,0.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,173.0,194.2,117.6,490.0,79.0,1.7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Enner,Valencia,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2427,0,0,0,0.0,0,50,0,0,21,4,0,50
110.0,3.0,43.0,16.0,289.0,3.2,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,55.8,15.5,54.0,22.3,0.0,2241,20.6,5,5,2,5,45,0,0,0,3,0,0,9,341,505.6,327.5,851,168.1,1.9,Eric Maxim,Choupo-Moting,0,9,0,0,0,1,0,0,6,10.9,1,0,0,1,0,0,2.7,6.2,1,18,0,0,0,0,0,0,2,0,0,6855,3,0,0,10.0,1,55,0,0,110,3,107,55
1.0,2.0,55.0,105.0,2058.0,19.1,0.0,0.0,1.0,13.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,542.0,481.2,31.0,98.0,61.2,8.3,1000,9.2,1,0,1,7,6,1,0,0,2,0,0,3,248,222.0,28.4,79,33.0,5.7,Eric,Bailly,0,53,0,0,0,21,1,5,43,0.4,0,0,0,2,0,0,1.3,8.6,0,90,0,0,0,0,0,0,8,0,0,352951,0,0,0,4.0,5,60,0,1,1,2,55,60
6.0,3.0,50.0,93.0,3043.0,18.6,2.0,0.0,1.0,16.0,24.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,505.0,663.6,223.8,315.0,120.7,5.1,2822,18.1,0,2,0,15,30,0,0,0,4,0,0,2,477,604.2,293.4,289,118.6,2.4,Eric,Dier,0,89,0,0,0,13,1,3,80,7.3,1,0,0,0,0,0,3.5,19.4,0,90,0,0,0,0,0,0,5,0,0,177730,0,0,0,8.0,3,50,0,0,6,3,85,50
6.0,3.0,66.0,28.0,595.0,4.2,1.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,93.0,121.8,275.2,225.0,62.2,3.3,826,8.7,2,4,1,4,12,0,0,0,4,0,0,1,186,204.8,283.1,364,84.7,0.1,Erik,Lamela,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2875,0,0,0,0.0,0,65,0,0,6,3,55,65
110.0,2.0,46.0,103.0,3151.0,22.4,0.0,2.0,1.0,10.0,50.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,614.0,583.2,353.8,130.0,107.1,6.7,2717,15.1,0,1,0,7,50,0,0,0,5,0,0,1,456,567.4,247.2,58,87.3,0.4,Erik,Pieters,0,25,0,0,0,14,0,8,16,5.3,0,0,0,2,1,0,2.4,19.0,0,90,2,1,0,0,0,0,3,0,0,48548,0,3,0,0.0,2,50,0,0,110,2,71,50
57.0,3.0,45.0,131.0,3204.0,29.1,7.0,2.0,3.0,7.0,60.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,544.0,577.6,696.8,513.0,178.7,22.9,1537,10.0,1,1,0,4,29,0,0,0,3,0,0,0,262,280.2,165.9,150,59.7,1.4,Etienne,Capoue,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,309813,0,0,0,0.0,0,55,0,0,57,3,48,55
43.0,3.0,47.0,13.0,224.0,2.8,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,68.2,42.3,43.0,15.3,0.1,1740,12.2,1,2,0,6,17,0,0,0,2,0,0,0,398,369.2,263.7,62,69.4,0.5,Fabian,Delph,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,11529,0,0,0,0.0,0,45,0,0,43,3,55,45
43.0,3.0,47.0,18.0,568.0,3.8,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,106.0,115.2,65.7,29.0,21.0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Fernando Francisco,Reges,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5817,0,0,0,0.0,0,45,0,0,43,3,0,45
80.0,4.0,63.0,146.0,2442.0,23.2,15.0,3.0,5.0,5.0,51.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,512.0,639.8,489.6,1086.0,220.3,9.4,224,3.0,1,0,0,1,2,0,0,0,1,0,0,2,70,60.2,66.7,99,22.6,0.2,Fernando,Llorente,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,8380,0,0,0,0.0,0,75,0,0,6,4,22,75
43.0,3.0,53.0,78.0,2755.0,14.7,2.0,1.0,0.0,10.0,27.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,483.0,546.6,575.7,364.0,148.5,1.5,2880,24.0,5,4,2,15,24,0,0,0,7,0,0,9,596,800.2,511.9,411,172.4,4.6,Fernando,Luiz Rosa,1,99,0,0,0,22,1,3,86,29.6,0,0,0,0,0,0,5.8,13.2,1,90,0,0,0,0,0,0,6,0,0,37579,0,0,1,15.0,6,50,0,0,43,3,120,50
