team_code_16_17,element_type_16_17,now_cost_16_17,total_points_16_17,minutes_16_17,value_season_16_17,goals_scored_16_17,assists_16_17,dreamteam_count_16_17,clean_sheets_16_17,goals_conceded_16_17,own_goals_16_17,penalties_saved_16_17,penalties_missed_16_17,yellow_cards_16_17,red_cards_16_17,saves_16_17,bonus_16_17,bps_16_17,influence_16_17,creativity_16_17,threat_16_17,ict_index_16_17,selected_by_percent_16_17,first_name,second_name
14,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joseph,Gomez
14,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,Connor,Randall
91,2,39,4,269,1,0,0,0,0,9,0,0,0,1,0,0,0,35,28.6,30.3,27,8.6,2.5,Bradley,Smith
14,2,42,4,20,1,0,0,0,0,0,0,0,0,0,0,0,0,12,3.6,0.4,0,0.4,0.1,Kevin,Stewart
14,2,54,97,2457,18,1,0,0,9,25,0,0,0,3,0,0,7,557,588.6,143.3,348,108,3.2,Joel,Matip
14,3,44,47,1112,10.7,0,3,0,4,17,0,0,0,4,0,0,2,240,306.4,102.9,99,51.1,0.2,Leiva,Lucas
14,3,62,73,2116,11.8,1,4,0,7,28,0,0,0,8,0,0,9,467,507.4,554.3,93,115.5,1,Jordan,Henderson
110,3,49,118,2930,24.1,6,3,1,10,49,0,0,0,9,0,0,10,525,576.8,539.8,675,179.4,6.4,Joe,Allen
14,3,87,171,2228,19.7,13,8,4,8,27,0,0,0,2,0,0,21,631,860,1081.8,1125,306.5,26,Philippe,Coutinho
14,3,48,104,2371,21.7,5,2,2,9,28,0,0,0,6,0,0,12,436,512.2,544.5,500,155.3,3,Emre,Can
14,3,67,139,2338,20.7,8,7,3,9,32,0,0,0,3,0,0,14,543,679.4,693,825,219.5,9.1,Adam,Lallana
88,3,52,37,1005,7.1,2,0,0,5,15,0,0,0,4,0,0,2,125,142.2,160.3,185,48.5,0.1,Lazar,Markovic
14,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oluwaseyi,Ojo
14,3,63,139,3154,22.1,7,4,3,12,35,0,0,1,5,0,0,16,682,919,937,493,235.2,4.8,James,Milner
14,3,85,180,3062,21.2,11,11,6,11,39,0,0,0,5,0,0,17,639,869.6,1127.3,1569,356.9,8.8,Roberto,Firmino
14,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Cameron,Brannagan
14,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Pedro,Chirivella
14,3,93,156,2242,16.8,13,7,4,8,26,0,0,0,4,0,0,14,502,727,660.7,1074,246,7.8,Sadio,Mané
31,4,72,136,3131,18.9,15,2,3,7,58,0,0,2,10,0,0,13,382,640.2,484.4,1762,286.1,9.5,Christian,Benteke
14,4,97,54,775,5.6,3,5,0,3,7,0,0,0,1,0,0,2,180,202.8,207.4,492,89.7,1.9,Daniel,Sturridge
14,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Mario,Balotelli
14,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Danny,Ings
14,4,60,96,1469,16,7,4,1,7,18,0,0,0,0,0,0,8,297,360,264.4,551,116.1,5.5,Divock,Origi
43,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Joe,Hart
43,1,48,64,1452,13.3,0,0,0,6,13,0,1,0,0,0,31,1,295,266.6,0,0,26.8,3.8,Willy,Caballero
43,2,58,95,2535,16.4,1,1,2,9,27,1,0,0,6,0,0,7,558,639,296.4,223,116,3.1,Aleksandar,Kolarov
43,2,47,45,1065,9.6,1,1,1,2,18,0,0,0,2,0,0,5,230,238.6,167.7,113,52.1,1.2,Pablo,Zabaleta
43,2,60,57,820,9.5,3,0,2,5,6,0,0,0,5,0,0,6,227,249,32.9,123,40.6,3.2,Vincent,Kompany
43,2,52,87,2123,16.7,1,0,2,8,24,0,0,0,2,0,0,9,493,407.4,314.8,38,76.1,1.9,Gaël,Clichy
43,2,53,55,1346,10.4,0,1,1,6,14,0,0,0,2,0,0,3,316,223.2,152.1,53,42.8,1.7,Bacary,Sagna
43,2,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,Eliaquim,Mangala
43,2,59,100,2592,16.9,1,2,2,9,28,0,0,0,9,0,0,10,640,772.4,125.6,276,117.6,3.2,Nicolás,Otamendi
43,3,47,13,224,2.8,1,0,0,0,4,0,0,0,1,0,0,0,62,68.2,42.3,43,15.3,0.1,Fabian,Delph
43,3,75,149,2509,19.9,7,14,2,9,27,0,0,0,7,0,0,11,468,527,688.3,1170,237.7,10.6,Raheem,Sterling
43,3,64,1,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,12.3,41,5.8,0.2,Samir,Nasri
43,3,86,130,2760,15.1,4,9,1,12,32,0,0,0,6,0,0,12,621,671.2,1388.4,801,286.2,2.8,David,Silva
43,3,72,86,1941,11.9,5,0,2,12,17,0,0,0,4,0,0,6,422,474.2,407.7,335,121.8,1,Gnegneri Yaya,Touré
43,3,61,48,1064,7.9,0,3,0,2,17,0,0,0,2,0,0,6,245,161,359.9,163,68.3,0.6,Jesús,Navas
43,3,53,78,2755,14.7,2,1,0,10,27,0,0,0,4,2,0,3,483,546.6,575.7,364,148.5,1.5,Fernando,Luiz Rosa
43,3,47,18,568,3.8,0,0,0,1,10,0,0,0,3,0,0,1,106,115.2,65.7,29,21,0.2,Fernando Francisco,Reges
43,3,105,199,2877,19,6,21,5,11,34,0,0,1,4,0,0,33,825,872.4,1702,790,336.6,10.4,Kevin,De Bruyne
43,3,49,41,704,8.4,3,1,1,3,8,0,0,0,0,0,0,2,196,186.8,209.6,199,59.6,1.3,Ilkay,Gündogan
43,3,84,54,777,6.4,4,3,1,3,7,0,0,0,3,1,0,2,170,210,238.4,411,85.6,1,Manuel,Agudo Durán
43,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oleksandr,Zinchenko
43,4,127,175,2404,13.8,20,5,6,8,30,0,0,1,4,1,0,32,640,871.8,518.2,1853,323.9,17.6,Sergio,Agüero
110,4,69,29,684,4.2,2,0,1,3,12,0,0,0,1,0,0,3,92,103,116.9,271,49,0.6,Wilfried,Bony
43,4,60,52,537,8.7,4,3,1,1,9,0,0,0,0,0,0,6,180,224,193.7,463,87.4,2.3,Kelechi,Iheanacho
1,1,55,136,3150,24.7,0,0,2,14,29,0,0,0,2,0,74,5,575,542.4,10,0,55,33.2,David,de Gea
1,1,47,23,180,4.9,0,0,1,2,0,0,1,0,0,0,10,3,80,77.2,0,0,7.7,0.2,Sergio,Romero
1,2,58,52,1217,9,1,1,0,4,16,0,0,0,0,0,0,1,282,342.6,36.1,95,47.4,1.1,Chris,Smalling
1,2,45,55,1584,12.2,0,0,0,5,14,0,0,0,2,0,0,4,362,437.8,35.2,89,56.3,0.7,Phil,Jones
1,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guillermo,Varela
1,2,52,45,688,8.7,0,3,2,4,6,0,0,0,1,0,0,4,202,139.2,160.5,64,36.5,6.4,Luke,Shaw
1,2,52,77,1663,14.8,1,0,0,8,13,0,0,0,5,0,0,7,394,446.4,71,147,66.5,0.7,Marcos,Rojo
56,2,42,12,353,2.9,0,0,0,1,9,1,0,0,0,0,0,0,58,30.6,51.1,28,10.7,0.2,Patrick,McNair
1,2,58,120,2483,20.7,1,3,2,12,20,0,0,0,5,0,0,9,612,547.2,614.8,243,140.6,12.4,Antonio,Valencia
1,2,50,70,1333,14,0,0,1,9,8,0,0,0,3,0,0,6,319,206,74,13,29.4,1,Matteo,Darmian
1,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cameron,Borthwick-Jackson
1,2,41,9,97,2.2,0,0,0,1,0,0,0,0,0,0,0,0,36,12.8,2.9,8,2.4,0.2,Timothy,Fosu-Mensah
1,2,52,98,1830,18.8,1,2,2,9,17,0,0,0,2,0,0,14,525,534,426.6,122,108.2,4.7,Daley,Blind
1,2,55,105,2058,19.1,0,0,1,13,15,0,0,0,4,0,0,14,542,481.2,31,98,61.2,8.3,Eric,Bailly
1,3,72,102,1614,14.2,6,3,1,10,16,1,0,0,3,0,0,14,457,457.6,747.5,598,179.9,2,Juan,Mata
1,3,58,48,1604,8.3,1,0,0,10,14,0,0,0,8,1,0,0,259,299,281.9,333,90.9,0.3,Marouane,Fellaini
1,3,71,3,24,0.4,0,0,0,0,1,0,0,0,1,0,0,0,6,1.2,1.8,4,0.7,0.2,Memphis,Depay
1,3,42,42,1601,10,0,0,0,5,14,0,0,0,2,0,0,0,297,288,209.3,48,54.5,1.7,Michael,Carrick
1,3,50,26,760,5.2,0,1,0,4,6,0,0,0,2,0,0,1,154,147.4,167,61,37.6,0.1,Ashley,Young
56,3,53,49,1628,9.2,0,3,0,3,38,0,0,0,3,1,0,0,158,226.2,470.8,364,106.4,0.5,Adnan,Januzaj
1,3,62,97,2465,15.6,1,6,1,13,18,0,0,0,5,1,0,11,559,593.2,720.8,276,159.2,2.2,Ander,Herrera
1,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Andreas,Pereira
11,3,45,37,1073,8.2,1,0,1,5,14,0,0,0,2,0,0,1,214,216.2,112.3,90,42,0.4,Morgan,Schneiderlin
1,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Bastian,Schweinsteiger
1,3,56,60,1360,10.7,1,3,1,7,12,0,0,0,3,0,0,3,227,229.4,522.3,439,118,0.8,Jesse,Lingard
1,3,92,95,1553,10.3,4,6,3,9,13,0,0,0,2,0,0,9,302,382.8,399.1,579,136.2,2.5,Anthony,Martial
1,3,87,73,1348,8.4,4,1,1,10,8,0,0,0,1,0,0,3,279,325.8,512.2,427,126.2,2.1,Henrikh,Mkhitaryan
1,4,86,76,1540,8.8,5,5,0,6,16,0,0,0,8,0,0,9,322,394.2,593.8,616,160.2,2.4,Wayne,Rooney
1,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,James,Wilson
1,4,64,76,1712,11.9,5,3,0,7,15,0,0,0,3,0,0,2,287,316.2,411.4,734,145.5,10.6,Marcus,Rashford
1,4,114,163,2438,14.3,17,7,6,11,22,0,0,1,7,0,0,28,540,807.8,775,1694,327.3,22.8,Zlatan,Ibrahimovic
25,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Dimitrios,Konstantopoulos
25,1,45,102,2520,22.7,0,0,3,8,36,0,0,0,1,0,79,10,493,607.6,0.3,2,61,4.3,Víctor,Valdés
25,2,47,31,918,6.6,1,0,0,3,16,0,0,0,3,0,0,0,174,220.8,10.4,166,39.8,0.1,Daniel,Ayala
25,2,42,59,1964,14,0,3,0,4,35,0,0,0,4,0,0,6,371,436,169.1,213,82,1.8,George,Friend
25,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,Dael,Fry
25,2,49,121,3420,24.7,1,1,1,11,53,0,0,0,4,0,0,14,682,818.4,55.7,248,112.2,8.8,Ben,Gibson
25,2,41,10,320,2.4,0,0,0,1,5,0,0,0,0,0,0,0,49,47.6,31.9,38,11.9,0.2,Emilio,Nsue Lopez
25,2,42,35,975,8.3,0,0,0,4,13,0,0,0,2,0,0,3,198,224.8,10,39,27.4,0.1,Bernardo,Espinosa Zúñiga
25,3,54,3,122,0.6,0,0,0,0,2,0,0,0,0,0,0,0,6,8.4,20.5,33,6,0,Albert,Adomah
25,3,48,77,2214,16,1,3,0,7,39,0,0,0,1,0,0,3,364,324.6,566.9,283,117.7,0.4,Stewart,Downing
25,3,43,70,2804,16.3,0,2,0,10,45,0,0,0,10,0,0,0,427,454.6,323.3,71,84.8,0.8,Adam,Clayton
25,3,43,28,710,6.5,1,0,0,3,12,0,0,0,1,0,0,1,125,93.4,139.9,88,31.9,0,Grant,Leadbitter
25,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adam,Reach
25,3,45,77,2695,17.1,0,2,0,9,36,0,0,0,4,0,0,3,401,275.6,511.6,240,102.5,0.4,Adam,Forshaw
25,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Carlos,De Pena
25,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Julien,de Sart
25,3,49,25,438,5.1,0,3,0,1,6,0,0,0,0,0,0,0,91,82.6,121.7,165,37,0.2,Viktor,Fischer
25,3,43,91,2773,21.2,4,1,2,8,44,0,0,0,8,0,0,5,399,370.6,245.8,390,100.1,1.8,Marten,de Roon
25,4,46,4,43,0.9,0,0,0,0,0,0,0,0,0,0,0,0,11,3.4,3.3,2,0.7,0.2,David,Nugent
25,4,54,8,211,1.5,0,0,0,0,2,0,0,0,0,0,0,0,21,21.6,28,104,15.4,0.2,Jordan,Rhodes
25,4,46,54,1355,11.7,4,0,1,4,15,0,0,0,4,0,0,4,203,224,132.4,430,78.3,2.4,Cristhian,Stuani
20,1,50,134,3420,26.8,0,0,1,14,48,0,1,0,3,0,76,4,625,553.6,10,0,56.4,5,Fraser,Forster
20,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paulo,Gazzaniga
20,2,56,123,2507,22,2,5,2,12,36,0,0,0,3,0,0,9,575,517.4,442.4,255,121.5,3.9,Ryan,Bertrand
21,2,53,98,2934,18.5,0,0,1,11,46,0,0,0,4,0,0,10,592,654.4,128,221,100.2,3.2,Jose,Fonte
20,2,45,78,2070,17.3,1,1,1,7,32,0,0,0,2,0,0,8,469,532.6,62.8,277,87.5,5.9,Maya,Yoshida
20,2,41,12,373,2.9,0,0,0,1,4,0,0,0,0,0,0,0,80,64.6,87.9,12,16.5,0.2,Matt,Targett
20,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Florin,Gardos
20,2,49,102,2515,20.8,0,3,1,11,36,0,0,0,7,0,0,11,584,591,648.9,155,139.6,2.7,Cédric,Soares
20,2,43,31,592,7.2,0,0,0,3,6,0,0,0,0,0,0,5,140,94.2,114.7,20,22.7,0.4,Cuco,Martina
20,2,56,75,1852,13.4,1,0,3,7,23,0,0,0,3,1,0,14,435,546.2,81.1,232,86,5.3,Virgil,van Dijk
20,3,59,126,2898,21.4,7,1,1,12,40,0,0,0,2,1,0,13,483,545.6,880.3,1021,243.8,7.4,Nathan,Redmond
20,3,51,77,2643,15.1,0,3,0,10,37,0,0,0,3,0,0,0,450,437.6,573,379,138.9,0.5,Steven,Davis
20,3,50,92,1883,18.4,4,4,1,9,26,0,0,0,4,0,0,5,377,427.4,729.1,448,160.7,1.4,James,Ward-Prowse
20,3,43,3,64,0.7,0,0,0,0,1,0,0,0,0,0,0,0,16,11,1.4,0,1.3,0.1,Harrison,Reed
20,3,69,108,2411,15.7,3,7,1,13,29,0,0,1,4,0,0,4,376,455.4,1144.1,819,242,2,Dusan,Tadic
20,3,46,38,1022,8.3,1,1,1,2,15,0,0,0,3,0,0,3,157,122.4,129.1,94,33.3,0.1,Jordy,Clasie
20,3,44,80,3071,18.2,1,0,0,13,42,0,0,0,11,0,0,4,566,585.6,280.5,240,110.7,0.8,Oriol,Romeu Vidal
20,3,59,73,893,12.4,5,2,1,3,15,0,0,0,0,0,0,8,170,255.2,132.8,507,89.4,0.3,Jay,Rodriguez
20,3,42,38,1300,9,0,0,0,6,16,0,0,0,2,0,0,0,232,222,305,216,74.1,1.6,Pierre-Emile,Højbjerg
20,4,61,57,1262,9.3,3,2,0,2,23,0,0,1,2,0,0,2,159,201.6,231.6,584,100.1,3,Shane,Long
20,4,63,62,934,9.8,6,1,1,6,8,0,0,0,1,0,0,10,218,274.2,134.3,573,97.9,1.8,Charlie,Austin
110,1,42,13,450,3.1,0,0,1,0,14,1,1,0,1,0,18,3,92,144.8,0,0,14.4,0.4,Shay,Given
110,1,45,20,450,4.4,0,0,1,2,8,0,0,0,0,0,17,2,104,121.8,0,0,12.2,0.9,Jack,Butland
110,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Jakob,Haugaard
110,2,49,94,3150,19.2,1,2,2,9,53,2,0,0,6,0,0,6,549,732.2,65.3,395,119.3,1.7,Ryan,Shawcross
35,2,38,0,255,0,0,0,0,0,7,0,0,0,3,0,0,0,29,63,34.5,5,10.3,2.3,Marc,Wilson
110,2,42,58,1629,13.8,0,1,1,6,25,0,0,0,1,0,0,5,340,354.4,165,174,69.6,0.4,Geoff,Cameron
110,2,46,103,3151,22.4,0,2,1,10,50,0,0,0,5,0,0,9,614,583.2,353.8,130,107.1,6.7,Erik,Pieters
110,2,40,34,650,8.5,1,0,1,3,7,0,0,0,2,0,0,3,153,172.4,59.7,50,28.2,0.8,Marc,Muniesa
110,2,42,27,1168,6.4,0,0,0,3,17,0,0,0,4,1,0,0,174,155,146.7,51,35.4,0.1,Phil,Bardsley
110,2,45,1,180,0.2,0,0,0,0,5,0,0,0,1,0,0,0,23,36.4,3.4,10,5,0.2,Philipp,Wollscheid
110,2,47,56,1957,11.9,0,0,0,6,34,0,0,0,1,0,0,3,376,350,176.1,101,62.8,0.1,Glen,Johnson
110,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,Dionatan do Nascimento,Teixeira
110,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stephen,Ireland
110,3,46,59,1491,12.8,1,4,1,6,23,0,0,0,7,0,0,5,218,263.4,477.6,328,106.7,0.3,Charlie,Adam
110,3,42,62,2276,14.8,0,1,0,7,40,1,0,0,5,0,0,3,380,392.6,336.6,41,77,0.7,Glenn,Whelan
110,3,53,72,1304,13.6,4,3,0,6,22,0,0,0,1,0,0,3,195,294,198.7,487,98,0.1,Jonathan,Walters
110,3,71,117,2713,16.5,6,7,3,9,43,0,0,1,9,1,0,8,401,530.4,768.7,861,216.2,1,Marko,Arnautovic
110,3,54,15,384,2.8,0,0,0,0,5,0,0,0,0,0,0,0,63,32,55.2,63,14.8,0,Ibrahim,Afellay
110,3,60,80,1699,13.3,4,2,2,8,21,0,0,0,2,0,0,8,275,293.6,672.9,453,141.6,3,Xherdan,Shaqiri
110,3,45,24,796,5.3,0,1,0,2,20,1,0,0,1,0,0,1,126,65,111.3,44,22,0.1,Giannelli,Imbula
110,3,55,30,475,5.5,3,0,0,0,12,0,0,1,1,0,0,4,93,125.4,84.5,114,32.1,0.7,Bojan,Krkic
110,4,44,79,1343,18,7,3,2,4,23,0,0,0,3,0,0,7,262,346.6,260.9,664,126.8,3.4,Peter,Crouch
110,4,57,51,1385,8.9,1,2,0,5,26,0,0,0,3,0,0,2,190,198,148.6,340,68.4,0.3,Mame Biram,Diouf
110,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Jose Luis,Mato Sanmartín
56,1,40,34,810,8.5,0,0,1,2,19,0,0,0,0,0,41,6,187,247,0,0,24.8,0.6,Vito,Mannone
56,1,42,102,2610,24.3,0,0,3,4,50,0,0,0,0,0,135,9,608,933,40,0,97.4,11,Jordan,Pickford
57,2,43,57,1910,13.3,2,0,0,4,36,0,0,0,2,0,0,1,342,443.2,31.5,243,71.8,0.6,Younes,Kaboul
56,2,44,47,2158,10.7,0,1,0,3,42,0,0,0,5,0,0,3,335,453.4,21.3,98,57,0.4,John,O'Shea
56,2,44,56,2270,12.7,1,0,1,5,49,0,0,0,8,0,0,6,368,476.8,387.5,270,113.5,0.1,Billy,Jones
31,2,49,98,2498,20,5,1,4,5,53,0,0,0,3,0,0,9,534,616,534.2,383,153.5,3.6,Patrick,van Aanholt
56,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adam,Matthews
56,2,42,69,2545,16.4,1,0,2,5,46,0,0,0,4,0,0,5,451,624,35.6,339,100.2,1.7,Lamine,Koné
56,3,42,12,433,2.9,0,1,0,0,11,0,0,0,1,0,0,0,61,53.6,30.1,26,10.9,0,Jan,Kirchhoff
56,3,42,12,633,2.9,0,0,0,0,13,0,0,0,4,0,0,0,63,65,47.3,12,12.6,0.1,Lee,Cattermole
56,3,47,40,1468,8.5,0,3,0,3,35,0,0,0,4,1,0,0,219,206,402.5,109,71.4,0,Sebastian,Larsson
56,3,43,38,1492,8.8,0,1,0,2,32,0,0,0,4,0,0,1,200,235,131,233,60,0.6,Jack,Rodwell
56,3,59,2,69,0.3,0,0,0,0,1,0,0,0,0,0,0,0,12,14.2,31.3,52,9.7,0,Jeremain,Lens
56,3,60,31,849,5.2,1,0,0,1,21,0,0,0,6,0,0,3,96,112.2,332.2,203,64.9,0.1,Wahbi,Khazri
56,3,47,43,1025,9.1,0,5,0,2,20,0,0,0,1,0,0,1,125,118.6,159.7,241,51.4,0.1,Duncan,Watmore
56,4,51,49,1742,9.6,2,0,0,5,34,0,0,0,5,0,0,3,177,217,257.3,406,87.4,0.6,Fabio,Borini
56,4,74,166,3322,22.4,15,3,6,6,63,0,0,0,1,0,0,24,529,630.4,274.5,1379,227,16.1,Jermain,Defoe
80,1,48,116,3330,24.2,0,0,0,8,69,0,1,0,1,0,117,8,650,780.4,0.1,0,78.1,3.6,Lukasz,Fabianski
80,1,39,3,90,0.8,0,0,0,0,1,0,0,0,0,0,4,0,12,24.8,0,0,2.5,3.4,Kristoffer,Nordfeldt
80,2,44,82,2714,18.6,1,0,1,8,48,1,0,0,5,0,0,7,528,589,407.5,216,121.3,2.1,Kyle,Naughton
11,2,52,127,3160,24.4,1,3,2,13,40,0,0,0,7,1,0,9,739,927.6,119.1,289,133.9,8.7,Ashley,Williams
80,2,41,22,920,5.4,0,1,0,2,26,0,0,0,1,0,0,0,160,149.2,84.1,12,24.6,0.1,Neil,Taylor
80,2,41,26,831,6.3,1,0,0,1,24,0,0,0,1,0,0,1,190,221.8,122.7,54,40,0.2,Angel,Rangel
80,2,38,21,1409,5.5,0,0,0,2,36,0,0,0,5,0,0,0,237,332.2,29.2,106,46.8,7.4,Jordi,Amat
80,2,42,63,2430,15,0,1,1,6,41,0,0,0,7,0,0,4,435,579.4,38.2,206,82.9,1.9,Federico,Fernández
80,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Franck,Tabanou
80,2,39,29,1036,7.4,0,0,1,3,20,0,0,0,0,0,0,2,192,140.2,106.8,15,26.2,8.9,Stephen,Kingsley
80,2,43,16,662,3.7,1,0,1,1,20,0,0,0,1,0,0,0,125,191.6,1.2,50,24.3,0.2,Mike,van der Hoorn
80,3,46,50,2232,10.9,0,1,0,3,51,2,0,0,7,0,0,0,348,331.2,222,168,71.6,0.1,Jack,Cork
80,3,74,181,3327,24.5,9,13,4,7,70,0,0,0,2,0,0,18,684,905.4,1302.7,1074,328.3,10.8,Gylfi,Sigurdsson
80,3,45,74,1917,16.4,3,2,0,5,42,0,0,0,1,0,0,2,228,273.2,428.5,355,105.5,0.3,Wayne,Routledge
80,3,44,32,1163,7.3,0,0,0,5,24,0,0,0,3,0,0,0,200,127.8,72.8,10,21.2,0.1,Leon,Britton
80,3,44,19,690,4.3,0,0,0,3,15,0,0,0,2,0,0,0,92,85.4,53.3,47,18.7,0,Jay,Fulton
80,3,50,41,1291,8.2,0,1,0,4,28,0,0,0,3,0,0,0,220,160.4,210.9,77,44.4,0.1,Sung-yueng,Ki
80,3,50,18,380,3.6,0,1,0,0,9,0,0,0,0,0,0,0,76,82.4,134.3,99,31.5,0.1,Jefferson,Montero
21,3,71,89,1439,12.5,6,3,1,6,25,0,0,0,1,0,0,5,257,324.4,233.4,505,105.6,1,André,Ayew
80,3,48,95,2405,19.8,6,2,2,4,49,0,0,0,9,0,0,5,429,507.6,333.9,443,128.3,4.6,Leroy,Fer
80,3,47,12,214,2.6,0,1,0,0,11,0,0,0,0,0,0,0,47,40,57.5,48,14.6,0.1,Nathan,Dyer
80,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bafétimbi,Gomis
80,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,Marvin,Emnes
80,4,50,34,1145,6.8,0,2,0,4,23,0,0,0,1,0,0,0,136,153.6,332.7,223,70.5,0.6,Modou,Barrow
6,1,55,143,3004,26,0,0,0,15,24,0,0,0,0,0,78,6,665,664.6,20,2,68.7,7.9,Hugo,Lloris
6,1,48,17,416,3.5,0,0,0,2,2,0,0,0,0,0,7,0,81,70.4,0,0,6.9,0.3,Michel,Vorm
6,2,64,120,2601,18.8,1,0,0,14,17,0,0,0,1,0,0,4,611,618.4,102.2,363,108.6,9.6,Toby,Alderweireld
6,2,58,84,1530,14.5,2,3,2,8,11,0,0,0,8,0,0,6,357,387.4,371.5,237,99.6,4.3,Danny,Rose
6,2,62,142,2701,22.9,0,6,3,14,21,0,0,0,8,0,0,18,640,564,570.5,264,140.2,27.6,Kyle,Walker
6,2,58,126,2894,21.7,0,0,0,15,21,0,0,0,5,0,0,8,733,790.8,121.1,138,105.1,7.7,Jan,Vertonghen
6,2,50,90,1739,18,1,3,0,8,13,0,0,0,1,0,0,5,443,452,449.6,156,105.8,5.2,Ben,Davies
6,2,47,51,568,10.9,0,5,3,3,3,0,0,0,1,0,0,7,202,183.8,185.6,35,40.6,0.4,Kieran,Trippier
6,2,45,2,357,0.4,0,0,0,0,4,1,0,0,3,0,0,0,26,39.4,14.4,0,5.4,0.1,Kevin,Wimmer
6,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,DeAndre,Yedlin
6,3,50,93,3043,18.6,2,0,1,16,24,0,0,0,6,0,0,4,505,663.6,223.8,315,120.7,5.1,Eric,Dier
6,3,54,76,2056,14.1,1,2,0,11,17,0,0,0,5,0,0,6,456,407.2,409.7,121,94.2,0.5,Mousa,Dembélé
35,3,58,110,2135,19,5,6,2,6,32,0,0,0,2,0,0,8,359,412,538.8,543,148.7,1.4,Nacer,Chadli
6,3,66,28,595,4.2,1,1,0,4,2,0,0,1,1,0,0,4,93,121.8,275.2,225,62.2,3.3,Erik,Lamela
6,3,89,218,3159,24.5,8,20,5,16,24,0,0,0,0,0,0,30,798,974.6,1679.2,1244,389.7,17.9,Christian,Eriksen
6,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nabil,Bentaleb
88,3,46,26,927,5.7,1,0,0,0,27,0,0,0,4,0,0,0,126,116,149.6,137,39.8,0,Ryan,Mason
80,3,41,52,1389,12.7,1,2,0,5,18,0,0,0,1,0,0,4,243,253.8,268.2,86,61,2.6,Tom,Carroll
6,3,91,225,3036,24.7,18,11,4,17,22,0,0,0,4,0,0,17,679,969.6,778.7,1270,301.7,32.3,Bamidele,Alli
6,3,42,5,22,1.2,0,0,0,0,0,0,0,0,0,0,0,0,17,7.4,4.4,18,3,0.1,Joshua,Onomah
6,3,48,103,3012,21.5,4,2,2,12,25,0,0,0,10,0,0,7,578,609.6,486,480,157.7,2.9,Victor,Wanyama
6,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alex,Pritchard
6,3,72,174,2063,24.2,14,9,4,10,18,0,0,0,2,0,0,13,512,753.4,642.3,1161,255.6,11,Heung-Min,Son
