team_code_16_17,element_type_16_17,now_cost_16_17,total_points_16_17,minutes_16_17,value_season_16_17,goals_scored_16_17,assists_16_17,dreamteam_count_16_17,clean_sheets_16_17,goals_conceded_16_17,own_goals_16_17,penalties_saved_16_17,penalties_missed_16_17,yellow_cards_16_17,red_cards_16_17,saves_16_17,bonus_16_17,bps_16_17,influence_16_17,creativity_16_17,threat_16_17,ict_index_16_17,selected_by_percent_16_17,first_name,second_name
6,4,119,224,2523,18.8,29,7,9,14,19,0,0,1,3,0,0,33,920,1279,548.4,1530,336,23.3,Harry,Kane
6,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clinton,N'Jie
6,4,75,55,845,7.3,2,3,0,3,8,0,0,0,0,0,0,3,134,158,241.3,501,89.4,0.8,Vincent,Janssen
57,1,42,2,83,0.5,0,0,0,0,4,0,0,0,0,0,6,0,20,41.6,0,0,4.1,0.4,Costel,Pantilimon
57,1,49,113,3337,23.1,0,0,1,7,64,1,1,0,1,0,117,6,681,834.4,10,0,84.4,1.7,Heurelho,Gomes
57,2,43,31,1162,7.2,0,1,1,2,21,0,0,0,3,0,0,3,183,225.2,61.7,45,33.2,0.2,Craig,Cathcart
57,2,43,67,2770,15.6,1,2,1,5,49,0,0,0,10,1,0,3,441,624,111.3,302,103.8,0.8,Sebastian,Prödl
57,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,Juan Carlos,Paredes
57,2,46,87,2905,18.9,2,4,1,7,61,0,0,0,14,0,0,9,547,666.8,567.6,211,144.6,3,José,Holebas
35,2,44,74,2638,16.8,0,2,1,5,39,0,0,0,8,0,0,6,419,461,214.3,109,78.3,1.3,Allan-Roméo,Nyom
57,2,42,71,2280,16.9,1,2,2,6,36,0,0,0,6,2,0,8,413,531.2,96.7,280,90.9,0.7,Miguel,Britos
57,2,48,35,771,7.3,2,0,0,1,15,0,0,0,1,0,0,1,143,200.4,49.1,166,41.7,0,Christian,Kabasele
25,3,42,26,861,6.2,0,1,0,0,20,0,0,0,2,0,0,0,131,123.6,169.2,100,38.7,0.1,Adlène,Guédioura
57,3,45,131,3204,29.1,7,2,3,7,60,0,0,0,5,0,0,14,544,577.6,696.8,513,178.7,22.9,Etienne,Capoue
57,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Almen,Abdi
57,3,42,1,54,0.2,0,0,0,0,2,0,0,0,0,1,0,0,6,5.6,1.3,0,0.6,0.6,Ben,Watson
57,3,45,1,10,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Ikechi,Anya
57,3,45,48,2030,10.7,0,0,0,5,39,0,0,0,7,0,0,0,258,208.2,101.9,24,33.6,0.2,Valon,Behrami
57,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steven,Berghuis
57,3,50,65,2091,13,0,3,0,4,51,0,0,0,4,0,0,5,263,282.4,494.3,368,113.9,0.1,Nordin,Amrabat
57,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Mario,Suárez
57,3,57,28,519,4.9,1,1,0,1,9,0,0,0,2,0,0,0,87,146.2,96.7,225,46.8,0,Isaac,Success
57,4,66,130,2944,19.7,10,4,2,6,52,1,0,0,7,0,0,18,441,617.4,555.9,900,206.8,4.8,Troy,Deeney
57,4,68,39,1291,5.7,1,1,0,2,29,0,0,0,1,0,0,2,84,93.6,173.8,440,70,2.4,Odion,Ighalo
57,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mamadou Obbi,Oularé
57,4,48,6,116,1.3,0,0,0,0,1,0,0,0,0,0,0,0,11,1,14.3,22,3.5,0.2,Jerome,Sinclair
35,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,Boaz,Myhill
35,1,47,113,3420,24,0,0,2,6,51,0,0,0,2,0,115,4,629,767,20.3,5,79.5,12.6,Ben,Foster
35,2,44,79,2637,18,2,1,1,4,39,0,0,0,8,0,0,7,478,626.6,117.5,259,100.6,4.1,Jonny,Evans
35,2,42,8,590,1.9,0,0,0,1,13,0,0,0,3,0,0,0,60,96.4,1.1,21,12,0.5,Jonas,Olsson
35,2,49,102,3276,20.8,4,0,1,6,50,0,0,0,10,0,0,6,500,742.4,317.1,418,147.9,2.5,Craig,Dawson
35,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Sébastien,Pocognoli
35,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,Cristian,Gamboa
35,2,50,131,3140,26.2,6,1,4,7,45,1,0,0,5,0,0,14,576,913.8,74.3,367,135.4,24.7,Gareth,McAuley
35,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James,Chester
35,2,48,99,2477,20.6,3,4,2,4,37,0,0,0,5,0,0,11,462,509.4,674.5,340,153.1,2.3,Chris,Brunt
35,3,44,103,3231,23.4,2,3,1,8,45,0,0,0,0,0,0,2,453,393.2,362.3,260,101.2,8.1,Darren,Fletcher
35,3,51,14,218,2.7,0,1,0,1,6,0,0,0,1,0,0,0,52,35.4,137.9,11,18.3,0.1,Craig,Gardner
35,3,43,84,1741,19.5,5,2,0,4,22,0,0,0,3,0,0,4,328,351,348.9,237,93.7,1.1,James,Morrison
35,3,43,54,2418,12.6,0,0,0,4,36,0,0,0,9,0,0,0,366,346,108.5,33,49,0.2,Claudio,Yacob
35,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Callum,McManaman
35,3,48,52,1477,10.8,1,3,0,2,24,0,0,0,9,0,0,1,236,288.6,331.3,360,98.2,0.1,James,McClean
35,3,41,12,118,2.9,0,1,0,0,3,0,0,0,0,0,0,0,38,27.4,29.9,20,7.6,0.5,Jonathan,Leko
35,3,53,115,2181,21.7,4,9,2,6,28,0,0,0,2,0,0,12,357,463.2,508.9,458,142.3,4,Matt,Phillips
35,4,54,1,13,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,3.6,11,40,5.5,0.1,Rickie,Lambert
110,4,60,26,963,4.3,0,0,0,4,13,0,0,0,1,0,0,0,50,38.4,73.5,299,40,0.5,Saido,Berahino
35,4,63,118,2892,18.7,8,3,1,6,44,0,0,0,2,0,0,10,287,435.4,430.3,1430,227.8,4.2,Salomón,Rondón
21,1,46,64,1440,13.9,0,0,0,6,25,0,0,0,1,0,53,6,311,367.8,10,0,37.7,1.7,Adrián,San Miguel del Castillo
21,1,44,69,1980,15.7,0,0,1,4,39,0,1,0,1,0,64,5,370,484.8,0,0,48.7,1.3,Darren,Randolph
21,2,42,69,1655,16.4,2,0,2,6,29,0,0,0,3,0,0,7,364,501,45.4,169,71.6,4.5,James,Collins
21,2,49,102,2587,20.8,2,3,2,9,48,0,0,0,8,1,0,16,622,793.6,104.4,141,104,2.4,Winston,Reid
21,2,51,60,2115,11.8,0,2,0,5,35,0,0,0,2,1,0,1,334,307.6,284.7,121,71.2,0.3,Aaron,Cresswell
21,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,Reece,Oxford
21,2,47,45,1755,9.6,0,0,0,4,31,0,0,0,2,0,0,2,322,384.4,82.4,51,51.6,0.7,Angelo,Ogbonna
21,2,42,29,1249,6.9,0,1,0,3,27,0,0,0,5,1,0,2,198,202.2,118.2,72,39.4,0.3,Sam,Byram
21,3,62,71,2389,11.5,3,0,1,8,40,0,0,1,10,0,0,5,389,342,384.8,233,95.9,1.2,Mark,Noble
21,3,50,79,2723,15.8,1,1,0,9,46,0,0,0,3,0,0,3,438,458.8,147.4,200,80.5,0.7,Cheikhou,Kouyaté
21,3,43,55,1763,12.8,1,2,1,4,32,0,0,0,7,0,0,6,331,311.4,131.3,52,49.4,0.3,Pedro,Obiang
21,3,90,81,1513,9,2,8,1,4,28,0,0,0,2,0,0,10,347,414,1096.6,516,202.6,6.2,Dimitri,Payet
21,3,59,133,2708,22.5,8,3,3,9,53,0,0,0,9,0,0,20,635,639,863.3,629,213.5,2,Manuel,Lanzini
21,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Josh,Cullen
21,3,67,132,2433,19.7,9,8,3,7,43,0,0,0,4,1,0,8,410,622.4,503.1,1105,222.7,5.3,Michail,Antonio
21,3,47,31,957,6.6,0,1,0,3,20,0,0,0,2,0,0,0,160,155.4,63.3,43,26.1,0.1,Håvard,Nordtveit
21,3,50,55,1042,11,3,3,1,1,23,0,0,0,1,1,0,4,220,268,320.2,262,84.9,0.7,Sofiane,Feghouli
21,3,53,10,240,1.9,0,1,0,1,4,0,0,0,0,0,0,0,29,28.2,87.8,33,14.6,0.1,Gökhan,Töre
21,4,59,69,1312,11.7,7,2,1,3,27,0,0,0,3,0,0,6,256,351.8,220.8,620,119.2,2,Andy,Carroll
11,4,52,54,927,10.4,3,3,0,2,12,0,0,0,1,0,0,3,173,194.2,117.6,490,79,1.7,Enner,Valencia
21,4,57,12,181,2.1,1,0,0,0,4,0,0,0,0,0,0,2,32,41.8,19.6,45,10.7,0.1,Diafra,Sakho
90,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Nick,Pope
90,1,40,5,270,1.3,0,0,0,0,7,0,0,0,0,0,10,0,45,66.2,0,0,6.6,2.3,Paul,Robinson
90,3,48,47,999,9.8,1,3,1,3,19,0,0,0,1,0,0,3,187,220,267.3,161,64.8,0.1,Johann Berg,Gudmundsson
14,2,44,43,1410,9.8,0,0,0,3,19,0,0,0,3,0,0,4,292,308.2,52.5,78,44,0.6,Ragnar,Klavan
14,3,43,4,43,0.9,0,0,0,0,0,0,0,0,1,0,0,0,10,8.8,17.4,39,6.1,0.2,Marko,Grujic
56,2,47,56,1878,11.9,0,0,0,6,30,1,0,0,2,0,0,2,320,319.2,55.1,62,43.7,0.1,Jason,Denayer
25,2,43,71,2193,16.5,0,0,0,7,32,0,0,0,5,0,0,8,455,442.2,219,50,71.5,1,Antonio,Barragán
25,4,61,130,2872,21.3,9,5,4,10,45,0,0,0,5,0,0,17,436,542.4,454.9,1078,207.1,10.9,Álvaro,Negredo
57,2,41,38,823,9.3,1,1,1,1,15,0,0,0,1,0,0,2,173,139.8,86.4,79,30.1,1.1,Juan,Zuñiga
57,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Tommie,Hoban
57,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brice,Dja Djédjé
57,3,46,38,1352,8.3,1,0,0,4,32,0,0,0,4,0,0,0,226,179.4,178.2,254,61.1,0,Abdoulaye,Doucouré
57,4,45,1,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.3,0,0,0.3,Matej,Vydra
3,2,41,32,810,7.8,0,0,1,4,8,0,0,0,3,0,0,3,171,172,49.2,100,32.2,3.3,Rob,Holding
14,3,75,149,2974,19.9,6,9,2,11,37,0,0,0,2,0,0,14,650,648.4,694.5,639,198.5,1.7,Georginio,Wijnaldum
110,3,48,36,855,7.5,0,2,0,5,11,0,0,0,2,0,0,1,151,104.6,137.3,149,38.5,0.5,Ramadan,Sobhi
8,2,45,3,26,0.7,0,0,0,0,0,0,0,0,0,0,0,0,9,4.8,0.9,17,2.3,0.1,Ola,Aina
11,3,50,80,2681,16,1,2,1,9,31,0,0,0,11,0,0,9,540,555.8,434.1,237,122.9,0.4,Idrissa,Gueye
43,3,77,105,1781,13.6,5,7,0,9,15,0,0,0,4,0,0,8,343,397.2,505.1,632,153.7,7.5,Leroy,Sané
25,1,42,36,900,8.6,0,0,1,3,17,0,0,0,0,0,37,3,197,228.4,0,0,22.9,0.7,Bradley,Guzan
25,3,52,59,1539,11.3,2,3,0,6,22,0,0,0,8,1,0,6,244,287.2,509.9,364,115.6,0.5,Gastón,Ramírez
20,2,47,5,129,1.1,0,0,0,0,1,0,0,0,0,0,0,0,24,20.6,20.7,21,6.3,0,Jérémy,Pied
3,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Chuba,Akpom
31,3,45,1,24,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.8,4,0.5,0,Sullay,Kaikai
11,2,41,54,1372,13.2,0,1,0,5,18,0,0,0,2,0,0,5,303,286.8,152.2,83,52.3,7.1,Mason,Holgate
13,2,43,19,699,4.4,1,0,0,1,18,0,0,0,2,0,0,0,136,137,48.4,88,27.2,0.2,Benjamin,Chilwell
13,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Bartosz,Kapustka
43,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Jose Angel,Esmoris Tasende
56,2,42,24,1577,5.7,0,0,0,2,35,0,0,0,4,1,0,0,281,487.6,25.9,124,63.8,0.2,Papy,Djilobodji
80,4,63,146,2442,23.2,15,3,5,5,51,0,0,0,2,0,0,22,512,639.8,489.6,1086,220.3,9.4,Fernando,Llorente
6,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cameron,Carter-Vickers
90,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,Daniel,Lafferty
1,3,82,115,2608,14,5,4,2,13,21,0,0,0,7,0,0,14,512,713,953.5,839,250,7.3,Paul,Pogba
20,2,42,60,1471,14.3,0,1,0,6,24,0,0,0,1,0,0,10,341,350.4,58.2,58,46.6,5.2,Jack,Stephens
21,2,47,34,972,7.2,0,1,0,3,24,0,0,0,1,0,0,7,253,219.8,126.7,18,36.4,0.1,Arthur,Masuaku
56,2,38,21,611,5.5,0,1,0,1,11,0,0,0,1,0,0,1,133,157.6,73.6,17,24.9,4.2,Donald,Love
80,4,66,32,561,4.8,1,2,0,1,11,0,0,0,0,0,0,1,83,59,91.9,190,33.1,0,Borja,Bastón
31,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Olayinka Fredrick Oladotun,Ladapo
31,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keshi,Anderson
35,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,Kane,Wilson
35,3,43,9,275,2.1,0,0,0,1,1,0,0,0,2,0,0,0,50,16.4,49,3,6.7,0,Sam,Field
11,3,44,63,1544,14.3,2,3,0,8,17,0,0,0,4,0,0,0,248,259,246.1,208,70.9,2.3,Tom,Davies
6,3,45,30,494,6.7,1,1,0,0,6,0,0,0,1,0,0,0,141,128,122.1,77,32.8,0,Harry,Winks
88,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greg,Olley
88,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Josh,Clackstone
88,4,45,8,181,1.8,0,0,0,0,8,0,0,0,0,0,0,0,21,3.8,17.9,36,5.7,0.1,Jarrod,Bowen
88,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Dusan,Kuciak
88,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Greg,Luer
88,2,40,9,323,2.3,0,0,0,1,8,0,0,0,1,0,0,0,57,40.2,20.5,2,6.4,0.3,Josh,Tymon
56,3,41,12,366,2.9,0,0,0,1,9,0,0,0,3,0,0,0,43,36.4,66.4,54,15.4,0.2,Lynden,Gooch
56,3,44,1,10,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0.2,0,Joel,Asoro
25,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Alex,Baptiste
14,3,43,8,167,1.9,0,0,0,0,2,0,0,0,0,0,0,0,32,32.4,20.2,48,10.1,0,Trent,Alexander-Arnold
14,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,Alexander,Manninger
90,3,56,54,1068,9.6,1,3,0,5,13,0,0,0,1,0,0,6,245,249.2,386.4,96,73.3,0.2,Steven,Defour
21,4,66,23,540,3.5,1,0,0,3,4,0,0,0,0,0,0,0,47,56.2,115,265,43.2,0.1,Jonathan,Calleri
25,2,42,58,1847,13.8,0,0,0,6,30,0,0,0,8,0,0,8,347,355.8,273.9,39,67.1,0.4,Fabio Pereira,da Silva
43,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pablo,Maffeo
6,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Luke,McGee
8,3,45,12,167,2.7,0,1,0,0,3,0,0,0,2,0,0,0,54,40.6,51.1,7,9.9,0,Nathaniel,Chalobah
90,3,43,3,85,0.7,0,0,0,0,4,0,0,0,0,0,0,0,16,7.6,5.1,8,2.1,0,Aiden,O'Neill
56,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Josh,Robson
56,3,48,15,802,3.1,0,0,0,2,13,0,0,0,5,1,0,0,77,90.8,134.4,98,32.3,0,Steven,Pienaar
21,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reece,Burke
21,4,50,16,367,3.2,0,0,0,0,13,0,0,0,2,0,0,0,33,30.6,64.2,160,24.4,0.2,Ashley,Fletcher
91,3,46,100,1764,21.7,3,9,2,7,32,0,0,0,3,0,0,8,345,338.4,536.5,332,120.7,1.2,Ryan,Fraser
56,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Thomas,Robson
56,2,43,38,1430,8.8,1,0,0,2,28,0,0,0,2,0,0,0,210,242.2,98.7,66,40.8,0,Javier,Manquillo
57,3,58,43,1036,7.4,2,3,0,3,17,0,0,0,2,1,0,2,186,168,239.3,141,54.7,0.2,Roberto,Pereyra
57,2,45,50,1614,11.1,2,1,0,2,33,0,0,0,2,0,0,0,261,309.4,222.3,254,78.8,0.2,Daryl,Janmaat
43,1,50,73,1968,14.6,0,0,1,6,26,0,1,0,0,0,33,3,366,292.2,0,0,28.9,1.2,Claudio,Bravo
21,3,47,38,1002,8.1,0,1,0,3,18,0,0,0,4,0,0,0,148,107.8,109.9,209,42.3,0,Edimilson,Fernandes
31,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hiram,Boateng
110,4,45,5,49,1.1,0,0,0,0,1,0,0,0,0,0,0,0,16,7.4,12.1,46,6.5,0.1,Julien,Ngoy
88,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ben,Hinchcliffe
80,4,45,5,82,1.1,0,0,0,0,5,0,0,0,0,0,0,0,17,8,33,39,8,0.1,Oliver,McBurnie
56,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Maksymilian,Stryjek
35,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Jack,Rose
3,4,78,20,272,2.6,1,1,0,1,2,0,0,0,0,0,0,0,83,65.4,105.4,163,32.9,0.1,Lucas,Pérez
21,4,60,10,459,1.7,0,0,0,2,14,0,0,0,2,0,0,0,21,16.4,112.4,207,32.9,0.1,Simone,Zaza
20,3,67,40,1104,6,1,1,0,3,22,0,0,0,5,0,0,1,160,197,328.6,265,78.6,0.1,Sofiane,Boufal
57,4,51,43,959,8.4,4,0,1,2,23,0,0,0,5,0,0,3,157,197.6,179.6,494,87.1,0.1,Stefano,Okaka
25,4,49,21,326,4.3,1,0,0,0,8,0,0,0,1,0,0,2,59,51,26.9,139,21.5,0.1,Patrick,Bamford
88,1,44,32,1440,7.3,0,0,0,0,44,1,0,0,0,0,63,0,262,423,0.3,0,42.3,0.1,David,Marshall
3,2,58,90,2274,15.5,2,2,1,8,30,0,0,0,11,0,0,8,513,598.2,159.7,364,112.4,1.4,Shkodran,Mustafi
57,2,40,15,562,3.8,0,0,1,1,13,0,0,0,0,0,0,3,121,162.6,12.7,26,20.1,0.4,Adrian,Mariappa
88,4,44,8,280,1.8,0,0,0,1,10,0,0,0,0,0,0,0,9,2.8,50.1,39,8.3,0.2,Will,Keane
80,2,46,94,2430,20.4,4,0,3,7,45,2,0,0,1,0,0,9,541,678,62,302,104.2,1.9,Alfie,Mawson
56,3,48,67,2520,14,1,1,0,5,48,0,0,0,5,0,0,1,397,340.4,310.1,140,78.9,0,Didier,Ndong
90,3,53,76,2691,14.3,2,1,0,9,47,0,0,0,6,1,0,1,286,284.6,234.4,259,77.4,0.1,Jeff,Hendrick
8,2,69,177,2693,25.7,6,5,3,15,19,0,0,0,2,0,0,11,675,618.2,420.4,536,157.6,16,Marcos,Alonso
110,2,49,106,3146,21.6,1,0,1,11,50,0,0,0,4,0,0,9,634,682.6,34.4,266,98.6,0.7,Bruno,Martins Indi
25,3,48,52,1543,10.8,0,1,0,6,22,0,0,0,1,0,0,2,264,283.2,320.5,176,77.9,0.1,Adama,Traoré
6,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pau,López Sabata
6,3,68,8,54,1.2,0,0,0,0,0,0,0,0,0,0,0,0,25,17,7.7,26,5.2,0,Georges-Kévin,Nkoudou
88,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James,Weir
13,4,82,83,1281,10.1,7,4,1,5,23,0,0,0,1,0,0,9,271,338.2,268.4,516,111.3,0.6,Islam,Slimani
21,2,45,0,258,0,0,0,0,0,9,0,0,0,3,0,0,0,34,37,32.5,3,7.3,0.1,Álvaro,Arbeloa
88,4,54,27,764,5,0,2,0,3,16,0,0,0,0,0,0,0,43,52.4,107.3,235,39.6,0,Dieumerci,Mbokani
8,2,62,132,2954,21.3,1,1,1,15,26,0,0,0,6,0,0,10,675,651,158.1,280,109.1,5,David,Luiz Moreira Marinho
35,4,50,52,701,10.4,3,2,0,1,13,0,0,0,3,0,0,3,144,166.2,130.7,255,53.8,0.3,Hal,Robson-Kanu
6,3,66,43,909,6.5,0,3,0,4,5,0,0,0,3,0,0,0,162,133,274.2,212,61,0.1,Moussa,Sissoko
88,3,49,20,638,4.1,0,0,0,0,13,0,0,0,1,0,0,0,75,52.4,62.9,60,17.4,0,Markus,Henriksen
110,1,43,106,2520,24.7,0,0,3,9,34,0,0,0,1,0,91,9,546,644,0,0,64.7,6.5,Lee,Grant
56,4,43,48,1219,11.2,3,1,1,3,21,0,0,0,2,0,0,5,166,210.4,195.3,505,90.4,2.2,Victor,Anichebe
31,3,42,12,274,2.9,0,0,0,0,6,0,0,0,0,0,0,0,47,33,13.7,13,5.9,0.1,Mathieu,Flamini
56,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michael,Simões Domingues
43,3,50,4,77,0.8,0,0,0,0,2,0,0,0,0,0,0,0,25,14,19.1,0,3.4,0,Aleix,García Serrano
31,4,43,1,7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.3,9,1.4,0.4,Jonathan,Benteke
31,2,45,9,188,2,0,1,0,0,7,0,0,0,0,0,0,0,38,41.6,36.3,8,8.6,0,Ezekiel,Fryers
31,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Luke,Dreher
14,3,44,2,8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1.3,2,0.3,0,Oviemuno,Ejaria
13,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ben,Hamer
20,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lloyd,Isgrove
31,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Ben,Wynter
20,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jake,Hesketh
56,3,45,7,235,1.6,0,0,0,1,4,0,0,0,1,0,0,0,30,34.2,42.7,29,10.6,0,George,Honeyman
3,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeff,Reine-Adelaide
20,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Olufela,Olomola
8,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dominic,Solanke
21,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Raphael,Spiegel
20,3,42,23,616,5.5,0,1,0,1,9,0,0,0,0,0,0,0,132,123.6,58.4,25,20.8,0.1,Sam,McQueen
3,3,45,1,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,2.2,0,0,0.2,0,Ainsley,Maitland-Niles
90,2,40,3,270,0.8,0,0,0,0,6,0,0,0,0,0,0,0,39,56.4,0.2,4,6.1,0.1,Kevin,Long
11,4,45,17,347,3.8,1,0,0,0,7,0,0,0,1,0,0,1,46,53.2,10,82,14.1,0.1,Dominic,Calvert-Lewin
11,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Mateusz,Hewelt
20,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Stuart,Taylor
80,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daniel,James
110,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thibaud,Verlinden
91,1,40,3,90,0.8,0,0,0,0,1,0,0,0,0,0,4,0,17,33.8,0,0,3.4,0.1,Ryan,Allsop
35,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alex,Palmer
13,3,45,1,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Matthew,James
14,3,43,5,86,1.2,0,0,0,0,1,0,0,0,0,0,0,0,14,7.4,12.6,34,5.4,0,Ben,Woodburn
20,3,41,12,211,2.9,0,1,0,1,1,0,0,0,0,0,0,0,48,41.8,38.2,83,16.3,0.3,Joshua,Sims
57,2,40,0,52,0,0,0,0,0,2,0,0,0,0,0,0,0,4,5.2,0.8,0,0.6,0,Andrew,Eleftheriou
31,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michael,Phillips
43,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oluwatosin,Adarabioyo
21,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alex,Pike
21,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marcus,Browne
21,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Domingos,Quina
31,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Noor,Husin
31,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aaron,Wan-Bissaka
56,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Josh,Maja
35,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rekeem,Harper
