team_code_16_17,element_type_16_17,now_cost_16_17,total_points_16_17,minutes_16_17,value_season_16_17,goals_scored_16_17,assists_16_17,dreamteam_count_16_17,clean_sheets_16_17,goals_conceded_16_17,own_goals_16_17,penalties_saved_16_17,penalties_missed_16_17,yellow_cards_16_17,red_cards_16_17,saves_16_17,bonus_16_17,bps_16_17,influence_16_17,creativity_16_17,threat_16_17,ict_index_16_17,selected_by_percent_16_17,team_code_17_18,element_type_17_18,now_cost_17_18,total_points_17_18,minutes_17_18,value_season_17_18,goals_scored_17_18,assists_17_18,dreamteam_count_17_18,clean_sheets_17_18,goals_conceded_17_18,own_goals_17_18,penalties_saved_17_18,penalties_missed_17_18,yellow_cards_17_18,red_cards_17_18,saves_17_18,bonus_17_18,bps_17_18,influence_17_18,creativity_17_18,threat_17_18,ict_index_17_18,selected_by_percent_17_18,minutes_18_19,value_season_18_19,goals_scored_18_19,assists_18_19,dreamteam_count_18_19,clean_sheets_18_19,goals_conceded_18_19,own_goals_18_19,penalties_saved_18_19,penalties_missed_18_19,yellow_cards_18_19,red_cards_18_19,saves_18_19,bonus_18_19,bps_18_19,influence_18_19,creativity_18_19,threat_18_19,ict_index_18_19,selected_by_percent_18_19,first_name,second_name,assists_1_18_19,attempted_passes_1_18_19,big_chances_created_1_18_19,big_chances_missed_1_18_19,bonus_1_18_19,bps_1_18_19,clean_sheets_1_18_19,clearances_blocks_interceptions_1_18_19,completed_passes_1_18_19,creativity_1_18_19,dribbles_1_18_19,errors_leading_to_goal_1_18_19,errors_leading_to_goal_attempt_1_18_19,fouls_1_18_19,goals_conceded_1_18_19,goals_scored_1_18_19,ict_index_1_18_19,influence_1_18_19,key_passes_1_18_19,minutes_1_18_19,offside_1_18_19,open_play_crosses_1_18_19,own_goals_1_18_19,penalties_conceded_1_18_19,penalties_missed_1_18_19,penalties_saved_1_18_19,recoveries_1_18_19,red_cards_1_18_19,saves_1_18_19,selected_1_18_19,tackled_1_18_19,tackles_1_18_19,target_missed_1_18_19,threat_1_18_19,total_points_1_18_19,value_1_18_19,winning_goals_1_18_19,yellow_cards_1_18_19,team_code_18_19,element_type_18_19,total_points_18_19,now_cost_18_19
91.0,3.0,47.0,49.0,1366.0,10.4,2.0,0.0,0.0,4.0,24.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,254.0,254.0,181.7,168.0,60.5,0.1,91.0,3.0,48.0,59.0,1941.0,12.3,2.0,1.0,0.0,1.0,41.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,254.0,396.4,262.2,274.0,93.3,0.1,1734,11.5,2,2,0,4,33,0,0,0,8,0,0,0,237,400.6,164.7,217.0,78.1,0.1,Dan,Gosling,0,73,0,0,0,12,1,4,56,10.4,2,0,0,0,0,0,3.5,23.2,0,90,0,1,0,0,0,0,7,0,0,5035,2,0,1,1.0,3,50,0,0,91,3,54,50
57.0,2.0,45.0,50.0,1614.0,11.1,2.0,1.0,0.0,2.0,33.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,261.0,309.4,222.3,254.0,78.8,0.2,57.0,2.0,48.0,59.0,1818.0,12.3,3.0,1.0,2.0,2.0,37.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,342.0,445.0,230.6,253.0,92.9,0.4,1520,10.2,0,2,0,3,22,0,0,0,3,0,0,6,274,346.2,212.2,118.0,67.8,0.4,Daryl,Janmaat,0,37,0,0,1,25,1,7,23,6.3,2,0,0,1,0,0,4.3,15.2,0,90,0,1,0,0,0,0,7,0,0,24868,1,1,1,21.0,7,50,0,0,57,2,50,50
97.0,3.0,44.0,6.0,35.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.8,3.9,25.0,3.4,0.0,97.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2134,16.4,3,2,1,6,46,0,0,0,4,0,0,4,230,313.2,383.4,463.0,115.3,0.1,David Junior,Hoilett,0,20,0,0,0,6,0,4,16,25.4,1,0,0,2,2,0,4.5,11.8,1,90,1,1,0,0,0,0,4,0,0,20590,3,0,0,8.0,2,55,0,0,97,3,82,55
8.0,2.0,44.0,13.0,224.0,2.8,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,68.2,31.0,43.0,15.3,0.1,8.0,2.0,59.0,58.0,1087.0,9.8,1.0,1.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,226.0,255.2,245.3,329.0,82.6,0.2,125,1.8,0,0,0,1,0,0,0,0,0,0,0,0,30,17.4,14.7,29.0,6.1,0.1,Davide,Zappacosta,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,14783,0,0,0,0.0,0,55,0,0,8,2,9,55
91.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2263,24.6,7,6,2,9,41,0,0,0,3,0,0,7,414,598.0,466.7,609.0,167.5,3.6,David,Brooks,0,25,0,1,0,3,1,1,17,2.8,0,0,0,1,0,0,2.5,3.4,0,66,0,0,0,0,0,0,5,0,0,3963,1,1,1,19.0,3,50,0,0,91,3,123,50
36.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,360,3.8,0,0,0,1,5,0,0,0,0,0,14,2,76,89.2,0.0,0.0,8.9,2.3,David,Button,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,85325,0,0,0,0.0,0,40,0,0,36,1,15,40
8.0,2.0,62.0,132.0,2954.0,21.3,1.0,1.0,1.0,15.0,26.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,675.0,651.0,158.1,280.0,109.1,5.0,8.0,2.0,57.0,32.0,838.0,5.6,1.0,2.0,0.0,3.0,13.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,186.0,210.2,22.3,65.0,29.6,8.1,3238,28.3,3,2,4,16,36,0,0,0,3,0,0,19,794,859.0,358.7,363.0,158.0,11.7,David,Luiz Moreira Marinho,0,93,0,0,0,27,1,5,86,2.0,1,0,0,1,0,0,2.2,20.2,0,90,0,0,0,0,0,0,8,0,0,160332,0,1,0,0.0,5,55,0,1,8,2,164,55
43.0,3.0,86.0,130.0,2760.0,15.1,4.0,9.0,1.0,12.0,32.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,621.0,671.2,1388.4,801.0,286.2,2.8,43.0,3.0,82.0,169.0,2431.0,20.6,9.0,11.0,6.0,14.0,18.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,671.0,875.8,1118.5,867.0,286.5,11.5,2399,16.8,6,8,2,16,14,0,0,0,2,0,0,14,614,715.2,1150.3,1092.0,295.8,4.4,David,Silva,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,234240,0,0,0,0.0,0,85,0,0,43,3,143,85
11.0,3.0,46.0,43.0,999.0,7.4,1.0,3.0,0.0,3.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,172.0,168.0,239.3,141.0,54.7,0.1,11.0,3.0,69.0,7.0,248.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,33.7,28.0,8.3,0.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Davy,Klaassen,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,802,0,0,0,0.0,0,60,0,0,11,3,0,60
6.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.0,2.0,45.0,88.0,2842.0,19.6,0.0,2.0,2.0,7.0,37.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,467.0,494.4,340.7,63.0,90.0,1.7,2472,14.0,1,2,0,5,41,1,0,0,6,1,0,1,325,436.4,406.3,113.0,95.8,0.9,DeAndre,Yedlin,0,40,0,0,0,6,0,3,27,1.2,0,0,0,1,2,0,0.8,6.0,0,90,0,0,0,0,0,0,1,0,0,81314,1,1,1,1.0,1,45,0,0,4,2,63,45
21.0,3.0,45.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,0.3,0.0,0.1,0.0,21.0,2.0,44.0,41.0,1421.0,9.3,0.0,0.0,0.0,3.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,280.0,310.4,35.7,29.0,37.5,0.1,3003,20.9,2,0,2,6,47,0,0,0,4,0,0,9,586,584.4,174.2,213.0,97.1,4.2,Declan,Rice,0,24,0,0,0,5,0,1,22,0.6,0,0,0,0,2,0,0.4,3.0,0,45,0,0,0,0,0,0,1,0,0,16061,0,1,0,0.0,0,45,0,0,21,2,92,45
14.0,2.0,49.0,106.0,2553.0,21.6,2.0,1.0,0.0,11.0,31.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,589.0,715.4,119.2,236.0,107.1,5.6,14.0,2.0,53.0,110.0,2124.0,20.8,2.0,1.0,3.0,11.0,24.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,539.0,656.4,104.5,242.0,100.2,1.5,986,12.9,1,1,2,6,7,0,0,0,1,0,0,9,258,255.8,29.1,72.0,35.7,1.5,Dejan,Lovren,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,347393,0,0,0,0.0,0,50,0,0,14,2,63,50
13.0,3.0,48.0,58.0,1049.0,12.1,1.0,4.0,0.0,4.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,210.0,220.4,268.8,233.0,72.2,0.5,13.0,3.0,53.0,80.0,1683.0,15.1,3.0,3.0,0.0,4.0,35.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,308.0,290.6,412.8,461.0,116.7,0.6,1978,15.6,4,1,0,6,29,0,0,0,2,0,0,3,244,320.2,310.2,599.0,122.5,0.9,Demarai,Gray,0,37,0,0,0,15,0,3,30,8.2,5,0,0,0,2,0,6.1,14.4,0,90,0,0,0,0,0,0,4,0,0,44794,5,2,1,38.0,2,55,0,0,13,3,84,55
54.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2.0,39.0,1.0,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.3,0.0,2593,10.0,0,1,0,3,62,1,0,0,4,0,0,2,427,575.2,164.2,93.0,83.5,0.1,Denis,Odoi,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,12353,0,0,0,0.0,0,45,0,0,54,2,44,45
91.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,2.0,39.0,1.0,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.3,0.0,606,2.0,0,0,0,0,19,0,0,0,1,0,0,0,89,107.4,171.6,36.0,31.4,0.0,Diego,Rico,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1514,0,0,0,0.0,0,45,0,0,91,2,8,45
39.0,3.0,50.0,28.0,595.0,4.2,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,93.0,121.8,96.5,130.0,41.8,0.1,39.0,3.0,52.0,55.0,826.0,8.7,2.0,2.0,0.0,4.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,186.0,204.8,234.9,364.0,84.7,0.1,2352,22.1,9,8,3,10,29,0,0,0,11,0,0,13,386,559.6,402.5,888.0,185.0,8.5,Diogo,Jota,1,32,0,0,0,15,0,2,25,9.8,3,0,0,2,2,0,1.9,4.2,0,90,0,1,0,0,0,0,3,0,0,314441,5,0,1,5.0,5,65,0,0,39,3,139,65
21.0,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,3.9,1,0,0,0,5,0,0,0,0,0,0,2,68,69.0,40.2,22.0,13.1,0.1,Domingos,Quina,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3648,0,0,0,0.0,0,45,0,0,57,3,17,45
11.0,4.0,45.0,17.0,347.0,3.8,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,46.0,53.2,10.0,82.0,14.1,0.1,11.0,4.0,49.0,88.0,1871.0,18.0,4.0,8.0,1.0,6.0,28.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,255.0,354.0,322.6,630.0,130.2,3.5,1769,17.0,6,5,0,8,26,0,0,0,3,0,0,3,267,321.8,185.7,618.0,111.5,1.9,Dominic,Calvert-Lewin,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,68885,0,0,0,0.0,0,55,0,0,11,4,92,55
8.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,46.0,38.0,581.0,8.3,1.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,107.0,123.8,199.4,350.0,66.4,1.6,340,3.2,0,1,0,0,5,0,0,0,0,0,0,0,45,79.0,96.0,154.0,33.0,0.4,Dominic,Solanke,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,17914,0,0,0,0.0,0,50,0,0,91,4,15,50
4.0,4.0,46.0,38.0,537.0,5.6,1.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,122.0,141.0,85.0,219.0,47.9,0.6,4.0,4.0,61.0,94.0,1946.0,15.4,6.0,3.0,2.0,6.0,31.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,276.0,352.0,333.6,808.0,148.7,1.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,Dwight,Gayle,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,10803,0,0,0,0.0,0,60,0,0,4,4,0,60
8.0,3.0,105.0,224.0,2985.0,21.3,16.0,9.0,5.0,17.0,29.0,0.0,0.0,1.0,3.0,0.0,0.0,33.0,869.0,1044.6,1306.8,1162.0,351.6,30.6,8.0,3.0,105.0,173.0,2417.0,16.5,12.0,6.0,5.0,12.0,27.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,699.0,928.0,1127.3,1115.0,317.3,6.4,2918,21.6,16,15,9,12,35,0,0,0,2,0,0,35,879,1306.2,1471.2,1546.0,432.7,27.2,Eden,Hazard,1,23,1,0,0,21,0,0,20,13.8,6,0,0,1,0,0,4.8,23.8,1,14,0,0,0,0,0,0,1,0,0,480326,0,0,0,10.0,4,105,0,0,8,3,238,105
43.0,1.0,55.0,141.0,3004.0,23.9,0.0,0.0,0.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,623.0,517.6,0.0,0.0,52.0,7.9,43.0,1.0,57.0,158.0,3195.0,27.7,0.0,0.0,2.0,16.0,26.0,0.0,2.0,0.0,1.0,0.0,58.0,10.0,666.0,546.2,10.0,0.0,55.6,9.0,3420,29.6,0,1,2,20,23,0,0,0,2,0,58,6,700,535.2,33.0,0.0,56.8,22.9,Ederson,Santana de Moraes,0,37,0,0,1,27,1,0,24,0.0,0,0,1,0,0,0,2.1,21.4,0,90,0,0,0,0,0,0,13,0,3,796937,0,0,0,0.0,8,55,0,0,43,1,169,55
21.0,3.0,47.0,38.0,1002.0,8.1,0.0,1.0,0.0,3.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,148.0,107.8,109.9,209.0,42.3,0.0,21.0,3.0,43.0,29.0,840.0,6.7,0.0,2.0,0.0,2.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,123.0,110.8,97.3,77.0,28.6,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,Edimilson,Fernandes,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,16169,0,0,0,0.0,0,45,0,0,21,3,0,45
88.0,1.0,41.0,86.0,1980.0,21.0,0.0,0.0,3.0,5.0,36.0,0.0,2.0,0.0,0.0,0.0,73.0,7.0,431.0,554.2,0.3,4.0,55.8,21.9,13.0,1.0,42.0,4.0,180.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,36.0,67.8,0.0,0.0,6.8,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,Eldin,Jakupovic,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,6756,0,0,0,0.0,0,45,0,0,13,1,0,45
38.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,3.0,57.0,46.0,1327.0,8.1,1.0,1.0,0.0,6.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,151.0,151.0,152.1,246.0,54.5,0.1,1175,6.0,0,0,0,1,30,0,0,0,2,0,0,0,41,83.6,109.0,180.0,36.7,0.1,Elias,Kachunga,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5521,0,0,0,0.0,0,50,0,0,38,4,29,50
91.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,3.0,45.0,1.0,58.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,12.5,0.0,1.8,0.0,37,0.2,0,0,0,0,2,0,0,0,0,0,0,0,2,14.0,1.2,0.0,1.5,0.0,Emerson,Hyndman,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3650,0,0,0,0.0,0,45,0,0,91,3,1,45
8.0,2.0,44.0,13.0,224.0,2.8,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,68.2,31.0,43.0,15.3,0.1,8.0,2.0,52.0,14.0,278.0,2.7,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,61.8,28.7,48.0,13.8,0.1,660,4.2,0,0,0,2,11,0,0,0,0,0,0,1,130,104.6,113.8,81.0,30.0,0.2,Emerson,Palmieri dos Santos,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,9242,0,0,0,0.0,0,55,0,0,8,2,22,55
1.0,2.0,55.0,105.0,2058.0,19.1,0.0,0.0,1.0,13.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,542.0,481.2,31.0,98.0,61.2,8.3,1.0,2.0,60.0,55.0,1000.0,9.2,1.0,0.0,1.0,7.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,248.0,222.0,28.4,79.0,33.0,5.7,636,3.2,0,0,0,1,13,0,0,0,0,1,0,0,109,125.0,3.4,35.0,16.5,1.3,Eric,Bailly,0,24,0,0,0,13,0,8,23,0.3,1,0,0,0,1,0,2.4,23.4,0,90,0,0,0,0,0,0,6,0,0,133757,0,0,0,0.0,2,55,0,0,1,2,16,55
6.0,3.0,50.0,93.0,3043.0,18.6,2.0,0.0,1.0,16.0,24.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,505.0,663.6,223.8,315.0,120.7,5.1,6.0,3.0,47.0,85.0,2822.0,18.1,0.0,2.0,0.0,15.0,30.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,477.0,604.2,293.4,289.0,118.6,2.4,1504,11.9,3,0,0,5,18,0,0,0,4,0,0,3,269,363.4,150.1,121.0,63.6,0.9,Eric,Dier,0,55,0,0,0,15,0,9,48,5.4,0,0,0,2,1,0,2.8,22.2,0,87,0,0,0,0,0,0,4,0,0,109552,1,3,0,0.0,1,50,0,1,6,3,56,50
38.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,39.0,1.0,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.3,0.0,2049,11.1,0,1,1,3,45,0,0,0,0,0,0,2,297,281.8,209.2,114.0,60.7,0.1,Erik,Durm,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,13149,0,0,0,0.0,0,45,0,0,38,2,49,45
6.0,3.0,66.0,28.0,595.0,4.2,1.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,93.0,121.8,275.2,225.0,62.2,3.3,6.0,3.0,63.0,55.0,826.0,8.7,2.0,4.0,1.0,4.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,186.0,204.8,283.1,364.0,84.7,0.1,965,11.4,4,4,0,4,12,0,0,0,2,0,0,5,231,263.8,339.9,441.0,104.1,0.3,Erik,Lamela,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4017,0,0,0,0.0,0,65,0,0,6,3,67,65
8.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,45.0,1.0,10.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.4,0.0,0.0,0.7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Ethan,Ampadu,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3328,0,0,0,0.0,0,45,0,0,8,3,0,45
57.0,3.0,45.0,131.0,3204.0,29.1,7.0,2.0,3.0,7.0,60.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,544.0,577.6,696.8,513.0,178.7,22.9,57.0,3.0,48.0,48.0,1537.0,10.0,1.0,1.0,0.0,4.0,29.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,262.0,280.2,165.9,150.0,59.7,1.4,2944,16.5,1,3,1,8,48,0,0,0,14,1,0,8,496,656.6,219.2,152.0,102.8,0.5,Etienne,Capoue,0,56,0,0,0,8,1,4,41,2.9,2,0,0,4,0,0,2.2,9.8,0,90,0,0,0,0,0,0,7,0,0,14003,1,2,2,9.0,2,50,0,1,57,3,79,50
36.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,44.0,20.0,1313.0,4.5,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,183.0,210.0,99.2,73.0,38.2,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.9,Ezequiel,Schelotto,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,118425,0,0,0,0.0,0,40,0,0,36,2,0,40
43.0,3.0,47.0,13.0,224.0,2.8,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,68.2,42.3,43.0,15.3,0.1,43.0,3.0,45.0,55.0,1740.0,12.2,1.0,2.0,0.0,6.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,398.0,369.2,263.7,62.0,69.4,0.5,722,5.5,0,1,0,3,9,0,0,0,1,1,0,2,186,153.8,97.8,24.0,27.5,0.3,Fabian,Delph,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,18028,0,0,0,0.0,0,55,0,0,43,2,29,55
14.0,3.0,46.0,43.0,999.0,7.4,1.0,3.0,0.0,3.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,172.0,168.0,239.3,141.0,54.7,0.1,14.0,3.0,50.0,3.0,129.0,0.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,33.7,28.0,8.3,0.2,2011,11.8,1,2,0,11,14,0,0,0,6,0,0,0,305,406.2,283.4,173.0,86.4,0.6,Fabio Henrique,Tavares,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,51015,0,0,0,0.0,0,60,0,0,14,3,65,60
