team_code_16_17,element_type_16_17,now_cost_16_17,total_points_16_17,minutes_16_17,value_season_16_17,goals_scored_16_17,assists_16_17,dreamteam_count_16_17,clean_sheets_16_17,goals_conceded_16_17,own_goals_16_17,penalties_saved_16_17,penalties_missed_16_17,yellow_cards_16_17,red_cards_16_17,saves_16_17,bonus_16_17,bps_16_17,influence_16_17,creativity_16_17,threat_16_17,ict_index_16_17,selected_by_percent_16_17,team_code_17_18,element_type_17_18,now_cost_17_18,total_points_17_18,minutes_17_18,value_season_17_18,goals_scored_17_18,assists_17_18,dreamteam_count_17_18,clean_sheets_17_18,goals_conceded_17_18,own_goals_17_18,penalties_saved_17_18,penalties_missed_17_18,yellow_cards_17_18,red_cards_17_18,saves_17_18,bonus_17_18,bps_17_18,influence_17_18,creativity_17_18,threat_17_18,ict_index_17_18,selected_by_percent_17_18,team_code_18_19,element_type_18_19,now_cost_18_19,total_points_18_19,minutes_18_19,value_season_18_19,goals_scored_18_19,assists_18_19,dreamteam_count_18_19,clean_sheets_18_19,goals_conceded_18_19,own_goals_18_19,penalties_saved_18_19,penalties_missed_18_19,yellow_cards_18_19,red_cards_18_19,saves_18_19,bonus_18_19,bps_18_19,influence_18_19,creativity_18_19,threat_18_19,ict_index_18_19,selected_by_percent_18_19,minutes_19_20,value_season_19_20,goals_scored_19_20,assists_19_20,dreamteam_count_19_20,clean_sheets_19_20,goals_conceded_19_20,own_goals_19_20,penalties_saved_19_20,penalties_missed_19_20,yellow_cards_19_20,red_cards_19_20,saves_19_20,bonus_19_20,bps_19_20,influence_19_20,influence_rank_19_20,influence_rank_type_19_20,creativity_19_20,creativity_rank_19_20,creativity_rank_type_19_20,threat_19_20,threat_rank_19_20,threat_rank_type_19_20,ict_index_19_20,ict_index_rank_19_20,ict_index_rank_type_19_20,selected_by_percent_19_20,first_name,second_name,assists_1_19_20,bonus_1_19_20,bps_1_19_20,clean_sheets_1_19_20,creativity_1_19_20,goals_conceded_1_19_20,goals_scored_1_19_20,ict_index_1_19_20,influence_1_19_20,minutes_1_19_20,own_goals_1_19_20,penalties_missed_1_19_20,penalties_saved_1_19_20,red_cards_1_19_20,saves_1_19_20,selected_1_19_20,threat_1_19_20,total_points_1_19_20,value_1_19_20,yellow_cards_1_19_20,team_code_19_20,element_type_19_20,total_points_19_20,now_cost_19_20
31.0,4.0,55.0,18.0,412.0,3.3,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,87.6,36.2,132.0,25.0,0.3,31.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,49.0,9.0,61.0,1.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.2,41.9,55.0,12.0,0.1,90,3.5,1,1,0,0,2,0,0,0,0,0,0,2,48,59.8,414,55,34.5,369,56,64.0,330,56,15.8,406,57,1.8,Connor,Wickham,0,0,1,0,0.5,0,0,0.2,0.0,7,0,0,0,0,0,280588,2.0,1,45,0,31,4,15,45
39.0,2.0,40.0,1.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,0.0,0.0,0.2,0.0,39.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,45.0,94.0,3420.0,20.9,0.0,0.0,1.0,9.0,46.0,3.0,0.0,0.0,5.0,0.0,0.0,6.0,585.0,593.2,26.2,0.0,61.8,0.9,3420,23.1,0,0,0,13,40,0,0,0,5,0,0,7,648,556.4,97,38,68.8,314,101,0.0,646,222,62.4,259,83,2.5,Conor,Coady,0,0,20,1,0.0,0,0,1.0,10.0,90,0,0,0,0,0,91016,0.0,6,50,0,39,2,118,50
7.0,3.0,46.0,28.0,595.0,4.2,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,93.0,121.8,239.3,141.0,54.7,0.1,7.0,3.0,45.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,42.0,18.0,388.0,3.3,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,85.4,84.6,113.0,29.1,0.1,1526,14.6,3,5,2,6,29,0,0,0,4,0,0,9,328,384.8,193,77,551.8,44,34,317.0,129,69,125.3,103,59,0.2,Conor,Hourihane,0,0,12,0,10.8,1,0,2.7,16.4,81,0,0,0,0,0,15856,0.0,2,60,0,7,3,83,60
57.0,2.0,43.0,31.0,1162.0,7.2,0.0,1.0,1.0,2.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,183.0,225.2,61.7,45.0,33.2,0.2,57.0,2.0,44.0,14.0,495.0,3.2,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,120.0,2.0,23.0,14.6,0.0,57.0,2.0,45.0,93.0,3095.0,20.7,3.0,0.0,1.0,6.0,54.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,552.0,719.6,25.5,262.0,100.8,3.2,2488,18.8,0,0,1,9,37,0,0,0,7,0,0,3,441,458.0,150,55,34.8,368,131,57.0,339,121,55.1,283,91,2.8,Craig,Cathcart,0,0,10,0,0.3,3,0,1.1,10.4,90,0,0,0,0,0,261010,0.0,1,45,0,57,2,77,45
57.0,2.0,40.0,1.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,0.0,0.0,0.2,0.0,57.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,2.0,41.0,2.0,209.0,0.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,42.2,3.1,0.0,10.9,0.1,2359,12.7,2,0,0,4,49,0,0,0,6,0,0,2,353,550.6,103,40,67.5,317,103,403.0,97,11,102.1,147,38,0.3,Craig,Dawson,0,0,13,0,0.4,3,0,5.9,21.2,90,0,0,0,0,0,16860,37.0,1,50,0,57,2,61,50
36.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,3.0,45.0,87.0,3240.0,19.3,0.0,3.0,0.0,10.0,50.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,550.0,625.8,272.5,176.0,107.7,1.2,36.0,3.0,43.0,65.0,2484.0,15.1,1.0,1.0,0.0,5.0,46.0,0.0,0.0,0.0,6.0,1.0,0.0,4.0,404.0,498.2,249.3,88.0,83.6,3.0,2525,14.3,0,1,0,6,42,0,0,0,8,0,0,1,406,438.6,163,61,292.8,145,91,90.0,295,147,82.2,199,102,1.5,Dale,Stephens,0,0,11,1,11.3,0,0,2.6,15.0,90,0,0,0,0,0,170109,0.0,3,45,0,36,3,63,45
13.0,3.0,43.0,53.0,1673.0,12.3,1.0,1.0,1.0,4.0,35.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,262.0,254.4,204.0,109.0,57.0,0.2,13.0,3.0,43.0,13.0,486.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,81.2,10.3,0.0,9.2,0.2,13.0,3.0,43.0,15.0,639.0,3.5,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,103.0,139.0,46.7,21.0,20.8,0.2,0,0.0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.0,568,220,0.0,552,221,0.0,526,210,0.0,570,223,0.3,Daniel,Amartey,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,18668,0.0,0,45,0,13,3,0,45
13.0,3.0,53.0,69.0,2466.0,13.0,1.0,1.0,0.0,8.0,44.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,384.0,401.8,307.1,213.0,92.0,3.6,8.0,3.0,47.0,24.0,520.0,5.1,1.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,117.0,116.4,88.1,54.0,25.7,0.2,8.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,317,1.4,0,0,0,0,11,0,0,0,1,0,0,0,32,18.6,452,188,21.2,402,191,8.0,422,195,4.7,453,192,0.5,Daniel,Drinkwater,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,136850,0.0,0,45,0,7,3,6,45
1.0,3.0,46.0,28.0,595.0,4.2,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,93.0,121.8,239.3,141.0,54.7,0.1,1.0,3.0,45.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,42.0,18.0,388.0,3.3,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,85.4,84.6,113.0,29.1,0.1,2281,16.7,3,6,0,7,29,0,0,0,4,0,0,2,308,415.2,180,71,428.1,86,59,622.0,58,31,146.0,72,42,4.9,Daniel,James,0,0,21,0,0.5,0,1,5.1,33.0,16,0,0,0,0,0,128489,17.0,6,60,0,1,3,95,60
43.0,2.0,40.0,1.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,0.0,0.0,0.2,0.0,43.0,2.0,50.0,100.0,1340.0,20.0,3.0,2.0,2.0,9.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,398.0,376.0,158.1,176.0,71.1,2.8,43.0,2.0,48.0,46.0,805.0,9.6,1.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,202.0,165.2,118.0,99.0,38.2,0.6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,650,222,0.0,646,222,0.0,642,221,0.0,652,222,0.0,Danilo Luiz,da Silva,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7745,0.0,0,50,0,43,2,0,50
14.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,14.0,4.0,54.0,18.0,262.0,3.3,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,57.8,42.0,143.0,24.0,0.2,20.0,4.0,54.0,90.0,1650.0,16.7,7.0,3.0,1.0,5.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,310.0,433.8,346.9,808.0,158.4,3.2,2800,26.1,22,2,4,6,44,0,0,1,3,0,0,40,736,1010.0,8,2,458.3,69,6,1558.0,6,4,302.4,7,3,31.4,Danny,Ings,0,0,8,0,11.0,1,0,1.6,4.8,65,0,0,0,0,0,130990,0.0,2,60,0,20,4,198,60
6.0,2.0,58.0,84.0,1530.0,14.5,2.0,3.0,2.0,8.0,11.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,357.0,387.4,371.5,237.0,99.6,4.3,6.0,2.0,64.0,24.0,800.0,3.8,0.0,2.0,0.0,2.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,136.0,159.4,181.6,117.0,45.9,0.3,6.0,2.0,58.0,86.0,1792.0,14.8,0.0,4.0,0.0,8.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,352.0,343.6,416.6,216.0,97.6,1.1,1753,8.9,0,0,0,5,28,0,0,0,7,0,0,0,290,288.4,249,96,230.8,181,41,44.0,357,128,56.5,280,89,1.3,Danny,Rose,0,0,13,0,53.0,1,0,7.0,15.2,90,0,0,0,0,0,135628,2.0,2,55,0,4,2,47,55
13.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,565,62,0.0,548,43,0.0,522,37,0.0,567,62,0.2,Danny,Ward,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,12460,0.0,0,45,0,13,1,0,45
13.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,565,62,0.0,548,43,0.0,522,37,0.0,567,62,0.2,Danny,Ward,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,12460,0.0,0,45,0,13,1,0,45
3.0,4.0,73.0,37.0,748.0,5.1,2.0,2.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,144.8,89.9,321.0,55.5,0.8,3.0,4.0,73.0,70.0,1178.0,9.6,5.0,2.0,2.0,4.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,249.0,309.8,212.8,435.0,96.0,1.2,3.0,4.0,64.0,19.0,146.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,63.0,73.6,56.8,66.0,19.5,0.4,813,6.7,2,1,1,1,15,0,0,0,0,0,0,3,93,128.2,359,46,51.5,348,52,350.0,110,39,53.0,294,44,0.2,Danny,Welbeck,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,8949,0.0,0,60,0,57,4,39,60
36.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2879,19.1,0,0,0,9,42,0,0,0,5,0,0,3,480,602.8,76,29,311.9,135,33,128.0,253,68,104.2,141,35,0.3,Dan,Burn,0,0,23,1,1.3,0,0,1.5,12.8,90,0,0,0,0,0,3535,1.0,6,45,0,36,2,86,45
91.0,3.0,47.0,49.0,1366.0,10.4,2.0,0.0,0.0,4.0,24.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,254.0,254.0,181.7,168.0,60.5,0.1,91.0,3.0,48.0,59.0,1941.0,12.3,2.0,1.0,0.0,1.0,41.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,254.0,396.4,262.2,274.0,93.3,0.1,91.0,3.0,47.0,54.0,1734.0,11.5,2.0,2.0,0.0,4.0,33.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,237.0,400.6,164.7,217.0,78.1,0.1,1254,11.2,3,1,0,2,23,0,0,0,3,0,0,1,186,316.4,230,93,151.9,237,140,259.0,159,93,72.6,222,110,0.1,Dan,Gosling,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1322,0.0,0,50,0,91,3,54,50
57.0,2.0,45.0,50.0,1614.0,11.1,2.0,1.0,0.0,2.0,33.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,261.0,309.4,222.3,254.0,78.8,0.2,57.0,2.0,48.0,59.0,1818.0,12.3,3.0,1.0,2.0,2.0,37.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,342.0,445.0,230.6,253.0,92.9,0.4,57.0,2.0,49.0,50.0,1520.0,10.2,0.0,2.0,0.0,3.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,274.0,346.2,212.2,118.0,67.8,0.4,606,9.0,0,1,1,4,5,1,0,0,1,0,0,7,148,116.0,367,142,108.4,269,77,46.0,354,127,27.1,367,132,0.5,Daryl,Janmaat,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,35136,0.0,0,45,0,57,2,36,45
8.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,59.0,58.0,1087.0,9.8,1.0,1.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,226.0,255.2,245.3,329.0,82.6,0.2,8.0,2.0,50.0,9.0,125.0,1.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,17.4,14.7,29.0,6.1,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,566,212,0.0,549,212,0.0,523,206,0.0,568,212,0.2,Davide,Zappacosta,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,27445,0.0,0,45,0,8,2,0,45
91.0,3.0,50.0,6.0,35.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.8,3.9,25.0,3.4,0.1,91.0,3.0,44.0,62.0,1214.0,9.4,1.0,3.0,0.0,4.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,226.0,316.6,234.9,406.0,95.9,0.8,91.0,3.0,50.0,123.0,2263.0,24.6,7.0,6.0,2.0,9.0,41.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,414.0,598.0,466.7,609.0,167.5,3.6,505,3.4,1,0,0,1,12,0,0,0,1,0,0,1,73,82.2,395,165,100.8,279,154,71.0,321,157,25.4,374,163,0.1,David,Brooks,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,23881,0.0,0,65,0,91,3,21,65
36.0,1.0,47.0,68.0,1683.0,14.5,0.0,0.0,1.0,4.0,24.0,1.0,2.0,0.0,2.0,0.0,43.0,3.0,309.0,350.4,0.1,0.0,35.1,1.7,36.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,36.0,1.0,40.0,15.0,360.0,3.8,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,76.0,89.2,0.0,0.0,8.9,2.3,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,509,38,0.0,489,16,0.0,456,8,0.0,511,38,18.2,David,Button,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1503984,0.0,0,40,0,36,1,0,40
1.0,1.0,42.0,102.0,2610.0,24.3,0.0,0.0,0.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,78.0,6.0,608.0,664.6,20.0,0.0,68.7,7.9,1.0,1.0,49.0,144.0,3240.0,26.2,0.0,0.0,0.0,10.0,35.0,0.0,0.0,0.0,0.0,0.0,87.0,6.0,694.0,726.4,0.1,0.0,72.3,8.3,1.0,1.0,57.0,120.0,3420.0,21.1,0.0,0.0,2.0,7.0,54.0,0.0,0.0,0.0,1.0,0.0,123.0,7.0,636.0,846.0,0.0,0.0,84.5,16.2,3420,27.0,0,0,3,13,36,0,0,0,2,0,95,8,630,695.0,55,13,0.0,657,72,0.0,655,70,69.2,236,13,11.5,David,de Gea,0,2,34,1,0.0,0,0,4.3,43.2,90,0,0,0,0,7,610697,0.0,10,55,0,1,1,143,55
8.0,2.0,62.0,132.0,2954.0,21.3,1.0,1.0,1.0,15.0,26.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,675.0,651.0,158.1,280.0,109.1,5.0,8.0,2.0,57.0,32.0,838.0,5.6,1.0,2.0,0.0,3.0,13.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,186.0,210.2,22.3,65.0,29.6,8.1,8.0,2.0,58.0,164.0,3238.0,28.3,3.0,2.0,4.0,16.0,36.0,0.0,0.0,0.0,3.0,0.0,0.0,19.0,794.0,859.0,358.7,363.0,158.0,11.7,2809,16.5,2,1,2,8,42,0,0,0,5,2,0,10,494,701.6,53,18,106.7,271,78,211.0,190,37,102.1,148,39,5.1,David,Luiz Moreira Marinho,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,514779,0.0,0,60,0,3,2,94,60
49.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,4.0,46.0,1.0,9.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,49.0,4.0,47.0,12.0,310.0,2.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,41.8,33.7,114.0,21.4,0.0,1810,12.0,2,2,1,7,18,0,0,0,2,0,0,6,201,303.4,238,28,268.4,156,22,584.0,62,29,115.2,118,27,0.2,David,McGoldrick,0,0,0,0,5.3,1,0,1.5,2.0,62,0,0,0,0,0,12742,8.0,2,55,0,49,4,65,55
43.0,3.0,86.0,130.0,2760.0,15.1,4.0,9.0,1.0,12.0,32.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,621.0,671.2,1388.4,801.0,286.2,2.8,43.0,3.0,82.0,169.0,2431.0,20.6,9.0,11.0,6.0,14.0,18.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,671.0,875.8,1118.5,867.0,286.5,11.5,43.0,3.0,85.0,143.0,2399.0,16.8,6.0,8.0,2.0,16.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,614.0,715.2,1150.3,1092.0,295.8,4.4,1821,18.5,6,12,6,11,15,0,0,0,0,0,0,15,549,639.6,68,19,735.8,24,21,937.0,29,13,231.2,24,15,9.1,David,Silva,0,0,11,1,32.3,0,0,5.7,7.2,79,0,0,0,0,0,257201,17.0,3,75,0,43,3,139,75
6.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.0,2.0,45.0,88.0,2842.0,19.6,0.0,2.0,2.0,7.0,37.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,467.0,494.4,340.7,63.0,90.0,1.7,4.0,2.0,45.0,63.0,2472.0,14.0,1.0,2.0,0.0,5.0,41.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,325.0,436.4,406.3,113.0,95.8,0.9,934,5.9,1,0,0,1,18,0,0,0,3,0,0,0,122,165.6,336,130,118.1,259,72,43.0,358,129,32.9,351,125,0.1,DeAndre,Yedlin,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3395,0.0,0,45,0,4,2,26,45
49.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3240,30.8,0,1,4,13,33,0,1,0,2,0,97,16,688,718.8,48,12,10.0,430,10,18.0,399,1,74.8,215,11,15.7,Dean,Henderson,0,0,12,0,0.0,1,0,1.4,13.6,90,0,0,0,0,2,80682,0.0,2,45,0,49,1,160,45
21.0,3.0,45.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,0.3,0.0,0.1,0.0,21.0,2.0,44.0,41.0,1421.0,9.3,0.0,0.0,0.0,3.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,280.0,310.4,35.7,29.0,37.5,0.1,21.0,2.0,44.0,92.0,3003.0,20.9,2.0,0.0,2.0,6.0,47.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,586.0,584.4,174.2,213.0,97.1,4.2,3420,22.3,1,5,1,7,62,0,0,0,6,0,0,8,616,715.8,49,13,350.8,115,73,259.0,158,92,132.5,92,52,1.8,Declan,Rice,0,0,15,0,1.8,5,0,1.8,16.0,90,0,0,0,0,0,157759,0.0,2,50,0,21,3,105,50
14.0,2.0,49.0,106.0,2553.0,21.6,2.0,1.0,0.0,11.0,31.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,589.0,715.4,119.2,236.0,107.1,5.6,14.0,2.0,53.0,110.0,2124.0,20.8,2.0,1.0,3.0,11.0,24.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,539.0,656.4,104.5,242.0,100.2,1.5,14.0,2.0,49.0,63.0,986.0,12.9,1.0,1.0,2.0,6.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,258.0,255.8,29.1,72.0,35.7,1.5,776,3.4,0,1,0,0,11,0,0,0,1,0,0,0,147,196.6,316,123,28.1,387,142,72.0,320,109,29.8,360,130,0.2,Dejan,Lovren,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,18316,0.0,0,55,0,14,2,18,55
13.0,3.0,48.0,58.0,1049.0,12.1,1.0,4.0,0.0,4.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,210.0,220.4,268.8,233.0,72.2,0.5,13.0,3.0,53.0,80.0,1683.0,15.1,3.0,3.0,0.0,4.0,35.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,308.0,290.6,412.8,461.0,116.7,0.6,13.0,3.0,54.0,84.0,1978.0,15.6,4.0,1.0,0.0,6.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,244.0,320.2,310.2,599.0,122.5,0.9,605,8.8,2,4,0,1,6,0,0,1,1,0,0,0,151,205.4,309,129,242.3,169,105,263.0,154,88,70.8,229,113,0.3,Demarai,Gray,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,35855,0.0,0,55,0,13,3,44,55
